"Symbol","cor_th1_th2","cor_th1_th0","cor_th2_th0","cluster"
"Atp10a",-0.156599018467723,0.900166175377208,-0.0563988029768767,1
"Gnpda1.1",0.36369061391364,0.976497793854584,0.420851509245662,1
"F730014I05Rik.1",0.846398948006519,0.911532048069787,0.852423388517726,1
"AI451617",-0.392375538584564,0.978054623596432,-0.269548632971223,1
"Rsad2",-0.575168596934895,0.935154501533039,-0.44050920171698,1
"Ube2l6",-0.069223094488747,0.927305952389582,0.0211017376200011,1
"Adar.3",0.0516024637962465,0.912962928079217,0.130303299673992,1
"Abcb1b",0.421068086865687,0.979284587842251,0.472326781781039,1
"Zbp1.1",-0.0923466597806207,0.940122574518053,0.0210044888691444,1
"Bmp7",0.651869722001168,0.866665632419571,0.675178725968973,1
"Fcrl1.2",0.740374547180814,0.840591634017327,0.751208720616919,1
"Wasl",0.474238313343663,0.973508150210725,0.526205507144454,1
"1700019D03Rik",0.736146310813168,0.986651319366455,0.761887975092392,1
"Cdc42se1.1",0.479325547454932,0.856706788811354,0.516107022515164,1
"Nphp1",0.677869577885501,0.822889573301117,0.69232912293652,1
"Anxa9",0.667831857859996,0.910954122416502,0.69222859785045,1
"Trio",0.563448733814546,0.975548976195492,0.604749300391738,1
"Mapk12.1",0.154123670457446,0.972554886481171,0.196419917806727,1
"LOC625360",0.365384110551866,0.971572552730544,0.397674120903351,1
"Dfna5h",0.652590872615385,0.922825505193189,0.665898098450927,1
"Sema4b",-0.0670141217230639,0.974991031514247,-0.0178298500922428,1
"St7.1",0.35672943972953,0.834984190260047,0.379579069941118,1
"Adprh",0.780735469789089,0.968802268801948,0.789349141471455,1
"Marcks",-0.198171215818142,0.894966383049809,-0.14710122834968,1
"Ly6c1",0.184138681600437,0.992685238792133,0.221597243726752,1
"Dtx3l",0.539188345118033,0.971483742323177,0.55722432362446,1
"Plac8",-0.371145155349045,0.970793483953489,-0.315819474865317,1
"Zfp91-cntf",0.793659237064804,0.909705678399296,0.798326785969174,1
"Anxa1",0.42230905946483,0.934926563103325,0.442375024504722,1
"Oasl2",0.16790612134995,0.90058784025062,0.19458562465167,1
"Epm2aip1",0.650878659227527,0.927979270177613,0.661366102613654,1
"Gpr114",0.355218302211909,0.959328943834796,0.377565437817521,1
"BC006779",-0.154394540970383,0.934004156466639,-0.113867875925713,1
"Capn2.1",0.650107551253966,0.983039125231387,0.662537070572134,1
"Ccr5.1",-0.551790557819013,0.845258087627544,-0.503784851622634,1
"Gldc.1",-0.632093893648424,0.961634384518492,-0.579736215747398,1
"H2-DMb2.1",0.625822029056732,0.983507959374498,0.648680472322263,1
"Tspan6",-0.225743391602241,0.84223948728294,-0.154728858679908,1
"B3galnt1",0.784529993481232,0.95833756152726,0.79580632917983,1
"Aqp9",-0.0705233158772704,0.956246097902395,-0.00311598539659006,1
"H2-Q5",0.677308462837461,0.962327627371414,0.694557744364022,1
"Prdm1.1",0.171281779338672,0.744162023497384,0.206665374443614,1
"Hspa1a.1",-0.26265343107025,0.823563448287227,-0.194799985658958,1
"Irak2",0.226383198509684,0.90285176407441,0.265023233858021,1
"Capn2",0.607379145718017,0.992762034724566,0.629468636173081,1
