"Symbol","cor_th1_th2","cor_th1_thm","cor_th2_thm","cluster"
"Ccrl2",0.803994461672823,0.879150873318783,0.933602099456017,1
"Ube2q2.2",0.0188151286099372,0.383457577200824,0.646607303679748,1
"Ssbp1.1",-0.113908426368569,0.0395564138063419,0.150145956737067,1
"2700038C09Rik",0.844689722631661,0.905931972137021,0.952630050559747,1
"Cetn4.1",0.665463614078694,0.801171121678572,0.904863931311355,1
"Slc4a11",-0.203253789267279,0.1869732063847,0.483751260128898,1
"Triobp.1",0.875147235964105,0.919305643121759,0.952738008538689,1
"Alms1.1",0.703282137538383,0.796784953228077,0.867673185024091,1
"Rab9",0.621697335008268,0.693479576955269,0.747147579629504,1
"2610020H08Rik.1",0.607549913045247,0.761831998090099,0.877750741835054,1
"H2afx",0.935322496098163,0.964868328706992,0.987091785821243,1
"2810474O19Rik.1",0.521265178855862,0.701073593549188,0.836341107719615,1
"2810417H13Rik",0.922284615809013,0.947019695820522,0.965711033737712,1
"Asph.11",0.581216928824572,0.723756662627221,0.831309765725707,1
"BC030307",0.73159331291874,0.832111049350626,0.909951633053381,1
"Mtf1.1",0.465478187348196,0.68202473607841,0.849902368618152,1
"Cntln.3",0.652389239633958,0.784477764260771,0.885900369646895,1
"Flot2.2",0.84226486709128,0.915274669112331,0.971660410558335,1
"Fmnl3.2",0.825495836078415,0.904589231038469,0.965584267479704,1
"LOC622404",0.8100503068232,0.875427147309676,0.925783061521125,1
"Mrpl33",0.697529362920329,0.781848222865555,0.847599485918099,1
"Ubb",0.33893168651537,0.403813753528368,0.45465021706116,1
"Mapk3",0.936665504799735,0.94354493480255,0.948926359036973,1
"Klrk1.3",-0.36234835699586,0.14329371619877,0.543704935548087,1
"Capn2.1",0.650107551253966,0.816066414879562,0.946404315256425,1
"Hspb6",0.963761725688636,0.97608253564132,0.985774037197865,1
"1110018J18Rik.1",0.835047351084087,0.91542513163155,0.978642450902702,1
"Hnrpul1",0.694729024044722,0.803213294252105,0.849046196711955,1
"Glrx",0.97634194342014,0.984714177597835,0.988223882125279,1
"Pvrl2.1",0.489549729584676,0.700169877097906,0.790568581336497,1
"Slc35d2",0.701530012805058,0.848837925088165,0.911971778628297,1
"Jmjd1a",0.801992611495363,0.900362806981644,0.942339486642068,1
"Msc",0.219353055268799,0.453780775126702,0.553421118566122,1
"Dclk1",-0.0834700816090546,0.319990006127889,0.491458729532938,1
"C2",0.203815975843566,0.610968670734768,0.788916185352266,1
"Ssr4",0.377876832498889,0.623995128345282,0.732041195069797,1
"9630058J23Rik",0.785533250652887,0.877308705238247,0.917669667027479,1
"Ckb",0.9016627887636,0.959977584305643,0.985176147036832,1
"Zfp11",0.79839624270118,0.897142457034279,0.939753863574006,1
"Apbb1",0.890763622449374,0.940132727034572,0.961441687645446,1
"Acox3.1",0.11257374460765,0.581523499750072,0.784985592042615,1
"Atg9a",0.915546867389137,0.954140860940196,0.970908497236982,1
"Arbp",0.720585894837473,0.849016930965915,0.904848801206018,1
"1110006G06Rik",0.631703340955638,0.772903733735213,0.83432182496077,1
"Hnrpdl",0.795498846105046,0.900717807560132,0.948145015402751,1
"Aqp8",-0.274526957486634,0.0124324405452578,0.141294867617484,1
"Casp8.1",0.866874303213542,0.916525354882517,0.938792705805822,1
"Pif1",0.964523813146609,0.978708734967289,0.98506624098508,1
"Idh3b",0.658173395414526,0.769366940180042,0.81848658158227,1
"Tspo",0.855577851879475,0.925050197639248,0.956004025451236,1
"Klhl26",0.955040058510054,0.97364563522676,0.981896077227018,1
"Phf11.2",0.0978397695910232,0.606494138548101,0.832344054852767,1
"Zranb1",0.612822549884651,0.805826037687648,0.884678021699923,1
"Lrrc29",0.620889041222928,0.792196864537053,0.862871269958608,1
"Stab1",0.895041324731422,0.945536495123373,0.966030110924634,1
"Ms4a6b",0.237329368124849,0.553784243175868,0.681542275873361,1
"Tbc1d22a",0.817379693735253,0.908148539273795,0.944551862669773,1
"Stambp",0.896447201813537,0.929870046891479,0.943170695816971,1
"Xpr1.1",0.821994535166708,0.921580716367145,0.961180837149665,1
"Ager.1",0.690399378124171,0.765937126535503,0.795568677367913,1
"Agrp",0.815303985325224,0.914829974676832,0.953886786239794,1
