"Symbol","cor_th1_th2","cor_th1_th0","cor_th2_th0","cluster"
"Arhgef9.1",0.313747478415849,0.787611714322297,0.314643933422233,2
"Gnpda1",0.336618098388001,0.765495999334232,0.292516175488798,2
"Sco1.1",0.315809146101047,0.744483265629257,0.273354231665097,2
"Tars2",0.375030785424012,0.774657077901419,0.352841980549955,2
"2810439F02Rik",0.303124088416756,0.825494184634439,0.371712209701123,2
"St7.1",0.35672943972953,0.834984190260047,0.379579069941118,2
"D14Ertd668e.1",0.333325719348529,0.974409334842316,0.304703705234022,2
"Nqo2.1",0.344939238811334,0.959481164888542,0.226026230769557,2
"Fgl2",0.304392205875257,0.942702258171677,0.239572660405566,2
"Mef2c.2",0.315590070088221,0.95442258363457,0.256011418573285,2
"Tec",0.416152310839579,0.980805585078159,0.338053677008839,2
"1110067D22Rik",0.416502734498633,0.963726516985221,0.307896600782925,2
"Tmtc2",0.37631362030947,0.904581839494455,0.367397605862313,2
"Bzrap1",0.399148576326232,0.927949817329617,0.364804707604355,2
"Gpr114",0.355218302211909,0.959328943834796,0.377565437817521,2
"Tmem106a",0.388209830710523,0.946660993818653,0.364235673583008,2
"Inpp5a.1",0.377510674815558,0.953013094216818,0.35944744346496,2
"Tap1",0.1809045050226,0.865157397396528,0.409953873504264,2
"4930539E08Rik",0.171400108746844,0.92362397682364,0.379291648573975,2
"5730469M10Rik",0.193579313029215,0.923755221370816,0.390088921957008,2
"Muc13",0.242063259095336,0.934723691722533,0.489852113907997,2
"Etv1.1",0.215241546233103,0.86105318197932,0.480041710189332,2
"Ifnar2",0.172263783970479,0.871409341561973,0.506814960696649,2
"Stoml1.2",0.286260944906539,0.904071665859363,0.373783933223483,2
"Ntrk3",0.269823583535876,0.906175188271172,0.432289046162309,2
"Ankfy1",0.28462314116077,0.929113242896246,0.412123344437109,2
"Tnfsf10",0.332264883587713,0.917852684419014,0.433334570895267,2
"Gvin1",0.315199933146858,0.960601715498022,0.40227921228196,2
"Gnpda1.1",0.36369061391364,0.976497793854584,0.420851509245662,2
"LOC625360",0.365384110551866,0.971572552730544,0.397674120903351,2
"C1qtnf1",0.395723475299026,0.863822908823537,0.430262758099411,2
"Stoml1",0.385388782707329,0.894984282405493,0.465956014183819,2
"Pter",0.4572842228245,0.910004945180222,0.469682023690738,2
"Anxa1",0.42230905946483,0.934926563103325,0.442375024504722,2
