"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","model","approach"
"Stat1","Stat1","25/56","87/255",0.0439493087214358,0.351594469771486,0.323837011631632,"Bst2/Cacnb3/Cdipt/Dhx57/Elmo2/Enc1/Evi2a/Eya3/Gnas/H2-T23/Ifi35/Ifih1/Igtp/Il18rap/Irf1/Oasl1/Oasl2/Seh1l/Stat2/Tap1/Tnfaip8l2/Tnfsf9/Ttc27/Usp18/Zbp1",25,"Ind","linear model"
"Stat4","Stat4","40/56","170/255",0.245234263911391,0.980937055645563,0.90349465651565,"2310004I24Rik/Agpat3/Amica1/Apobec1/Cd226/Cdipt/Cobll1/Dyrk2/Elk3/Elmo2/Eya3/Fgl2/Gnas/Hopx/Ifi35/Ifih1/Igtp/Il18rap/Irf1/Itga6/Itih5/Klhdc5/Klrk1/Ms4a6b/Mtap6/Nrp1/Prm1/Rgs10/Seh1l/Sema4b/Serpina3f/Slc17a6/Soat1/Stat2/Sulf2/Tap1/Tapbpl/Ube2l6/Zbp1/Zc3h12d",40,"Ind","linear model"
"Gata_Th1","Gata_Th1","6/56","23/255",0.391574011179425,0.981418106596321,0.90393772975977,"Hopx/Igtp/Il18rap/Klrk1/Ms4a6b/Usp18",6,"Ind","linear model"
"Tbet_pos","Tbet_pos","9/56","42/255",0.606614907418027,0.981418106596321,0.90393772975977,"Amica1/Dyrk2/Hopx/Il18rap/Klrk1/Mx1/Serpina3f/Sulf2/Usp18",9,"Ind","linear model"
"Stat6","Stat6","23/56","124/255",0.924235540735131,0.981418106596321,0.90393772975977,"2310004I24Rik/Agpat3/Amica1/Cobll1/Dhx57/Elmo2/Evi2a/Hmox1/Ifi35/Igtp/Il18rap/Irf1/Itga6/Ms4a6b/Mtap6/Rgs10/Seh1l/Sema4b/Slc17a6/Soat1/Stat2/Ttc27/Zbp1",23,"Ind","linear model"
"Tbet_neg","Tbet_neg","2/56","20/255",0.959430677709494,0.981418106596321,0.90393772975977,"Hsd17b11/Trat1",2,"Ind","linear model"
"Gata_Th2","Gata_Th2","1/56","14/255",0.972014872631147,0.981418106596321,0.90393772975977,"Slc17a6",1,"Ind","linear model"
"Tbet_large","Tbet_large","14/56","91/255",0.981418106596321,0.981418106596321,0.90393772975977,"Cd226/Elmo2/Fgl2/Hopx/Igtp/Irf1/Klrk1/Oasl2/Prm1/Slc17a6/Sulf2/Trat1/Ttc27/Zc3h12d",14,"Ind","linear model"
"Stat1","Stat1","7/21","28/64",0.926411077178681,0.999916327737635,0.999916327737635,"Ifih1/Oasl2/Ifi35/Tap1/Hsh2d/Il18rap/Adar",7,"Ind","hclust"
"Gata_Th1","Gata_Th1","1/21","10/64",0.987342086946996,0.999916327737635,0.999916327737635,"Il18rap",1,"Ind","hclust"
"Stat4","Stat4","9/21","39/64",0.990258941288961,0.999916327737635,0.999916327737635,"Ifih1/Ube2l6/Nrp1/Ifi35/Sema4b/Tap1/Il18rap/Adar/Tal2",9,"Ind","hclust"
"Stat6","Stat6","4/21","25/64",0.995964569819667,0.999916327737635,0.999916327737635,"Ifi35/Sema4b/Il18rap/Adar",4,"Ind","hclust"
"Tbet_pos","Tbet_pos","1/21","14/64",0.998362181298624,0.999916327737635,0.999916327737635,"Il18rap",1,"Ind","hclust"
"Tbet_large","Tbet_large","2/21","24/64",0.999916327737635,0.999916327737635,0.999916327737635,"Oasl2/Marcks",2,"Ind","hclust"
"Tbet_pos","Tbet_pos","17/47","42/255",0.000190452648626325,0.0015236211890106,0.00120285883342942,"2900011O08Rik/Arsb/BC094916/Ctsw/Dapk2/Furin/Gpr114/Ifitm3/Ifng/Il18r1/Klrd1/Nod1/P2ry14/Pik3ap1/Pld4/Tbx21/Zbtb32",17,"Superpos","linear model"
"Gata_Th1","Gata_Th1","9/47","23/255",0.0122490181609338,0.0489960726437352,0.0386811099818962,"BC094916/Furin/Gbp3/Ifitm3/Ifng/Klrd1/Ms4a6d/Nod1/Tbx21",9,"Superpos","linear model"
"Stat4","Stat4","33/47","170/255",0.348664594566649,0.799054861311428,0.630832785245864,"2900011O08Rik/a/Aqp9/Armc3/Arsb/Bzrap1/Ccr5/Clpx/Ctsw/Dhx58/Dyrk1b/Furin/Gbp3/Gbp5/Gp49a/Ifng/Il18r1/Lrrk1/Ms4a6d/Nod1/P2ry14/Pik3ap1/Pon2/Rgs1/Rps6ka5/Sco1/St3gal6/Stat1/Tbx21/Trafd1/Vezf1/Zbtb32/Zzz3",33,"Superpos","linear model"
"Tbet_large","Tbet_large","18/47","91/255",0.399527430655714,0.799054861311428,0.630832785245864,"Aqp9/Armc3/Arsb/B930041F14Rik/Bzrap1/Ccr5/Furin/Gp49a/Ifitm3/Ifng/Il18r1/Lrrk1/Marcks/Nod1/P2ry14/Tbl1xr1/Tbx21/Zzz3",18,"Superpos","linear model"
"Gata_Th2","Gata_Th2","2/47","14/255",0.767844670877713,0.915054197409532,0.722411208481209,"Gp49a/Rps6ka5",2,"Superpos","linear model"
"Stat1","Stat1","14/47","87/255",0.80520929680596,0.915054197409532,0.722411208481209,"Ccr5/Dyrk1b/Furin/Gbp3/Ifng/Il18r1/Lrrk1/Rgs1/Sco1/Scrib/Stat1/Trafd1/Ube2f/Zbtb32",14,"Superpos","linear model"
