"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","model","approach"
"Stat1","Stat1","28/63","99/284",0.0496391827520131,0.397113462016105,0.365762399225359,"Bbs12/Bst2/Cacnb3/Cdipt/Dhx57/Elmo2/Enc1/Evi2a/Eya3/Gnas/H2-T23/Ifi35/Ifih1/Igtp/Il18rap/Immt/Irf1/Kcnk10/Oasl1/Oasl2/Seh1l/Stat2/Tap1/Tnfaip8l2/Tnfsf9/Ttc27/Usp18/Zbp1",28,"Ind","linear model"
"Stat4","Stat4","46/63","193/284",0.206498008118027,0.825992032472108,0.760782135171678,"2310004I24Rik/Agpat3/Amica1/Apobec1/Bbs12/Bcl3/Cd226/Cdipt/Cobll1/Ddr1/Dyrk2/Elk3/Elmo2/Eya3/Fgl2/Gnas/Hopx/Ifi35/Ifih1/Igtp/Il18rap/Immt/Irf1/Itga6/Itih5/Kcnk10/Klhdc5/Klrk1/Ms4a6b/Mtap6/Nrp1/Prm1/Rgs10/Seh1l/Selp/Sema4b/Serpina3f/Slc17a6/Soat1/Stat2/Sulf2/Tap1/Tapbpl/Ube2l6/Zbp1/Zc3h12d",46,"Ind","linear model"
"Gata_Th1","Gata_Th1","6/63","26/284",0.537449485096198,0.992003434989989,0.913687374332884,"Hopx/Igtp/Il18rap/Klrk1/Ms4a6b/Usp18",6,"Ind","linear model"
"Tbet_pos","Tbet_pos","10/63","45/284",0.565090639018706,0.992003434989989,0.913687374332884,"Amica1/Dyrk2/Hopx/Il18rap/Klrk1/Mx1/Serpina3f/Spp1/Sulf2/Usp18",10,"Ind","linear model"
"Stat6","Stat6","28/63","143/284",0.886149258081983,0.992003434989989,0.913687374332884,"2310004I24Rik/Agpat3/Amica1/Bbs12/Bcl3/Cobll1/Ddr1/Dhx57/Elmo2/Evi2a/Hmox1/Ifi35/Igtp/Il18rap/Immt/Irf1/Itga6/Ms4a6b/Mtap6/Rgs10/Seh1l/Selp/Sema4b/Slc17a6/Soat1/Stat2/Ttc27/Zbp1",28,"Ind","linear model"
"Tbet_neg","Tbet_neg","2/63","20/284",0.960767739938377,0.992003434989989,0.913687374332884,"Hsd17b11/Trat1",2,"Ind","linear model"
"Gata_Th2","Gata_Th2","1/63","17/284",0.987804249772108,0.992003434989989,0.913687374332884,"Slc17a6",1,"Ind","linear model"
"Tbet_large","Tbet_large","15/63","101/284",0.992003434989989,0.992003434989989,0.913687374332884,"Bcl3/Cd226/Elmo2/Fgl2/Hopx/Igtp/Irf1/Klrk1/Oasl2/Prm1/Slc17a6/Sulf2/Trat1/Ttc27/Zc3h12d",15,"Ind","linear model"
"Stat1","Stat1","7/21","28/64",0.926411077178681,0.999916327737635,0.999916327737635,"Ifih1/Oasl2/Ifi35/Tap1/Hsh2d/Il18rap/Adar",7,"Ind","hclust"
"Gata_Th1","Gata_Th1","1/21","10/64",0.987342086946996,0.999916327737635,0.999916327737635,"Il18rap",1,"Ind","hclust"
