"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","model","approach"
"Stat1","Stat1","20/43","72/203",0.0648416323639993,0.518733058911995,0.518733058911995,"Bst2/Cacnb3/Cdipt/Elmo2/Enc1/Evi2a/Gnas/H2-T23/Ifi35/Ifih1/Igtp/Il18rap/Oasl1/Oasl2/Seh1l/Stat2/Tap1/Ttc27/Usp18/Zbp1",20,"Ind","linear model"
"Stat4","Stat4","31/43","133/203",0.20114865187364,0.804594607494561,0.804594607494561,"2310004I24Rik/Agpat3/Amica1/Apobec1/Cdipt/Cobll1/Dyrk2/Elk3/Elmo2/Fgl2/Gnas/Hopx/Ifi35/Ifih1/Igtp/Il18rap/Itih5/Klrk1/Ms4a6b/Mtap6/Nrp1/Rgs10/Seh1l/Sema4b/Serpina3f/Slc17a6/Stat2/Tap1/Tapbpl/Ube2l6/Zbp1",31,"Ind","linear model"
"Gata_Th1","Gata_Th1","6/43","23/203",0.353623910074713,0.942997093532568,0.942997093532568,"Hopx/Igtp/Il18rap/Klrk1/Ms4a6b/Usp18",6,"Ind","linear model"
"Tbet_pos","Tbet_pos","8/43","38/203",0.585374595076147,0.995413742411226,0.995413742411226,"Amica1/Dyrk2/Hopx/Il18rap/Klrk1/Mx1/Serpina3f/Usp18",8,"Ind","linear model"
"Stat6","Stat6","19/43","96/203",0.735560361125542,0.995413742411226,0.995413742411226,"2310004I24Rik/Agpat3/Amica1/Cobll1/Elmo2/Evi2a/Hmox1/Ifi35/Igtp/Il18rap/Ms4a6b/Mtap6/Rgs10/Seh1l/Sema4b/Slc17a6/Stat2/Ttc27/Zbp1",19,"Ind","linear model"
"Gata_Th2","Gata_Th2","1/43","10/203",0.913021389823762,0.995413742411226,0.995413742411226,"Slc17a6",1,"Ind","linear model"
"Tbet_neg","Tbet_neg","1/43","15/203",0.97570512957416,0.995413742411226,0.995413742411226,"Hsd17b11",1,"Ind","linear model"
"Tbet_large","Tbet_large","8/43","68/203",0.995413742411226,0.995413742411226,0.995413742411226,"Elmo2/Fgl2/Hopx/Igtp/Klrk1/Oasl2/Slc17a6/Ttc27",8,"Ind","linear model"
"Stat1","Stat1","7/21","28/64",0.926411077178681,0.999916327737635,0.999916327737635,"Ifih1/Oasl2/Ifi35/Tap1/Hsh2d/Il18rap/Adar",7,"Ind","hclust"
"Gata_Th1","Gata_Th1","1/21","10/64",0.987342086946996,0.999916327737635,0.999916327737635,"Il18rap",1,"Ind","hclust"
