"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","model","approach"
"Stat4","Stat4","26/35","107/167",0.110293278013367,0.629364152361479,0.629364152361479,"2310004I24Rik/Amica1/Cobll1/Dyrk2/Elk3/Fgl2/Gnas/Hopx/Ifi35/Ifih1/Igtp/Il18rap/Itih5/Klrk1/Ms4a6b/Mtap6/Nrp1/Rgs10/Sema4b/Serpina3f/Slc17a6/Stat2/Tap1/Tapbpl/Ube2l6/Zbp1",26,"Ind","linear model"
"Stat1","Stat1","15/35","60/167",0.221545482415988,0.629364152361479,0.629364152361479,"Bst2/Cacnb3/Gnas/H2-T23/Ifi35/Ifih1/Igtp/Il18rap/Oasl1/Oasl2/Stat2/Tap1/Ttc27/Usp18/Zbp1",15,"Ind","linear model"
"Gata_Th1","Gata_Th1","6/35","23/167",0.341746246980157,0.629364152361479,0.629364152361479,"Hopx/Igtp/Il18rap/Klrk1/Ms4a6b/Usp18",6,"Ind","linear model"
"Tbet_pos","Tbet_pos","8/35","34/167",0.419576101574319,0.629364152361479,0.629364152361479,"Amica1/Dyrk2/Hopx/Il18rap/Klrk1/Mx1/Serpina3f/Usp18",8,"Ind","linear model"
"Stat6","Stat6","15/35","77/167",0.733094083789048,0.879712900546858,0.879712900546858,"2310004I24Rik/Amica1/Cobll1/Hmox1/Ifi35/Igtp/Il18rap/Ms4a6b/Mtap6/Rgs10/Sema4b/Slc17a6/Stat2/Ttc27/Zbp1",15,"Ind","linear model"
"Tbet_large","Tbet_large","7/35","53/167",0.973414390042836,0.973414390042836,0.973414390042836,"Fgl2/Hopx/Igtp/Klrk1/Oasl2/Slc17a6/Ttc27",7,"Ind","linear model"
"Stat1","Stat1","7/21","28/64",0.926411077178681,0.999916327737635,0.999916327737635,"Ifih1/Oasl2/Ifi35/Tap1/Hsh2d/Il18rap/Adar",7,"Ind","hclust"
"Gata_Th1","Gata_Th1","1/21","10/64",0.987342086946996,0.999916327737635,0.999916327737635,"Il18rap",1,"Ind","hclust"
"Stat4","Stat4","9/21","39/64",0.990258941288961,0.999916327737635,0.999916327737635,"Ifih1/Ube2l6/Nrp1/Ifi35/Sema4b/Tap1/Il18rap/Adar/Tal2",9,"Ind","hclust"
"Stat6","Stat6","4/21","25/64",0.995964569819667,0.999916327737635,0.999916327737635,"Ifi35/Sema4b/Il18rap/Adar",4,"Ind","hclust"
"Tbet_pos","Tbet_pos","1/21","14/64",0.998362181298624,0.999916327737635,0.999916327737635,"Il18rap",1,"Ind","hclust"
