"annot","gene","celltype"
1,"Fyn","Th0"
2,"Rnase4","Th0"
2,"Oit3","Th0"
2,"Aqp9","Th0"
3,"Rasal1","Th0"
3,"Dph3","Th0"
3,"Cxcr3","Th0"
3,"Cox4nb","Th0"
2,"Serpinb6b","Th0"
3,"Ampd2","Th0"
1,"Tbl1xr1","Th0"
3,"Rpp25","Th0"
2,"Slco4a1","Th0"
1,"Vps37b","Th0"
2,"Nucb1","Th0"
1,"Mef2c","Th0"
1,"Phf20l1","Th0"
2,"Scd2","Th0"
2,"Arl1","Th0"
3,"2610028A01Rik","Th0"
2,"Hist1h2af","Th0"
1,"Fbxo27","Th0"
1,"Nfic","Th0"
2,"Pim1","Th0"
2,"Plaa","Th0"
1,"Alg1","Th0"
2,"Plac8","Th0"
1,"Rasgrp1","Th0"
1,"Fyco1","Th0"
2,"Fah","Th0"
2,"Vegfa","Th0"
1,"H2-Ab1","Th0"
2,"Esd","Th0"
1,"Mett11d1","Th0"
2,"Jdp2","Th0"
1,"6430527G18Rik","Th0"
3,"Gcs1","Th0"
2,"Tap1","Th0"
1,"Pira3","Th0"
3,"Hsp90aa1","Th0"
2,"Mre11a","Th0"
2,"Txn1","Th0"
3,"Mrpl11","Th0"
2,"Rgs14","Th0"
2,"Cova1","Th0"
2,"Arhgap9","Th0"
3,"Las1l","Th0"
1,"Slc25a45","Th0"
2,"Odf2","Th0"
2,"A830007P12Rik","Th0"
3,"Slc29a1","Th0"
2,"Ccdc58","Th0"
1,"Aldh4a1","Th0"
2,"6720460F02Rik","Th0"
1,"Rdh5","Th0"
2,"Rras","Th0"
1,"Col23a1","Th0"
1,"Sema4b","Th0"
3,"Tubb2c","Th0"
2,"Rnf11","Th0"
2,"a","Th0"
2,"Polk","Th0"
1,"Lime1","Th0"
2,"Pqlc3","Th0"
2,"Lss","Th0"
1,"Snrk","Th0"
2,"Hirip3","Th0"
1,"Arhgap25","Th0"
1,"Gata3","Th0"
2,"Plekhb2","Th0"
2,"4930455F23Rik","Th0"
2,"1700012G19Rik","Th0"
1,"Ssh2","Th0"
1,"Stx5a","Th0"
1,"Fgd2","Th0"
1,"Siah1a","Th0"
2,"Renbp","Th0"
2,"Gbp5","Th0"
2,"Acn9","Th0"
2,"Vldlr","Th0"
3,"Ptpn22","Th0"
2,"Nkiras1","Th0"
1,"Cant1","Th0"
2,"Emilin2","Th0"
2,"Apom","Th0"
2,"Prkca","Th0"
2,"Tctex1d2","Th0"
1,"Dyrk2","Th0"
2,"Ccndbp1","Th0"
1,"Unc45a","Th0"
2,"Bub1b","Th0"
3,"Spryd4","Th0"
1,"Dmtf1","Th0"
2,"Pold4","Th0"
2,"Ppm1k","Th0"
1,"Gnaz","Th0"
2,"Kctd17","Th0"
2,"1700113I22Rik","Th0"
2,"Lrp8","Th0"
2,"Ccdc123","Th0"
2,"Tmco6","Th0"
2,"H1f0","Th0"
2,"Sass6","Th0"
2,"Ethe1","Th0"
1,"6430604K15Rik","Th0"
2,"Nde1","Th0"
2,"Amz2","Th0"
3,"Klhl21","Th0"
2,"Serpinb6a","Th0"
1,"Rassf2","Th0"
1,"Tgfbr2","Th0"
2,"Ifitm1","Th0"
1,"Folr4","Th0"
2,"P4ha2","Th0"
3,"Rpo1-2","Th0"
1,"Traf5","Th0"
3,"Piwil2","Th0"
3,"Il4i1","Th0"
2,"Pim2","Th0"
2,"Gyg","Th0"
1,"Ets1","Th0"
3,"Samsn1","Th0"
2,"Fzd7","Th0"
2,"1700047I17Rik1","Th0"
3,"Ube2cbp","Th0"
1,"Sesn1","Th0"
3,"H2afj","Th0"
2,"Ccne2","Th0"
3,"Setd8","Th0"
2,"Atp5a1","Th0"
3,"2310008H09Rik","Th0"
3,"Eif5a","Th0"
2,"Cldn12","Th0"
1,"Pou6f1","Th0"
1,"Pigp","Th0"
2,"Hbegf","Th0"
1,"4930432O21Rik","Th0"
2,"Hist1h2bj","Th0"
3,"Wdr5","Th0"
1,"Scml4","Th0"
3,"5630401D24Rik","Th0"
1,"Ric8b","Th0"
2,"Nphp4","Th0"
3,"Leo1","Th0"
2,"Orc6l","Th0"
2,"Cdc2a","Th0"
2,"Abi2","Th0"
3,"Polr3h","Th0"
2,"Adam9","Th0"
2,"Arrdc4","Th0"
2,"Slc25a1","Th0"
2,"Eed","Th0"
1,"Pbx2","Th0"
1,"Lhfpl3","Th0"
3,"Ap4s1","Th0"
1,"AI316807","Th0"
2,"Hist1h2ab","Th0"
2,"Ipp","Th0"
1,"Faah","Th0"
2,"Tmpo","Th0"
3,"Lyar","Th0"
2,"Cenpl","Th0"
1,"Smarce1","Th0"
3,"Phf6","Th0"
1,"Tprgl","Th0"
3,"Lmnb2","Th0"
1,"Bcl11b","Th0"
1,"Pld3","Th0"
1,"Farsa","Th0"
1,"N6amt1","Th0"
3,"Timm10","Th0"
1,"Wdr45","Th0"
2,"Tpi1","Th0"
3,"Ahsa1","Th0"
2,"Mum1","Th0"
3,"AU022252","Th0"
2,"Wdr67","Th0"
2,"Elk3","Th0"
2,"1110003E01Rik","Th0"
2,"Cenpi","Th0"
2,"9530068E07Rik","Th0"
1,"Usp28","Th0"
1,"Tbx6","Th0"
3,"Ubqln4","Th0"
3,"Memo1","Th0"
2,"C230078M08Rik","Th0"
1,"Aldh3a2","Th0"
2,"Msr2","Th0"
1,"Ikbke","Th0"
2,"Rbm43","Th0"
2,"1500032D16Rik","Th0"
1,"Rab33b","Th0"
1,"Lonp2","Th0"
2,"Gemin6","Th0"
1,"Ubash3a","Th0"
2,"Crabp2","Th0"
2,"Dusp19","Th0"
2,"Gltp","Th0"
2,"Dapk2","Th0"
3,"St6galnac6","Th0"
1,"Abr","Th0"
1,"Ddx17","Th0"
2,"BC016495","Th0"
2,"Il24","Th0"
2,"Adamtsl5","Th0"
2,"Nup133","Th0"
2,"Ak3l1","Th0"
1,"Rnpepl1","Th0"
2,"Alg9","Th0"
2,"Ncaph","Th0"
1,"Dock8","Th0"
2,"Nagk","Th0"
3,"Hccs","Th0"
1,"Klk8","Th0"
1,"Dyrk1b","Th0"
1,"Klhdc1","Th0"
3,"Mki67ip","Th0"
1,"Xkrx","Th0"
1,"Armcx2","Th0"
3,"Id1","Th0"
1,"Acss1","Th0"
2,"Arsa","Th0"
3,"Slc5a6","Th0"
1,"Zfp36","Th0"
1,"Dennd1c","Th0"
2,"Cenpb","Th0"
2,"Nat5","Th0"
2,"2410017P07Rik","Th0"
1,"Siglech","Th0"
3,"Gtf2e1","Th0"
2,"Mcm5","Th0"
2,"Abcd1","Th0"
3,"Snrpd1","Th0"
2,"Stat2","Th0"
2,"Prr11","Th0"
3,"Freq","Th0"
3,"Apex1","Th0"
1,"Dirc2","Th0"
2,"Cyp2s1","Th0"
3,"Rpia","Th0"
3,"2410016O06Rik","Th0"
2,"Whsc1","Th0"
2,"Cdkn2d","Th0"
3,"Tufm","Th0"
3,"Tnfsf14","Th0"
1,"Mbtps1","Th0"
2,"Ccdc18","Th0"
2,"E130303B06Rik","Th0"
2,"Pfkm","Th0"
2,"Tgm1","Th0"
3,"Atad3a","Th0"
1,"Stk17b","Th0"
3,"Rps15a","Th0"
3,"Frrs1","Th0"
1,"Slc9a3r1","Th0"
3,"Grhl1","Th0"
2,"Ccng2","Th0"
1,"Zmynd11","Th0"
3,"Scrib","Th0"
2,"Osm","Th0"
3,"BC046331","Th0"
2,"Tspo","Th0"
2,"Gcnt2","Th0"
1,"Mical1","Th0"
1,"H2-K1","Th0"
3,"Gtf2f2","Th0"
2,"Mns1","Th0"
3,"Rrp12","Th0"
2,"Arcn1","Th0"
2,"Plxnd1","Th0"
2,"Hsh2d","Th0"
3,"Thg1l","Th0"
2,"2410018G20Rik","Th0"
2,"0610009B22Rik","Th0"
1,"Atm","Th0"
2,"Atp5e","Th0"
1,"Znrf1","Th0"
2,"Igtp","Th0"
2,"Endod1","Th0"
3,"Foxp1","Th0"
3,"Rrs1","Th0"
2,"Plekha8","Th0"
3,"Sdad1","Th0"
2,"Aurkb","Th0"
2,"Cox17","Th0"
2,"Pank1","Th0"
1,"Zfp579","Th0"
1,"Enc1","Th0"
2,"Syce2","Th0"
2,"1110067D22Rik","Th0"
1,"Cd52","Th0"
2,"Rem2","Th0"
2,"Mrps18c","Th0"
3,"Enoph1","Th0"
3,"Prpf40a","Th0"
1,"Peli1","Th0"
2,"Kif15","Th0"
3,"Snapc4","Th0"
3,"Drg2","Th0"
1,"Pttg1ip","Th0"
3,"Bop1","Th0"
3,"Tarbp2","Th0"
1,"B3galt4","Th0"
1,"Eps15l1","Th0"
2,"Dhx58","Th0"
2,"Pafah1b3","Th0"
2,"Gbp6","Th0"
1,"Ears2","Th0"
2,"Tcf19","Th0"
1,"9030607L17Rik","Th0"
2,"Slc2a1","Th0"
2,"Ube2l6","Th0"
3,"Gmps","Th0"
2,"Trex1","Th0"
1,"Zhx2","Th0"
2,"Pcna","Th0"
3,"Prkrip1","Th0"
3,"Emd","Th0"
2,"Psmb10","Th0"
2,"Slc7a3","Th0"
3,"Nars","Th0"
2,"LOC433632","Th0"
1,"Suv420h1","Th0"
2,"Mks1","Th0"
2,"Cyb5r1","Th0"
2,"Sdhd","Th0"
2,"Rfc4","Th0"
2,"Trip13","Th0"
2,"Nxt1","Th0"
2,"Gpi1","Th0"
2,"Csf2","Th0"
1,"Lyrm2","Th0"
1,"Dock9","Th0"
3,"Pou2f2","Th0"
2,"Abhd4","Th0"
2,"Jmjd6","Th0"
1,"Hexa","Th0"
3,"Ftsj3","Th0"
1,"Tnfrsf25","Th0"
1,"Thrap2","Th0"
1,"Lat2","Th0"
3,"Metap2","Th0"
3,"Myst1","Th0"
3,"Heatr3","Th0"
2,"Zcchc3","Th0"
3,"Adk","Th0"
1,"Als2cl","Th0"
1,"Zfyve27","Th0"
3,"Cldnd1","Th0"
3,"Tbx21","Th0"
1,"1110013L07Rik","Th0"
1,"Taok1","Th0"
2,"Dusp14","Th0"
1,"Pon2","Th0"
1,"2210021J22Rik","Th0"
2,"Itih5","Th0"
1,"Zfhx2","Th0"
2,"Ryk","Th0"
1,"Hist1h2bc","Th0"
2,"Igsf9","Th0"
2,"Rrm1","Th0"
1,"Galnt10","Th0"
1,"Anks3","Th0"
2,"Gtf3c5","Th0"
1,"Kif1b","Th0"
2,"Rabgap1l","Th0"
1,"Tha1","Th0"
3,"Rrp1b","Th0"
2,"Gsg2","Th0"
2,"Sc4mol","Th0"
3,"Polr3b","Th0"
3,"Seh1l","Th0"
2,"Pus10","Th0"
3,"Fosb","Th0"
1,"Adi1","Th0"
2,"6030408C04Rik","Th0"
2,"Bcl2","Th0"
1,"ENSMUSG00000053178","Th0"
1,"Armc7","Th0"
1,"Nme3","Th0"
2,"Sil1","Th0"
3,"Uchl3","Th0"
3,"Sqle","Th0"
1,"BC037034","Th0"
2,"Nmral1","Th0"
2,"Paqr7","Th0"
1,"Parp3","Th0"
3,"Gramd1b","Th0"
1,"Hsdl1","Th0"
2,"Cdca8","Th0"
1,"Arid4b","Th0"
1,"Vamp2","Th0"
3,"Exosc4","Th0"
1,"Tapbpl","Th0"
2,"Ripk3","Th0"
1,"Tegt","Th0"
2,"Sigirr","Th0"
2,"Mocos","Th0"
2,"Abhd14a","Th0"
2,"Cenpq","Th0"
2,"6720467C03Rik","Th0"
3,"St13","Th0"
3,"Lsm2","Th0"
3,"Il2","Th0"
3,"Gloxd1","Th0"
3,"Mlstd2","Th0"
1,"Btg1","Th0"
3,"Rbm13","Th0"
2,"Rad51","Th0"
2,"Zc3h12d","Th0"
2,"Dyrk3","Th0"
2,"Hist1h2ao","Th0"
2,"Tmem50a","Th0"
2,"Ankrd47","Th0"
2,"2310061C15Rik","Th0"
2,"Slc35c1","Th0"
2,"Pcsk4","Th0"
1,"Trak2","Th0"
1,"Antxr2","Th0"
1,"Ddx3y","Th0"
1,"Hebp1","Th0"
2,"Cdca7","Th0"
1,"Wdr6","Th0"
2,"Polh","Th0"
2,"Cysltr1","Th0"
3,"Hsf1","Th0"
2,"Ei24","Th0"
1,"Heatr5a","Th0"
2,"Smtnl2","Th0"
2,"Ier3","Th0"
1,"Trip6","Th0"
1,"Snx14","Th0"
1,"Smpdl3a","Th0"
2,"Atf5","Th0"
3,"BC027231","Th0"
1,"Cd247","Th0"
2,"Serhl","Th0"
3,"Gfm1","Th0"
2,"Csprs","Th0"
2,"F730047E07Rik","Th0"
1,"Irf2bp1","Th0"
1,"Clcf1","Th0"
1,"Ffar2","Th0"
1,"Twf2","Th0"
1,"Cog1","Th0"
2,"Atg10","Th0"
1,"Brwd1","Th0"
2,"Ly6e","Th0"
3,"Tmem55b","Th0"
1,"Ing4","Th0"
2,"Gphn","Th0"
1,"Slc41a3","Th0"
2,"5830415L20Rik","Th0"
3,"Gemin5","Th0"
2,"Sepn1","Th0"
1,"Lrrk1","Th0"
3,"Dhx33","Th0"
1,"Stk4","Th0"
2,"Tmem107","Th0"
1,"Pik3cd","Th0"
1,"Zmym2","Th0"
3,"Aatf","Th0"
2,"Cyp20a1","Th0"
3,"Rrn3","Th0"
3,"Tnfrsf21","Th0"
2,"Josd3","Th0"
1,"Lgals8","Th0"
2,"Dhcr24","Th0"
2,"1110018J18Rik","Th0"
1,"Akap8","Th0"
1,"Lass4","Th0"
2,"Helb","Th0"
2,"H6pd","Th0"
3,"Qtrt1","Th0"
3,"Zfp593","Th0"
3,"Inpp5a","Th0"
1,"Arl4c","Th0"
2,"Enpp1","Th0"
3,"Prmt5","Th0"
2,"Hook2","Th0"
2,"Uchl5","Th0"
1,"Lphn1","Th0"
1,"P2ry14","Th0"
2,"Etfb","Th0"
1,"Ggtla1","Th0"
2,"Klrk1","Th0"
1,"Foxo1","Th0"
3,"Srp19","Th0"
1,"Rassf5","Th0"
2,"Nudt21","Th0"
1,"Dgkz","Th0"
1,"Cnr2","Th0"
2,"H2-T10","Th0"
1,"Cd3e","Th0"
1,"Rftn2","Th0"
1,"P2ry5","Th0"
2,"Sip1","Th0"
2,"Rcsd1","Th0"
3,"Eif2s2","Th0"
2,"Rbbp7","Th0"
3,"Hivep3","Th0"
2,"Irf7","Th0"
1,"Egr1","Th0"
2,"Ndrg1","Th0"
1,"Btbd14a","Th0"
1,"Lmbr1l","Th0"
2,"Htra2","Th0"
1,"Il27ra","Th0"
1,"Pacsin1","Th0"
1,"Tgfbrap1","Th0"
3,"Fzd5","Th0"
2,"Espn","Th0"
1,"Map4k2","Th0"
2,"Gpsn2","Th0"
2,"Ccdc109b","Th0"
2,"Bmpr1a","Th0"
3,"2310040C09Rik","Th0"
1,"Pscdbp","Th0"
2,"Rnf135","Th0"
1,"4930504E06Rik","Th0"
2,"Il15ra","Th0"
2,"Prelid2","Th0"
1,"Hlcs","Th0"
3,"Ddx51","Th0"
2,"1200015F23Rik","Th0"
2,"Cd226","Th0"
2,"Optn","Th0"
1,"Gimap6","Th0"
2,"Ankrd17","Th0"
1,"Zfp710","Th0"
2,"Pfkl","Th0"
2,"Kif4","Th0"
2,"Il12rb2","Th0"
1,"Spo11","Th0"
2,"Nol3","Th0"
1,"Xylt2","Th0"
2,"Ssx2ip","Th0"
2,"Slmo2","Th0"
3,"Tbrg4","Th0"
3,"Abcf2","Th0"
3,"Mycbp","Th0"
1,"Irf1","Th0"
1,"Krba1","Th0"
3,"Utf1","Th0"
1,"H2-Ob","Th0"
3,"Srm","Th0"
2,"Evi2a","Th0"
3,"Ywhag","Th0"
1,"H2-D1","Th0"
2,"Specc1","Th0"
3,"Pwp1","Th0"
1,"Sipa1l1","Th0"
2,"AI597468","Th0"
1,"Nisch","Th0"
2,"Gnb5","Th0"
2,"Sdc3","Th0"
3,"Ipo4","Th0"
2,"Siva1","Th0"
3,"Mapk6","Th0"
2,"Gpr89","Th0"
3,"Strap","Th0"
1,"Cd74","Th0"
2,"Agl","Th0"
2,"LOC435565","Th0"
3,"Sfrs9","Th0"
2,"Mrpl45","Th0"
2,"Prnp","Th0"
1,"Ppp1r3f","Th0"
1,"Clpx","Th0"
2,"Tnfsf13b","Th0"
1,"Acox3","Th0"
2,"Lrrc41","Th0"
3,"Uap1","Th0"
3,"Odc1","Th0"
1,"D15Wsu169e","Th0"
1,"Bpnt1","Th0"
2,"S100a10","Th0"
2,"Adh4","Th0"
1,"Csnk1g2","Th0"
1,"Slc37a1","Th0"
1,"Ptprcap","Th0"
2,"2900024O10Rik","Th0"
1,"Tsc22d3","Th0"
2,"Commd3","Th0"
2,"B4galt1","Th0"
2,"Snupn","Th0"
3,"Setd6","Th0"
3,"Rrbp1","Th0"
2,"Rilpl2","Th0"
2,"Wbp1","Th0"
2,"Slc17a6","Th0"
2,"Vdac1","Th0"
1,"Tmem9b","Th0"
1,"Dtx1","Th0"
3,"Klhdc4","Th0"
2,"Tmem101","Th0"
1,"Ppargc1b","Th0"
1,"Vipr1","Th0"
2,"Hist1h4f","Th0"
2,"4933430I17Rik","Th0"
1,"Zfp187","Th0"
2,"Cdk4","Th0"
2,"Znhit1","Th0"
3,"Mapre2","Th0"
1,"Arhgef4","Th0"
2,"Cuedc2","Th0"
1,"AI449175","Th0"
1,"Ear3","Th0"
2,"Nthl1","Th0"
1,"L3mbtl3","Th0"
1,"Gcn5l2","Th0"
1,"Lrrc50","Th0"
2,"Yme1l1","Th0"
1,"Plcb2","Th0"
3,"Mrpl16","Th0"
3,"Lonrf1","Th0"
3,"Skp1a","Th0"
1,"Rasa1","Th0"
2,"Sh3bp1","Th0"
2,"Gpld1","Th0"
2,"Cnp","Th0"
2,"Gspt2","Th0"
2,"Mllt4","Th0"
3,"Ccl4","Th0"
2,"Lrdd","Th0"
1,"H2-Q7","Th0"
2,"Pif1","Th0"
2,"Nudt1","Th0"
2,"Stambpl1","Th0"
1,"Ccdc100","Th0"
3,"Tspan6","Th0"
2,"Pkp4","Th0"
2,"Snx21","Th0"
3,"Rbj","Th0"
1,"Tlr1","Th0"
1,"Dbndd2","Th0"
1,"Vps33b","Th0"
1,"Ogt","Th0"
3,"Dcun1d4","Th0"
1,"Furin","Th0"
1,"Plec1","Th0"
3,"Ikbkap","Th0"
3,"Crls1","Th0"
2,"Kndc1","Th0"
1,"Lrrfip1","Th0"
2,"Hsp90b1","Th0"
2,"BC085271","Th0"
1,"Sorl1","Th0"
1,"Scotin","Th0"
2,"Plp2","Th0"
2,"Cetn4","Th0"
1,"Gramd3","Th0"
3,"Nol5a","Th0"
3,"Ruvbl1","Th0"
3,"Dcun1d5","Th0"
2,"Xrcc2","Th0"
3,"D19Bwg1357e","Th0"
2,"Ctdspl","Th0"
2,"Hmga1","Th0"
1,"Trim26","Th0"
1,"Ihpk1","Th0"
1,"Rhobtb2","Th0"
1,"Cirbp","Th0"
2,"Fhit","Th0"
3,"Btla","Th0"
3,"Nol5","Th0"
2,"Kif3a","Th0"
3,"Phb2","Th0"
3,"Polr2e","Th0"
2,"Zwint","Th0"
2,"Tgm2","Th0"
2,"Adora2b","Th0"
3,"Eif1ad","Th0"
3,"Gemin4","Th0"
3,"Sf3b4","Th0"
2,"Nup107","Th0"
1,"Trf","Th0"
1,"Ggt5","Th0"
2,"Avpi1","Th0"
2,"Cth","Th0"
2,"Mapkapk3","Th0"
2,"2410008K03Rik","Th0"
1,"Gpr83","Th0"
2,"Thy1","Th0"
2,"D0H4S114","Th0"
2,"Soat2","Th0"
3,"Nob1","Th0"
3,"Gfi1","Th0"
2,"Cenpm","Th0"
2,"Capn2","Th0"
2,"Lsr","Th0"
2,"Myh10","Th0"
2,"Clic4","Th0"
3,"Xpo6","Th0"
1,"H2-DMb2","Th0"
2,"Rabl2a","Th0"
1,"Fcgrt","Th0"
3,"Prpf19","Th0"
3,"Hax1","Th0"
2,"Mrps22","Th0"
3,"Gfod1","Th0"
2,"Eif3k","Th0"
2,"Fto","Th0"
2,"Uck2","Th0"
1,"Lpxn","Th0"
1,"Klhdc5","Th0"
1,"Hist2h2aa1","Th0"
1,"Clk4","Th0"
1,"Map3k3","Th0"
2,"1500011H22Rik","Th0"
2,"Loh11cr2a","Th0"
2,"Afmid","Th0"
1,"Lrrc33","Th0"
2,"Tmed2","Th0"
2,"Esco2","Th0"
2,"Mnd1","Th0"
3,"Hyou1","Th0"
2,"Brca1","Th0"
1,"Cdk5","Th0"
1,"Tmc6","Th0"
2,"2810417H13Rik","Th0"
1,"Smad5","Th0"
2,"Il2rb","Th0"
2,"Nudt2","Th0"
1,"Herc2","Th0"
2,"Pcx","Th0"
2,"Axl","Th0"
1,"Aff4","Th0"
1,"Prei4","Th0"
1,"Itgae","Th0"
1,"Cnn2","Th0"
2,"9130211I03Rik","Th0"
1,"Rp23-357i14","Th0"
2,"D430039N05Rik","Th0"
1,"Klf7","Th0"
2,"Rpo1-1","Th0"
3,"Ascc2","Th0"
1,"Tnfrsf8","Th0"
2,"Csrp2","Th0"
2,"Cox6b2","Th0"
2,"Zfp692","Th0"
3,"Cd83","Th0"
1,"1110014J01Rik","Th0"
3,"Mthfd1","Th0"
2,"Cdkn2c","Th0"
1,"Pscd4","Th0"
2,"AA467197","Th0"
2,"Gas2l3","Th0"
2,"Emp1","Th0"
2,"1600016N20Rik","Th0"
2,"Hist1h2ad","Th0"
3,"Rsad1","Th0"
3,"Fndc3b","Th0"
1,"B230342M21Rik","Th0"
3,"Slc25a26","Th0"
2,"Piga","Th0"
1,"Arhgap4","Th0"
1,"Sepp1","Th0"
3,"Clpp","Th0"
1,"Taz","Th0"
1,"H2-T23","Th0"
2,"Sap30","Th0"
2,"Chaf1b","Th0"
2,"Etv6","Th0"
1,"Fcna","Th0"
2,"Myo1g","Th0"
3,"Rwdd4a","Th0"
2,"EG622339","Th0"
2,"Cenpa","Th0"
1,"Ostm1","Th0"
3,"Akp2","Th0"
2,"1810035L17Rik","Th0"
2,"Capn5","Th0"
3,"D930001I22Rik","Th0"
2,"Immp2l","Th0"
2,"Lif","Th0"
2,"Ndufb8","Th0"
2,"Pom121","Th0"
2,"Kpna2","Th0"
1,"Pex1","Th0"
1,"Gimap9","Th0"
1,"Npc1","Th0"
1,"Mllt11","Th0"
3,"Cdk5r1","Th0"
1,"2010001M09Rik","Th0"
2,"Grcc10","Th0"
1,"Ift80","Th0"
2,"2310047D13Rik","Th0"
2,"Cnpy2","Th0"
2,"Wdr54","Th0"
2,"Mansc1","Th0"
1,"Gse1","Th0"
2,"Tal2","Th0"
3,"Ptrh1","Th0"
1,"Pira4","Th0"
2,"EG432879","Th0"
2,"Adcy7","Th0"
1,"Mknk1","Th0"
2,"Slc30a7","Th0"
2,"Mgst2","Th0"
1,"Tbk1","Th0"
1,"Nfrkb","Th0"
2,"Gngt2","Th0"
2,"Cebpd","Th0"
3,"Ccdc86","Th0"
2,"Polr2g","Th0"
2,"Fli1","Th0"
2,"Chmp4b","Th0"
2,"Chchd6","Th0"
2,"Card11","Th0"
3,"Gpr174","Th0"
2,"Pttg1","Th0"
3,"Polrmt","Th0"
1,"Heca","Th0"
3,"Nle1","Th0"
2,"Snx5","Th0"
3,"Lad1","Th0"
2,"D15Ertd682e","Th0"
1,"Kcnf1","Th0"
1,"C230093N12Rik","Th0"
3,"Grpel1","Th0"
2,"2310022B05Rik","Th0"
2,"Carhsp1","Th0"
3,"Nab2","Th0"
1,"Fmnl1","Th0"
2,"Phf13","Th0"
2,"Sft2d2","Th0"
1,"1600014C10Rik","Th0"
2,"E330016A19Rik","Th0"
2,"Mrpl14","Th0"
3,"Fosl2","Th0"
2,"Tk1","Th0"
3,"Brp16","Th0"
3,"Nkrf","Th0"
1,"A930008G19Rik","Th0"
2,"Gtf2h4","Th0"
2,"Slc2a6","Th0"
2,"Acpl2","Th0"
2,"R74862","Th0"
2,"Plagl2","Th0"
1,"Sepw1","Th0"
1,"Iah1","Th0"
2,"Kcnab2","Th0"
3,"Zfp202","Th0"
2,"Iqcb1","Th0"
1,"Hvcn1","Th0"
2,"Ifit3","Th0"
2,"Prkar2b","Th0"
1,"Ets2","Th0"
3,"Zswim4","Th0"
2,"Slamf9","Th0"
1,"Icam2","Th0"
1,"Wbscr27","Th0"
2,"Tmem16k","Th0"
2,"Commd10","Th0"
1,"Prkd3","Th0"
2,"Pols","Th0"
2,"Psrc1","Th0"
2,"Mppe1","Th0"
1,"Centb5","Th0"
1,"Slc12a7","Th0"
2,"Fabp5","Th0"
2,"Slc25a30","Th0"
2,"Vegfb","Th0"
1,"5330401P04Rik","Th0"
3,"Txn2","Th0"
2,"Phgdh","Th0"
3,"Nol10","Th0"
3,"Ilf3","Th0"
2,"Abcd3","Th0"
1,"Jun","Th0"
2,"Slc35a1","Th0"
1,"Ass1","Th0"
2,"Rad54l","Th0"
2,"Cort","Th0"
1,"Abcc5","Th0"
2,"Brcc3","Th0"
2,"9930111J21Rik","Th0"
2,"Cyb5","Th0"
3,"Usmg5","Th0"
1,"Btbd6","Th0"
2,"Aldh1l2","Th0"
2,"Mcm3","Th0"
3,"2810405J04Rik","Th0"
1,"Clec2d","Th0"
1,"Chd2","Th0"
2,"Soat1","Th0"
2,"Clspn","Th0"
2,"Agpat4","Th0"
2,"Lsm12","Th0"
3,"E430028B21Rik","Th0"
1,"Lmo2","Th0"
3,"LOC241593","Th0"
2,"Mtap6","Th0"
1,"2510009E07Rik","Th0"
1,"Ids","Th0"
1,"Trpc2","Th0"
1,"Itpr2","Th0"
2,"Bzrap1","Th0"
1,"Stk10","Th0"
2,"Ssr2","Th0"
2,"Aaas","Th0"
1,"Rfx1","Th0"
2,"Comt","Th0"
2,"Dctn6","Th0"
2,"Sectm1a","Th0"
3,"Psmb6","Th0"
1,"Chkb","Th0"
2,"2610510J17Rik","Th0"
2,"Gm885","Th0"
3,"6720458F09Rik","Th0"
1,"Il18r1","Th0"
1,"Ifngr2","Th0"
2,"2210012G02Rik","Th0"
2,"Cdh15","Th0"
2,"Zfp810","Th0"
3,"Aacs","Th0"
2,"Eomes","Th0"
2,"Mboat2","Th0"
1,"Il6ra","Th1"
2,"Depdc1b","Th1"
1,"EG630499","Th1"
2,"Dusp4","Th1"
2,"Ppme1","Th1"
2,"C230052I12Rik","Th1"
1,"Tacc1","Th1"
2,"Insig1","Th1"
2,"Armcx6","Th1"
1,"Ankmy2","Th1"
2,"Trim25","Th1"
2,"Rb1","Th1"
2,"Mrpl52","Th1"
1,"Rapgef2","Th1"
2,"B9d2","Th1"
2,"Ubl7","Th1"
1,"Ehd3","Th1"
1,"Gm2a","Th1"
2,"Capg","Th1"
3,"Ptp4a1","Th1"
1,"Nrbp1","Th1"
2,"Akap7","Th1"
3,"Hat1","Th1"
2,"Chmp5","Th1"
2,"Phldb1","Th1"
1,"Tmco3","Th1"
1,"Srpk3","Th1"
1,"Cep97","Th1"
1,"4632419K20Rik","Th1"
2,"Cenpp","Th1"
3,"5730596K20Rik","Th1"
1,"Bbs4","Th1"
1,"Hist1h1c","Th1"
3,"Cxcr5","Th1"
1,"AB124611","Th1"
1,"4833442J19Rik","Th1"
3,"Cops7a","Th1"
2,"Syngr2","Th1"
2,"Agpat3","Th1"
1,"Nhsl1","Th1"
1,"Rbm5","Th1"
1,"Pias1","Th1"
1,"Ntan1","Th1"
2,"Lonp1","Th1"
1,"Mcoln3","Th1"
2,"2210412D01Rik","Th1"
2,"1810037I17Rik","Th1"
3,"Nola3","Th1"
1,"Il11ra1","Th1"
1,"Mcl1","Th1"
3,"Idh3a","Th1"
2,"Cebpg","Th1"
1,"Ggnbp1","Th1"
3,"Carm1","Th1"
1,"Cbx8","Th1"
3,"Ticam2","Th1"
1,"Cd2","Th1"
3,"Dusp6","Th1"
2,"Unc119","Th1"
2,"E2f1","Th1"
3,"Prrg3","Th1"
2,"Aco2","Th1"
2,"Vbp1","Th1"
2,"Akr1e1","Th1"
2,"Slco3a1","Th1"
