annot,gene,celltype,annot_new
2,Cdk6,Th0,2
2,Cobll1,Th0,2
1,Jtv1,Th0,1
3,Tomm34,Th0,3
2,H2-M3,Th0,2
1,Ranbp1,Th0,1
2,Mrpl22,Th0,2
1,Tusc2,Th0,1
3,Ddhd1,Th0,3
3,Lyzs,Th0,3
2,Matk,Th0,2
2,Hexb,Th0,2
2,Casp1,Th0,2
3,Clip1,Th0,3
2,Pias3,Th0,2
3,Gsdmdc1,Th0,3
3,Gpr146,Th0,3
2,BC030867,Th0,2
2,2410015N17Rik,Th0,2
1,Sf3a1,Th0,1
3,Sdf4,Th0,3
2,Cmtm7,Th0,2
3,Llgl2,Th0,3
3,ENSMUSG00000068790,Th0,3
1,Bub3,Th0,1
1,Oprs1,Th0,1
2,2810441K11Rik,Th0,2
2,S100a13,Th0,2
2,Rin3,Th0,2
1,Eprs,Th0,1
3,Cd7,Th0,3
2,Inppl1,Th0,2
3,Bach1,Th0,3
3,Epm2aip1,Th0,3
2,Tnfrsf10b,Th0,2
3,Faim3,Th0,3
2,Ddt,Th0,2
1,Wdr77,Th0,1
3,Rab37,Th0,3
1,Masp2,Th0,1
2,Vdac2,Th0,2
2,Prdx4,Th0,2
2,Grn,Th0,2
2,Spc25,Th0,2
1,Josd1,Th0,1
2,Luzp1,Th0,2
1,Rsl1d1,Th0,1
3,Hba-a1,Th0,3
2,B9d1,Th0,2
1,Ppa1,Th0,1
3,Abca7,Th0,3
2,Tnfrsf4,Th0,2
2,Cdc6,Th0,2
1,Npw,Th0,1
2,Chaf1a,Th0,2
3,Prkdc,Th0,3
2,BC008155,Th0,2
3,9130404D08Rik,Th0,3
3,Tmod4,Th0,3
1,Sln,Th0,1
2,1700066B19Rik,Th0,2
3,5033414D02Rik,Th0,3
3,A430078G23Rik,Th0,3
1,Stk40,Th0,1
2,AI413582,Th0,2
2,Hp1bp3,Th0,2
2,Iqgap2,Th0,2
2,Nedd1,Th0,2
3,Zfp12,Th0,3
2,Zwilch,Th0,2
2,Egfl7,Th0,2
3,Cd79b,Th0,3
3,Sfrs5,Th0,3
2,Ube2m,Th0,2
1,Chst2,Th0,1
1,Tnfrsf19,Th0,1
1,Aven,Th0,1
1,Sypl,Th0,1
3,Ubac2,Th0,3
1,Ube2f,Th0,1
3,Zfp260,Th0,3
1,Pdcd1lg2,Th0,1
3,Ikzf1,Th0,3
2,Zfp473,Th0,2
3,Timp2,Th0,3
3,EG218444,Th0,3
3,Rnf32,Th0,3
2,Brip1,Th0,2
3,App,Th0,3
2,Sec22c,Th0,2
2,P2ry1,Th0,2
2,Dsn1,Th0,2
1,Nme1,Th0,1
2,Ebi3,Th0,2
1,0610037L13Rik,Th0,1
3,Dnajc6,Th0,3
3,Gns,Th0,3
2,Tyms,Th0,2
2,Mvd,Th0,2
2,Bst2,Th0,2
2,Mitd1,Th0,2
2,Irs2,Th0,2
2,Plk2,Th0,2
3,9630058J23Rik,Th0,3
1,Map2k3,Th0,1
2,Ptprk,Th0,2
3,Slc16a5,Th0,3
2,Tmem205,Th0,2
2,Unc93b1,Th0,2
2,Pxmp4,Th0,2
1,Bxdc2,Th0,1
2,Pole3,Th0,2
2,Ppil1,Th0,2
2,Pigz,Th0,2
3,Pip4k2b,Th0,3
1,Nat10,Th0,1
3,BC038822,Th0,3
2,2310005E10Rik,Th0,2
2,Cyp4f18,Th0,2
2,Ccr5,Th0,2
2,Tpst1,Th0,2
1,Nol7,Th0,1
2,Rbm14,Th0,2
3,Zfp597,Th0,3
1,Txnrd3,Th0,1
2,Smc2,Th0,2
3,Slc40a1,Th0,3
3,ORF28,Th0,3
3,Fbxo9,Th0,3
2,Katnb1,Th0,2
3,Ppp3ca,Th0,3
1,Mrps18b,Th0,1
3,Ctse,Th0,3
2,Acvr2b,Th0,2
2,Grina,Th0,2
1,A130090K04Rik,Th0,1
1,Hsp90ab1,Th0,1
2,Mdfic,Th0,2
2,Spag5,Th0,2
3,Smyd3,Th0,3
2,Ccnb1,Th0,2
3,Tpcn2,Th0,3
3,Gcap14,Th0,3
1,Nol1,Th0,1
3,Napg,Th0,3
2,Lasp1,Th0,2
1,Pdlim5,Th0,1
3,Rnf123,Th0,3
1,Mrps31,Th0,1
3,Slc44a2,Th0,3
2,Pcdhgb4,Th0,2
1,Farsb,Th0,1
2,Osbpl3,Th0,2
3,Ablim1,Th0,3
2,Tmem108,Th0,2
3,1110057K04Rik,Th0,3
1,Eya3,Th0,1
2,Rhoq,Th0,2
1,Prmt7,Th0,1
3,D10Ertd641e,Th0,3
1,Idi2,Th0,1
2,Cyp4f16,Th0,2
2,Iigp2,Th0,2
2,Nenf,Th0,2
1,Dld,Th0,1
2,2700094K13Rik,Th0,2
2,Kdelr2,Th0,2
1,Cd44,Th0,1
3,Fktn,Th0,3
3,D11Wsu99e,Th0,3
2,Hist1h2bm,Th0,2
1,Ehd1,Th0,1
1,Spag4,Th0,1
1,Mrpl47,Th0,1
2,0610011F06Rik,Th0,2
3,Mphosph9,Th0,3
2,Psat1,Th0,2
1,Pomt2,Th0,1
3,Bin3,Th0,3
3,Dhx57,Th0,3
2,Mfsd10,Th0,2
2,Epn2,Th0,2
3,Prkd2,Th0,3
2,Crip2,Th0,2
3,D8Ertd82e,Th0,3
3,Nipbl,Th0,3
2,Rapgef5,Th0,2
1,Homer1,Th0,1
3,Acrbp,Th0,3
2,Gnai2,Th0,2
1,Spin2,Th0,1
2,Gnas,Th0,2
2,Trip10,Th0,2
2,LOC329575,Th0,2
3,Dock11,Th0,3
1,Timm9,Th0,1
2,Akap12,Th0,2
2,Mcm4,Th0,2
2,Tpmt,Th0,2
2,Gtf2e2,Th0,2
2,Pparg,Th0,2
1,Gch1,Th0,1
2,Stab1,Th0,2
1,BC003885,Th0,1
2,Dhrs7,Th0,2
2,Tbc1d19,Th0,2
1,Nudcd3,Th0,1
2,Mcm7,Th0,2
1,Polr3g,Th0,1
2,Abhd8,Th0,2
2,Cdc25c,Th0,2
1,Rrp15,Th0,1
1,Amigo3,Th0,1
2,Aars,Th0,2
1,Ccno,Th0,1
2,Igf2bp3,Th0,2
2,Rdm1,Th0,2
2,Mrpl34,Th0,2
2,Fgl2,Th0,2
2,Ddc,Th0,2
2,Aldh2,Th0,2
2,Zfp41,Th0,2
2,Unc13d,Th0,2
3,Sept6,Th0,3
3,Pex6,Th0,3
3,Cyp2d22,Th0,3
3,V1rd6,Th0,3
2,Fhl2,Th0,2
2,Fanci,Th0,2
3,Itga6,Th0,3
3,Neu1,Th0,3
1,Nhp2l1,Th0,1
1,Timm17a,Th0,1
3,Ddx6,Th0,3
3,Tec,Th0,3
2,Iqce,Th0,2
2,Gstt3,Th0,2
1,Mfsd2,Th0,1
1,Hes5,Th0,1
1,Wars,Th0,1
2,Gpr68,Th0,2
1,Traf4,Th0,1
3,Rltpr,Th0,3
2,Slc35b2,Th0,2
2,D3Ertd751e,Th0,2
1,Sfmbt1,Th0,1
3,Timd2,Th0,3
1,Nhedc2,Th0,1
1,Ccdc41,Th0,1
2,Kif11,Th0,2
1,Camta1,Th0,1
2,Tbc1d1,Th0,2
2,Pstpip1,Th0,2
2,Itga3,Th0,2
2,Ccne1,Th0,2
2,Pkib,Th0,2
1,Gpr171,Th0,1
3,Clk2,Th0,3
2,Cd81,Th0,2
1,Rbm19,Th0,1
3,Krtcap3,Th0,3
1,Glrx5,Th0,1
3,Tnrc6c,Th0,3
3,6330416G13Rik,Th0,3
2,Prpf38a,Th0,2
2,Alg6,Th0,2
3,Ttc5,Th0,3
2,Psmb9,Th0,2
2,Mboat1,Th0,2
2,Atxn1,Th0,2
2,Icos,Th0,2
3,Slc26a6,Th0,3
2,Ckap2l,Th0,2
2,Arl3,Th0,2
2,Rshl2a,Th0,2
3,Rapgef4,Th0,3
3,4921505C17Rik,Th0,3
2,Rai14,Th0,2
3,Cd84,Th0,3
3,Zfp213,Th0,3
1,Klf16,Th0,1
2,Slc39a4,Th0,2
1,Supv3l1,Th0,1
1,Pcbp1,Th0,1
1,Polr2f,Th0,1
1,Armc8,Th0,1
2,Cdc25b,Th0,2
3,Mterf,Th0,3
1,Ruvbl2,Th0,1
1,Rel,Th0,1
3,Mdk,Th0,3
2,Clec2e,Th0,2
3,AI450540,Th0,3
1,Gypc,Th0,1
3,Amigo2,Th0,3
1,Fastkd1,Th0,1
3,Anxa5,Th0,3
2,Sertad3,Th0,2
2,Fnip1,Th0,2
3,Rbak,Th0,3
2,Tfdp2,Th0,2
2,Senp7,Th0,2
1,2810004N23Rik,Th0,1
1,Tnfsf11,Th0,1
3,Slc38a9,Th0,3
1,AK122209,Th0,1
2,Mpp1,Th0,2
3,Ube2b,Th0,3
2,Flot1,Th0,2
2,Thyn1,Th0,2
2,Gstt2,Th0,2
2,Ube2c,Th0,2
1,Csnk1d,Th0,1
1,Crtam,Th0,1
2,Ddx58,Th0,2
1,BC025546,Th0,1
3,Golga1,Th0,3
1,Narg1,Th0,1
2,Zkscan17,Th0,2
1,2410002F23Rik,Th0,1
3,Rmnd5b,Th0,3
2,Serpinf1,Th0,2
3,Cd1d1,Th0,3
3,March2,Th0,3
2,EG240327,Th0,2
2,Flot2,Th0,2
2,Fbxo2,Th0,2
2,Alad,Th0,2
1,Eif2b1,Th0,1
1,Neto2,Th0,1
1,Yipf2,Th0,1
2,Zc3hc1,Th0,2
2,Ergic1,Th0,2
1,Lrch1,Th0,1
3,Hist2h2be,Th0,3
2,Idh2,Th0,2
1,C1qbp,Th0,1
2,Myl4,Th0,2
3,Skap1,Th0,3
1,Clcnkb,Th0,1
3,Nod1,Th0,3
3,Acpp,Th0,3
2,Apitd1,Th0,2
3,Nedd9,Th0,3
1,Hnrpab,Th0,1
2,Vhlh,Th0,2
3,Midn,Th0,3
2,Rnf208,Th0,2
2,Atp2a3,Th0,2
1,Sdccag3,Th0,1
3,Cdc2l1,Th0,3
3,Sgpp1,Th0,3
2,Hist1h3f,Th0,2
1,6430510M02Rik,Th0,1
3,2610207I05Rik,Th0,3
3,Lyrm5,Th0,3
2,Il3ra,Th0,2
2,Sqrdl,Th0,2
2,Tube1,Th0,2
3,P2rx7,Th0,3
3,Fxyd5,Th0,3
2,Gnaq,Th0,2
2,Ctdsp2,Th0,2
3,Sfrs6,Th0,3
3,Ciita,Th0,3
2,Slc25a17,Th0,2
1,Prep,Th0,1
3,Npff,Th0,3
3,Sit1,Th0,3
2,Smpd1,Th0,2
2,Dclk2,Th0,2
2,Zfand6,Th0,2
3,Abtb1,Th0,3
3,Wwc2,Th0,3
1,Rps27l,Th0,1
3,Car15,Th0,3
2,Strbp,Th0,2
2,Gfer,Th0,2
2,Pml,Th0,2
3,Arid1b,Th0,3
1,Nsun2,Th0,1
2,Ccdc99,Th0,2
1,Prmt6,Th0,1
1,Mrpl50,Th0,1
3,Mll1,Th0,3
2,Papss1,Th0,2
1,Hspe1,Th0,1
2,3000004C01Rik,Th0,2
2,Prm1,Th0,2
2,Ndufb6,Th0,2
1,Sssca1,Th0,1
3,Gpx2,Th0,3
1,Eftud1,Th0,1
2,Fhod1,Th0,2
3,Ctns,Th0,3
1,1110007L15Rik,Th0,1
2,Mrpl18,Th0,2
3,March1,Th0,3
2,P4hb,Th0,2
2,Zscan12,Th0,2
2,Fbln1,Th0,2
3,Zc3h7a,Th0,3
2,Wdr34,Th0,2
2,Casp3,Th0,2
1,Pfdn4,Th0,1
2,EG433182,Th0,2
3,Zfp75,Th0,3
3,1110038D17Rik,Th0,3
2,Peci,Th0,2
3,Rapgef6,Th0,3
3,Mbnl2,Th0,3
2,Fbxo18,Th0,2
2,Tbc1d7,Th0,2
3,Lef1,Th0,3
3,Nsg2,Th0,3
3,Ddx26b,Th0,3
2,0610007C21Rik,Th0,2
1,Dot1l,Th0,1
3,Rbl2,Th0,3
3,Bcas3,Th0,3
1,Mrpl15,Th0,1
2,Flywch2,Th0,2
3,Polg,Th0,3
3,Arglu1,Th0,3
1,Cox7a2,Th0,1
1,Akap1,Th0,1
3,H2-Q8,Th0,3
3,Npal1,Th0,3
2,Egln3,Th0,2
1,Rnps1,Th0,1
1,Tars,Th0,1
1,Cct3,Th0,1
2,N6amt2,Th0,2
2,Casp8,Th0,2
3,Gpr18,Th0,3
1,Fcer2a,Th0,1
1,Smn1,Th0,1
2,Slc25a39,Th0,2
1,Ccl3,Th0,1
3,Gripap1,Th0,3
2,Lonrf3,Th0,2
3,Klk1,Th0,3
1,Pebp1,Th0,1
2,Rpa3,Th0,2
2,Epsti1,Th0,2
3,Man2a2,Th0,3
2,Bcap29,Th0,2
1,Cox11,Th0,1
3,1700021C14Rik,Th0,3
3,Il16,Th0,3
1,Jak2,Th0,1
2,Rtp4,Th0,2
1,Cad,Th0,1
2,Bard1,Th0,2
1,Ncdn,Th0,1
1,Mreg,Th0,1
2,D14Ertd668e,Th0,2
1,Gtf3c4,Th0,1
3,Specc1l,Th0,3
1,Nek8,Th0,1
1,Srprb,Th0,1
2,Deadc1,Th0,2
2,Pmm1,Th0,2
3,Phkg2,Th0,3
3,Cdkn1b,Th0,3
2,Tsen34,Th0,2
3,Mbp,Th0,3
3,1700027J05Rik,Th0,3
3,2210009G21Rik,Th0,3
2,Snx20,Th0,2
1,Hyal2,Th0,1
2,Slpi,Th0,2
2,Scye1,Th0,2
3,Hs3st3b1,Th0,3
3,Cd97,Th0,3
1,Sept11,Th0,1
1,Mpp6,Th0,1
3,BC067047,Th0,3
2,Glipr1,Th0,2
3,E4f1,Th0,3
3,Cd86,Th0,3
3,Ankrd23,Th0,3
1,Ifng,Th0,1
2,Rps6ka5,Th0,2
2,1700025G04Rik,Th0,2
3,Msn,Th0,3
3,Arl5c,Th0,3
1,Zfp771,Th0,1
3,6720456H20Rik,Th0,3
2,Asb2,Th0,2
3,Mid1,Th0,3
2,Pnrc2,Th0,2
3,Mapk14,Th0,3
1,Ciapin1,Th0,1
1,Eif1a,Th0,1
2,Serf1,Th0,2
3,Siglecg,Th0,3
3,Vcam1,Th0,3
1,Faim,Th0,1
2,Fip1l1,Th0,2
2,Rhobtb1,Th0,2
3,Plekha1,Th0,3
2,Slc25a36,Th0,2
2,Snx9,Th0,2
2,Psmb8,Th0,2
2,Kif20b,Th0,2
2,Ube2e2,Th0,2
2,Dctn1,Th0,2
3,Ddx5,Th0,3
1,Nudc,Th0,1
2,Pbk,Th0,2
3,5830405N20Rik,Th0,3
2,Pdia5,Th0,2
2,Stc2,Th0,2
2,Psmc3ip,Th0,2
3,1190002H23Rik,Th0,3
2,5133400G04Rik,Th0,2
2,Lta,Th0,2
3,Fbxl11,Th0,3
2,Sfxn1,Th0,2
2,4930534B04Rik,Th0,2
1,Mars,Th0,1
2,Med9,Th0,2
3,Inpp4b,Th0,3
1,Psme3,Th0,1
2,Mecp2,Th0,2
3,Art2b,Th0,3
1,Surf2,Th0,1
2,1500031L02Rik,Th0,2
3,Il17ra,Th0,3
2,Ncf4,Th0,2
2,9430015G10Rik,Th0,2
3,Pdlim4,Th0,3
2,Zfp367,Th0,2
1,Ddx39,Th0,1
3,Oxr1,Th0,3
1,Prickle4,Th0,1
3,Scp2,Th0,3
3,Ovgp1,Th0,3
3,Plekhg2,Th0,3
2,Xkr5,Th0,2
1,Psma5,Th0,1
3,Ttc14,Th0,3
3,Itm2b,Th0,3
3,Rhbdl2,Th0,3
1,Hdc,Th0,1
3,Klf2,Th0,3
3,9930104L06Rik,Th0,3
1,Actl6a,Th0,1
2,Parp14,Th0,2
3,Fmnl3,Th0,3
2,Nsmaf,Th0,2
2,Map3k8,Th0,2
2,Tuba3b,Th0,2
3,Tgfb1i1,Th0,3
2,Mlf1,Th0,2
2,Dhdh,Th0,2
3,2410066E13Rik,Th0,3
2,Tm6sf1,Th0,2
3,Ankrd39,Th0,3
3,Vezt,Th0,3
2,Oas2,Th0,2
1,Inhba,Th0,1
3,Traf2,Th0,3
2,Mybl2,Th0,2
2,Irf9,Th0,2
2,Psmb7,Th0,2
2,Dpp4,Th0,2
1,Relb,Th0,1
3,Limk2,Th0,3
2,1500010J02Rik,Th0,2
1,Enox1,Th0,1
2,Lig1,Th0,2
3,Alg12,Th0,3
3,Gprasp1,Th0,3
2,Zfp313,Th0,2
1,2310061F22Rik,Th0,1
2,Suv420h2,Th0,2
2,Vps36,Th0,2
1,Slc16a6,Th0,1
2,2010110K16Rik,Th0,2
2,Adrbk1,Th0,2
3,Parp6,Th0,3
2,Stc1,Th0,2
1,Lrig1,Th0,1
2,Nelf,Th0,2
2,Kdelc1,Th0,2
1,Psmg3,Th0,1
1,Trnt1,Th0,1
2,Ttc27,Th0,2
1,Psmd12,Th0,1
2,Tspan3,Th0,2
1,Kbtbd8,Th0,1
1,Hspa9,Th0,1
2,Hist1h2ak,Th0,2
2,Cdkn1a,Th0,2
3,Ear2,Th0,3
3,Vps11,Th0,3
1,Crem,Th0,1
1,Ung,Th0,1
2,Fbxw8,Th0,2
2,Glb1,Th0,2
2,Pla2g4f,Th0,2
2,Paox,Th0,2
3,D19Wsu162e,Th0,3
3,Dmxl1,Th0,3
2,Cxcl10,Th0,2
2,Dcxr,Th0,2
1,Mdn1,Th0,1
1,Aoc3,Th0,1
3,Ephb6,Th0,3
2,6330548G22Rik,Th0,2
2,H2afz,Th0,2
2,Mtap7,Th0,2
3,Zbtb24,Th0,3
3,Frmd8,Th0,3
3,Ap1gbp1,Th0,3
2,Irf5,Th0,2
3,Pip4k2a,Th0,3
2,Atg9b,Th0,2
2,Tpx2,Th0,2
2,Zranb3,Th0,2
1,Smarca5,Th0,1
1,Idi1,Th0,1
2,Lman1,Th0,2
2,Sh3bgrl,Th0,2
2,Bcl7c,Th0,2
3,Rap1b,Th0,3
1,Smarcc1,Th0,1
2,Psmb2,Th0,2
1,Stap1,Th0,1
2,Tax1bp3,Th0,2
2,D17H6S56E-5,Th0,2
1,Sac3d1,Th0,1
2,Nlgn2,Th0,2
2,Car13,Th0,2
2,D10Ertd322e,Th0,2
2,Axud1,Th0,2
2,Cndp2,Th0,2
2,Acaa1a,Th0,2
2,Ms4a6d,Th0,2
2,Cchcr1,Th0,2
3,Hsd17b11,Th0,3
2,Tnfrsf18,Th0,2
2,Kif18a,Th0,2
1,Mrpl2,Th0,1
1,Tmem120b,Th0,1
3,Pscd1,Th0,3
1,Nr4a2,Th0,1
3,Maf1,Th0,3
1,Noc4l,Th0,1
1,Bcl2a1d,Th0,1
2,Nfkbil2,Th0,2
2,Ap3m2,Th0,2
2,Tdrd7,Th0,2
3,Rnf167,Th0,3
2,Smpd4,Th0,2
2,Cenph,Th0,2
2,Abhd14b,Th0,2
3,Arid5a,Th0,3
2,Dbp,Th0,2
1,Dctd,Th0,1
3,Fbxo32,Th0,3
2,Gmppa,Th0,2
2,Rora,Th0,2
1,Nup50,Th0,1
2,Pkmyt1,Th0,2
1,Sytl3,Th0,1
2,Ube2t,Th0,2
2,Kifc1,Th0,2
2,Samhd1,Th0,2
3,Sv2a,Th0,3
2,Ldha,Th0,2
2,Prickle1,Th0,2
1,Tagap1,Th0,1
1,Sh3rf1,Th0,1
3,Ttc17,Th0,3
1,Psmb5,Th0,1
3,Klhl24,Th0,3
3,Kbtbd7,Th0,3
3,Blk,Th0,3
2,Mx1,Th0,2
1,Top1mt,Th0,1
2,Mrps11,Th0,2
1,Slc25a15,Th0,1
2,Slc15a3,Th0,2
2,Mcm6,Th0,2
3,Klf6,Th0,3
3,Slc2a9,Th0,3
2,Rad51l3,Th0,2
2,5330431N19Rik,Th0,2
2,Paics,Th0,2
3,Itsn2,Th0,3
1,Swap70,Th0,1
1,St6galnac4,Th0,1
2,Cst7,Th0,2
2,Cdca5,Th0,2
3,EG665378,Th0,3
1,Slc19a2,Th0,1
1,D2Bwg1335e,Th0,1
1,Kars,Th0,1
2,Acaa2,Th0,2
1,Usp39,Th0,1
1,Twsg1,Th0,1
2,Pcbd2,Th0,2
1,Poldip2,Th0,1
3,Tk2,Th0,3
2,Sdf2l1,Th0,2
2,Zkscan14,Th0,2
1,Atf4,Th0,1
2,9530077C05Rik,Th0,2
3,Syf2,Th0,3
3,Aqp3,Th0,3
2,Rad51c,Th0,2
2,Cox7a1,Th0,2
2,Bola1,Th0,2
3,Pde1b,Th0,3
2,OTTMUSG00000005491,Th0,2
2,Chek2,Th0,2
3,Mia3,Th0,3
1,Cdv3,Th0,1
1,Tmem49,Th0,1
1,Hnrpu,Th0,1
3,Nsd1,Th0,3
2,Dgcr6,Th0,2
2,Coro1c,Th0,2
3,Tmem110,Th0,3
3,Chchd2,Th0,3
3,Mobkl2a,Th0,3
1,Gadd45b,Th0,1
2,Prrc1,Th0,2
1,Ifrd2,Th0,1
3,Qrsl1,Th0,3
2,Hist1h4k,Th0,2
2,Rapsn,Th0,2
3,Ext1,Th0,3
3,Tatdn2,Th0,3
2,Actr3b,Th0,2
3,Pccb,Th0,3
2,Bnip3l,Th0,2
1,Lars,Th0,1
2,1500001M20Rik,Th0,2
2,Ndc80,Th0,2
2,BC046404,Th0,2
2,Scly,Th0,2
3,Crtc3,Th0,3
2,Cyhr1,Th0,2
1,4732471D19Rik,Th0,1
3,A130010J15Rik,Th0,3
2,Nasp,Th0,2
3,Man2a1,Th0,3
3,Apbb1ip,Th0,3
2,Fbxo36,Th0,2
3,Gmip,Th0,3
1,Magoh,Th0,1
1,Nup37,Th0,1
3,H2-Ke6,Th0,3
2,Efr3a,Th0,2
2,Tmem97,Th0,2
3,Tlk1,Th0,3
3,Gps2,Th0,3
2,Ift172,Th0,2
1,Imp4,Th0,1
2,8430419L09Rik,Th0,2
1,Npas4,Th0,1
1,Slc12a2,Th0,1
2,Lcmt1,Th0,2
3,Sirt7,Th0,3
3,Sirpa,Th0,3
3,9930012K11Rik,Th0,3
3,Igfbp4,Th0,3
2,Cdc45l,Th0,2
1,Cdr2,Th0,1
3,2610024E20Rik,Th0,3
3,Rabif,Th0,3
1,Il1r2,Th0,1
3,Smarca2,Th0,3
1,Banf1,Th0,1
3,Chka,Th0,3
2,Tmem70,Th0,2
3,Il8ra,Th0,3
2,Il12rb1,Th0,2
3,Ttc33,Th0,3
2,Sgk3,Th0,2
2,Npal3,Th0,2
2,Thoc4,Th0,2
2,Rab9,Th0,2
3,Osbpl9,Th0,3
2,Cdc25a,Th0,2
2,Smpdl3b,Th0,2
1,Etf1,Th0,1
3,Sh3bgrl3,Th0,3
2,Tmem109,Th0,2
2,Acbd6,Th0,2
1,Slc3a2,Th0,1
3,Cap1,Th0,3
2,Orc1l,Th0,2
2,Gucy1b3,Th0,2
2,Gucy1a3,Th0,2
1,Pno1,Th0,1
2,Prkcb1,Th0,2
2,Spata6,Th0,2
2,Zmym3,Th0,2
2,Pik3cg,Th0,2
2,Ctsz,Th0,2
2,Xbp1,Th0,2
1,Mrto4,Th0,1
2,Myo18a,Th0,2
2,Snx10,Th0,2
2,Ccdc28b,Th0,2
2,Tmem176b,Th0,2
2,Ssrp1,Th0,2
2,Repin1,Th0,2
1,Tuft1,Th0,1
3,Git2,Th0,3
3,Adrb2,Th0,3
3,H2-Ea,Th0,3
3,Ttll3,Th0,3
2,Il3,Th0,2
2,Atpif1,Th0,2
2,Fen1,Th0,2
1,Tada2l,Th0,1
3,Zmym5,Th0,3
3,Sfrs14,Th0,3
2,Anxa2,Th0,2
3,Ng23,Th0,3
3,Golm1,Th0,3
1,Klhl15,Th0,1
2,Nt5dc2,Th0,2
2,Oxct1,Th0,2
2,Rpp30,Th0,2
3,Rasgrp4,Th0,3
2,Ociad2,Th0,2
3,Mmp14,Th0,3
2,Tspan31,Th0,2
3,Rrm2b,Th0,3
2,Zbtb32,Th0,2
2,Pmf1,Th0,2
2,Lxn,Th0,2
2,Ncf1,Th0,2
2,Ydjc,Th0,2
2,l7Rn6,Th0,2
2,Emp3,Th0,2
1,Bcl2a1c,Th0,1
2,Slfn1,Th0,2
2,Rtn3,Th0,2
1,Ppif,Th0,1
2,Ddr1,Th0,2
3,Mark2,Th0,3
3,Crebbp,Th0,3
2,Csda,Th0,2
2,Ms4a6b,Th0,2
2,Gls2,Th0,2
2,Rnf181,Th0,2
2,2700097O09Rik,Th0,2
2,Cep170,Th0,2
2,Psap,Th0,2
2,Pak4,Th0,2
3,Rnf145,Th0,3
2,Nt5e,Th0,2
2,Cep55,Th0,2
3,Clpb,Th0,3
2,1700020D05Rik,Th0,2
3,C1qc,Th0,3
3,Tpp1,Th0,3
1,Afg3l2,Th0,1
3,5133401N09Rik,Th0,3
2,Tm4sf5,Th0,2
1,Lgals7,Th0,1
3,Sytl2,Th0,3
2,Pkp2,Th0,2
3,Tpt1,Th0,3
3,Vrk3,Th0,3
1,Mrps30,Th0,1
3,Taf9b,Th0,3
1,Ubtd2,Th0,1
1,Polr1e,Th0,1
2,Ttc7,Th0,2
2,St8sia4,Th0,2
3,BC043301,Th0,3
1,Bax,Th0,1
2,Pkm2,Th0,2
3,Acsbg1,Th0,3
1,Hrb,Th0,1
3,Tcf7,Th0,3
1,Exosc6,Th0,1
3,Slc28a2,Th0,3
2,Il10rb,Th0,2
3,Tle4,Th0,3
2,0610031J06Rik,Th0,2
1,Abhd2,Th0,1
3,Rhoh,Th0,3
2,Kpnb1,Th0,2
2,Nedd4l,Th0,2
3,Ank,Th0,3
2,Scin,Th0,2
2,Lrrc8d,Th0,2
2,Lsm3,Th0,2
1,Nme2,Th0,1
1,Malt1,Th0,1
2,Cox5b,Th0,2
1,Alg3,Th0,1
2,Fbxo44,Th0,2
1,EG433923,Th0,1
2,Gpx4,Th0,2
2,Sla2,Th0,2
2,Magee1,Th0,2
2,Eno3,Th0,2
3,Fcgr3,Th0,3
2,Slc1a4,Th0,2
2,Nupl2,Th0,2
1,Tsfm,Th0,1
3,1190005F20Rik,Th0,3
2,Coro1b,Th0,2
1,Stx6,Th0,1
2,Tmem24,Th0,2
3,Zzz3,Th0,3
2,Ifitm3,Th0,2
2,H28,Th0,2
2,Sars,Th0,2
2,Asnsd1,Th0,2
1,Marcksl1,Th0,1
2,Parp16,Th0,2
2,Pigf,Th0,2
2,Rhbdf1,Th0,2
2,Ttf2,Th0,2
1,Tgfbr1,Th0,1
3,Zfp512,Th0,3
2,Tmem106c,Th0,2
3,Dnahc8,Th0,3
2,Gtpbp2,Th0,2
1,Xcl1,Th0,1
3,Gpsm3,Th0,3
1,Larp4,Th0,1
1,Taf9,Th0,1
1,Traf1,Th0,1
3,Zfp592,Th0,3
2,Ascc1,Th0,2
2,2610528E23Rik,Th0,2
3,Elf1,Th0,3
2,Insl3,Th0,2
2,Amica1,Th0,2
2,Gck,Th0,2
3,Ctsh,Th0,3
2,Fh1,Th0,2
2,Got2,Th0,2
3,Ppox,Th0,3
1,2810452K22Rik,Th0,1
1,Cd274,Th0,1
2,Hist1h4j,Th0,2
3,Zmat1,Th0,3
3,Crebl2,Th0,3
2,Mgmt,Th0,2
2,Gkap1,Th0,2
2,Prkra,Th0,2
1,Mrps6,Th0,1
3,Tgtp,Th0,3
2,Txndc15,Th0,2
2,Scd1,Th0,2
2,Oas1g,Th0,2
3,Gadd45a,Th0,3
3,Mxd4,Th0,3
2,Plod2,Th0,2
2,Cbx5,Th0,2
1,Rgs16,Th0,1
2,Lpin1,Th0,2
2,Pet112l,Th0,2
2,Zcchc18,Th0,2
2,Ptpla,Th0,2
2,Dbf4,Th0,2
2,Ppp1cc,Th0,2
3,Dusp10,Th0,3
1,Psmd6,Th0,1
3,BC043098,Th0,3
2,Rfc1,Th0,2
2,Glipr2,Th0,2
3,Dgka,Th0,3
2,Myo6,Th0,2
3,F2r,Th0,3
2,Rab34,Th0,2
2,Pdk1,Th0,2
2,Tipin,Th0,2
1,Eef1e1,Th0,1
2,Il10ra,Th0,2
2,Nudt18,Th0,2
2,Bsg,Th0,2
