"annot","gene","celltype"
4,"Tomm70a","Th1"
2,"Ahdc1","Th1"
1,"Trpc4ap","Th1"
1,"Rdbp","Th1"
1,"Pcsk4.2","Th1"
2,"Ntrk3.1","Th1"
4,"Sf3b4","Th1"
2,"Ankrd12.1","Th1"
2,"D330045A20Rik.1","Th1"
4,"Mrps12","Th1"
1,"Mtmr3","Th1"
1,"Acadsb","Th1"
4,"AA408296.1","Th1"
4,"Fjx1","Th1"
2,"D030074E01Rik","Th1"
1,"Ndrg2","Th1"
2,"Akap8l","Th1"
2,"C230021P08Rik","Th1"
4,"Nola2","Th1"
1,"H1fx","Th1"
1,"Tmem121","Th1"
2,"Sort1","Th1"
1,"6430571L13Rik","Th1"
1,"Sdc4","Th1"
3,"Ccbl1","Th1"
4,"Wars.1","Th1"
3,"Rab3d","Th1"
4,"Pwp2","Th1"
1,"Hist1h2ah.1","Th1"
2,"Ars2","Th1"
2,"Cxcr5.2","Th1"
1,"Sema4f","Th1"
1,"Hn1","Th1"
2,"Mycbp2.1","Th1"
1,"Rnf213","Th1"
4,"Mre11a","Th1"
3,"Edg6","Th1"
2,"Mll3.1","Th1"
2,"Wbp7","Th1"
2,"Suv420h1","Th1"
4,"Abcf2.1","Th1"
1,"Gtse1","Th1"
1,"LOC626578","Th1"
4,"Gm129","Th1"
1,"Thap4","Th1"
4,"Blmh","Th1"
1,"Cdca8","Th1"
3,"Coro1a.1","Th1"
1,"Nusap1.1","Th1"
1,"Ddit3.1","Th1"
4,"Stip1","Th1"
3,"Pld3","Th1"
2,"Golga5","Th1"
4,"Heatr1.1","Th1"
4,"Nol8","Th1"
1,"Gstp1","Th1"
4,"Rapgef1.2","Th1"
2,"Chd7","Th1"
4,"Pla2g12a","Th1"
1,"6030408C04Rik","Th1"
4,"BC026590","Th1"
3,"Foxk1.1","Th1"
4,"Ppan","Th1"
4,"Ch25h","Th1"
3,"Prkcbp1","Th1"
4,"Ide","Th1"
1,"D10Bwg1379e","Th1"
2,"Hcst","Th1"
1,"Pcgf1","Th1"
2,"Usp10.1","Th1"
2,"Kif1b.1","Th1"
1,"5133400G04Rik","Th1"
1,"Xpnpep1.2","Th1"
4,"Acy1","Th1"
4,"Armc6","Th1"
4,"Cd82","Th1"
4,"Msi2","Th1"
1,"Gnb2l1","Th1"
4,"Hus1.2","Th1"
3,"Ctsw","Th1"
4,"Bxdc1","Th1"
2,"Elmo1.3","Th1"
2,"Foxp3","Th1"
1,"Oma1","Th1"
2,"Dapl1","Th1"
4,"Eif4g2","Th1"
4,"Prmt5","Th1"
3,"D16H22S680E","Th1"
2,"Ski","Th1"
1,"Tlr7","Th1"
1,"Mtmr3.1","Th1"
3,"Cd86.1","Th1"
3,"Nipbl","Th1"
4,"Cd160","Th1"
3,"Socs3","Th1"
4,"Ripk4","Th1"
3,"Dscr1l2","Th1"
1,"Cdc20","Th1"
4,"Rpl29","Th1"
1,"Vars","Th1"
2,"Ccnd2","Th1"
4,"2610029G23Rik.1","Th1"
4,"Mat2a","Th1"
4,"C130032J12Rik","Th1"
1,"Rfc2","Th1"
4,"Exosc2","Th1"
1,"Hap1.1","Th1"
2,"Smarca2.1","Th1"
1,"Foxm1","Th1"
1,"Pabpc1","Th1"
1,"Usp18","Th1"
1,"Sgol1.1","Th1"
1,"Slc39a6","Th1"
2,"Ampd3.1","Th1"
3,"Lancl1","Th1"
2,"Ly9","Th1"
3,"Slc14a1","Th1"
4,"Rpl7l1.1","Th1"
1,"Slc39a8","Th1"
4,"Ifrd1","Th1"
4,"Mapre2","Th1"
1,"Rfc2.1","Th1"
1,"Smox.1","Th1"
3,"Il7r","Th1"
2,"Mark2","Th1"
4,"Trub1","Th1"
1,"Nckap1","Th1"
4,"Polr2h.1","Th1"
1,"Atxn7l1","Th1"
1,"Ccna2","Th1"
1,"Plekhf1","Th1"
1,"Ascc1","Th1"
3,"Rhobtb2","Th1"
2,"Crlf3","Th1"
1,"Copg2","Th1"
4,"Snrpa","Th1"
1,"Dtl","Th1"
1,"Eef2","Th1"
3,"Cd8b1","Th1"
1,"Zbp1.1","Th1"
1,"Vim","Th1"
4,"Setd8","Th1"
2,"Usp52","Th1"
1,"Ly6a","Th1"
1,"Susd3","Th1"
4,"Nudt5","Th1"
3,"BC094916.1","Th1"
1,"Cenpn","Th1"
3,"Sh3kbp1.1","Th1"
4,"Guk1","Th1"
1,"Trpv2","Th1"
3,"BC038822","Th1"
4,"Pou2af1","Th1"
1,"Gbp3.1","Th1"
1,"Snx3.1","Th1"
1,"Aldoa","Th1"
1,"Slc35d2","Th1"
2,"AI646023","Th1"
1,"Il21","Th1"
3,"0610007C21Rik","Th1"
1,"Tmem180","Th1"
2,"Lgmn","Th1"
1,"Ccl5","Th1"
4,"Mrpl37.1","Th1"
4,"Alg8.1","Th1"
2,"Cd8b1.1","Th1"
4,"Rbm8a","Th1"
1,"Gja1","Th1"
1,"LOC667250","Th1"
4,"Angptl4","Th1"
2,"Itpr1","Th1"
3,"Ecm1.1","Th1"
1,"Paip2","Th1"
1,"Ufsp2","Th1"
1,"6430706D22Rik","Th1"
2,"Zdhhc14","Th1"
1,"3000004C01Rik","Th1"
1,"Skp2","Th1"
2,"Gga3","Th1"
1,"Guca1a","Th1"
2,"Sppl3","Th1"
1,"Sec61b","Th1"
4,"Nhlrc1","Th1"
2,"Hsd3b2","Th1"
4,"Nr6a1","Th1"
2,"LOC56628","Th1"
1,"5730419I09Rik.1","Th1"
2,"Pnpla7","Th1"
2,"Ramp3.1","Th1"
1,"Dnalc1","Th1"
1,"Dynlt3","Th1"
2,"Atp8b4","Th1"
1,"Prickle3","Th1"
1,"Hist1h3a","Th1"
1,"2310007D09Rik","Th1"
1,"Ankrd37","Th1"
2,"Pank4","Th1"
3,"Snx14","Th1"
2,"Tmed1","Th1"
4,"Mrps10.1","Th1"
4,"Acsl6.2","Th1"
4,"Pold2","Th1"
4,"Fasl","Th1"
1,"Rnpep","Th1"
1,"Serhl","Th1"
1,"Ghitm","Th1"
1,"7530404M11Rik","Th1"
1,"Itgb5","Th1"
1,"Kif4","Th1"
3,"Rgs10","Th1"
1,"Hist1h4b","Th1"
4,"Ccdc116","Th1"
1,"Mov10.1","Th1"
4,"Slamf1","Th1"
1,"Adssl1","Th1"
4,"Thoc3","Th1"
2,"Tcf25","Th1"
1,"Fzr1.1","Th1"
2,"Tnfrsf12a","Th1"
2,"Nuak2","Th1"
1,"Batf3","Th1"
1,"Mcm2","Th1"
1,"Aifm1.1","Th1"
1,"Vamp8","Th1"
2,"Cfp","Th1"
1,"Wdr76","Th1"
1,"Rab34","Th1"
2,"BC030476","Th1"
2,"Impact.1","Th1"
4,"Maged1","Th1"
1,"Itga7","Th1"
2,"Plp1","Th1"
2,"Bclaf1.1","Th1"
1,"4632417K18Rik","Th1"
1,"Ccr5.1","Th1"
1,"Gins2.1","Th1"
4,"Klhl15","Th1"
1,"Traf6.1","Th1"
3,"Klhl6","Th1"
1,"Fbxw17","Th1"
3,"Tmem9b","Th1"
1,"Tfrc.1","Th1"
1,"Kif2c","Th1"
4,"Usp16","Th1"
1,"Gnat1","Th1"
1,"Nampt","Th1"
1,"Hdgf.1","Th1"
4,"AI847670","Th1"
3,"Idua.1","Th1"
1,"Gtse1.1","Th1"
1,"Casp6","Th1"
4,"Plek","Th1"
4,"Marcks","Th1"
1,"Cdca2","Th1"
2,"Smc6","Th1"
2,"Alkbh4","Th1"
4,"Tcfe3","Th1"
2,"Krba1","Th1"
4,"Thoc4","Th1"
2,"Lck","Th1"
3,"Hdac5","Th1"
1,"Anxa9","Th1"
2,"Kbtbd7.1","Th1"
1,"Lrrc59.2","Th1"
2,"Csnrp2","Th1"
4,"Nts","Th1"
1,"Pard6a","Th1"
4,"Wdr68","Th1"
1,"Cacnb3.2","Th1"
2,"Zzef1.2","Th1"
4,"Hspa8","Th1"
4,"2410019A14Rik","Th1"
2,"Sox4.1","Th1"
3,"Mical1","Th1"
4,"2900010M23Rik","Th1"
4,"Zmpste24.1","Th1"
3,"Armc3.1","Th1"
2,"Pik3r3.1","Th1"
1,"Foxq1","Th1"
1,"Rnaseh2b","Th1"
2,"Gramd1a","Th1"
1,"Optn","Th1"
1,"5133400G04Rik.1","Th1"
4,"Eif3b","Th1"
1,"Sdcbp2.2","Th1"
1,"Fancd2","Th1"
4,"Gm129.1","Th1"
1,"Kpna3","Th1"
3,"Pde4a","Th1"
3,"Pdcd4","Th1"
1,"Cdk6","Th1"
1,"Cobll1","Th1"
4,"Jtv1","Th1"
3,"Whsc1l1","Th1"
2,"Tomm34","Th1"
1,"H2-M3","Th1"
4,"Ranbp1","Th1"
4,"Mrpl22","Th1"
4,"2410003P15Rik.1","Th1"
1,"Pts","Th1"
4,"Tusc2","Th1"
2,"Ddhd1","Th1"
2,"Lyzs","Th1"
3,"Matk.1","Th1"
1,"Hexb","Th1"
2,"Zxdc.1","Th1"
1,"Casp1","Th1"
2,"Gmip","Th1"
1,"Clip1","Th1"
1,"Phlda3.1","Th1"
1,"Mtbp.1","Th1"
1,"Pias3","Th1"
3,"Gsdmdc1.1","Th1"
2,"Spna2","Th1"
3,"Gpr146.1","Th1"
1,"BC030867","Th1"
4,"2410015N17Rik","Th1"
4,"Sf3a1","Th1"
3,"Sdf4","Th1"
2,"Ppm1b.1","Th1"
4,"Cblb","Th1"
1,"Cmtm7.1","Th1"
2,"Llgl2","Th1"
4,"ENSMUSG00000068790","Th1"
4,"Bub3","Th1"
4,"Swap70","Th1"
4,"Oprs1","Th1"
4,"2810441K11Rik","Th1"
1,"S100a13","Th1"
4,"Prpf38a.1","Th1"
3,"Rin3","Th1"
4,"Nr4a3","Th1"
1,"Pde6d.2","Th1"
4,"Eprs.1","Th1"
2,"Cd7","Th1"
1,"Inppl1","Th1"
2,"Bach1","Th1"
3,"Epm2aip1.3","Th1"
1,"Tnfrsf10b.2","Th1"
3,"Faim3","Th1"
1,"Ddt","Th1"
4,"Wdr77","Th1"
4,"Metap2.2","Th1"
2,"Rnf123","Th1"
3,"Rab37","Th1"
4,"Masp2","Th1"
1,"Vdac2","Th1"
1,"Cenpl","Th1"
1,"Prdx4","Th1"
1,"Pcca","Th1"
1,"Grn","Th1"
1,"Spc25","Th1"
4,"Josd1","Th1"
1,"Luzp1","Th1"
4,"Rsl1d1","Th1"
2,"Hba-a1","Th1"
1,"Fzr1.2","Th1"
1,"Cdk2.1","Th1"
4,"Tbrg4","Th1"
1,"B9d1","Th1"
2,"Dusp10","Th1"
4,"Ppa1","Th1"
3,"Abca7.1","Th1"
1,"Clic4","Th1"
1,"Tnfrsf4","Th1"
1,"Cdc6","Th1"
4,"Npw","Th1"
1,"Chaf1a","Th1"
2,"Atg2a.1","Th1"
3,"Prkdc","Th1"
1,"BC008155","Th1"
2,"9130404D08Rik","Th1"
2,"Tmod4","Th1"
4,"Sln","Th1"
1,"1700066B19Rik","Th1"
2,"Cd27.1","Th1"
2,"5033414D02Rik","Th1"
2,"A430078G23Rik","Th1"
1,"Samsn1","Th1"
4,"Stk40","Th1"
1,"AI413582","Th1"
1,"Vegfa","Th1"
4,"9530058B02Rik.1","Th1"
3,"Hp1bp3","Th1"
3,"Iqgap2","Th1"
1,"Nedd1","Th1"
3,"Zfp12","Th1"
1,"Zwilch","Th1"
4,"Egfl7.1","Th1"
4,"Pus10.1","Th1"
4,"Egfl7.2","Th1"
2,"Cd79b","Th1"
2,"Sfrs5","Th1"
1,"Tbc1d7.1","Th1"
4,"Ube2m","Th1"
2,"1110007A13Rik.1","Th1"
2,"Cd79b.1","Th1"
4,"Chst2","Th1"
4,"Tnfrsf19","Th1"
4,"Aven","Th1"
4,"Fbxl10.2","Th1"
1,"Sypl.1","Th1"
3,"Ubac2","Th1"
4,"Ube2f","Th1"
1,"Serhl.1","Th1"
3,"Zfp260","Th1"
4,"Ncdn.1","Th1"
2,"Zfp281","Th1"
4,"Pdcd1lg2","Th1"
2,"Ikzf1","Th1"
1,"Zfp473.1","Th1"
2,"Timp2","Th1"
4,"Gemin6","Th1"
2,"EG218444","Th1"
2,"Rnf32","Th1"
1,"Brip1","Th1"
4,"Mrps18b","Th1"
2,"App","Th1"
3,"Sec22c.2","Th1"
4,"Ak2.2","Th1"
3,"Lef1","Th1"
1,"Cdkn1a","Th1"
4,"P2ry1","Th1"
1,"Dsn1","Th1"
4,"Nme1","Th1"
1,"Ebi3","Th1"
4,"0610037L13Rik","Th1"
2,"Dnajc6","Th1"
2,"Gns","Th1"
1,"Tyms.2","Th1"
1,"Mvd","Th1"
2,"Prkx.1","Th1"
1,"Bst2","Th1"
1,"Mitd1","Th1"
1,"Irs2","Th1"
2,"Kif1b.2","Th1"
1,"Plk2","Th1"
2,"Golm1","Th1"
3,"9630058J23Rik","Th1"
1,"Rabgap1l.1","Th1"
4,"Map2k3","Th1"
2,"Mll1","Th1"
1,"Vdac1","Th1"
1,"Ptprk","Th1"
2,"Slc16a5.1","Th1"
1,"Tmem205","Th1"
1,"Unc93b1","Th1"
1,"Pxmp4","Th1"
4,"Bxdc2","Th1"
3,"Mical1.1","Th1"
4,"Pole3","Th1"
1,"Ppil1","Th1"
1,"Stra13","Th1"
1,"Pigz","Th1"
1,"Pip4k2b","Th1"
4,"Nat10","Th1"
1,"Ccdc111","Th1"
2,"BC038822.1","Th1"
1,"2310005E10Rik","Th1"
1,"Xpnpep1.3","Th1"
4,"Nsun5.1","Th1"
3,"Cyp4f18","Th1"
1,"Ccr5.2","Th1"
4,"Tpst1","Th1"
2,"Zcchc14","Th1"
4,"Nol7","Th1"
1,"Rbm14","Th1"
2,"Zfp597","Th1"
4,"Txnrd3","Th1"
1,"Smc2","Th1"
1,"Melk","Th1"
2,"Slc40a1","Th1"
3,"Npc1","Th1"
2,"ORF28.1","Th1"
3,"Mknk1","Th1"
1,"Tipin","Th1"
2,"Glrx2","Th1"
2,"Fbxo9","Th1"
4,"Slamf1.1","Th1"
1,"Katnb1.1","Th1"
3,"Ppp3ca","Th1"
1,"Lancl1.1","Th1"
4,"Mrps18b.1","Th1"
3,"Ctse","Th1"
1,"Acvr2b","Th1"
1,"Grina","Th1"
2,"A130090K04Rik","Th1"
4,"Hsp90ab1","Th1"
1,"Mdfic","Th1"
1,"Spag5","Th1"
4,"Tmem38b","Th1"
3,"Smyd3","Th1"
1,"Sft2d2","Th1"
1,"Ccnb1","Th1"
2,"Pacsin1","Th1"
2,"Tpcn2","Th1"
3,"Gcap14.1","Th1"
4,"Nol1","Th1"
2,"Napg","Th1"
1,"6720467C03Rik","Th1"
3,"Lasp1","Th1"
4,"Pdlim5.1","Th1"
3,"Rnf123.1","Th1"
2,"Wipi2","Th1"
4,"Mrps31.1","Th1"
3,"Slc44a2","Th1"
1,"Pcdhgb4","Th1"
4,"Farsb","Th1"
1,"Osbpl3","Th1"
3,"Gdi1.1","Th1"
3,"Ablim1.1","Th1"
4,"Rsl1d1.1","Th1"
3,"Tmem108","Th1"
2,"1110057K04Rik.1","Th1"
2,"Elmo1.4","Th1"
4,"Eya3","Th1"
1,"Commd1","Th1"
4,"Rhoq","Th1"
4,"Prmt7.1","Th1"
3,"D10Ertd641e","Th1"
4,"Idi2","Th1"
3,"Cyp4f16.1","Th1"
2,"Iigp2","Th1"
1,"Nenf","Th1"
4,"Dld","Th1"
1,"2700094K13Rik","Th1"
4,"Kdelr2","Th1"
4,"Cd44.2","Th1"
2,"Fktn","Th1"
2,"D11Wsu99e.1","Th1"
3,"Ddb2.1","Th1"
1,"Hist1h2bm","Th1"
4,"Ehd1","Th1"
4,"Spag4","Th1"
4,"Mrpl47","Th1"
1,"0610011F06Rik","Th1"
2,"Mphosph9.1","Th1"
1,"Psat1","Th1"
4,"Ptrh1","Th1"
4,"Pomt2","Th1"
2,"Bin3","Th1"
3,"Dhx57","Th1"
1,"Mfsd10","Th1"
1,"Epn2.2","Th1"
2,"Tnrc6c.1","Th1"
2,"Prkd2","Th1"
1,"Shh","Th1"
4,"Crip2","Th1"
2,"D8Ertd82e","Th1"
2,"Nipbl.1","Th1"
1,"Rapgef5","Th1"
4,"Armc6.1","Th1"
4,"Cdv3","Th1"
4,"Homer1.1","Th1"
2,"Acrbp","Th1"
1,"Gnai2","Th1"
4,"Spin2","Th1"
1,"Gnas.2","Th1"
1,"Trip10","Th1"
1,"LOC329575","Th1"
2,"Dock11","Th1"
3,"Entpd5.1","Th1"
4,"Timm9","Th1"
3,"Akap12","Th1"
1,"Mcm4","Th1"
1,"Tpmt","Th1"
1,"Gtf2e2","Th1"
1,"Pparg","Th1"
4,"Gch1","Th1"
1,"Stab1","Th1"
4,"BC003885","Th1"
1,"Dhrs7","Th1"
1,"Tbc1d19","Th1"
4,"Nudcd3","Th1"
1,"Mcm7","Th1"
4,"Polr3g","Th1"
1,"Asns.2","Th1"
3,"Abhd8","Th1"
1,"Cdc25c","Th1"
4,"Srfbp1","Th1"
4,"Rrp15","Th1"
4,"Amigo3","Th1"
1,"Aars","Th1"
4,"Ccno","Th1"
1,"Igf2bp3","Th1"
1,"Rdm1","Th1"
4,"Mrpl34","Th1"
4,"St6galnac4.1","Th1"
1,"Fgl2","Th1"
1,"Ddc","Th1"
4,"Psmd12","Th1"
1,"Aldh2","Th1"
1,"Zfp41","Th1"
1,"Unc13d.1","Th1"
2,"Sept6.1","Th1"
3,"Pex6.1","Th1"
2,"Cyp2d22","Th1"
3,"St8sia1.1","Th1"
4,"Seh1l.1","Th1"
2,"V1rd6","Th1"
1,"Nat5","Th1"
1,"Ankzf1","Th1"
1,"Fhl2","Th1"
1,"Fanci","Th1"
2,"Itga6","Th1"
2,"Neu1","Th1"
4,"Nhp2l1","Th1"
4,"Timm17a","Th1"
2,"Ddx6","Th1"
3,"Tec","Th1"
1,"Iqce","Th1"
1,"Gstt3","Th1"
4,"Mfsd2","Th1"
2,"Hes5","Th1"
4,"Wars.2","Th1"
4,"Gpr68","Th1"
4,"Traf4.2","Th1"
1,"Mgll","Th1"
1,"Eef2.1","Th1"
1,"Lgals9.1","Th1"
2,"Rltpr","Th1"
1,"Rdbp.1","Th1"
1,"Slc35b2","Th1"
1,"D3Ertd751e.1","Th1"
4,"Sfmbt1.2","Th1"
1,"Timd2","Th1"
2,"Il11ra1.1","Th1"
4,"Nhedc2","Th1"
4,"Ccdc41","Th1"
4,"Kdelc1","Th1"
2,"Ing3","Th1"
1,"Kif11","Th1"
4,"Camta1","Th1"
4,"Psmb7","Th1"
1,"Actr3b","Th1"
1,"Tbc1d1","Th1"
1,"Smchd1.3","Th1"
1,"Pstpip1","Th1"
4,"Itga3","Th1"
4,"C330023M02Rik","Th1"
1,"Ccne1","Th1"
4,"Tspan6","Th1"
4,"Pkib.1","Th1"
1,"Gpr171","Th1"
2,"Clk2","Th1"
1,"Trib3","Th1"
4,"Acy1.1","Th1"
4,"Abcf2.2","Th1"
1,"Apaf1.1","Th1"
4,"Phca","Th1"
2,"Kbtbd2","Th1"
1,"Cd81","Th1"
4,"Rbm19","Th1"
2,"Krtcap3","Th1"
4,"Glrx5","Th1"
4,"Rcl1.1","Th1"
2,"Tnrc6c.2","Th1"
3,"Ahnak.2","Th1"
1,"Hist1h2be","Th1"
4,"Pigh.1","Th1"
3,"6330416G13Rik","Th1"
4,"Prpf38a.2","Th1"
1,"Alg6","Th1"
1,"Pqlc3","Th1"
3,"Ttc5.1","Th1"
1,"Psmb9","Th1"
1,"Mboat1","Th1"
1,"Atxn1","Th1"
1,"Icos","Th1"
4,"Slc26a6","Th1"
1,"Ckap2l","Th1"
1,"Arl3","Th1"
1,"2310016E02Rik","Th1"
1,"Rshl2a","Th1"
4,"1810054D07Rik","Th1"
2,"Rapgef4","Th1"
2,"Gna-rs1.1","Th1"
2,"4921505C17Rik.1","Th1"
1,"Rai14.1","Th1"
2,"Cd84","Th1"
2,"Zfp213","Th1"
4,"Klf16","Th1"
1,"Slc39a4","Th1"
4,"2810452K22Rik","Th1"
4,"Supv3l1","Th1"
4,"Pcbp1","Th1"
4,"Polr2f","Th1"
2,"Smap2.1","Th1"
2,"Armc8.2","Th1"
1,"Acot7.1","Th1"
1,"Cdc25b","Th1"
2,"Mterf.1","Th1"
4,"Ruvbl2","Th1"
4,"Rel","Th1"
2,"Mdk.1","Th1"
1,"Nasp","Th1"
1,"Clec2e","Th1"
3,"AI450540","Th1"
4,"Gypc","Th1"
4,"Gpr174","Th1"
2,"Amigo2","Th1"
4,"Fastkd1","Th1"
4,"Nasp.1","Th1"
1,"Rb1.1","Th1"
3,"Anxa5","Th1"
1,"Gpx4","Th1"
1,"Sertad3","Th1"
1,"Fnip1.2","Th1"
4,"Rbak.1","Th1"
1,"Tfdp2","Th1"
2,"Abca7.2","Th1"
3,"Senp7.1","Th1"
4,"2810004N23Rik","Th1"
4,"Tnfsf11","Th1"
2,"Slc38a9.1","Th1"
4,"AK122209","Th1"
1,"Mpp1","Th1"
2,"Ppapdc2.2","Th1"
2,"Sesn1","Th1"
2,"Ube2b.1","Th1"
1,"Actb.2","Th1"
1,"Atf4","Th1"
2,"BC043301.1","Th1"
1,"Flot1","Th1"
3,"Coro1a.2","Th1"
4,"Thyn1","Th1"
1,"Gstt2","Th1"
1,"Ube2c","Th1"
1,"Csnk1d","Th1"
4,"Crtam","Th1"
1,"Ddx58","Th1"
4,"BC025546","Th1"
2,"Golga1","Th1"
4,"Narg1","Th1"
1,"Zkscan17","Th1"
2,"Zzef1.3","Th1"
4,"2410002F23Rik.1","Th1"
1,"Nsmaf","Th1"
2,"Rmnd5b","Th1"
3,"Klhdc1.1","Th1"
1,"Repin1","Th1"
1,"Serpinf1","Th1"
2,"Cd1d1","Th1"
3,"Ypel5","Th1"
2,"March2","Th1"
1,"EG240327","Th1"
1,"Flot2.1","Th1"
1,"Fbxo2","Th1"
2,"Rnf167.1","Th1"
1,"Alad","Th1"
4,"Eif2b1","Th1"
4,"Neto2","Th1"
4,"Yipf2","Th1"
4,"Zc3hc1","Th1"
1,"Ergic1","Th1"
2,"Lrch1.1","Th1"
2,"Hist2h2be","Th1"
1,"Idh2","Th1"
1,"Jak3","Th1"
4,"C1qbp","Th1"
2,"Tle4","Th1"
1,"Myl4","Th1"
3,"Skap1.1","Th1"
4,"Clcnkb","Th1"
3,"Nod1","Th1"
1,"Soat1","Th1"
2,"Acpp.1","Th1"
1,"Apitd1","Th1"
2,"Nedd9.1","Th1"
1,"Odf2.1","Th1"
4,"Hnrpab","Th1"
1,"Vhlh","Th1"
4,"Nfatc1.2","Th1"
3,"Midn.2","Th1"
1,"Rnf208","Th1"
3,"Atp2a3.1","Th1"
4,"Sdccag3.1","Th1"
4,"Cdc2l1","Th1"
3,"Sgpp1","Th1"
1,"Clspn","Th1"
1,"Hist1h3f","Th1"
2,"6430510M02Rik","Th1"
2,"2610207I05Rik.1","Th1"
4,"Smyd2","Th1"
2,"Lyrm5","Th1"
4,"Lcp2","Th1"
1,"Il3ra","Th1"
2,"Cutc","Th1"
3,"Sqrdl","Th1"
1,"Tube1","Th1"
1,"P2rx7.2","Th1"
3,"Fxyd5","Th1"
1,"Gnaq.2","Th1"
3,"Ctdsp2","Th1"
2,"Sfrs6","Th1"
2,"Ciita","Th1"
1,"Dmwd.1","Th1"
1,"Slc25a17","Th1"
4,"Prep","Th1"
2,"Npff","Th1"
4,"Trub1.3","Th1"
3,"Sit1.1","Th1"
1,"Smpd1.2","Th1"
1,"Dclk2","Th1"
3,"Zfand6.2","Th1"
3,"Abtb1","Th1"
2,"Wwc2.1","Th1"
4,"Rps27l","Th1"
2,"Car15","Th1"
4,"Strbp","Th1"
4,"Gfer","Th1"
1,"Pml","Th1"
1,"Melk.1","Th1"
3,"Arid1b.1","Th1"
1,"Csnk1d.1","Th1"
4,"Nsun2","Th1"
1,"Ccdc99","Th1"
4,"Prmt6","Th1"
4,"Mrpl50","Th1"
4,"Rbbp7.1","Th1"
1,"Nsdhl.1","Th1"
4,"Slc25a3.1","Th1"
2,"Mll1.1","Th1"
1,"Papss1.1","Th1"
4,"Hspe1","Th1"
1,"3000004C01Rik.1","Th1"
1,"Prm1","Th1"
4,"Ndufb6","Th1"
1,"Nsmce2.1","Th1"
4,"Sssca1","Th1"
2,"Gpx2","Th1"
4,"Eftud1","Th1"
2,"Sept6.2","Th1"
3,"Fhod1","Th1"
3,"Ctns.1","Th1"
4,"1110007L15Rik","Th1"
1,"Mrpl18.1","Th1"
2,"Btg1","Th1"
2,"March1","Th1"
1,"P4hb","Th1"
4,"Psmd1","Th1"
1,"Zscan12","Th1"
1,"Fbln1.1","Th1"
4,"Gstcd","Th1"
3,"Zc3h7a.1","Th1"
2,"Usp7","Th1"
1,"Wdr34","Th1"
1,"Casp3","Th1"
4,"Pfdn4.1","Th1"
1,"EG433182","Th1"
3,"Fbxl12","Th1"
2,"Zfp75.1","Th1"
3,"1110038D17Rik","Th1"
1,"Peci","Th1"
2,"Rapgef6.1","Th1"
3,"Mbnl2","Th1"
1,"Htatip2.1","Th1"
1,"Fbxo18.1","Th1"
1,"Tbc1d7.2","Th1"
3,"Lef1.1","Th1"
2,"Nsg2","Th1"
4,"Zc3hc1.1","Th1"
2,"Rapgef6.2","Th1"
3,"Ddx26b","Th1"
1,"Tmed3","Th1"
3,"0610007C21Rik.1","Th1"
4,"Dot1l","Th1"
2,"Tbc1d2b.1","Th1"
4,"Rcl1.2","Th1"
2,"Rbl2","Th1"
3,"Bcas3","Th1"
4,"Mrpl15","Th1"
1,"Flywch2","Th1"
2,"Polg","Th1"
4,"Zc3hc1.2","Th1"
2,"Arglu1","Th1"
4,"Cox7a2","Th1"
4,"Akap1.3","Th1"
4,"Banf1.1","Th1"
3,"H2-Q8","Th1"
2,"Npal1","Th1"
1,"Nampt.1","Th1"
1,"Anapc5.2","Th1"
1,"Gnpda1.1","Th1"
1,"Egln3","Th1"
4,"Rnps1","Th1"
4,"Tars","Th1"
4,"Cct3","Th1"
1,"N6amt2","Th1"
3,"Casp8.1","Th1"
3,"Gpr18","Th1"
4,"Fcer2a","Th1"
4,"Smn1","Th1"
4,"Slc25a39","Th1"
4,"Ccl3","Th1"
2,"Gripap1","Th1"
1,"Lonrf3","Th1"
2,"Klk1","Th1"
4,"Pebp1","Th1"
1,"Rpa3","Th1"
1,"Epsti1","Th1"
2,"Man2a2","Th1"
4,"Bcap29","Th1"
4,"Cox11","Th1"
2,"1700021C14Rik","Th1"
2,"Il16","Th1"
4,"Jak2","Th1"
1,"Tspo","Th1"
1,"Rtp4","Th1"
4,"Cad","Th1"
1,"Bard1","Th1"
1,"1500012F01Rik.1","Th1"
4,"Ncdn.3","Th1"
2,"1600012H06Rik.1","Th1"
1,"Prim2.1","Th1"
4,"Mreg","Th1"
1,"D14Ertd668e.1","Th1"
4,"Gtf3c4","Th1"
1,"Cyb5","Th1"
2,"Specc1l.1","Th1"
4,"Nek8","Th1"
4,"Psmb7.1","Th1"
4,"Srprb.1","Th1"
4,"Deadc1","Th1"
4,"Pmm1","Th1"
1,"Chmp2a.2","Th1"
2,"Phkg2","Th1"
3,"Cdkn1b","Th1"
1,"Tsen34","Th1"
2,"Mbp.2","Th1"
2,"Chst3","Th1"
2,"1700027J05Rik","Th1"
2,"2210009G21Rik.1","Th1"
3,"Snx20","Th1"
4,"Hyal2","Th1"
3,"Slpi","Th1"
4,"Scye1","Th1"
2,"Hs3st3b1","Th1"
1,"Birc5.1","Th1"
2,"Cd97.1","Th1"
4,"Sept11","Th1"
4,"Mpp6","Th1"
3,"BC067047","Th1"
3,"Glipr1","Th1"
2,"E4f1","Th1"
3,"Cd86.2","Th1"
2,"Ankrd23","Th1"
4,"Ifng","Th1"
3,"Rps6ka5.1","Th1"
1,"1700025G04Rik","Th1"
3,"Msn","Th1"
2,"Arl5c","Th1"
