"annot","gene","celltype"
4,"Wisp1","Th0"
5,"Msrb2","Th0"
1,"Mxd3","Th0"
3,"Hist1h2bk","Th0"
6,"Rcl1","Th0"
1,"Oas1g","Th0"
1,"Fut7","Th0"
4,"Lag3","Th0"
3,"Zfp768","Th0"
1,"Ddit4","Th0"
5,"Tmc8","Th0"
1,"Arsb","Th0"
3,"Hist1h2bk.1","Th0"
6,"Nola1","Th0"
2,"H2-DMa","Th0"
3,"Hist1h2bf","Th0"
1,"Ddx60","Th0"
2,"Madd","Th0"
3,"Hist1h4m","Th0"
4,"2410127L17Rik","Th0"
6,"Cacybp","Th0"
5,"Rasl11b","Th0"
3,"Rfc5","Th0"
2,"Gimap1","Th0"
6,"Trp53rk","Th0"
5,"4933426M11Rik","Th0"
5,"Efna5","Th0"
6,"Hspa5","Th0"
6,"Ak2","Th0"
2,"Ing4","Th0"
5,"Clk4","Th0"
4,"Batf","Th0"
6,"Nsun5","Th0"
5,"Ccdc130","Th0"
6,"Ndufab1","Th0"
6,"Nubp2","Th0"
4,"Scamp1","Th0"
1,"Fermt3","Th0"
1,"Bbs9","Th0"
6,"Timp1","Th0"
2,"Dusp11","Th0"
6,"Mrpl3","Th0"
4,"Il2ra","Th0"
2,"Ltb","Th0"
2,"D12Ertd647e","Th0"
4,"Fzr1","Th0"
1,"Lgals3bp","Th0"
6,"Tmem65","Th0"
2,"Arhgap1","Th0"
2,"Rasgrp2","Th0"
6,"Tsr1","Th0"
4,"Timeless","Th0"
2,"Mapk1ip1","Th0"
3,"Stag3","Th0"
5,"Rcbtb2","Th0"
2,"Zbtb2","Th0"
1,"Oasl1","Th0"
4,"Dgcr6","Th0"
3,"D2Ertd750e","Th0"
4,"Lrrc59","Th0"
6,"Bdh2","Th0"
3,"Hist2h2ac","Th0"
5,"Zfhx2","Th0"
3,"Rab33a","Th0"
4,"Eif4ebp1","Th0"
6,"Ankrd13b","Th0"
1,"Ppard","Th0"
1,"Stat1","Th0"
4,"Etv4","Th0"
5,"Traf3","Th0"
5,"Nfix","Th0"
6,"Cd200","Th0"
2,"Atp8a1","Th0"
3,"Atp10a","Th0"
1,"Nqo2","Th0"
2,"4930570C03Rik","Th0"
6,"Rpo1-4","Th0"
2,"Fcho2","Th0"
3,"Unc119.1","Th0"
2,"Emb","Th0"
5,"Mll3","Th0"
2,"EG667977","Th0"
4,"Mcm6","Th0"
2,"Gab3","Th0"
6,"Nob1","Th0"
6,"S100pbp","Th0"
3,"Slc30a7","Th0"
1,"Plekha2","Th0"
5,"Aplp2","Th0"
6,"9530058B02Rik","Th0"
2,"Coro1a","Th0"
3,"Acads","Th0"
1,"Msh5","Th0"
5,"B4galnt1","Th0"
1,"Dtx3l","Th0"
6,"Mad2l2","Th0"
3,"Pfkp","Th0"
2,"Hmg20a","Th0"
6,"Tnfrsf9","Th0"
4,"Sqle","Th0"
1,"4732479N06Rik","Th0"
2,"Galnt9","Th0"
2,"Bin1","Th0"
1,"Uevld","Th0"
1,"Rab31","Th0"
4,"Phlda3","Th0"
5,"Rasl11b.1","Th0"
1,"D10Ertd610e","Th0"
2,"Kifc2","Th0"
6,"Syncrip","Th0"
2,"Ogt","Th0"
1,"Cercam","Th0"
3,"Impa2","Th0"
1,"Dhrs1","Th0"
6,"Lrrc59.1","Th0"
6,"Gna-rs1","Th0"
6,"Hisppd1","Th0"
5,"Axin1","Th0"
1,"Tmco3.1","Th0"
3,"Sesn2","Th0"
1,"Pfn2","Th0"
6,"Creld2","Th0"
2,"Pcmtd1","Th0"
2,"Plec1","Th0"
1,"Ifit2","Th0"
4,"Hdgf","Th0"
5,"Vamp1","Th0"
6,"Tymp","Th0"
6,"Ddx3x","Th0"
4,"Zbtb32","Th0"
6,"Slc35a4","Th0"
5,"Ppm1b","Th0"
6,"Eftud2","Th0"
6,"Cct6a","Th0"
2,"1810015C04Rik","Th0"
4,"Pter","Th0"
1,"Maged2","Th0"
4,"Rfwd3","Th0"
3,"Ngfrap1","Th0"
2,"2700038C09Rik","Th0"
6,"Gabpb1","Th0"
1,"Pcsk4","Th0"
3,"Tubb5","Th0"
1,"Nrp1","Th0"
1,"Ahnak","Th0"
2,"Sepp1","Th0"
5,"Cxxc1.1","Th0"
6,"Hspa4","Th0"
1,"Cln6","Th0"
6,"Smyd5","Th0"
5,"Smarca2","Th0"
6,"Eif3eip","Th0"
6,"Bccip","Th0"
2,"Rab27a","Th0"
4,"Tnfsf9","Th0"
5,"Napsa","Th0"
4,"Golt1b","Th0"
5,"Hexim1","Th0"
5,"Snapc3","Th0"
3,"Aurka","Th0"
5,"Vezf1","Th0"
6,"L2hgdh","Th0"
2,"Plcl2","Th0"
3,"Oip5","Th0"
2,"AI467606","Th0"
2,"Tbc1d10c","Th0"
6,"Stoml2","Th0"
2,"Osgin1","Th0"
1,"Tex2","Th0"
2,"Gprc5b","Th0"
4,"D330045A20Rik","Th0"
1,"Lgals9","Th0"
6,"Noc4l","Th0"
5,"Ly86","Th0"
2,"Psip1","Th0"
1,"Asah1.1","Th0"
5,"2010305A19Rik","Th0"
6,"Noc3l","Th0"
3,"Zfp219","Th0"
4,"Dstn","Th0"
3,"Ncapg2","Th0"
6,"Timm8b","Th0"
1,"Il18rap","Th0"
6,"Nip7","Th0"
6,"Tnfaip3","Th0"
4,"Bcat1","Th0"
5,"Ppp1r13b","Th0"
5,"Rnase6","Th0"
5,"D030013I16Rik","Th0"
2,"Sit1","Th0"
2,"Gdi1","Th0"
1,"Ifi202b","Th0"
6,"Sptlc1","Th0"
1,"Rilpl1","Th0"
5,"Tgfbi","Th0"
1,"1500032D16Rik","Th0"
2,"Tsc22d4","Th0"
1,"Pddc1","Th0"
6,"Rab8b","Th0"
5,"Aqr","Th0"
4,"Rgs1","Th0"
2,"Arid4a.1","Th0"
5,"Nfatc1.1","Th0"
1,"Rabgap1l","Th0"
4,"Pmpcb","Th0"
2,"Sept1","Th0"
5,"Arfrp1.1","Th0"
2,"Bbc3","Th0"
4,"Psmd9","Th0"
6,"1500001M20Rik","Th0"
1,"EG634650","Th0"
1,"BC006779","Th0"
1,"Gvin1","Th0"
5,"Tyrobp","Th0"
2,"Klhdc1","Th0"
6,"5730596K20Rik.1","Th0"
3,"Bmpr1a","Th0"
6,"Lzic","Th0"
5,"Wnk1","Th0"
1,"Slc2a3","Th0"
3,"Cmtm7","Th0"
2,"Pitpnc1","Th0"
5,"Sephs1","Th0"
3,"Pde6d","Th0"
6,"Ncl","Th0"
6,"Nmd3","Th0"
4,"Bbs5","Th0"
1,"BC094916","Th0"
6,"Cbwd1","Th0"
1,"Thex1","Th0"
6,"Nus1","Th0"
5,"Pde2a","Th0"
5,"Epb4.1l3.1","Th0"
5,"Fryl","Th0"
4,"Pign","Th0"
2,"B230339M05Rik","Th0"
2,"Aldh6a1","Th0"
6,"Alcam","Th0"
4,"1810015A11Rik","Th0"
2,"Fbxo32","Th0"
5,"Fos","Th0"
5,"Sidt2","Th0"
5,"Usp53","Th0"
4,"Gins2","Th0"
1,"Lgals3","Th0"
2,"Nin","Th0"
3,"Krtcap2","Th0"
6,"Prmt7","Th0"
2,"Cyp4f13","Th0"
6,"Vrk1","Th0"
5,"Pacs2","Th0"
2,"Ulk2","Th0"
2,"Tgfbr3","Th0"
6,"Pdia6","Th0"
5,"Flcn","Th0"
2,"AI451557","Th0"
6,"Vkorc1l1","Th0"
5,"H2-Eb1","Th0"
1,"Nucb1","Th0"
1,"Rab6ip1","Th0"
5,"Pkd1","Th0"
1,"Lrp12","Th0"
2,"Zc3h7a","Th0"
5,"Itgae","Th0"
4,"2610209M04Rik","Th0"
3,"Plk1","Th0"
4,"Aarsd1","Th0"
2,"Zc3hav1","Th0"
2,"Ctsa","Th0"
6,"Eif4a1","Th0"
3,"Ggt7","Th0"
2,"Sh3kbp1","Th0"
4,"Cyp51","Th0"
3,"Slc37a4","Th0"
2,"Creb3","Th0"
2,"0610031J06Rik","Th0"
4,"Xpnpep1.1","Th0"
3,"Sp140","Th0"
5,"Rufy1","Th0"
3,"1500012F01Rik","Th0"
5,"Ramp3","Th0"
5,"Tnrc6a","Th0"
5,"Ptpn12","Th0"
4,"Chac1","Th0"
6,"E130012A19Rik","Th0"
6,"Nubp2.1","Th0"
6,"Atpbd1b","Th0"
1,"Isg20","Th0"
3,"Mdm1.1","Th0"
3,"Pgls","Th0"
1,"Ech1","Th0"
2,"Rbms1","Th0"
1,"Supt3h","Th0"
2,"1700019H03Rik","Th0"
6,"Cd69","Th0"
6,"Zfp106","Th0"
4,"Sugt1","Th0"
4,"Mrpl30","Th0"
6,"Mrps28","Th0"
5,"C1qb","Th0"
5,"Adam4","Th0"
2,"Slc35b3","Th0"
5,"Tmem127","Th0"
6,"Trub2","Th0"
6,"Cd40","Th0"
5,"Uros","Th0"
2,"Add1","Th0"
5,"Gadd45a","Th0"
4,"Asns","Th0"
2,"Ifngr2","Th0"
4,"Tg","Th0"
5,"Gpatch2","Th0"
2,"Rab3a","Th0"
4,"5230400G24Rik","Th0"
1,"Trim34","Th0"
3,"Ncapg2.1","Th0"
4,"Fus","Th0"
5,"Zfp672","Th0"
3,"Eno1","Th0"
6,"Obfc2a","Th0"
3,"Fads1","Th0"
5,"Dok3","Th0"
1,"AA407659","Th0"
5,"Srpk1","Th0"
2,"Cd4","Th0"
2,"Rpe","Th0"
2,"Rabac1","Th0"
5,"Ppapdc2","Th0"
6,"Pex11a","Th0"
2,"D12Ertd553e","Th0"
2,"Mrvi1","Th0"
6,"Ruvbl1","Th0"
6,"Mrps7","Th0"
5,"Ampd1","Th0"
4,"Ccdc5","Th0"
1,"Ccnd3","Th0"
5,"Hps3","Th0"
4,"Tfrc","Th0"
1,"Akr1c18","Th0"
3,"Smtn","Th0"
2,"Sgk3.1","Th0"
6,"Ola1","Th0"
1,"Ecm1","Th0"
4,"Cnih4","Th0"
2,"Tspan14","Th0"
4,"Drg1","Th0"
3,"3010026O09Rik","Th0"
6,"Lsm12","Th0"
1,"Crtap","Th0"
2,"Hvcn1","Th0"
6,"Gps1","Th0"
5,"Cdc2l5","Th0"
5,"Creb1.1","Th0"
6,"Dnajc2","Th0"
3,"Mlkl","Th0"
6,"Oxsr1","Th0"
4,"Dmwd","Th0"
6,"Ncl.1","Th0"
6,"Nfkbid","Th0"
1,"Sulf2","Th0"
2,"Accs","Th0"
4,"Siah1b","Th0"
2,"Mbd5","Th0"
4,"Snx1","Th0"
3,"Acsl6","Th0"
4,"Mapk1ip1l","Th0"
4,"Usp1","Th0"
6,"Sgip1","Th0"
6,"Eif3eip.1","Th0"
3,"Incenp","Th0"
5,"Habp4","Th0"
2,"Mta3","Th0"
3,"Hemk1","Th0"
2,"Tmem66","Th0"
3,"Nsl1","Th0"
5,"5730494M16Rik","Th0"
1,"Bcl7a","Th0"
3,"Mcm10","Th0"
5,"D4Wsu132e","Th0"
6,"2310008H09Rik","Th0"
6,"Wars","Th0"
2,"Hectd3","Th0"
1,"Cd80","Th0"
5,"Itgad","Th0"
2,"Tnfaip8l2","Th0"
4,"Rdh11","Th0"
4,"Eif4enif1","Th0"
6,"Ddx21","Th0"
1,"Ifi202b.1","Th0"
3,"F2rl2","Th0"
2,"Tpcn1","Th0"
2,"BC031353","Th0"
2,"Spnb2","Th0"
6,"Dgat2","Th0"
4,"Pmvk","Th0"
2,"A430107D22Rik","Th0"
2,"Mapk1ip1.1","Th0"
3,"Hmgn3","Th0"
2,"Gimap7","Th0"
6,"Rangrf","Th0"
4,"Pola2","Th0"
5,"Rtn4rl1","Th0"
3,"Tubb6","Th0"
4,"Mtbp","Th0"
2,"Atp9a","Th0"
1,"Ccdc92","Th0"
2,"5830434P21Rik","Th0"
4,"Fignl1","Th0"
4,"Dtymk","Th0"
3,"Polq","Th0"
1,"Elovl6","Th0"
1,"Ifit3","Th0"
4,"6230416J20Rik","Th0"
5,"Dusp23","Th0"
6,"Cycs","Th0"
5,"Fcrla","Th0"
4,"Rbbp7","Th0"
3,"Hist1h2ah","Th0"
2,"Igf2r","Th0"
2,"Csk","Th0"
1,"H2-Oa","Th0"
5,"Trak2","Th0"
4,"Acot7","Th0"
6,"Elac2","Th0"
3,"Slc10a7","Th0"
6,"Mrps2","Th0"
2,"Sept9","Th0"
4,"Acsl5","Th0"
5,"Esco1","Th0"
1,"Tex9","Th0"
6,"Krr1","Th0"
6,"2410002F23Rik","Th0"
2,"Map3k1","Th0"
5,"D6Wsu176e","Th0"
5,"Camk1d.1","Th0"
4,"Uqcr","Th0"
1,"E2f2","Th0"
1,"Pik3ap1","Th0"
2,"Faah","Th0"
6,"Atp2a2","Th0"
1,"Sema3b","Th0"
6,"Nubp1","Th0"
1,"Mbc2","Th0"
2,"Rassf2","Th0"
6,"Myo5a","Th0"
5,"Smug1","Th0"
2,"A130092J06Rik","Th0"
5,"Impact","Th0"
5,"Gprasp1","Th0"
1,"Armcx1","Th0"
5,"Elmo1.2","Th0"
6,"Ddx1","Th0"
2,"Tbcel","Th0"
6,"Ak2.1","Th0"
6,"Immt","Th0"
5,"Xpc.1","Th0"
1,"Manba","Th0"
1,"Actb","Th0"
1,"Egln1","Th0"
6,"Siah2","Th0"
6,"Tle6","Th0"
6,"Mettl4","Th0"
3,"Prc1","Th0"
2,"Stx1a","Th0"
6,"Sema7a","Th0"
1,"Tirap","Th0"
5,"Trat1","Th0"
1,"Arrb1.1","Th0"
1,"Sdcbp2","Th0"
6,"Hic1","Th0"
4,"Nudt21","Th0"
4,"Xrcc6","Th0"
4,"Cycs.1","Th0"
6,"Lilrb4.1","Th0"
4,"Mrpl1","Th0"
5,"Lyz2","Th0"
4,"Fgf2","Th0"
2,"Tspan32","Th0"
1,"Gnb5","Th0"
5,"Rbm38","Th0"
2,"Rag1ap1","Th0"
6,"Zfp296","Th0"
4,"Pus10","Th0"
2,"Itgb7","Th0"
6,"Pex14","Th0"
5,"Rapgef6","Th0"
2,"Cbx7","Th0"
4,"Abcb6","Th0"
1,"Eif2ak2","Th0"
6,"Ece2","Th0"
6,"Sema7a.1","Th0"
6,"Mrps10","Th0"
4,"Lsm12.1","Th0"
3,"Ifitm2","Th0"
3,"Gzf1","Th0"
5,"4933421E11Rik","Th0"
1,"BC057079","Th0"
3,"Lmnb1","Th0"
2,"Nfatc3","Th0"
6,"Yrdc","Th0"
1,"Snai3","Th0"
6,"Ipo5","Th0"
1,"Eif4e3","Th0"
2,"H2-DMa.1","Th0"
5,"Sidt1","Th0"
5,"Sec16a","Th0"
3,"Capsl","Th0"
6,"Hras1","Th0"
3,"2410004L22Rik","Th0"
4,"Hif1a.1","Th0"
1,"C1qdc2","Th0"
4,"Hdac7","Th0"
1,"Ahnak.1","Th0"
2,"2510009E07Rik","Th0"
2,"Mlycd","Th0"
5,"Rnf167","Th0"
1,"Map3k12","Th0"
2,"Mylc2b","Th0"
5,"Prr7","Th0"
4,"Lrp11","Th0"
4,"Hprt1","Th0"
5,"Bcl6","Th0"
4,"Arl6","Th0"
1,"Sdcbp2.1","Th0"
2,"Prkag1","Th0"
5,"Pscd3","Th0"
2,"4930486L24Rik","Th0"
6,"St6galnac4","Th0"
2,"Pik3ip1","Th0"
2,"Nckap1l","Th0"
3,"Pkp2","Th0"
1,"S100a1","Th0"
4,"Tfb1m","Th0"
2,"Trim56","Th0"
2,"Laptm5","Th0"
5,"Cd22","Th0"
5,"Fcrls","Th0"
6,"Pop1","Th0"
2,"Tmem71","Th0"
4,"Cox7b","Th0"
6,"Atp2a2.1","Th0"
2,"Pcaf","Th0"
2,"Cd3g","Th0"
2,"Zfp429.1","Th0"
2,"Morc3","Th0"
1,"Ppt1","Th0"
6,"Sars","Th0"
5,"Vipr1","Th0"
6,"Thop1","Th0"
2,"Rfx2","Th0"
6,"Mapk6.1","Th0"
1,"4930539E08Rik","Th0"
6,"Grwd1","Th0"
3,"1700019E19Rik","Th0"
3,"Cenpf","Th0"
2,"Cd97","Th0"
3,"1110001A07Rik","Th0"
6,"Ptcd3","Th0"
3,"Nsdhl","Th0"
5,"Cd27","Th0"
1,"Plcxd1.1","Th0"
4,"Prpf40a","Th0"
2,"Cotl1","Th0"
2,"Vps54","Th0"
6,"Tmem33.1","Th0"
3,"Cryz","Th0"
5,"Psen2","Th0"
5,"Qpct","Th0"
6,"Ccr8","Th0"
5,"C630004H02Rik","Th0"
5,"Dlgap4","Th0"
5,"Lmo4","Th0"
5,"Setd4","Th0"
5,"Ccr6","Th0"
5,"5830427D03Rik","Th0"
6,"Nol9","Th0"
6,"Irf4","Th0"
6,"Gsto1","Th0"
4,"Tomm22","Th0"
6,"Napa","Th0"
1,"EG330305","Th0"
4,"Pde6d.1","Th0"
4,"Atic","Th0"
5,"Entpd6","Th0"
1,"Akr1c12","Th0"
5,"Ash1l","Th0"
1,"Pygl","Th0"
2,"Ifngr1","Th0"
2,"Map3k1.1","Th0"
6,"Cd6.1","Th0"
5,"Emr1","Th0"
2,"Elac1.1","Th0"
6,"Snrpd2","Th0"
2,"Id2","Th0"
2,"Snn","Th0"
5,"Rccd1","Th0"
4,"Mipep","Th0"
2,"Pecam1","Th0"
3,"Cuedc1","Th0"
1,"Pde7a","Th0"
4,"Dab2ip","Th0"
4,"Fkbp2","Th0"
6,"Hus1.1","Th0"
4,"Serpina3g","Th0"
1,"Upp1","Th0"
6,"Ran","Th0"
6,"1300001I01Rik","Th0"
3,"Cdca3","Th0"
4,"Srp54","Th0"
6,"AK122525","Th0"
2,"Tlr6","Th0"
4,"Gnpda1","Th0"
2,"D12Ertd551e","Th0"
3,"Espl1","Th0"
6,"Prdx1.1","Th0"
3,"Gyg","Th0"
1,"Mxi1","Th0"
4,"Glrx3","Th0"
2,"Nfatc3.1","Th0"
6,"Fkbp11","Th0"
5,"Actn2","Th0"
4,"Cdt1","Th0"
2,"Txndc13","Th0"
6,"Usp54","Th0"
4,"Rxra","Th0"
4,"Tceal8","Th0"
2,"Gmfg","Th0"
4,"Hsd17b7","Th0"
2,"AI662250","Th0"
2,"Emp3","Th0"
5,"Tmem42","Th0"
1,"Prdm16.1","Th0"
6,"Polr3e","Th0"
4,"St3gal4","Th0"
6,"Ttc19","Th0"
2,"Selplg","Th0"
2,"4933439C20Rik","Th0"
6,"Mrpl54","Th0"
6,"Ndufa12","Th0"
2,"Pkn1.1","Th0"
1,"Hspa2","Th0"
4,"Snx25","Th0"
2,"Arl6ip5","Th0"
3,"Copz2.1","Th0"
6,"Spag9","Th0"
6,"Mettl1","Th0"
2,"Akna","Th0"
5,"Nedd9","Th0"
2,"Cd55","Th0"
6,"Tgif1","Th0"
6,"Adarb1","Th0"
6,"Mrps18a","Th0"
1,"Anp32a","Th0"
5,"Cdipt.1","Th0"
2,"Arhgdib","Th0"
1,"5430432M24Rik","Th0"
4,"Pip5k1b","Th0"
1,"Mov10","Th0"
2,"Pcaf.1","Th0"
4,"H2afx","Th0"
4,"Suv39h1","Th0"
2,"Rasgrp2.1","Th0"
1,"Arfgap3","Th0"
6,"Atf3","Th0"
2,"Clec2i","Th0"
3,"Slc16a3","Th0"
6,"Mybbp1a","Th0"
4,"Kcnk10","Th0"
5,"2510002D24Rik","Th0"
6,"Ndor1.1","Th0"
1,"Eno2","Th0"
6,"1700029G01Rik","Th0"
4,"Vapa","Th0"
1,"Ppp1ca","Th0"
5,"Rab3ip","Th0"
2,"Numa1","Th0"
6,"Rg9mtd2","Th0"
1,"Apobec1","Th0"
5,"Mettl3","Th0"
2,"Mllt3.1","Th0"
6,"Tgif2","Th0"
6,"Hsp90aa1","Th0"
4,"Nap1l1","Th0"
2,"D12Ertd647e.1","Th0"
5,"Uros.1","Th0"
5,"Mbd1","Th0"
5,"2310037I24Rik","Th0"
3,"Hist1h2ai","Th0"
5,"Prkcz.1","Th0"
6,"1110007M04Rik","Th0"
2,"Arrb2","Th0"
6,"Uxt","Th0"
2,"BC029214","Th0"
5,"Dgkz","Th0"
5,"Prei4","Th0"
6,"Mdh2","Th0"
2,"Scp2","Th0"
3,"Hist2h2aa2","Th0"
6,"Frmd6","Th0"
2,"Rmnd1","Th0"
4,"Spint2","Th0"
4,"Taf9","Th0"
2,"Sp100","Th0"
3,"Spp1","Th0"
4,"Chek1.1","Th0"
5,"Atg4d","Th0"
5,"Angel2","Th0"
4,"Dut","Th0"
5,"Klhdc5","Th0"
6,"Mina","Th0"
3,"Ap2s1","Th0"
1,"1700027N10Rik","Th0"
5,"Fbxo33","Th0"
6,"Dusp2","Th0"
4,"Slc35d3","Th0"
2,"Pik3r1","Th0"
4,"Dek","Th0"
4,"Smc3.1","Th0"
3,"Hist1h3e","Th0"
4,"Ckap5","Th0"
2,"Casp8","Th0"
2,"Irf1","Th0"
1,"Idh1","Th0"
6,"Gusb","Th0"
3,"Anln","Th0"
6,"Ccl1","Th0"
6,"Cd3eap","Th0"
4,"Prim2","Th0"
3,"Grhpr","Th0"
5,"S100a8","Th0"
6,"Hspa9","Th0"
5,"Ctso","Th0"
1,"Dock6","Th0"
1,"Rnf26","Th0"
4,"Creb3l2","Th0"
4,"Uhrf1bp1","Th0"
1,"EG245297","Th0"
5,"Syf2","Th0"
4,"Bhlhb2","Th0"
6,"Xpot","Th0"
2,"Tbx6","Th0"
6,"Utp15","Th0"
5,"Ugcg","Th0"
1,"Ddit3","Th0"
6,"Gars","Th0"
6,"Exosc6","Th0"
2,"Mxra8","Th0"
1,"Tpd52","Th0"
4,"1110005A23Rik","Th0"
4,"0610007P14Rik","Th0"
5,"Srf","Th0"
4,"Ralb","Th0"
3,"Cryz.1","Th0"
4,"Fcf1","Th0"
4,"Srp72","Th0"
2,"LOC547323","Th0"
4,"Syngr1.1","Th0"
4,"Syngr2.1","Th0"
6,"Exosc1","Th0"
1,"Pfkm","Th0"
2,"Map2k6","Th0"
2,"Il6ra.1","Th0"
1,"Nupr1","Th0"
3,"Birc5","Th0"
5,"Arid3b","Th0"
2,"P2ry14","Th0"
4,"Ptger2","Th0"
6,"Bcl2l1","Th0"
5,"Lrrc1","Th0"
2,"BC021381","Th0"
2,"Wbp1","Th0"
2,"Ccr5","Th0"
6,"3110082I17Rik","Th0"
2,"Entpd5","Th0"
4,"Chtf18","Th0"
6,"Nr1d2","Th0"
6,"E2f5","Th0"
5,"Frat1","Th0"
4,"Asns.1","Th0"
1,"Nde1.1","Th0"
4,"Ndufb2","Th0"
3,"Stxbp1.1","Th0"
5,"Kcnmb4","Th0"
5,"Fcrla.1","Th0"
5,"Cecr5","Th0"
3,"Mllt4","Th0"
2,"Cox7a2l","Th0"
1,"Pcsk4.1","Th0"
3,"Hist1h2bn","Th0"
6,"Il10","Th0"
2,"2610020H08Rik","Th0"
2,"Scotin.1","Th0"
2,"Ogt.1","Th0"
6,"Traf4","Th0"
2,"Ppp1r9b","Th0"
6,"Tada2l","Th0"
3,"Ezh2.1","Th0"
6,"Ptges3","Th0"
6,"Erh","Th0"
5,"B230339M05Rik.1","Th0"
4,"Eprs","Th0"
3,"Zhx1.1","Th0"
4,"Pkn3","Th0"
6,"Fbxl10.1","Th0"
5,"Tnfrsf14","Th0"
6,"Tnfrsf9.1","Th0"
4,"2310056P07Rik","Th0"
1,"Il4","Th0"
4,"Stra6","Th0"
6,"Eif3s10","Th0"
6,"Mllt1.2","Th0"
6,"Ahi1","Th0"
2,"Tnfaip8l2.1","Th0"
4,"1700019D03Rik","Th0"
3,"Kif24.1","Th0"
4,"Gpt2","Th0"
3,"Asf1b","Th0"
2,"Arrdc1","Th0"
1,"Parp12","Th0"
3,"6720463M24Rik","Th0"
1,"Unc13d","Th0"
3,"Nusap1","Th0"
4,"Plscr1","Th0"
1,"Phf11","Th0"
6,"Abce1","Th0"
4,"Arbp","Th0"
6,"Cse1l","Th0"
5,"Ssbp3","Th0"
1,"Dguok","Th0"
6,"Akr1b3","Th0"
6,"Orai1","Th0"
4,"Fkbp1a","Th0"
4,"Cd70","Th0"
1,"Rpa1","Th0"
3,"Ryk","Th0"
6,"Uchl5","Th0"
5,"Cpne4","Th0"
3,"Gbp2","Th0"
5,"BC050811.1","Th0"
5,"Pik3r3","Th0"
6,"Hnrpll","Th0"
6,"Sypl","Th0"
