"annot","gene","celltype"
5,"Kcnk10","Th1"
2,"2510002D24Rik","Th1"
6,"Ndor1.1","Th1"
1,"Eno2","Th1"
1,"1700029G01Rik","Th1"
4,"Vapa","Th1"
1,"Ppp1ca","Th1"
2,"Rab3ip","Th1"
2,"Numa1","Th1"
6,"Rg9mtd2","Th1"
1,"Apobec1","Th1"
6,"Mettl3","Th1"
3,"Mllt3.1","Th1"
6,"Tgif2","Th1"
5,"Hsp90aa1","Th1"
5,"Nap1l1","Th1"
1,"D12Ertd647e.1","Th1"
2,"Uros.1","Th1"
2,"Mbd1","Th1"
2,"2310037I24Rik","Th1"
1,"Hist1h2ai","Th1"
2,"Prkcz.1","Th1"
6,"1110007M04Rik","Th1"
3,"Arrb2","Th1"
5,"Uxt","Th1"
3,"BC029214","Th1"
2,"Dgkz","Th1"
2,"Prei4","Th1"
5,"Mdh2","Th1"
3,"Scp2","Th1"
3,"Hist2h2aa2","Th1"
2,"Frmd6","Th1"
3,"Rmnd1","Th1"
4,"Spint2","Th1"
6,"Taf9","Th1"
1,"Sp100","Th1"
1,"Spp1","Th1"
4,"Chek1.1","Th1"
2,"Atg4d","Th1"
2,"Angel2","Th1"
4,"Dut","Th1"
2,"Klhdc5","Th1"
5,"Mina","Th1"
1,"Ap2s1","Th1"
1,"1700027N10Rik","Th1"
2,"Fbxo33","Th1"
6,"Dusp2","Th1"
5,"Slc35d3","Th1"
2,"Pik3r1","Th1"
4,"Dek","Th1"
1,"Smc3.1","Th1"
4,"Hist1h3e","Th1"
1,"Ckap5","Th1"
3,"Casp8","Th1"
2,"Irf1","Th1"
1,"Idh1","Th1"
5,"Gusb","Th1"
1,"Anln","Th1"
6,"Ccl1","Th1"
6,"Cd3eap","Th1"
4,"Prim2","Th1"
1,"Grhpr","Th1"
2,"S100a8","Th1"
6,"Hspa9","Th1"
2,"Ctso","Th1"
1,"Dock6","Th1"
1,"Rnf26","Th1"
4,"Creb3l2","Th1"
5,"Uhrf1bp1","Th1"
1,"EG245297","Th1"
2,"Syf2","Th1"
4,"Bhlhb2","Th1"
6,"Xpot","Th1"
3,"Tbx6","Th1"
5,"Utp15","Th1"
2,"Ugcg","Th1"
1,"Ddit3","Th1"
5,"Gars","Th1"
6,"Exosc6","Th1"
3,"Mxra8","Th1"
1,"Tpd52","Th1"
4,"1110005A23Rik","Th1"
4,"0610007P14Rik","Th1"
2,"Srf","Th1"
4,"Ralb","Th1"
4,"Cryz.1","Th1"
5,"Fcf1","Th1"
1,"Srp72","Th1"
2,"LOC547323","Th1"
4,"Syngr1.1","Th1"
5,"Syngr2.1","Th1"
6,"Exosc1","Th1"
1,"Pfkm","Th1"
3,"Map2k6","Th1"
2,"Il6ra.1","Th1"
1,"Nupr1","Th1"
1,"Birc5","Th1"
2,"Arid3b","Th1"
3,"P2ry14","Th1"
4,"Ptger2","Th1"
5,"Bcl2l1","Th1"
6,"Lrrc1","Th1"
2,"BC021381","Th1"
3,"Wbp1","Th1"
1,"Ccr5","Th1"
5,"3110082I17Rik","Th1"
3,"Entpd5","Th1"
4,"Chtf18","Th1"
2,"Nr1d2","Th1"
6,"E2f5","Th1"
2,"Frat1","Th1"
4,"Asns.1","Th1"
1,"Nde1.1","Th1"
4,"Ndufb2","Th1"
1,"Stxbp1.1","Th1"
2,"Kcnmb4","Th1"
2,"Fcrla.1","Th1"
2,"Cecr5","Th1"
1,"Mllt4","Th1"
3,"Cox7a2l","Th1"
1,"Pcsk4.1","Th1"
4,"Hist1h2bn","Th1"
6,"Il10","Th1"
1,"2610020H08Rik","Th1"
3,"Scotin.1","Th1"
3,"Ogt.1","Th1"
5,"Traf4","Th1"
3,"Ppp1r9b","Th1"
5,"Tada2l","Th1"
4,"Ezh2.1","Th1"
6,"Ptges3","Th1"
5,"Erh","Th1"
2,"B230339M05Rik.1","Th1"
5,"Eprs","Th1"
1,"Zhx1.1","Th1"
4,"Pkn3","Th1"
6,"Fbxl10.1","Th1"
2,"Tnfrsf14","Th1"
5,"Tnfrsf9.1","Th1"
4,"2310056P07Rik","Th1"
1,"Il4","Th1"
5,"Stra6","Th1"
5,"Eif3s10","Th1"
6,"Mllt1.2","Th1"
6,"Ahi1","Th1"
3,"Tnfaip8l2.1","Th1"
5,"1700019D03Rik","Th1"
1,"Kif24.1","Th1"
4,"Gpt2","Th1"
1,"Asf1b","Th1"
3,"Arrdc1","Th1"
1,"Parp12","Th1"
1,"6720463M24Rik","Th1"
1,"Unc13d","Th1"
1,"Nusap1","Th1"
4,"Plscr1","Th1"
1,"Phf11","Th1"
6,"Abce1","Th1"
4,"Arbp","Th1"
6,"Cse1l","Th1"
3,"Ssbp3","Th1"
1,"Dguok","Th1"
6,"Akr1b3","Th1"
6,"Orai1","Th1"
4,"Fkbp1a","Th1"
5,"Cd70","Th1"
1,"Rpa1","Th1"
4,"Ryk","Th1"
5,"Uchl5","Th1"
2,"Cpne4","Th1"
5,"Gbp2","Th1"
2,"BC050811.1","Th1"
2,"Pik3r3","Th1"
5,"Hnrpll","Th1"
1,"Sypl","Th1"
3,"Mxd4","Th1"
6,"Rbm13","Th1"
3,"Smap2","Th1"
1,"Usp1.1","Th1"
6,"AA408296","Th1"
5,"Pdap1","Th1"
6,"Shq1","Th1"
1,"Smpd1.1","Th1"
1,"Kntc1","Th1"
1,"Uap1l1","Th1"
2,"BC038156","Th1"
1,"Mad2l1","Th1"
4,"Ccng1","Th1"
3,"Zfand3","Th1"
2,"Cdo1","Th1"
5,"Pkn2.1","Th1"
2,"F2rl1","Th1"
6,"Pop7","Th1"
4,"Hist1h4d","Th1"
2,"Rbm38.1","Th1"
5,"Umps","Th1"
1,"Prkar1b","Th1"
1,"Nrm","Th1"
5,"Bex4","Th1"
1,"Lama5","Th1"
1,"4831426I19Rik.1","Th1"
6,"Hnrpd","Th1"
5,"Bola3","Th1"
3,"St6gal1","Th1"
5,"Rnf219","Th1"
1,"Fnip1","Th1"
6,"Rars","Th1"
3,"Ldhd","Th1"
5,"Psmd14","Th1"
2,"Galnt10","Th1"
6,"BC020002","Th1"
6,"Tnfsf8","Th1"
6,"Rab8b.1","Th1"
2,"Tnrc6b","Th1"
6,"Hectd2.1","Th1"
3,"H2-Ab1","Th1"
5,"Dscr2","Th1"
1,"Ptpn9","Th1"
3,"B230380D07Rik","Th1"
5,"Nup160","Th1"
1,"Zfp473","Th1"
3,"Rab19","Th1"
5,"Ppp5c","Th1"
3,"Hist4h4","Th1"
6,"Lrpprc","Th1"
6,"Nudt19","Th1"
1,"Copz2.2","Th1"
2,"Axin2","Th1"
2,"Prdm2","Th1"
3,"Armc3","Th1"
4,"Phf10.1","Th1"
2,"Ccdc88c.1","Th1"
3,"Adamts10","Th1"
1,"Kctd17","Th1"
5,"Dnajc15","Th1"
2,"Metapl1","Th1"
4,"Usp1.2","Th1"
2,"Spic","Th1"
6,"Icam1","Th1"
5,"Tomm70a","Th1"
2,"Ahdc1","Th1"
1,"Trpc4ap","Th1"
4,"Rdbp","Th1"
1,"Pcsk4.2","Th1"
2,"Ntrk3.1","Th1"
6,"Sf3b4","Th1"
2,"Ankrd12.1","Th1"
2,"D330045A20Rik.1","Th1"
6,"Mrps12","Th1"
1,"Mtmr3","Th1"
1,"Acadsb","Th1"
6,"AA408296.1","Th1"
6,"Fjx1","Th1"
2,"D030074E01Rik","Th1"
1,"Ndrg2","Th1"
2,"Akap8l","Th1"
2,"C230021P08Rik","Th1"
6,"Nola2","Th1"
1,"H1fx","Th1"
4,"Tmem121","Th1"
2,"Sort1","Th1"
1,"6430571L13Rik","Th1"
1,"Sdc4","Th1"
3,"Ccbl1","Th1"
5,"Wars.1","Th1"
3,"Rab3d","Th1"
6,"Pwp2","Th1"
1,"Hist1h2ah.1","Th1"
2,"Ars2","Th1"
2,"Cxcr5.2","Th1"
1,"Sema4f","Th1"
4,"Hn1","Th1"
2,"Mycbp2.1","Th1"
1,"Rnf213","Th1"
5,"Mre11a","Th1"
3,"Edg6","Th1"
2,"Mll3.1","Th1"
2,"Wbp7","Th1"
2,"Suv420h1","Th1"
6,"Abcf2.1","Th1"
4,"Gtse1","Th1"
4,"LOC626578","Th1"
6,"Gm129","Th1"
4,"Thap4","Th1"
5,"Blmh","Th1"
1,"Cdca8","Th1"
3,"Coro1a.1","Th1"
1,"Nusap1.1","Th1"
1,"Ddit3.1","Th1"
5,"Stip1","Th1"
3,"Pld3","Th1"
2,"Golga5","Th1"
6,"Heatr1.1","Th1"
6,"Nol8","Th1"
1,"Gstp1","Th1"
6,"Rapgef1.2","Th1"
2,"Chd7","Th1"
5,"Pla2g12a","Th1"
1,"6030408C04Rik","Th1"
6,"BC026590","Th1"
3,"Foxk1.1","Th1"
6,"Ppan","Th1"
5,"Ch25h","Th1"
3,"Prkcbp1","Th1"
5,"Ide","Th1"
4,"D10Bwg1379e","Th1"
2,"Hcst","Th1"
1,"Pcgf1","Th1"
2,"Usp10.1","Th1"
2,"Kif1b.1","Th1"
4,"5133400G04Rik","Th1"
4,"Xpnpep1.2","Th1"
6,"Acy1","Th1"
6,"Armc6","Th1"
6,"Cd82","Th1"
5,"Msi2","Th1"
4,"Gnb2l1","Th1"
5,"Hus1.2","Th1"
3,"Ctsw","Th1"
6,"Bxdc1","Th1"
2,"Elmo1.3","Th1"
2,"Foxp3","Th1"
1,"Oma1","Th1"
2,"Dapl1","Th1"
6,"Eif4g2","Th1"
5,"Prmt5","Th1"
3,"D16H22S680E","Th1"
2,"Ski","Th1"
1,"Tlr7","Th1"
1,"Mtmr3.1","Th1"
3,"Cd86.1","Th1"
3,"Nipbl","Th1"
6,"Cd160","Th1"
3,"Socs3","Th1"
6,"Ripk4","Th1"
3,"Dscr1l2","Th1"
1,"Cdc20","Th1"
6,"Rpl29","Th1"
4,"Vars","Th1"
2,"Ccnd2","Th1"
6,"2610029G23Rik.1","Th1"
6,"Mat2a","Th1"
5,"C130032J12Rik","Th1"
4,"Rfc2","Th1"
6,"Exosc2","Th1"
1,"Hap1.1","Th1"
2,"Smarca2.1","Th1"
1,"Foxm1","Th1"
4,"Pabpc1","Th1"
1,"Usp18","Th1"
1,"Sgol1.1","Th1"
1,"Slc39a6","Th1"
2,"Ampd3.1","Th1"
3,"Lancl1","Th1"
2,"Ly9","Th1"
3,"Slc14a1","Th1"
6,"Rpl7l1.1","Th1"
1,"Slc39a8","Th1"
6,"Ifrd1","Th1"
6,"Mapre2","Th1"
4,"Rfc2.1","Th1"
1,"Smox.1","Th1"
3,"Il7r","Th1"
2,"Mark2","Th1"
6,"Trub1","Th1"
4,"Nckap1","Th1"
6,"Polr2h.1","Th1"
1,"Atxn7l1","Th1"
1,"Ccna2","Th1"
1,"Plekhf1","Th1"
1,"Ascc1","Th1"
3,"Rhobtb2","Th1"
2,"Crlf3","Th1"
4,"Copg2","Th1"
5,"Snrpa","Th1"
4,"Dtl","Th1"
1,"Eef2","Th1"
3,"Cd8b1","Th1"
1,"Zbp1.1","Th1"
1,"Vim","Th1"
5,"Setd8","Th1"
2,"Usp52","Th1"
4,"Ly6a","Th1"
1,"Susd3","Th1"
5,"Nudt5","Th1"
3,"BC094916.1","Th1"
1,"Cenpn","Th1"
3,"Sh3kbp1.1","Th1"
6,"Guk1","Th1"
1,"Trpv2","Th1"
3,"BC038822","Th1"
6,"Pou2af1","Th1"
1,"Gbp3.1","Th1"
4,"Snx3.1","Th1"
4,"Aldoa","Th1"
1,"Slc35d2","Th1"
2,"AI646023","Th1"
1,"Il21","Th1"
3,"0610007C21Rik","Th1"
4,"Tmem180","Th1"
2,"Lgmn","Th1"
1,"Ccl5","Th1"
6,"Mrpl37.1","Th1"
5,"Alg8.1","Th1"
2,"Cd8b1.1","Th1"
6,"Rbm8a","Th1"
4,"Gja1","Th1"
1,"LOC667250","Th1"
5,"Angptl4","Th1"
2,"Itpr1","Th1"
3,"Ecm1.1","Th1"
1,"Paip2","Th1"
1,"Ufsp2","Th1"
1,"6430706D22Rik","Th1"
2,"Zdhhc14","Th1"
1,"3000004C01Rik","Th1"
4,"Skp2","Th1"
2,"Gga3","Th1"
1,"Guca1a","Th1"
2,"Sppl3","Th1"
4,"Sec61b","Th1"
6,"Nhlrc1","Th1"
2,"Hsd3b2","Th1"
6,"Nr6a1","Th1"
2,"LOC56628","Th1"
1,"5730419I09Rik.1","Th1"
2,"Pnpla7","Th1"
2,"Ramp3.1","Th1"
4,"Dnalc1","Th1"
1,"Dynlt3","Th1"
2,"Atp8b4","Th1"
1,"Prickle3","Th1"
4,"Hist1h3a","Th1"
1,"2310007D09Rik","Th1"
1,"Ankrd37","Th1"
2,"Pank4","Th1"
3,"Snx14","Th1"
2,"Tmed1","Th1"
5,"Mrps10.1","Th1"
5,"Acsl6.2","Th1"
5,"Pold2","Th1"
6,"Fasl","Th1"
4,"Rnpep","Th1"
1,"Serhl","Th1"
1,"Ghitm","Th1"
1,"7530404M11Rik","Th1"
1,"Itgb5","Th1"
1,"Kif4","Th1"
3,"Rgs10","Th1"
4,"Hist1h4b","Th1"
6,"Ccdc116","Th1"
1,"Mov10.1","Th1"
6,"Slamf1","Th1"
1,"Adssl1","Th1"
6,"Thoc3","Th1"
2,"Tcf25","Th1"
4,"Fzr1.1","Th1"
2,"Tnfrsf12a","Th1"
2,"Nuak2","Th1"
1,"Batf3","Th1"
4,"Mcm2","Th1"
4,"Aifm1.1","Th1"
1,"Vamp8","Th1"
2,"Cfp","Th1"
1,"Wdr76","Th1"
4,"Rab34","Th1"
2,"BC030476","Th1"
2,"Impact.1","Th1"
6,"Maged1","Th1"
1,"Itga7","Th1"
2,"Plp1","Th1"
2,"Bclaf1.1","Th1"
1,"4632417K18Rik","Th1"
1,"Ccr5.1","Th1"
4,"Gins2.1","Th1"
6,"Klhl15","Th1"
1,"Traf6.1","Th1"
3,"Klhl6","Th1"
1,"Fbxw17","Th1"
3,"Tmem9b","Th1"
4,"Tfrc.1","Th1"
1,"Kif2c","Th1"
6,"Usp16","Th1"
1,"Gnat1","Th1"
4,"Nampt","Th1"
4,"Hdgf.1","Th1"
5,"AI847670","Th1"
3,"Idua.1","Th1"
4,"Gtse1.1","Th1"
1,"Casp6","Th1"
5,"Plek","Th1"
6,"Marcks","Th1"
1,"Cdca2","Th1"
2,"Smc6","Th1"
2,"Alkbh4","Th1"
6,"Tcfe3","Th1"
2,"Krba1","Th1"
5,"Thoc4","Th1"
2,"Lck","Th1"
3,"Hdac5","Th1"
4,"Anxa9","Th1"
2,"Kbtbd7.1","Th1"
1,"Lrrc59.2","Th1"
2,"Csnrp2","Th1"
5,"Nts","Th1"
1,"Pard6a","Th1"
6,"Wdr68","Th1"
1,"Cacnb3.2","Th1"
2,"Zzef1.2","Th1"
5,"Hspa8","Th1"
6,"2410019A14Rik","Th1"
2,"Sox4.1","Th1"
3,"Mical1","Th1"
5,"2900010M23Rik","Th1"
6,"Zmpste24.1","Th1"
3,"Armc3.1","Th1"
2,"Pik3r3.1","Th1"
1,"Foxq1","Th1"
4,"Rnaseh2b","Th1"
2,"Gramd1a","Th1"
1,"Optn","Th1"
4,"5133400G04Rik.1","Th1"
6,"Eif3b","Th1"
1,"Sdcbp2.2","Th1"
1,"Fancd2","Th1"
6,"Gm129.1","Th1"
4,"Kpna3","Th1"
3,"Pde4a","Th1"
3,"Pdcd4","Th1"
1,"Cdk6","Th1"
1,"Cobll1","Th1"
6,"Jtv1","Th1"
3,"Whsc1l1","Th1"
2,"Tomm34","Th1"
1,"H2-M3","Th1"
5,"Ranbp1","Th1"
5,"Mrpl22","Th1"
5,"2410003P15Rik.1","Th1"
1,"Pts","Th1"
6,"Tusc2","Th1"
2,"Ddhd1","Th1"
2,"Lyzs","Th1"
3,"Matk.1","Th1"
1,"Hexb","Th1"
2,"Zxdc.1","Th1"
1,"Casp1","Th1"
2,"Gmip","Th1"
1,"Clip1","Th1"
4,"Phlda3.1","Th1"
4,"Mtbp.1","Th1"
1,"Pias3","Th1"
3,"Gsdmdc1.1","Th1"
2,"Spna2","Th1"
3,"Gpr146.1","Th1"
4,"BC030867","Th1"
5,"2410015N17Rik","Th1"
5,"Sf3a1","Th1"
3,"Sdf4","Th1"
2,"Ppm1b.1","Th1"
6,"Cblb","Th1"
4,"Cmtm7.1","Th1"
2,"Llgl2","Th1"
5,"ENSMUSG00000068790","Th1"
5,"Bub3","Th1"
6,"Swap70","Th1"
6,"Oprs1","Th1"
5,"2810441K11Rik","Th1"
1,"S100a13","Th1"
5,"Prpf38a.1","Th1"
3,"Rin3","Th1"
6,"Nr4a3","Th1"
4,"Pde6d.2","Th1"
5,"Eprs.1","Th1"
2,"Cd7","Th1"
4,"Inppl1","Th1"
2,"Bach1","Th1"
3,"Epm2aip1.3","Th1"
4,"Tnfrsf10b.2","Th1"
3,"Faim3","Th1"
4,"Ddt","Th1"
6,"Wdr77","Th1"
5,"Metap2.2","Th1"
2,"Rnf123","Th1"
3,"Rab37","Th1"
6,"Masp2","Th1"
4,"Vdac2","Th1"
1,"Cenpl","Th1"
4,"Prdx4","Th1"
4,"Pcca","Th1"
1,"Grn","Th1"
1,"Spc25","Th1"
5,"Josd1","Th1"
1,"Luzp1","Th1"
6,"Rsl1d1","Th1"
2,"Hba-a1","Th1"
1,"Fzr1.2","Th1"
4,"Cdk2.1","Th1"
6,"Tbrg4","Th1"
4,"B9d1","Th1"
2,"Dusp10","Th1"
5,"Ppa1","Th1"
3,"Abca7.1","Th1"
4,"Clic4","Th1"
4,"Tnfrsf4","Th1"
4,"Cdc6","Th1"
6,"Npw","Th1"
4,"Chaf1a","Th1"
2,"Atg2a.1","Th1"
3,"Prkdc","Th1"
1,"BC008155","Th1"
2,"9130404D08Rik","Th1"
2,"Tmod4","Th1"
5,"Sln","Th1"
1,"1700066B19Rik","Th1"
2,"Cd27.1","Th1"
2,"5033414D02Rik","Th1"
2,"A430078G23Rik","Th1"
1,"Samsn1","Th1"
6,"Stk40","Th1"
1,"AI413582","Th1"
1,"Vegfa","Th1"
5,"9530058B02Rik.1","Th1"
3,"Hp1bp3","Th1"
3,"Iqgap2","Th1"
4,"Nedd1","Th1"
3,"Zfp12","Th1"
4,"Zwilch","Th1"
5,"Egfl7.1","Th1"
5,"Pus10.1","Th1"
5,"Egfl7.2","Th1"
2,"Cd79b","Th1"
2,"Sfrs5","Th1"
4,"Tbc1d7.1","Th1"
5,"Ube2m","Th1"
2,"1110007A13Rik.1","Th1"
2,"Cd79b.1","Th1"
6,"Chst2","Th1"
6,"Tnfrsf19","Th1"
6,"Aven","Th1"
6,"Fbxl10.2","Th1"
4,"Sypl.1","Th1"
3,"Ubac2","Th1"
5,"Ube2f","Th1"
1,"Serhl.1","Th1"
3,"Zfp260","Th1"
6,"Ncdn.1","Th1"
2,"Zfp281","Th1"
5,"Pdcd1lg2","Th1"
2,"Ikzf1","Th1"
1,"Zfp473.1","Th1"
2,"Timp2","Th1"
5,"Gemin6","Th1"
2,"EG218444","Th1"
2,"Rnf32","Th1"
1,"Brip1","Th1"
6,"Mrps18b","Th1"
2,"App","Th1"
3,"Sec22c.2","Th1"
5,"Ak2.2","Th1"
3,"Lef1","Th1"
1,"Cdkn1a","Th1"
5,"P2ry1","Th1"
4,"Dsn1","Th1"
6,"Nme1","Th1"
4,"Ebi3","Th1"
6,"0610037L13Rik","Th1"
2,"Dnajc6","Th1"
2,"Gns","Th1"
4,"Tyms.2","Th1"
1,"Mvd","Th1"
2,"Prkx.1","Th1"
1,"Bst2","Th1"
1,"Mitd1","Th1"
1,"Irs2","Th1"
2,"Kif1b.2","Th1"
4,"Plk2","Th1"
2,"Golm1","Th1"
3,"9630058J23Rik","Th1"
1,"Rabgap1l.1","Th1"
6,"Map2k3","Th1"
2,"Mll1","Th1"
4,"Vdac1","Th1"
1,"Ptprk","Th1"
2,"Slc16a5.1","Th1"
1,"Tmem205","Th1"
1,"Unc93b1","Th1"
1,"Pxmp4","Th1"
6,"Bxdc2","Th1"
3,"Mical1.1","Th1"
5,"Pole3","Th1"
4,"Ppil1","Th1"
4,"Stra13","Th1"
1,"Pigz","Th1"
1,"Pip4k2b","Th1"
6,"Nat10","Th1"
1,"Ccdc111","Th1"
2,"BC038822.1","Th1"
1,"2310005E10Rik","Th1"
4,"Xpnpep1.3","Th1"
6,"Nsun5.1","Th1"
3,"Cyp4f18","Th1"
1,"Ccr5.2","Th1"
5,"Tpst1","Th1"
2,"Zcchc14","Th1"
5,"Nol7","Th1"
4,"Rbm14","Th1"
2,"Zfp597","Th1"
6,"Txnrd3","Th1"
1,"Smc2","Th1"
4,"Melk","Th1"
2,"Slc40a1","Th1"
3,"Npc1","Th1"
2,"ORF28.1","Th1"
3,"Mknk1","Th1"
4,"Tipin","Th1"
2,"Glrx2","Th1"
2,"Fbxo9","Th1"
6,"Slamf1.1","Th1"
1,"Katnb1.1","Th1"
3,"Ppp3ca","Th1"
1,"Lancl1.1","Th1"
6,"Mrps18b.1","Th1"
3,"Ctse","Th1"
1,"Acvr2b","Th1"
1,"Grina","Th1"
2,"A130090K04Rik","Th1"
5,"Hsp90ab1","Th1"
4,"Mdfic","Th1"
1,"Spag5","Th1"
5,"Tmem38b","Th1"
3,"Smyd3","Th1"
4,"Sft2d2","Th1"
1,"Ccnb1","Th1"
2,"Pacsin1","Th1"
2,"Tpcn2","Th1"
3,"Gcap14.1","Th1"
6,"Nol1","Th1"
2,"Napg","Th1"
4,"6720467C03Rik","Th1"
3,"Lasp1","Th1"
6,"Pdlim5.1","Th1"
3,"Rnf123.1","Th1"
2,"Wipi2","Th1"
5,"Mrps31.1","Th1"
3,"Slc44a2","Th1"
1,"Pcdhgb4","Th1"
5,"Farsb","Th1"
1,"Osbpl3","Th1"
3,"Gdi1.1","Th1"
3,"Ablim1.1","Th1"
6,"Rsl1d1.1","Th1"
3,"Tmem108","Th1"
2,"1110057K04Rik.1","Th1"
2,"Elmo1.4","Th1"
5,"Eya3","Th1"
4,"Commd1","Th1"
5,"Rhoq","Th1"
5,"Prmt7.1","Th1"
3,"D10Ertd641e","Th1"
6,"Idi2","Th1"
3,"Cyp4f16.1","Th1"
2,"Iigp2","Th1"
4,"Nenf","Th1"
5,"Dld","Th1"
1,"2700094K13Rik","Th1"
5,"Kdelr2","Th1"
5,"Cd44.2","Th1"
2,"Fktn","Th1"
2,"D11Wsu99e.1","Th1"
3,"Ddb2.1","Th1"
4,"Hist1h2bm","Th1"
6,"Ehd1","Th1"
6,"Spag4","Th1"
6,"Mrpl47","Th1"
4,"0610011F06Rik","Th1"
2,"Mphosph9.1","Th1"
4,"Psat1","Th1"
6,"Ptrh1","Th1"
6,"Pomt2","Th1"
2,"Bin3","Th1"
3,"Dhx57","Th1"
1,"Mfsd10","Th1"
4,"Epn2.2","Th1"
2,"Tnrc6c.1","Th1"
2,"Prkd2","Th1"
4,"Shh","Th1"
5,"Crip2","Th1"
2,"D8Ertd82e","Th1"
2,"Nipbl.1","Th1"
4,"Rapgef5","Th1"
6,"Armc6.1","Th1"
6,"Cdv3","Th1"
6,"Homer1.1","Th1"
2,"Acrbp","Th1"
1,"Gnai2","Th1"
6,"Spin2","Th1"
1,"Gnas.2","Th1"
4,"Trip10","Th1"
1,"LOC329575","Th1"
2,"Dock11","Th1"
3,"Entpd5.1","Th1"
6,"Timm9","Th1"
3,"Akap12","Th1"
4,"Mcm4","Th1"
4,"Tpmt","Th1"
4,"Gtf2e2","Th1"
1,"Pparg","Th1"
5,"Gch1","Th1"
4,"Stab1","Th1"
6,"BC003885","Th1"
1,"Dhrs7","Th1"
1,"Tbc1d19","Th1"
6,"Nudcd3","Th1"
4,"Mcm7","Th1"
6,"Polr3g","Th1"
4,"Asns.2","Th1"
3,"Abhd8","Th1"
1,"Cdc25c","Th1"
6,"Srfbp1","Th1"
6,"Rrp15","Th1"
6,"Amigo3","Th1"
4,"Aars","Th1"
6,"Ccno","Th1"
1,"Igf2bp3","Th1"
1,"Rdm1","Th1"
5,"Mrpl34","Th1"
5,"St6galnac4.1","Th1"
1,"Fgl2","Th1"
4,"Ddc","Th1"
5,"Psmd12","Th1"
1,"Aldh2","Th1"
4,"Zfp41","Th1"
1,"Unc13d.1","Th1"
2,"Sept6.1","Th1"
3,"Pex6.1","Th1"
2,"Cyp2d22","Th1"
3,"St8sia1.1","Th1"
5,"Seh1l.1","Th1"
2,"V1rd6","Th1"
4,"Nat5","Th1"
1,"Ankzf1","Th1"
4,"Fhl2","Th1"
1,"Fanci","Th1"
2,"Itga6","Th1"
2,"Neu1","Th1"
5,"Nhp2l1","Th1"
6,"Timm17a","Th1"
2,"Ddx6","Th1"
3,"Tec","Th1"
1,"Iqce","Th1"
4,"Gstt3","Th1"
6,"Mfsd2","Th1"
2,"Hes5","Th1"
6,"Wars.2","Th1"
6,"Gpr68","Th1"
5,"Traf4.2","Th1"
1,"Mgll","Th1"
1,"Eef2.1","Th1"
1,"Lgals9.1","Th1"
2,"Rltpr","Th1"
4,"Rdbp.1","Th1"
1,"Slc35b2","Th1"
1,"D3Ertd751e.1","Th1"
5,"Sfmbt1.2","Th1"
1,"Timd2","Th1"
2,"Il11ra1.1","Th1"
5,"Nhedc2","Th1"
5,"Ccdc41","Th1"
5,"Kdelc1","Th1"
2,"Ing3","Th1"
1,"Kif11","Th1"
5,"Camta1","Th1"
5,"Psmb7","Th1"
1,"Actr3b","Th1"
1,"Tbc1d1","Th1"
1,"Smchd1.3","Th1"
1,"Pstpip1","Th1"
5,"Itga3","Th1"
6,"C330023M02Rik","Th1"
4,"Ccne1","Th1"
5,"Tspan6","Th1"
5,"Pkib.1","Th1"
1,"Gpr171","Th1"
2,"Clk2","Th1"
1,"Trib3","Th1"
5,"Acy1.1","Th1"
6,"Abcf2.2","Th1"
1,"Apaf1.1","Th1"
5,"Phca","Th1"
2,"Kbtbd2","Th1"
4,"Cd81","Th1"
6,"Rbm19","Th1"
2,"Krtcap3","Th1"
6,"Glrx5","Th1"
6,"Rcl1.1","Th1"
2,"Tnrc6c.2","Th1"
3,"Ahnak.2","Th1"
4,"Hist1h2be","Th1"
5,"Pigh.1","Th1"
3,"6330416G13Rik","Th1"
5,"Prpf38a.2","Th1"
4,"Alg6","Th1"
1,"Pqlc3","Th1"
3,"Ttc5.1","Th1"
1,"Psmb9","Th1"
1,"Mboat1","Th1"
4,"Atxn1","Th1"
1,"Icos","Th1"
6,"Slc26a6","Th1"
1,"Ckap2l","Th1"
4,"Arl3","Th1"
4,"2310016E02Rik","Th1"
4,"Rshl2a","Th1"
5,"1810054D07Rik","Th1"
2,"Rapgef4","Th1"
2,"Gna-rs1.1","Th1"
2,"4921505C17Rik.1","Th1"
4,"Rai14.1","Th1"
2,"Cd84","Th1"
2,"Zfp213","Th1"
6,"Klf16","Th1"
4,"Slc39a4","Th1"
5,"2810452K22Rik","Th1"
6,"Supv3l1","Th1"
6,"Pcbp1","Th1"
6,"Polr2f","Th1"
2,"Smap2.1","Th1"
2,"Armc8.2","Th1"
4,"Acot7.1","Th1"
1,"Cdc25b","Th1"
2,"Mterf.1","Th1"
5,"Ruvbl2","Th1"
6,"Rel","Th1"
2,"Mdk.1","Th1"
4,"Nasp","Th1"
1,"Clec2e","Th1"
3,"AI450540","Th1"
5,"Gypc","Th1"
6,"Gpr174","Th1"
2,"Amigo2","Th1"
6,"Fastkd1","Th1"
6,"Nasp.1","Th1"
1,"Rb1.1","Th1"
3,"Anxa5","Th1"
1,"Gpx4","Th1"
1,"Sertad3","Th1"
1,"Fnip1.2","Th1"
6,"Rbak.1","Th1"
1,"Tfdp2","Th1"
2,"Abca7.2","Th1"
3,"Senp7.1","Th1"
6,"2810004N23Rik","Th1"
6,"Tnfsf11","Th1"
2,"Slc38a9.1","Th1"
6,"AK122209","Th1"
1,"Mpp1","Th1"
