"gene","celltype","annot"
"Josd3.1","Th0",2
"Lgals8","Th0",3
"Dhcr24.1","Th0",2
"1110018J18Rik","Th0",2
"1110018J18Rik.1","Th0",2
"Akap8","Th0",3
"Lass4.1","Th0",3
"Helb.2","Th0",2
"H6pd","Th0",2
"Qtrt1","Th0",1
"Zfp593","Th0",1
"Inpp5a.1","Th0",3
"Arl4c.1","Th0",3
"Enpp1.1","Th0",2
"Prmt5.2","Th0",1
"Hook2","Th0",2
"Uchl5.2","Th0",2
"Lphn1","Th0",3
"P2ry14.2","Th0",3
"Etfb.1","Th0",2
"Ggtla1","Th0",3
"Klrk1.3","Th0",2
"Foxo1","Th0",3
"Pabpc1.2","Th0",2
"Srp19.1","Th0",2
"Rassf5","Th0",3
"Nudt21.1","Th0",2
"Dgkz.3","Th0",3
"2310002B06Rik.1","Th0",3
"Cnr2","Th0",3
"H2-T10.1","Th0",2
"Cd3e.1","Th0",3
"1700027N10Rik.1","Th0",2
"Rftn2.1","Th0",3
"P2ry5","Th0",3
"Sip1.1","Th0",2
"Rcsd1.1","Th0",3
"Eif2s2.1","Th0",1
"Acy1.2","Th0",1
"1500010J02Rik.1","Th0",2
"Rbbp7.4","Th0",2
"Ppap2c.1","Th0",2
"Hivep3.1","Th0",1
"Irf7","Th0",2
"Egr1","Th0",1
"Spc25.1","Th0",2
"Ndrg1","Th0",2
"Btbd14a.1","Th0",3
"6330500D04Rik.5","Th0",3
"Lmbr1l","Th0",3
"Htra2.2","Th0",2
"Uhrf1bp1.2","Th0",2
"Il27ra.1","Th0",3
"Pacsin1.3","Th0",3
"Tgfbrap1","Th0",3
"Fzd5.1","Th0",1
"Espn.2","Th0",2
"Map4k2","Th0",3
"Gpsn2.2","Th0",2
"Ccdc109b","Th0",2
"Bmpr1a.1","Th0",2
"Aebp2.3","Th0",2
"2310040C09Rik","Th0",1
"Lgals8.1","Th0",3
"Fnta.1","Th0",3
"Uxt.1","Th0",1
"Jak1.1","Th0",3
"Ubap2l.3","Th0",1
"Pscdbp","Th0",3
"Rnf135.2","Th0",3
"4930504E06Rik.1","Th0",3
"Il15ra.3","Th0",1
"Prelid2","Th0",2
"Prf1.1","Th0",3
"Lsm2.1","Th0",2
"Rpo1-4.2","Th0",1
"Hlcs","Th0",3
"Ddx51.2","Th0",1
"1200015F23Rik.2","Th0",2
"Cd226.3","Th0",2
"Rrp1b.1","Th0",1
"Optn.1","Th0",2
"Gimap6","Th0",3
"Oprs1.2","Th0",1
"Ankrd17.3","Th0",2
"Zfp710","Th0",3
"Pole3.1","Th0",2
"Pfkl.1","Th0",2
"Kif4.2","Th0",2
"Spo11.1","Th0",3
"Il12rb2","Th0",2
"Spo11.2","Th0",3
"Phf11.2","Th0",2
"ENSMUSG00000053178.1","Th0",3
"Nol3.6","Th0",2
"Xylt2","Th0",3
"Ssx2ip","Th0",2
"Slmo2","Th0",1
"Tbrg4.1","Th0",1
"Abcf2.3","Th0",1
"Mycbp.1","Th0",2
"Irf1.4","Th0",3
"Mgll.2","Th0",1
"Krba1.2","Th0",3
"Ifngr2.1","Th0",3
"Utf1","Th0",1
"H2-Ob","Th0",3
"Srm.2","Th0",1
"Evi2a.1","Th0",2
"Ywhag","Th0",2
"H2-D1.2","Th0",3
"Specc1.2","Th0",2
"Prkd3.1","Th0",3
"Pwp1","Th0",1
"Sipa1l1","Th0",3
"AI597468","Th0",2
"Nisch","Th0",3
"Hbp1.2","Th0",3
"Gnb5.2","Th0",2
"Sdc3","Th0",2
"Ipo4","Th0",1
"Siva1","Th0",2
"Mapk6.2","Th0",1
"Gpr89.1","Th0",2
"Strap","Th0",1
"Cd74.2","Th0",3
"Agl.1","Th0",2
"LOC435565","Th0",2
"Sfrs9","Th0",1
"Tmpo.4","Th0",2
"Mrpl45.1","Th0",2
"Prnp","Th0",2
"Ppp1r3f","Th0",3
"Clpx","Th0",3
"Usp3.1","Th0",3
"Cort","Th0",2
"Tnfsf13b","Th0",2
"Acox3.2","Th0",3
"Lrrc41","Th0",1
"Uap1","Th0",1
"Odc1","Th0",2
"D15Wsu169e","Th0",3
"Bpnt1.2","Th0",3
"Prdm2.2","Th0",3
"S100a10","Th0",2
"Adh4","Th0",2
"Csnk1g2.1","Th0",3
"Slc37a1","Th0",3
"Ptprcap","Th0",3
"2900024O10Rik","Th0",3
"Tsc22d3.1","Th0",3
"Acot7.2","Th0",2
"Vars.2","Th0",2
"Commd3","Th0",2
"Gzf1.1","Th0",2
"B4galt1","Th0",2
"Snupn","Th0",2
"Rgs1.2","Th0",2
"Setd6.1","Th0",1
"Rrbp1.1","Th0",1
"Rilpl2","Th0",1
"Wbp1.1","Th0",3
"Slc17a6","Th0",2
"Vdac1.1","Th0",2
"Tmem9b.2","Th0",3
"Dtx1","Th0",3
"Klhl6.2","Th0",3
"AI449175","Th0",3
"Snapc3.3","Th0",3
"Klhdc4.2","Th0",1
"Tmem101","Th0",2
"Ppargc1b","Th0",3
"Mybbp1a.2","Th0",1
"H13.3","Th0",3
"Lrp12.1","Th0",2
"Samhd1.1","Th0",2
"Vipr1.3","Th0",3
"Hist1h4f.2","Th0",2
"4933430I17Rik","Th0",2
"Zfp187.2","Th0",3
"Cdk4.1","Th0",2
"Znhit1","Th0",2
"Mapre2.1","Th0",1
"Arhgef4","Th0",3
"Cuedc2","Th0",2
"AI449175.1","Th0",3
"Ear3.2","Th0",3
"Nthl1","Th0",2
"Zfp710.1","Th0",3
"Ezh2.2","Th0",2
"L3mbtl3.1","Th0",3
"Npm3.1","Th0",1
"Gcn5l2","Th0",3
"Lrrc50.2","Th0",3
"Yme1l1.2","Th0",2
"Inppl1.2","Th0",2
"BC026590.1","Th0",1
"Plcb2","Th0",3
"Mrpl16","Th0",1
"Lonrf1.1","Th0",1
"Skp1a","Th0",2
"Rasa1","Th0",3
"Hsd17b11.2","Th0",3
"Phf20l1.1","Th0",3
"Sh3bp1","Th0",2
"Gpld1.1","Th0",2
"Cnp.1","Th0",3
"Gspt2","Th0",2
"Mllt4.2","Th0",2
"Ccl4","Th0",1
"Nrp1.1","Th0",2
"Lrdd","Th0",2
"H2-Q7","Th0",3
"Pif1","Th0",2
"Nudt1","Th0",2
"Stambpl1","Th0",2
"Ccdc100.1","Th0",3
"Tspan6.1","Th0",1
"Pkp4.3","Th0",2
"Snx21.1","Th0",2
"C030048B08Rik.1","Th0",3
"Rbj.1","Th0",1
"Tlr1","Th0",3
"Dbndd2.2","Th0",3
"Vps33b","Th0",3
"Ogt.2","Th0",3
"Dcun1d4.1","Th0",1
"C330023M02Rik.2","Th0",1
"Furin.2","Th0",3
"Plec1.10","Th0",3
"Ikbkap","Th0",1
"Crls1.3","Th0",1
"Kndc1.3","Th0",2
"Lrrfip1.2","Th0",3
"Hsp90b1","Th0",1
"BC085271","Th0",2
"Sorl1","Th0",3
"Scotin.2","Th0",3
"Plp2","Th0",2
"Cetn4.1","Th0",2
"D4Wsu132e.1","Th0",3
"Gramd3.1","Th0",3
"H2-Q5.1","Th0",3
"Nol5a","Th0",1
"Ruvbl1.2","Th0",1
"Dcun1d5","Th0",1
"Xrcc2.1","Th0",2
"D19Bwg1357e","Th0",1
"Ctdspl","Th0",2
"Hmga1.2","Th0",2
"Crlf3.1","Th0",3
"Clspn.1","Th0",2
"Trim26","Th0",3
"Ihpk1","Th0",3
"Rhobtb2.3","Th0",3
"Ap2b1.3","Th0",1
"Cirbp","Th0",3
"H2-Q5.2","Th0",3
"Fhit","Th0",2
"Btla","Th0",1
"Nol5","Th0",1
"Kif3a.2","Th0",2
"Phb2","Th0",1
"Polr2e","Th0",1
"Zwint","Th0",1
"Tgm2","Th0",2
"Adora2b","Th0",2
"2410002F23Rik.2","Th0",1
"Tcf25.2","Th0",3
"Gbp5.1","Th0",2
"Ikzf1.1","Th0",3
"Eif1ad.1","Th0",1
"Gemin4.2","Th0",1
"Sf3b4.2","Th0",1
"Nup107","Th0",2
"Trf","Th0",3
"Ggt5.1","Th0",3
"Avpi1.1","Th0",2
"Cth.1","Th0",2
"Mapkapk3","Th0",2
"2410008K03Rik","Th0",2
"Lgals7.1","Th0",1
"Gpr83","Th0",3
"Thy1","Th0",2
"D0H4S114","Th0",2
"Soat2.1","Th0",2
"Nob1.1","Th0",1
"Gfi1","Th0",1
"Cenpm.2","Th0",2
"Capn2.2","Th0",2
"Cdkn1a.2","Th0",2
"Lsr.1","Th0",2
"Myh10","Th0",2
"Clic4.2","Th0",2
"Xpo6","Th0",3
"H2-DMb2.1","Th0",3
"Lrba.2","Th0",3
"Rabl2a.1","Th0",2
"Oasl2.1","Th0",2
"Fcgrt","Th0",3
"Prpf19.2","Th0",1
"Hax1","Th0",1
"Mrps22","Th0",1
"Gfod1.1","Th0",1
"Eif3k","Th0",2
"Cops4.1","Th0",2
"Tgif1.2","Th0",1
"Fto","Th0",2
"Uck2.2","Th0",2
"Lpxn","Th0",3
"Gmfg.1","Th0",3
"Klhdc5.2","Th0",3
"Hist2h2aa1","Th0",3
"Clk4.1","Th0",3
"Map3k3","Th0",3
"Tmem141.1","Th0",3
"1500011H22Rik","Th0",2
"Loh11cr2a","Th0",2
"Afmid.6","Th0",3
"Lrrc33.1","Th0",3
"Tmed2","Th0",2
"Prkrip1.1","Th0",1
"Esco2","Th0",2
"Mnd1","Th0",2
"Hyou1","Th0",1
"Brca1","Th0",2
"Cdk5","Th0",3
"Als2cr4.3","Th0",2
"Tmc6.2","Th0",3
"2810417H13Rik","Th0",2
"Smad5.1","Th0",3
"Il2rb","Th0",2
"Nudt2","Th0",2
"Nudt19.1","Th0",2
"Herc2","Th0",3
"Clk4.2","Th0",3
"Pcx","Th0",2
"Axl","Th0",2
"Aff4","Th0",3
"Prei4.4","Th0",3
"Ctps.2","Th0",1
"Itgae.5","Th0",3
"Cnn2","Th0",3
"9130211I03Rik","Th0",2
"Rp23-357i14.1","Th0",3
"D430039N05Rik","Th0",2
"Klf7","Th0",3
"Rpo1-1","Th0",1
"Ascc2.4","Th0",1
"Retsat.1","Th0",2
"Tbc1d10c.1","Th0",3
"Tnfrsf8.1","Th0",2
"Csrp2","Th0",2
"Cox6b2.1","Th0",2
"Zfp692.1","Th0",2
"Cd83","Th0",1
"1110014J01Rik","Th0",3
"Mthfd1","Th0",1
"Ccl4.1","Th0",1
"Akt3.1","Th0",2
"Cdkn2c.1","Th0",2
"1190005P17Rik.2","Th0",1
"Phldb1.3","Th0",2
"Zfp608.2","Th0",2
"Pscd4.1","Th0",3
"AA467197","Th0",2
"Cops7a.2","Th0",1
"Gas2l3.1","Th0",2
"Emp1","Th0",2
"1600016N20Rik","Th0",2
"Nfatc1.4","Th0",3
"Hist1h2ad.1","Th0",2
"Rsad1.1","Th0",1
"Gnas.5","Th0",2
"Fndc3b","Th0",1
"B230342M21Rik","Th0",3
"Tnrc6b.2","Th0",3
"Slc25a26","Th0",1
"Piga.1","Th0",2
"Arhgap4","Th0",3
"Sepp1.1","Th0",3
"Pkmyt1.2","Th0",2
"Clpp","Th0",1
"Taz.1","Th0",3
"Mkks.2","Th0",3
"Plekhg2.2","Th0",3
"H2-T23.2","Th0",3
"1500032D16Rik.2","Th0",2
"Sap30","Th0",2
"Tmem43.1","Th0",3
"Chaf1b","Th0",2
"Zdhhc13.2","Th0",1
"Etv6","Th0",2
"Fcna","Th0",3
"Myo1g","Th0",3
"Rwdd4a","Th0",1
"EG622339","Th0",2
"Dmtf1.4","Th0",3
"Cenpa","Th0",2
"Ostm1","Th0",3
"Ppp1r1b.2","Th0",2
"Car5b.2","Th0",2
"Akp2","Th0",1
"1810035L17Rik.1","Th0",2
"Capn5","Th0",2
"D930001I22Rik","Th0",1
"Immp2l","Th0",2
"Lif.3","Th0",2
"Ndufb8","Th0",2
"Pom121","Th0",2
"Kpna2","Th0",2
"Slc16a6.2","Th0",2
"Pex1","Th0",3
"Gimap9","Th0",3
"Mrpl48.4","Th0",2
"Npc1.2","Th0",3
"Mllt11.1","Th0",3
"Cdk5r1","Th0",1
"2010001M09Rik","Th0",3
"Grcc10","Th0",3
"Gipc1.3","Th0",2
"Ift80","Th0",3
"2310047D13Rik","Th0",2
"Cnpy2","Th0",2
"Wdr54","Th0",2
"Mansc1.1","Th0",2
"Gse1.3","Th0",3
"Tal2","Th0",2
"Ptrh1.1","Th0",1
"Crtc3.1","Th0",3
"Pira4","Th0",3
"EG432879","Th0",2
"Adcy7.1","Th0",3
"Mknk1.1","Th0",3
"Slc30a7.1","Th0",2
"Mgst2","Th0",3
"Tbk1","Th0",3
"Csnk1g2.2","Th0",3
"Nfrkb.1","Th0",3
"Gngt2.1","Th0",3
"Cebpd.1","Th0",2
"Ccdc86","Th0",1
"Zfp560.3","Th0",3
"Polr2g","Th0",2
"Fli1","Th0",3
"Chmp4b","Th0",2
"Chchd6","Th0",2
"Card11","Th0",3
"Gpr174.1","Th0",1
"Pttg1","Th0",2
"Polrmt","Th0",3
"Heca","Th0",3
"Nle1.1","Th0",1
"Elovl1.2","Th0",2
"Snx5.1","Th0",2
"Lad1","Th0",1
"D15Ertd682e","Th0",2
"Kcnf1","Th0",3
"C230093N12Rik","Th0",3
"Grpel1.1","Th0",1
"Rars.1","Th0",1
"2310022B05Rik","Th0",2
"Carhsp1","Th0",2
"Nab2","Th0",1
"Gripap1.1","Th0",3
"Fmnl1","Th0",3
"Phf13","Th0",2
"Sft2d2.2","Th0",2
"1600014C10Rik.1","Th0",3
"E330016A19Rik.1","Th0",2
"Rrp1b.2","Th0",1
"Mrpl14","Th0",2
"Pde6d.3","Th0",2
"Fosl2.2","Th0",1
"Sco1.1","Th0",2
"Rbm5.2","Th0",3
"Tk1.3","Th0",2
"Brp16.1","Th0",1
"Nkrf","Th0",1
"A930008G19Rik.1","Th0",3
"Gtf2h4","Th0",2
"Slc2a6","Th0",2
"Dido1.4","Th0",3
"Acpl2.2","Th0",3
"R74862","Th0",2
"Plagl2","Th0",1
"Sepw1","Th0",3
"Prkcbp1.2","Th0",3
"Iah1","Th0",3
"Nhedc2.1","Th0",1
"Kcnab2","Th0",3
"Zfp202","Th0",1
"Iqcb1.1","Th0",2
"Hvcn1.1","Th0",3
"Ifit3.1","Th0",2
"Prkar2b.1","Th0",2
"Ets2","Th0",3
"Zswim4","Th0",1
"Slamf9","Th0",2
"Rasgrp1.2","Th0",3
"Icam2","Th0",3
"Wbscr27","Th0",3
"Tmem16k","Th0",2
"Elovl1.3","Th0",2
"Bcl2l1.2","Th0",1
"Commd10","Th0",2
"Prkd3.2","Th0",3
"Pols","Th0",2
"Psrc1","Th0",2
"Ccnb1.1","Th0",2
"Mppe1.1","Th0",3
"Prmt6.2","Th0",1
"Sfrs2.2","Th0",1
"Centb5.2","Th0",3
"Taok1.3","Th0",3
"Slc12a7","Th0",3
"Fabp5.1","Th0",2
"Slc25a30","Th0",3
"Gnl3.2","Th0",1
"Hsd3b2.4","Th0",3
"Vegfb","Th0",2
"5330401P04Rik","Th0",3
"Txn2","Th0",1
"Csda.2","Th0",2
"Phgdh","Th0",2
"Nol10.1","Th0",1
"Imp4.1","Th0",1
"Osbpl3.2","Th0",2
"Ilf3.1","Th0",1
"Abcd3.1","Th0",2
"Jun","Th0",3
"Slc35a1","Th0",2
"Ass1","Th0",3
"Rad54l","Th0",2
"Cort.1","Th0",2
"Hnrpll.1","Th0",2
"Abcc5.1","Th0",3
"Brcc3.2","Th0",2
"Slc14a1.1","Th0",3
"9930111J21Rik","Th0",2
"Cyb5.1","Th0",2
"Usmg5","Th0",2
"Btbd6","Th0",3
"Aldh1l2.1","Th0",2
"Mcm3","Th0",2
"2810405J04Rik","Th0",1
"Mapk1ip1.2","Th0",3
"Clec2d","Th0",3
"Gsdmdc1.2","Th0",3
"Chd2.1","Th0",3
"Soat1.1","Th0",2
"Clspn.2","Th0",2
"Agpat4","Th0",2
"Lsm12.2","Th0",2
"E430028B21Rik","Th0",1
"Mtif3.1","Th0",3
"Tmc6.3","Th0",3
"Lmo2","Th0",3
"Nos3.3","Th0",2
"Whsc1.1","Th0",2
"LOC241593","Th0",1
"Chkb","Th0",3
"Mtap6.3","Th0",2
"Hist1h3h.2","Th0",2
"2510009E07Rik.2","Th0",3
"Ids.2","Th0",3
"Trpc2","Th0",3
"Acot7.3","Th0",2
"Itpr2.3","Th0",3
"Bzrap1","Th0",2
"Stk10","Th0",3
"Ssr2","Th0",1
"Aaas.1","Th0",2
"1110007L15Rik.3","Th0",1
"Rfx1.1","Th0",3
"Comt.1","Th0",2
"Dctn6","Th0",3
"Sectm1a","Th0",2
"Ppm1b.2","Th0",2
"Psmb6","Th0",1
"Chkb.1","Th0",3
"2610510J17Rik","Th0",2
"Psmd1.2","Th0",1
"Gm885.1","Th0",2
"6720458F09Rik","Th0",1
"Il18r1","Th0",3
"Add3.2","Th0",3
"1110005A23Rik.1","Th0",2
"Ifngr2.2","Th0",3
"2210012G02Rik.2","Th0",2
"Lbh.1","Th0",3
"Cdh15","Th0",2
"Zfp810","Th0",3
"Aacs","Th0",2
"Espn.3","Th0",2
"Bcl11b.3","Th0",3
"Rwdd1.1","Th0",2
"Stat5a.1","Th0",1
"Eomes","Th0",2
"Mboat2.3","Th0",2
"Pqlc3.3","Th0",2
"Gnaq","Th1",2
"Il6ra","Th1",3
"Depdc1b","Th1",2
"EG630499","Th1",3
"Dusp4","Th1",2
"Tmpo","Th1",2
"Ppme1","Th1",2
"Cdc14b","Th1",3
"C230052I12Rik","Th1",1
"Tacc1","Th1",3
"Insig1","Th1",2
"Armcx6","Th1",2
"Ankmy2","Th1",3
"Chek1","Th1",2
"Trim25","Th1",2
"Rb1","Th1",2
"Plcxd1","Th1",2
"Mrpl52","Th1",2
"Tmed10","Th1",2
"Rapgef2","Th1",3
"B9d2","Th1",2
"Ubl7","Th1",2
"Ehd3","Th1",3
"Gm2a","Th1",3
"Khk","Th1",2
"Capg","Th1",2
"Slc38a2","Th1",2
"Ptp4a1","Th1",1
"Nrbp1","Th1",3
"Midn","Th1",3
"Akap7","Th1",2
"Hat1","Th1",1
"Chmp5","Th1",2
"Phldb1","Th1",1
"Tmco3","Th1",2
"Srpk3","Th1",3
"Cep97","Th1",3
"Mycbp2","Th1",3
"4632419K20Rik","Th1",3
"Cenpp","Th1",2
"5730596K20Rik","Th1",1
"Bbs4","Th1",3
"Hist1h1c","Th1",3
"Cxcr5","Th1",3
"AB124611","Th1",3
"4833442J19Rik","Th1",3
"Cops7a","Th1",1
"Syngr2","Th1",1
"Zfp75","Th1",3
"Dgka","Th1",3
"Agpat3","Th1",2
"Nhsl1","Th1",3
"Arid4a","Th1",3
"Rbm5","Th1",3
"Pias1","Th1",3
"Ntan1","Th1",2
"Lonp1","Th1",2
"Mcoln3","Th1",3
"2210412D01Rik","Th1",2
"1810037I17Rik","Th1",2
"Nola3","Th1",1
"Il11ra1","Th1",3
"Mcl1","Th1",3
"Idh3a","Th1",1
"Cebpg","Th1",2
"Ggnbp1","Th1",3
"Carm1","Th1",1
"Cbx8","Th1",3
"Ticam2","Th1",1
"Cd2","Th1",3
"Dusp6","Th1",1
"Unc119","Th1",2
"Atp2a3","Th1",3
"Trp53inp1","Th1",3
"E2f1","Th1",2
"Gbp3","Th1",2
"Smarce1","Th1",1
"Prrg3","Th1",1
"Aco2","Th1",2
"Vbp1","Th1",2
"Cd86","Th1",3
"Akr1e1","Th1",2
"Slco3a1","Th1",2
"Wiz","Th1",1
"Elmo1","Th1",3
"Gprk6","Th1",3
"Ccm2","Th1",3
"Txnip","Th1",3
"Adar","Th1",2
"Bcl11b","Th1",3
"Epc1","Th1",3
"Hist1h2ag","Th1",2
"Cxxc1","Th1",3
"Alg3","Th1",1
"Cd96","Th1",3
"Cops5","Th1",1
"Abi2","Th1",2
"Ctnna1","Th1",2
"Hist2h2ab","Th1",2
"Sla","Th1",1
"Cd44","Th1",1
"Ctsb","Th1",2
"Pkig","Th1",2
"Qprt","Th1",3
"Pus7l","Th1",1
"Polr2d","Th1",1
"2310010M24Rik","Th1",3
"Phf10","Th1",2
"Rad50","Th1",2
"Suhw2","Th1",2
"Sec22c","Th1",3
"Adh1","Th1",3
"Rad51","Th1",2
"Nrbp2","Th1",2
"Tardbp","Th1",3
"Pex11c","Th1",2
"Ebpl","Th1",2
"Polr2h","Th1",1
"Acat2","Th1",2
"Ppic","Th1",3
"Ccdc88c","Th1",3
"Abcf2","Th1",1
"Il4ra","Th1",3
"Bcl2a1b","Th1",1
"Tagap","Th1",1
"Nudc","Th1",1
"Adamtsl4","Th1",3
"Nme7","Th1",3
"Cd164","Th1",3
"Wisp1","Th1",1
"Msrb2","Th1",3
"Mxd3","Th1",2
"Hist1h2bk","Th1",2
"Rcl1","Th1",1
"Oas1g","Th1",2
"Fut7","Th1",2
"Lag3","Th1",2
"Zfp768","Th1",2
"Ddit4","Th1",2
"Tmc8","Th1",3
"Arsb","Th1",2
"Hist1h2bk.1","Th1",2
"Nola1","Th1",1
"H2-DMa","Th1",2
"Hist1h2bf","Th1",2
"Ddx60","Th1",2
"Madd","Th1",3
"Hist1h4m","Th1",2
"2410127L17Rik","Th1",1
"Cacybp","Th1",1
"Rasl11b","Th1",3
"Rfc5","Th1",2
"Gimap1","Th1",3
"Trp53rk","Th1",1
"4933426M11Rik","Th1",3
"Efna5","Th1",3
"Hspa5","Th1",1
"Ak2","Th1",1
"Ing4","Th1",3
"Clk4","Th1",3
"Batf","Th1",1
"Nsun5","Th1",1
"Ccdc130","Th1",3
"Ndufab1","Th1",1
"Nubp2","Th1",1
"Scamp1","Th1",1
"Fermt3","Th1",2
"Bbs9","Th1",2
"Timp1","Th1",2
"Dusp11","Th1",3
"Mrpl3","Th1",1
"Il2ra","Th1",1
"Ltb","Th1",3
"D12Ertd647e","Th1",2
"Fzr1","Th1",2
"Lgals3bp","Th1",2
"Tmem65","Th1",1
"Arhgap1","Th1",3
"Rasgrp2","Th1",3
"Tsr1","Th1",1
"Timeless","Th1",2
"Mapk1ip1","Th1",3
"Stag3","Th1",2
"Rcbtb2","Th1",3
"Zbtb2","Th1",3
"Oasl1","Th1",2
"Dgcr6","Th1",2
"D2Ertd750e","Th1",2
"Lrrc59","Th1",1
"Bdh2","Th1",1
"Hist2h2ac","Th1",2
"Zfhx2","Th1",3
"Rab33a","Th1",2
"Eif4ebp1","Th1",2
"Ankrd13b","Th1",1
"Ppard","Th1",2
"Stat1","Th1",3
"Etv4","Th1",1
"Traf3","Th1",3
"Nfix","Th1",1
"Cd200","Th1",1
"Atp8a1","Th1",3
"Atp10a","Th1",2
"Nqo2","Th1",2
"4930570C03Rik","Th1",2
"Rpo1-4","Th1",1
"Fcho2","Th1",3
"Unc119.1","Th1",2
"Emb","Th1",3
"Mll3","Th1",3
"EG667977","Th1",3
"Mcm6","Th1",2
"Gab3","Th1",3
"Nob1","Th1",1
"S100pbp","Th1",1
"Slc30a7","Th1",2
"Plekha2","Th1",2
"Aplp2","Th1",3
"9530058B02Rik","Th1",1
"Coro1a","Th1",3
"Acads","Th1",2
"Msh5","Th1",2
"B4galnt1","Th1",3
"Dtx3l","Th1",3
"Mad2l2","Th1",1
"Pfkp","Th1",2
"Hmg20a","Th1",3
"Tnfrsf9","Th1",1
"Sqle","Th1",2
"4732479N06Rik","Th1",2
"Galnt9","Th1",3
"Bin1","Th1",3
"Uevld","Th1",2
"Rab31","Th1",2
"Phlda3","Th1",2
"Rasl11b.1","Th1",3
"D10Ertd610e","Th1",2
"Kifc2","Th1",3
"Syncrip","Th1",1
"Ogt","Th1",3
"Cercam","Th1",2
"Impa2","Th1",2
"Dhrs1","Th1",2
"Lrrc59.1","Th1",1
"Gna-rs1","Th1",3
"Hisppd1","Th1",1
"Axin1","Th1",3
"Tmco3.1","Th1",2
"Sesn2","Th1",2
"Pfn2","Th1",2
"Creld2","Th1",1
"Pcmtd1","Th1",3
"Plec1","Th1",3
"Ifit2","Th1",2
"Hdgf","Th1",1
"Vamp1","Th1",3
"Tymp","Th1",1
"Ddx3x","Th1",1
"Zbtb32","Th1",1
"Slc35a4","Th1",1
"Ppm1b","Th1",3
"Eftud2","Th1",1
"Cct6a","Th1",1
"1810015C04Rik","Th1",3
"Pter","Th1",2
"Maged2","Th1",2
"Rfwd3","Th1",2
"Ngfrap1","Th1",2
"2700038C09Rik","Th1",3
"Gabpb1","Th1",1
"Pcsk4","Th1",2
"Tubb5","Th1",2
"Nrp1","Th1",2
"Ahnak","Th1",2
"Sepp1","Th1",3
"Cxxc1.1","Th1",3
"Hspa4","Th1",1
"Cln6","Th1",2
"Smyd5","Th1",1
"Smarca2","Th1",3
"Eif3eip","Th1",1
"Bccip","Th1",1
"Rab27a","Th1",2
"Tnfsf9","Th1",2
"Napsa","Th1",3
"Golt1b","Th1",2
"Hexim1","Th1",1
"Snapc3","Th1",3
"Aurka","Th1",2
"Vezf1","Th1",3
"L2hgdh","Th1",1
"Plcl2","Th1",3
"Oip5","Th1",2
"AI467606","Th1",3
"Tbc1d10c","Th1",3
"Stoml2","Th1",1
"Osgin1","Th1",3
"Tex2","Th1",2
"Gprc5b","Th1",3
"D330045A20Rik","Th1",3
"Lgals9","Th1",2
"Noc4l","Th1",1
"Ly86","Th1",3
"Psip1","Th1",2
"Asah1.1","Th1",2
"2010305A19Rik","Th1",1
"Noc3l","Th1",1
"Zfp219","Th1",2
"Dstn","Th1",2
"Ncapg2","Th1",2
"Timm8b","Th1",1
"Il18rap","Th1",2
"Nip7","Th1",1
"Tnfaip3","Th1",1
"Bcat1","Th1",1
"Ppp1r13b","Th1",3
"Rnase6","Th1",3
"D030013I16Rik","Th1",3
"Sit1","Th1",3
"Gdi1","Th1",3
"Ifi202b","Th1",2
"Sptlc1","Th1",1
"Rilpl1","Th1",2
"Tgfbi","Th1",3
"1500032D16Rik","Th1",2
"Tsc22d4","Th1",3
"Pddc1","Th1",2
"Rab8b","Th1",1
"Aqr","Th1",1
"Rgs1","Th1",2
"Arid4a.1","Th1",3
"Nfatc1.1","Th1",3
"Rabgap1l","Th1",2
"Pmpcb","Th1",2
"Sept1","Th1",3
"Arfrp1.1","Th1",3
"Bbc3","Th1",3
"Psmd9","Th1",1
"1500001M20Rik","Th1",1
"EG634650","Th1",2
"BC006779","Th1",2
"Gvin1","Th1",2
"Tyrobp","Th1",3
"Klhdc1","Th1",3
"5730596K20Rik.1","Th1",1
"Bmpr1a","Th1",2
"Lzic","Th1",1
"Wnk1","Th1",3
"Slc2a3","Th1",2
"Cmtm7","Th1",2
"Pitpnc1","Th1",3
"Sephs1","Th1",3
"Pde6d","Th1",2
"Ncl","Th1",1
"Nmd3","Th1",1
"Bbs5","Th1",2
"BC094916","Th1",3
"Cbwd1","Th1",1
"Thex1","Th1",2
"Nus1","Th1",1
"Pde2a","Th1",3
"Epb4.1l3.1","Th1",3
"Fryl","Th1",3
"Pign","Th1",1
"B230339M05Rik","Th1",3
"Aldh6a1","Th1",3
"Alcam","Th1",1
"1810015A11Rik","Th1",1
"Fbxo32","Th1",3
"Fos","Th1",3
"Sidt2","Th1",3
"Usp53","Th1",3
"Gins2","Th1",2
"Lgals3","Th1",2
"Nin","Th1",3
"Krtcap2","Th1",2
"Prmt7","Th1",1
"Cyp4f13","Th1",3
"Vrk1","Th1",1
"Pacs2","Th1",3
"Ulk2","Th1",3
"Tgfbr3","Th1",3
"Pdia6","Th1",1
"Flcn","Th1",3
"AI451557","Th1",3
"Vkorc1l1","Th1",1
"H2-Eb1","Th1",3
"Nucb1","Th1",2
"Rab6ip1","Th1",2
"Pkd1","Th1",3
"Lrp12","Th1",2
"Zc3h7a","Th1",3
"Itgae","Th1",3
"2610209M04Rik","Th1",2
"Plk1","Th1",2
"Aarsd1","Th1",2
"Zc3hav1","Th1",3
"Ctsa","Th1",3
