"annot","gene","celltype"
3,"Heatr1.3","Th0"
3,"B020018G12Rik","Th0"
3,"Shmt2.1","Th0"
1,"Mrps15","Th0"
3,"Lrrc59.5","Th0"
2,"Mark3","Th0"
3,"Alg10b","Th0"
3,"Ide.1","Th0"
2,"Unc84b","Th0"
2,"Spnb2.4","Th0"
2,"Cdc42se1.2","Th0"
1,"Arl2","Th0"
1,"Htra2.1","Th0"
2,"Rgl2.1","Th0"
2,"1600014C10Rik","Th0"
2,"Bclp2","Th0"
2,"Setd1b","Th0"
1,"Cuzd1","Th0"
2,"Creg1","Th0"
1,"Ube1l","Th0"
2,"Foxj2","Th0"
2,"Appl2","Th0"
3,"Tgfb1","Th0"
2,"Taz","Th0"
1,"Ccrl2","Th0"
1,"Mid1ip1","Th0"
1,"Rab1","Th0"
2,"Lrrfip1.1","Th0"
2,"Gimap5.1","Th0"
2,"Klhdc2","Th0"
2,"Arhgap27","Th0"
1,"Sec11c","Th0"
2,"Spata2L","Th0"
3,"1500019G21Rik","Th0"
1,"Slc6a9","Th0"
2,"Foxn3","Th0"
1,"Trim59","Th0"
3,"C330023M02Rik.1","Th0"
3,"Pdss1","Th0"
2,"B4galt7","Th0"
2,"Mbtps1.1","Th0"
1,"Gale","Th0"
1,"Armcx6.1","Th0"
1,"Mt1","Th0"
1,"Nusap1.2","Th0"
1,"Pold1","Th0"
2,"Fmo5.1","Th0"
2,"Spns1","Th0"
1,"Edem2.3","Th0"
2,"Grap2","Th0"
1,"Josd3","Th0"
1,"Hist1h4a","Th0"
2,"Arhgap15.2","Th0"
3,"Mtmr9","Th0"
2,"Fryl.1","Th0"
3,"Ppp2r1b.2","Th0"
1,"Arhgef6.1","Th0"
2,"Fchsd2","Th0"
1,"Hspa2.1","Th0"
2,"Tmem63a","Th0"
1,"Pigu","Th0"
1,"Ercc2.1","Th0"
2,"Trp53inp1.1","Th0"
1,"Pdlim2.2","Th0"
3,"Eif2s2","Th0"
1,"Rpl38.1","Th0"
1,"Cul7","Th0"
2,"Chd2","Th0"
1,"Gphn.1","Th0"
2,"Camk2g.1","Th0"
1,"Ccdc50","Th0"
2,"Dzip1","Th0"
1,"4631427C17Rik","Th0"
2,"Pkp3","Th0"
1,"Als2cr4.2","Th0"
1,"Paox.2","Th0"
2,"Sftpd","Th0"
1,"Rnf11.1","Th0"
2,"Atp5sl","Th0"
2,"6330442E10Rik.1","Th0"
1,"Lamp2","Th0"
1,"C730027P07Rik","Th0"
1,"Gstk1","Th0"
1,"Mcm4.1","Th0"
1,"Ifit2.1","Th0"
2,"Ranbp10","Th0"
2,"Trmu.1","Th0"
1,"Tiam1","Th0"
1,"Trex1","Th0"
3,"Slc10a3","Th0"
1,"Gtl3","Th0"
1,"Ttk","Th0"
1,"Gale.1","Th0"
1,"Unc119b.1","Th0"
3,"Ttll4","Th0"
3,"Igf1r","Th0"
3,"Dtwd1","Th0"
1,"Iqgap3.1","Th0"
3,"1110007L15Rik.1","Th0"
1,"0610037D15Rik","Th0"
1,"Casp4.2","Th0"
3,"Bccip.3","Th0"
1,"Naca","Th0"
3,"Wdr75.1","Th0"
2,"Dync1h1","Th0"
2,"Ep300.1","Th0"
1,"Kremen2","Th0"
1,"Hmgb2","Th0"
2,"Slc39a7","Th0"
2,"Atp11c.1","Th0"
3,"Myc.1","Th0"
3,"1810009A15Rik.1","Th0"
1,"Btbd14b.2","Th0"
3,"Psmd7","Th0"
3,"Cfdp1","Th0"
1,"Prr13","Th0"
3,"Rps27a","Th0"
3,"Sec61a1","Th0"
1,"F730047E07Rik.1","Th0"
3,"Lcp2.1","Th0"
1,"Fdps","Th0"
1,"Rad23b","Th0"
2,"Crbn.2","Th0"
2,"Ctdsp1.1","Th0"
3,"Jak2.2","Th0"
2,"Prf1","Th0"
2,"Add3.1","Th0"
1,"Hint2","Th0"
1,"Ankzf1.1","Th0"
1,"2610021K21Rik.1","Th0"
2,"Cnnm3","Th0"
3,"Mgll.1","Th0"
1,"Rpa2.1","Th0"
1,"Insig1.3","Th0"
1,"Ap1s1.1","Th0"
3,"Adarb1.1","Th0"
1,"Mthfd2","Th0"
2,"Scg5","Th0"
1,"Niban","Th0"
3,"Mettl1.2","Th0"
1,"Tspan4.1","Th0"
2,"Pdcd4.3","Th0"
2,"Tnrc6b.1","Th0"
2,"Fxyd5.2","Th0"
2,"Tia1.1","Th0"
1,"Ddef2.4","Th0"
3,"1200015F23Rik.1","Th0"
2,"Atg7","Th0"
3,"Phca.1","Th0"
2,"Flt3l","Th0"
2,"Fgf13.2","Th0"
1,"1700025K23Rik","Th0"
2,"Was","Th0"
3,"Prps1","Th0"
1,"Rpl13a","Th0"
2,"Epc1.2","Th0"
1,"Sccpdh","Th0"
3,"Crls1.2","Th0"
2,"Ypel5.1","Th0"
3,"Tmem65.2","Th0"
1,"Nudt8","Th0"
3,"Rai12.1","Th0"
2,"Arhgap29","Th0"
1,"Xdh","Th0"
1,"Dpagt1","Th0"
2,"Ets1","Th0"
2,"Gdi1.3","Th0"
2,"Arhgef1.2","Th0"
2,"2210012G02Rik.1","Th0"
3,"Ccdc95.1","Th0"
1,"Sla.2","Th0"
3,"Ncbp2.1","Th0"
1,"Sgol2","Th0"
2,"Trim11","Th0"
2,"Exdl2.2","Th0"
2,"Pps.1","Th0"
3,"Rrp9","Th0"
1,"Pi4k2b.1","Th0"
1,"St3gal1","Th0"
2,"Flcn.1","Th0"
2,"Gdi1.4","Th0"
2,"Rnasen.1","Th0"
1,"Ccdc50.1","Th0"
3,"Il15ra.1","Th0"
1,"Igfbp7.1","Th0"
2,"Hbp1","Th0"
2,"Sell","Th0"
3,"Dis3","Th0"
1,"1110012M11Rik","Th0"
3,"Gpatch4","Th0"
2,"Cnp","Th0"
2,"Hmg20a.1","Th0"
1,"Lgals9.2","Th0"
2,"Rbms2.3","Th0"
2,"3110056O03Rik","Th0"
2,"Rfesd.1","Th0"
3,"Kpna1","Th0"
3,"Mtap1s","Th0"
2,"2810021J22Rik.2","Th0"
3,"Aoc2.2","Th0"
2,"Tprgl","Th0"
1,"3110057O12Rik.1","Th0"
1,"Tmpo.2","Th0"
1,"Gstcd.2","Th0"
2,"Fryl.2","Th0"
2,"Tmie","Th0"
2,"Pik3cd.1","Th0"
3,"Cd320","Th0"
1,"Tcp1","Th0"
1,"Sod1","Th0"
1,"Churc1","Th0"
1,"Gbp6","Th0"
3,"Vkorc1l1.2","Th0"
1,"Cmtm4","Th0"
2,"Tbc1d2b.2","Th0"
2,"Traf3.1","Th0"
1,"Hist1h2bh","Th0"
3,"Ube2f.1","Th0"
2,"Usp12","Th0"
3,"Psmd8.1","Th0"
1,"2410022L05Rik","Th0"
1,"Fes","Th0"
1,"St3gal1.1","Th0"
1,"Cox6c","Th0"
2,"Tmc6.1","Th0"
2,"Enpp4","Th0"
2,"Tle4.2","Th0"
1,"4930547N16Rik","Th0"
3,"Srgn.1","Th0"
1,"Hist1h2ai.1","Th0"
3,"2410018M08Rik","Th0"
2,"Pus3","Th0"
3,"Ebna1bp2","Th0"
1,"Nicn1.1","Th0"
2,"Klhl6.1","Th0"
2,"Sh3glb2","Th0"
1,"Rps24.1","Th0"
2,"Hspbap1.1","Th0"
1,"Cct7","Th0"
1,"Dcxr.1","Th0"
1,"Oas1b","Th0"
3,"Dusp16","Th0"
3,"Rnmtl1","Th0"
3,"Pprc1","Th0"
3,"Eftud2.2","Th0"
3,"Gm129.2","Th0"
1,"Ganc.1","Th0"
1,"Kdelr3","Th0"
2,"Slc25a44","Th0"
3,"Mib1","Th0"
2,"Ttyh3","Th0"
3,"Chpf","Th0"
3,"Csnk1d.3","Th0"
3,"Ap2b1.2","Th0"
1,"Rps27a.1","Th0"
1,"Aldoc","Th0"
2,"Spag1.1","Th0"
3,"Bag4.1","Th0"
1,"Exoc2","Th0"
2,"Ncoa2.1","Th0"
1,"Ly6c1","Th0"
3,"Wdr18.1","Th0"
3,"Zdhhc13.1","Th0"
1,"4831426I19Rik.2","Th0"
3,"Srfbp1.1","Th0"
2,"Ganc.2","Th0"
3,"Cdk8.1","Th0"
1,"Ctla4","Th0"
2,"Myd116","Th0"
2,"Arhgap30.1","Th0"
1,"Gldc","Th0"
1,"Rsad2","Th0"
1,"2610027C15Rik.1","Th0"
3,"Mrpl20","Th0"
3,"Slc12a3.2","Th0"
2,"Zbtb9.1","Th0"
1,"Acsl3.2","Th0"
1,"Rrm2","Th0"
1,"Wdr78","Th0"
3,"Mrpl3.1","Th0"
2,"Slc46a3","Th0"
2,"Prlr.2","Th0"
3,"Rsc1a1","Th0"
1,"Cep72","Th0"
3,"Zdhhc6.2","Th0"
2,"Ppm1l.1","Th0"
2,"Pacsin1.2","Th0"
2,"Wars2.2","Th0"
1,"Hist1h4b.1","Th0"
1,"Pim2","Th0"
2,"4121402D02Rik.1","Th0"
1,"Brca2.2","Th0"
2,"Bcl2","Th0"
3,"Tsen2","Th0"
1,"Mbd4","Th0"
1,"Syngr2.2","Th0"
2,"Aes","Th0"
3,"Tdrkh.1","Th0"
2,"Zfp148.1","Th0"
1,"Chst12","Th0"
2,"Pecam1.1","Th0"
1,"Inppl1.1","Th0"
3,"Mmd","Th0"
2,"Unc45a","Th0"
1,"Gpsm2.1","Th0"
3,"Zfp296.1","Th0"
1,"LOC625360","Th0"
1,"Adfp","Th0"
1,"Hspd1.1","Th0"
2,"Dgkq.2","Th0"
2,"2900011O08Rik.1","Th0"
1,"E2f3","Th0"
1,"Mtap9.3","Th0"
1,"Naca.1","Th0"
2,"Trim21","Th0"
3,"Per2","Th0"
2,"Lbh","Th0"
2,"Car11","Th0"
2,"Socs1","Th0"
2,"Rreb1.2","Th0"
1,"Mtap6.2","Th0"
2,"Gpr65","Th0"
1,"Clcn3.2","Th0"
2,"Dapk1.2","Th0"
3,"Mmp13.2","Th0"
1,"Manba.1","Th0"
3,"Pes1","Th0"
2,"A630077B13Rik","Th0"
2,"Map3k14","Th0"
1,"Gbp1","Th0"
1,"Gabarapl1","Th0"
1,"Pgk1","Th0"
2,"Tbc1d2.4","Th0"
2,"Mapk11","Th0"
1,"Pdk3","Th0"
2,"Tox","Th0"
2,"LOC547323.1","Th0"
2,"Ccrk.3","Th0"
2,"Entpd4.1","Th0"
3,"Gabpa.2","Th0"
2,"Napsa.2","Th0"
1,"Hist1h3h.1","Th0"
2,"Btbd11.1","Th0"
2,"Rnf144a","Th0"
3,"Pelp1","Th0"
2,"Rnaset2b","Th0"
2,"Spsb1","Th0"
1,"Vamp3.1","Th0"
3,"Rai12.2","Th0"
1,"Mcm6.3","Th0"
3,"5730596K20Rik.3","Th0"
1,"Pgam1.1","Th0"
1,"Slc25a1","Th0"
3,"Lrpprc.1","Th0"
1,"Fut4","Th0"
2,"Cd72","Th0"
3,"Spcs3.1","Th0"
1,"Hist1h2be.1","Th0"
3,"Bid","Th0"
3,"Slc7a6","Th0"
2,"Trat1.1","Th0"
1,"Gde1.1","Th0"
3,"Snrpb.1","Th0"
3,"Ece1","Th0"
1,"Pard6a.1","Th0"
3,"Eea1.2","Th0"
3,"Smyd2.1","Th0"
1,"Alas1","Th0"
3,"Zfp36l1.2","Th0"
2,"Inpp5f.2","Th0"
1,"Pfn2.1","Th0"
2,"Pld4","Th0"
1,"Vdac3","Th0"
2,"Rnf167.3","Th0"
1,"Dhx58","Th0"
1,"Ogfrl1.1","Th0"
1,"Lta.1","Th0"
2,"Slc39a3.1","Th0"
2,"Lincr.2","Th0"
3,"Plaur","Th0"
1,"S100a11","Th0"
1,"Narf","Th0"
2,"Prkcz.2","Th0"
1,"Apbb1","Th0"
2,"Lyz","Th0"
1,"Retsat","Th0"
3,"Rcc1","Th0"
2,"Nsg2.1","Th0"
3,"Aatf","Th0"
1,"Uck2.1","Th0"
2,"0610031J06Rik.2","Th0"
3,"Dnajc2.1","Th0"
1,"Tmbim4","Th0"
2,"Prr14","Th0"
2,"Fyn.1","Th0"
2,"Rnase4","Th0"
1,"Oit3.1","Th0"
2,"Aqp9","Th0"
2,"Rasal1","Th0"
3,"Dph3.2","Th0"
2,"Cxcr3","Th0"
3,"Cox4nb.1","Th0"
1,"Eif4e2.1","Th0"
1,"Serpinb6b","Th0"
3,"Ampd2.1","Th0"
2,"Tbl1xr1.1","Th0"
1,"D2Ertd750e.2","Th0"
3,"Rpp25","Th0"
1,"Slco4a1.1","Th0"
2,"Vps37b","Th0"
1,"Nucb1.1","Th0"
2,"P2rx7.3","Th0"
2,"Mef2c.2","Th0"
1,"Cd226.2","Th0"
2,"Phf20l1","Th0"
1,"Scd2","Th0"
3,"Arl1","Th0"
1,"Atp5o.2","Th0"
3,"2610028A01Rik","Th0"
1,"Nsdhl.3","Th0"
1,"Irgm","Th0"
2,"Irf1.3","Th0"
1,"Hist1h2af.1","Th0"
1,"Tcp1.1","Th0"
2,"Fbxo27","Th0"
2,"Nfic.1","Th0"
1,"Pim1.1","Th0"
3,"Plaa","Th0"
1,"Zc3hc1.3","Th0"
2,"Alg1","Th0"
1,"Plac8","Th0"
2,"Rasgrp1.1","Th0"
2,"Fyco1","Th0"
1,"Fah","Th0"
1,"Vegfa.2","Th0"
2,"H2-Ab1.2","Th0"
1,"Arhgdig.1","Th0"
1,"Acadl.1","Th0"
1,"Esd.3","Th0"
2,"March2.1","Th0"
2,"Mett11d1","Th0"
1,"Jdp2","Th0"
2,"6430527G18Rik.1","Th0"
3,"Gcs1","Th0"
1,"Tap1","Th0"
2,"Pira3.1","Th0"
1,"Folr4.1","Th0"
3,"Hsp90aa1.2","Th0"
1,"Mre11a.1","Th0"
1,"Txn1","Th0"
3,"Mrpl11","Th0"
2,"Rgs14","Th0"
2,"Psmb10","Th0"
1,"Cova1","Th0"
2,"Arhgap9","Th0"
1,"Las1l.1","Th0"
2,"Slc25a45","Th0"
2,"Ear2.3","Th0"
1,"Odf2.2","Th0"
2,"A830007P12Rik","Th0"
3,"Slc29a1","Th0"
1,"Ccdc58","Th0"
2,"Adcy7","Th0"
2,"Aldh4a1","Th0"
1,"6720460F02Rik","Th0"
2,"Rdh5","Th0"
1,"Rras","Th0"
2,"Col23a1","Th0"
2,"Sema4b","Th0"
2,"Kcnh2.2","Th0"
2,"Ptpre.1","Th0"
3,"Tubb2c","Th0"
1,"Rnf11.2","Th0"
1,"a.1","Th0"
1,"Polk","Th0"
2,"Lime1","Th0"
1,"Plcxd1.2","Th0"
1,"Gstk1.1","Th0"
1,"Pqlc3.2","Th0"
1,"Lss","Th0"
2,"Snrk.3","Th0"
1,"Hirip3","Th0"
3,"Syncrip.2","Th0"
1,"Sdhb.2","Th0"
2,"Mbtps1.2","Th0"
2,"Arhgap25.2","Th0"
2,"Gata3","Th0"
1,"Plekhb2","Th0"
1,"4930455F23Rik","Th0"
1,"1700012G19Rik","Th0"
2,"Ssh2","Th0"
2,"Stx5a.1","Th0"
2,"Hist1h3f.1","Th0"
1,"Glipr2.2","Th0"
1,"Ccnd3.2","Th0"
3,"Ube2q2.2","Th0"
2,"Fgd2","Th0"
2,"Siah1a","Th0"
1,"Renbp","Th0"
1,"Traf6.3","Th0"
3,"Per2.2","Th0"
1,"Gbp5","Th0"
1,"Acn9","Th0"
1,"Vldlr.4","Th0"
2,"Ptpn22.1","Th0"
1,"Nkiras1.1","Th0"
2,"Cant1.1","Th0"
1,"Snrpd1","Th0"
1,"Emilin2","Th0"
1,"Apom","Th0"
1,"Prkca","Th0"
3,"Umps.2","Th0"
1,"Tctex1d2","Th0"
2,"Dyrk2.1","Th0"
1,"Tram1.1","Th0"
2,"Ccndbp1.1","Th0"
2,"Unc45a.1","Th0"
1,"Bub1b","Th0"
3,"Spryd4.1","Th0"
2,"Dmtf1.1","Th0"
3,"Gorasp2.3","Th0"
1,"Pold4","Th0"
1,"Ppm1k.2","Th0"
2,"Gnaz","Th0"
1,"Kctd17.1","Th0"
1,"1700113I22Rik.1","Th0"
1,"Lrp8.3","Th0"
3,"Bxdc2.1","Th0"
1,"Blm.3","Th0"
1,"Ccdc123.1","Th0"
1,"Tmco6.1","Th0"
3,"Ube2f.2","Th0"
2,"Msrb2.1","Th0"
1,"H1f0","Th0"
1,"Sass6","Th0"
1,"Ethe1","Th0"
2,"6430604K15Rik","Th0"
1,"Nde1.2","Th0"
1,"Amz2","Th0"
2,"Klhl21","Th0"
1,"Serpinb6a","Th0"
2,"Rreb1.3","Th0"
2,"Rassf2.2","Th0"
2,"Tgfbr2.2","Th0"
1,"Ifitm1.4","Th0"
1,"Etfa.1","Th0"
1,"Gm885","Th0"
2,"Folr4.2","Th0"
1,"P4ha2","Th0"
3,"Gadd45b.1","Th0"
3,"Rpo1-2","Th0"
2,"C87436.1","Th0"
2,"Traf5.1","Th0"
3,"Piwil2","Th0"
3,"Il4i1","Th0"
1,"Pim2.1","Th0"
1,"Gyg.1","Th0"
3,"Mybbp1a.1","Th0"
2,"Ets1.1","Th0"
3,"Samsn1.1","Th0"
1,"Fzd7","Th0"
1,"1700047I17Rik1","Th0"
1,"Chek2.1","Th0"
3,"Oprs1.1","Th0"
1,"Etfa.2","Th0"
3,"Ube2cbp","Th0"
2,"Sesn1.2","Th0"
2,"H2afj.1","Th0"
1,"Ccne2","Th0"
3,"Setd8.2","Th0"
1,"Atp5a1","Th0"
3,"2310008H09Rik.1","Th0"
3,"Eif5a.1","Th0"
1,"Cldn12","Th0"
2,"Man2a2.2","Th0"
2,"Pou6f1","Th0"
1,"Pigp.2","Th0"
1,"Hbegf","Th0"
2,"4930432O21Rik","Th0"
2,"Vps13a.2","Th0"
1,"Hist1h2bj","Th0"
1,"Birc2.2","Th0"
3,"Wdr5","Th0"
2,"Scml4","Th0"
3,"5630401D24Rik.4","Th0"
3,"Klhdc4.1","Th0"
2,"Ric8b.1","Th0"
1,"Nphp4","Th0"
3,"Leo1","Th0"
1,"Orc6l","Th0"
1,"Cdc2a.1","Th0"
1,"Abi2.3","Th0"
3,"Polr3h","Th0"
1,"Adam9","Th0"
1,"Arrdc4","Th0"
1,"Slc25a1.1","Th0"
1,"Eed","Th0"
2,"Pbx2.2","Th0"
2,"Lhfpl3.1","Th0"
2,"Ap4s1","Th0"
2,"Mylc2b.2","Th0"
2,"AI316807","Th0"
2,"Map2k6.2","Th0"
1,"Hist1h2ab","Th0"
1,"Ipp","Th0"
2,"Faah.1","Th0"
1,"Tmpo.3","Th0"
2,"Il6ra.2","Th0"
1,"Tmem53.2","Th0"
2,"Scp2.3","Th0"
1,"Clcn3.3","Th0"
3,"Lyar","Th0"
1,"Cenpl.1","Th0"
2,"Smarce1.1","Th0"
2,"Ndor1.3","Th0"
3,"Phf6.1","Th0"
2,"Hbb-b1.3","Th0"
2,"Tprgl.1","Th0"
3,"Lmnb2","Th0"
3,"Prpf19.1","Th0"
2,"Bcl11b.2","Th0"
2,"Pld3.1","Th0"
2,"Farsa","Th0"
1,"Rdbp.2","Th0"
2,"N6amt1","Th0"
3,"Timm10","Th0"
3,"Prpf38a.3","Th0"
2,"Wdr45","Th0"
3,"Nap1l1.1","Th0"
1,"Tpi1.2","Th0"
3,"Ahsa1","Th0"
2,"Mum1","Th0"
3,"AU022252.1","Th0"
1,"Wdr67","Th0"
1,"Ruvbl1.1","Th0"
1,"Elk3.1","Th0"
2,"1110003E01Rik","Th0"
1,"Cenpi","Th0"
1,"9530068E07Rik.1","Th0"
2,"Usp28","Th0"
2,"Lasp1.2","Th0"
2,"Iqgap2.1","Th0"
2,"Cd74.1","Th0"
2,"Tbx6.1","Th0"
3,"Rai12.3","Th0"
3,"Ubqln4","Th0"
1,"Mcm4.2","Th0"
1,"Plscr1.1","Th0"
2,"Taf9b.1","Th0"
3,"Memo1","Th0"
1,"C230078M08Rik","Th0"
2,"Aldh3a2","Th0"
1,"Msr2","Th0"
2,"Ikbke","Th0"
1,"Rbm43","Th0"
1,"1500032D16Rik.1","Th0"
3,"Tagap.2","Th0"
2,"Rab33b","Th0"
2,"Rasgrp2.2","Th0"
2,"Lonp2","Th0"
1,"Gemin6.2","Th0"
2,"Ubash3a","Th0"
1,"Crabp2","Th0"
1,"Dusp19","Th0"
2,"Gltp","Th0"
1,"Dapk2.1","Th0"
3,"St6galnac6.2","Th0"
2,"Abr.3","Th0"
2,"Ddx17.3","Th0"
1,"BC016495","Th0"
1,"Il24","Th0"
2,"Lyrm2.1","Th0"
1,"Adamtsl5","Th0"
2,"Rnf167.4","Th0"
1,"Nup133.1","Th0"
1,"Ak3l1","Th0"
2,"Rnpepl1","Th0"
3,"Alg9.1","Th0"
1,"Ncaph","Th0"
2,"Dock8.1","Th0"
1,"Nagk.3","Th0"
3,"Hccs.1","Th0"
2,"Klk8","Th0"
2,"Dyrk1b.2","Th0"
2,"Klhdc1.2","Th0"
3,"Mki67ip","Th0"
2,"Xkrx","Th0"
2,"Armcx2","Th0"
3,"Id1","Th0"
2,"Acss1","Th0"
2,"Arsa","Th0"
3,"Slc5a6","Th0"
2,"Zfp36","Th0"
2,"Dennd1c","Th0"
1,"Cenpb","Th0"
1,"Nat5.2","Th0"
1,"2410017P07Rik","Th0"
2,"Siglech.1","Th0"
3,"Gtf2e1","Th0"
2,"Tbxa2r.1","Th0"
1,"Mcm5","Th0"
3,"Dusp16.1","Th0"
1,"Abcd1","Th0"
1,"Snrpd1.1","Th0"
1,"Stat2","Th0"
1,"Prr11","Th0"
1,"Ptprs.4","Th0"
1,"Cmtm4.1","Th0"
3,"Freq.1","Th0"
3,"Prmt7.2","Th0"
3,"Apex1","Th0"
2,"Dirc2","Th0"
2,"Cyp2s1","Th0"
2,"Txnip.1","Th0"
1,"Sp100.1","Th0"
1,"Fnip1.3","Th0"
3,"Rpia","Th0"
3,"2410016O06Rik","Th0"
3,"Crem.2","Th0"
1,"Whsc1","Th0"
3,"Pi4k2b.3","Th0"
3,"Bxdc2.2","Th0"
1,"Cdkn2d","Th0"
3,"Tufm","Th0"
3,"Tnfsf14.2","Th0"
2,"Mbtps1.3","Th0"
1,"Ccdc18.1","Th0"
1,"E130303B06Rik","Th0"
1,"Pfkm.2","Th0"
1,"Tgm1","Th0"
3,"Atad3a","Th0"
2,"Stk17b","Th0"
2,"Rps15a","Th0"
3,"Frrs1","Th0"
2,"Slc9a3r1","Th0"
3,"Grhl1","Th0"
1,"Ccng2","Th0"
2,"Zmynd11","Th0"
3,"Scrib.2","Th0"
1,"Osm","Th0"
3,"BC046331","Th0"
1,"Tspo.2","Th0"
1,"Gcnt2.4","Th0"
2,"Mical1.2","Th0"
2,"H2-K1.1","Th0"
3,"Mtch2.1","Th0"
3,"Gtf2f2","Th0"
1,"Mns1","Th0"
3,"Rrp12","Th0"
1,"Arcn1","Th0"
1,"Plxnd1.1","Th0"
1,"Hsh2d","Th0"
3,"Thg1l","Th0"
2,"Tnrc6a.2","Th0"
1,"2410018G20Rik","Th0"
1,"0610009B22Rik","Th0"
3,"Ifng.1","Th0"
1,"Atm.1","Th0"
1,"Atp5e","Th0"
2,"Znrf1","Th0"
1,"Igtp","Th0"
1,"Ap1s1.2","Th0"
1,"Endod1","Th0"
2,"Foxp1","Th0"
2,"Mobkl2a.1","Th0"
2,"Tmem9b.1","Th0"
3,"Rrs1","Th0"
2,"Suv420h1.1","Th0"
2,"Foxp3.2","Th0"
1,"Hist2h2ac.1","Th0"
1,"Plekha8.1","Th0"
3,"Sdad1","Th0"
1,"Aurkb","Th0"
1,"Cox17","Th0"
1,"Pank1.1","Th0"
1,"Ltbp1.4","Th0"
2,"Zfp579","Th0"
2,"Zmynd11.1","Th0"
2,"Enc1","Th0"
1,"Syce2","Th0"
3,"Farsb.1","Th0"
1,"1110067D22Rik","Th0"
2,"Cd52","Th0"
2,"Atg2b.2","Th0"
3,"D17Wsu92e.2","Th0"
1,"Rem2","Th0"
1,"Mrps18c","Th0"
1,"Enoph1","Th0"
3,"Prpf40a.1","Th0"
2,"Peli1.1","Th0"
1,"Kif15.1","Th0"
2,"Snapc4","Th0"
3,"Nol1.2","Th0"
2,"Dnajc19.3","Th0"
3,"Drg2","Th0"
2,"Pttg1ip","Th0"
3,"Bop1","Th0"
2,"Pex11c.1","Th0"
1,"Gadd45g.1","Th0"
3,"Tarbp2.1","Th0"
2,"B3galt4.1","Th0"
2,"Eps15l1","Th0"
1,"Lamp2.1","Th0"
1,"Dhx58.1","Th0"
1,"Pafah1b3","Th0"
1,"Gbp6.1","Th0"
2,"Ears2","Th0"
1,"Tcf19","Th0"
1,"Dusp6.1","Th0"
2,"9030607L17Rik","Th0"
1,"Slc2a1","Th0"
1,"Ube2l6","Th0"
3,"Gmps","Th0"
1,"Trex1.1","Th0"
3,"Zhx2","Th0"
1,"Pcna","Th0"
3,"Prkrip1","Th0"
3,"Emd","Th0"
2,"Psmb10.1","Th0"
1,"Slc7a3.1","Th0"
1,"3000004C01Rik.2","Th0"
3,"Nars","Th0"
1,"LOC433632","Th0"
2,"Suv420h1.2","Th0"
2,"Brwd1.1","Th0"
1,"Mks1","Th0"
1,"Cyb5r1","Th0"
1,"Sdhd","Th0"
1,"Rfc4","Th0"
1,"Trip13","Th0"
3,"Nxt1.1","Th0"
1,"Gpi1","Th0"
1,"Kcnk5.2","Th0"
1,"Csf2","Th0"
2,"Lyrm2.2","Th0"
2,"Dock9.2","Th0"
3,"Pou2f2","Th0"
1,"Abhd4","Th0"
1,"Nup133.2","Th0"
1,"Jmjd6","Th0"
2,"Hexa","Th0"
3,"Ftsj3","Th0"
2,"Tnfrsf25.1","Th0"
2,"Thrap2","Th0"
2,"Lat2.1","Th0"
3,"Eef1d.3","Th0"
1,"Metap2.4","Th0"
2,"Atp2a3.2","Th0"
2,"Myst1","Th0"
3,"Heatr3.4","Th0"
1,"Pparg.2","Th0"
1,"Zcchc3.2","Th0"
3,"Adk.1","Th0"
2,"Als2cl.1","Th0"
2,"Zfyve27","Th0"
3,"Cldnd1","Th0"
3,"Tbx21","Th0"
2,"1110013L07Rik.1","Th0"
3,"Prmt5.1","Th0"
2,"Taok1.2","Th0"
1,"Pmm1.1","Th0"
1,"Dusp14","Th0"
2,"Pon2","Th0"
2,"2210021J22Rik","Th0"
1,"Itih5.1","Th0"
1,"Mrpl49.3","Th0"
1,"Lmnb1.1","Th0"
2,"Zfhx2.1","Th0"
1,"Ryk.1","Th0"
3,"Gemin4.1","Th0"
2,"Hist1h2bc.1","Th0"
1,"Igsf9","Th0"
1,"Il15ra.2","Th0"
1,"Rrm1","Th0"
1,"2310005E10Rik.1","Th0"
2,"Armc8.4","Th0"
2,"Galnt10.2","Th0"
2,"Anks3.2","Th0"
1,"Gtf3c5.2","Th0"
2,"Kif1b.5","Th0"
1,"Hist4h4.1","Th0"
1,"Rabgap1l.2","Th0"
2,"Tha1","Th0"
3,"Rrp1b","Th0"
1,"Gsg2","Th0"
1,"Sc4mol","Th0"
3,"Polr3b","Th0"
3,"Seh1l.3","Th0"
1,"Gpld1","Th0"
1,"Pus10.3","Th0"
3,"Fosb","Th0"
2,"Adi1","Th0"
1,"6030408C04Rik.2","Th0"
1,"Bcl2.1","Th0"
2,"ENSMUSG00000053178","Th0"
2,"Armc7","Th0"
2,"Nme3","Th0"
1,"Sil1","Th0"
2,"Elmo1.10","Th0"
3,"Uchl3","Th0"
1,"Tipin.2","Th0"
1,"Sqle.1","Th0"
2,"BC037034","Th0"
1,"Nmral1","Th0"
2,"Ppp3ca.2","Th0"
3,"Ece1.1","Th0"
3,"Nubp1.1","Th0"
2,"Lgals4.1","Th0"
2,"Paqr7","Th0"
2,"Parp3","Th0"
2,"Fbxl12.3","Th0"
3,"Gramd1b","Th0"
2,"Hsdl1","Th0"
1,"Cdca8.1","Th0"
2,"H2-D1.1","Th0"
2,"Arid4b.1","Th0"
2,"Arl4c","Th0"
2,"Vamp2","Th0"
3,"Exosc4","Th0"
