"ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"IRF_Q6" "IRF_Q6" "IRF_Q6" "16/82" "165/7293" 2.60535358982562e-11 1.12551275080467e-08 1.12441575981948e-08 "Armcx6/Ddx60/Ifit2/Cd80/Parp12/Tlr7/Zbp1/Bst2/Rtp4/Irf9/Cxcl10/Adora3/Ifi35/Trim21/Ube2l6/Eomes" 16
"ISRE_01" "ISRE_01" "ISRE_01" "15/82" "163/7293" 2.48092773715106e-10 5.3588039122463e-08 5.35358090648387e-08 "Armcx6/Ddx60/Ifit2/Ifit3/Tlr7/Usp18/Zbp1/Bst2/Ddx58/Rtp4/Irf9/Cxcl10/Ifih1/Trim21/Mef2c" 15
"STTTCRNTTT_IRF_Q6" "STTTCRNTTT_IRF_Q6" "STTTCRNTTT_IRF_Q6" "11/82" "129/7293" 1.66685367891227e-07 2.2381793290897e-05 2.2359978677553e-05 "Lgals3bp/Ifit2/Ifit3/Usp18/Zbp1/Casp1/Bst2/Ddx58/Cxcl10/Trim21/Tap1" 11
"IRF7_01" "IRF7_01" "IRF7_01" "12/82" "162/7293" 2.07238826767565e-07 2.2381793290897e-05 2.2359978677553e-05 "Armcx6/Ddx60/Lgals3bp/Oasl1/Ifit2/Parp12/Usp18/Bst2/Ddx58/Cxcl10/Trim21/Tap1" 12
"ICSBP_Q6" "ICSBP_Q6" "ICSBP_Q6" "11/82" "166/7293" 2.11149554640533e-06 0.000182433215209421 0.000182255405058144 "Armcx6/Atp10a/Ifit3/Parp12/Tlr7/Usp18/Zbp1/Bst2/Ifi35/Ifih1/Tap1" 11
"IRF1_01" "IRF1_01" "IRF1_01" "8/82" "154/7293" 0.00031276110534062 0.0225187995845246 0.0224968514367814 "Usp18/Bst2/Ddx58/Irf9/Cxcl10/Trim21/Tap1/Gata3" 8
"IRF2_01" "IRF2_01" "IRF2_01" "5/82" "85/7293" 0.00258030392102071 0.159241613411564 0.159086407160675 "Usp18/Bst2/Ddx58/Cxcl10/Tap1" 5
"FOXJ2_01" "FOXJ2_01" "FOXJ2_01" "5/82" "109/7293" 0.00745662748382796 0.348104694698062 0.347765411369896 "Id2/Sln/Mef2c/Gnaz/Id1" 5
"HFH4_01" "HFH4_01" "HFH4_01" "5/82" "111/7293" 0.008039287300074 0.348104694698062 0.347765411369896 "Id2/Mef2c/Gnaz/Id1/Pparg" 5
"CEBPB_02" "CEBPB_02" "CEBPB_02" "6/82" "158/7293" 0.00849607119727834 0.348104694698062 0.347765411369896 "Efna5/Timd2/Serpinf1/Rexo2/Aqp9/Pparg" 6
"TTCYNRGAA_STAT5B_01" "TTCYNRGAA_STAT5B_01" "TTCYNRGAA_STAT5B_01" "7/82" "209/7293" 0.00886377694833028 0.348104694698062 0.347765411369896 "Trim25/Batf/Tlr7/Tspan6/Irf9/Nkg7/Dbndd2" 7
"HNF3ALPHA_Q6" "HNF3ALPHA_Q6" "HNF3ALPHA_Q6" "5/82" "120/7293" 0.011056225943403 0.398024133962507 0.397636196210107 "Sgk3/Stap1/Mef2c/Gnaz/Id1" 5
"RTAAACA_FREAC2_01" "RTAAACA_FREAC2_01" "RTAAACA_FREAC2_01" "12/82" "548/7293" 0.0187462467795855 0.622952200675458 0.62234503478786 "Id2/Mxra8/Marcks/Fgl2/Stap1/Nin/Edn1/Ifih1/Hsh2d/Clpx/Rgs1/Dbndd2" 12
"RTTTNNNYTGGM_UNKNOWN" "RTTTNNNYTGGM_UNKNOWN" "RTTTNNNYTGGM_UNKNOWN" "4/82" "93/7293" 0.0203589159690704 0.628217978474172 0.627605680249538 "Id2/Tspan6/Inpp5a/Fhit" 4
