"gs_name","gene_symbol"
"Stat1","Dennd1b"
"Stat1","Chchd3"
"Stat1","Zdhhc1"
"Stat1","Ppp2r5c"
"Stat1","Tob1"
"Stat1","Eif2b2"
"Stat1","Rars"
"Stat1","Dennd10"
"Stat1","Bcl2a1b"
"Stat1","Mrpl49"
"Stat1","Herc2"
"Stat1","Maco1"
"Stat1","Wbp1l"
"Stat1","Abcc10"
"Stat1","Eral1"
"Stat1","Mtor"
"Stat1","Kif1b"
"Stat1","Hmgcs1"
"Stat1","Ccndbp1"
"Stat1","Mtg2"
"Stat1","Lrmp"
"Stat1","S100a6"
"Stat1","Pstk"
"Stat1","Bod1"
"Stat1","Pdcd11"
"Stat1","Atp5md"
"Stat1","Klhl21"
"Stat1","Pdp1"
"Stat1","Gnai3"
"Stat1","Stx8"
"Stat1","Cfap52"
"Stat1","Nkiras2"
"Stat1","2210016L21Rik"
"Stat1","Stat6"
"Stat1","Tmem186"
"Stat1","Pmm2"
"Stat1","Msantd4"
"Stat1","Actb"
"Stat1","Slc2a9"
"Stat1","Btg1"
"Stat1","Prcp"
"Stat1","Dera"
"Stat1","Ddias"
"Stat1","Kdm2a"
"Stat1","Rpl37a"
"Stat1","Atxn3"
"Stat1","Pot1b"
"Stat1","Taf13"
"Stat1","Sac3d1"
"Stat1","C030006K11Rik"
"Stat1","Zbtb6"
"Stat1","Mcm5"
"Stat1","Yy1"
"Stat1","Smim11"
"Stat1","Pold1"
"Stat1","Csrnp1"
"Stat1","Elof1"
"Stat1","Rcc1"
"Stat1","Pop4"
"Stat1","Vps35l"
"Stat1","Mga"
"Stat1","Iars"
"Stat1","Vps50"
"Stat1","Ints9"
"Stat1","Ints6"
"Stat1","Hmbox1"
"Stat1","Map2k2"
"Stat1","Hnrnpab"
"Stat1","Commd9"
"Stat1","Zcchc8"
"Stat1","Rexo2"
"Stat1","Il18r1"
"Stat1","Srcap"
"Stat1","Mphosph9"
"Stat1","Dgkz"
"Stat1","2810006K23Rik"
"Stat1","Ate1"
"Stat1","Polr2h"
"Stat1","Ing1"
"Stat1","Dnajb4"
"Stat1","Anp32e"
"Stat1","Slc7a1"
"Stat1","Hsph1"
"Stat1","Anxa5"
"Stat1","1810062G17Rik"
"Stat1","Tatdn1"
"Stat1","Ndufb9"
"Stat1","Selenos"
"Stat1","Nucb1"
"Stat1","Gpam"
"Stat1","Impact"
"Stat1","Ankrd13d"
"Stat1","Myo1c"
"Stat1","Gtdc1"
"Stat1","Slu7"
"Stat1","Abcb8"
"Stat1","Pabpn1"
"Stat1","Dlat"
"Stat1","Zbtb37"
"Stat1","Oacyl"
"Stat1","Alg9"
"Stat1","Sec61b"
"Stat1","Alg2"
"Stat1","Sfpq"
"Stat1","Gpr108"
"Stat1","Fam120b"
"Stat1","Shmt1"
"Stat1","Bin3"
"Stat1","Bfar"
"Stat1","Phkg2"
"Stat1","Bcl2a1d"
"Stat1","Nop16"
"Stat1","Higd2a"
"Stat1","Pbrm1"
"Stat1","Rpl36a"
"Stat1","Zbtb49"
"Stat1","Lyar"
"Stat1","Chtop"
"Stat1","Zfp827"
"Stat1","Tmem106b"
"Stat1","Tmed9"
"Stat1","Fbxo6"
"Stat1","Pfn4"
"Stat1","Bzw2"
"Stat1","Ankmy2"
"Stat1","Tnfsf14"
"Stat1","Shq1"
"Stat1","Atp2c1"
"Stat1","Drosha"
"Stat1","6030458C11Rik"
"Stat1","2310039H08Rik"
"Stat1","Mrps22"
"Stat1","Atp5j2"
"Stat1","Rsf1"
"Stat1","Gba"
"Stat1","Aamdc"
"Stat1","Rab30"
"Stat1","Spg7"
"Stat1","Slfn3"
"Stat1","Fbf1"
"Stat1","Faap100"
"Stat1","9530068E07Rik"
"Stat1","Tnf"
"Stat1","Zmat2"
"Stat1","Ccdc167"
"Stat1","Rbm33"
"Stat1","Upf3a"
"Stat1","Scyl2"
"Stat1","Gpr107"
"Stat1","Zfp712"
"Stat1","Rnaseh1"
"Stat1","Eif4ebp2"
"Stat1","Ttll11"
"Stat1","Smim7"
"Stat1","Olfml3"
"Stat1","Mbip"
"Stat1","Urb2"
"Stat1","Taf5l"
"Stat1","Ppp1r10"
"Stat1","Hsd17b12"
"Stat1","Rps13"
"Stat1","Tfrc"
"Stat1","Ahcyl2"
"Stat1","Slc25a46"
"Stat1","Setd5"
"Stat1","Coq5"
"Stat1","Med24"
"Stat1","Tuba1b"
"Stat1","Pogz"
"Stat1","Tmem69"
"Stat1","Ctc1"
"Stat1","Trappc5"
"Stat1","Pnisr"
"Stat1","Mlf2"
"Stat1","Nedd9"
"Stat1","Cdkl3"
"Stat1","Enkd1"
"Stat1","4933405L10Rik"
"Stat1","Prune1"
"Stat1","Ndrg1"
"Stat1","Tbc1d9b"
"Stat1","Ttc41"
"Stat1","Bcl2l11"
"Stat1","Letm2"
"Stat1","Mrps28"
"Stat1","Sars"
"Stat1","Rab13"
"Stat1","Bicd2"
"Stat1","Celsr3"
"Stat1","Tmco4"
"Stat1","Sh2b1"
"Stat1","Slc38a10"
"Stat1","Rpl6"
"Stat1","Glul"
"Stat1","Otud3"
"Stat1","Wbp2"
"Stat1","Ndufc1"
"Stat1","Tube1"
"Stat1","Fam229b"
"Stat1","Rcor1"
"Stat1","Nploc4"
"Stat1","Klf10"
"Stat1","Wdr3"
"Stat1","Dusp2"
"Stat1","Ptpru"
"Stat1","Cdc5l"
"Stat1","Ccdc114"
"Stat1","Bbs1"
"Stat1","Ccdc110"
"Stat1","Sirt2"
"Stat1","Nfkbib"
"Stat1","Clcn2"
"Stat1","Prpf38b"
"Stat1","Akap11"
"Stat1","Synj2bp"
"Stat1","Gm20498"
"Stat1","Fth1"
"Stat1","Cc2d1a"
"Stat1","4930432K21Rik"
"Stat1","Rpl28"
"Stat1","Ugp2"
"Stat1","Elp1"
"Stat1","Abitram"
"Stat1","Mtif3"
"Stat1","Dyrk1b"
"Stat1","Slc25a51"
"Stat1","Ptpn4"
"Stat1","Ppp2r5a"
"Stat1","Rad54l"
"Stat1","Pfdn2"
"Stat1","Nit1"
"Stat1","Atxn1l"
"Stat1","Pip5k1a"
"Stat1","Ccin"
"Stat1","Ncl"
"Stat1","Slc2a4"
"Stat1","Scnm1"
"Stat1","S1pr2"
"Stat1","Lysmd1"
"Stat1","Eid2b"
"Stat1","Sppl2b"
"Stat1","Snip1"
"Stat1","Mmachc"
"Stat1","Lsm7"
"Stat1","Dnali1"
"Stat1","Ccdc163"
"Stat1","Srprb"
"Stat1","Stk11"
"Stat1","Metap1d"
"Stat1","Yif1a"
"Stat1","Ppdpf"
"Stat1","Ogfod2"
"Stat1","Ccdc38"
"Stat1","Amdhd1"
"Stat1","Pomk"
"Stat1","Kpna6"
"Stat1","Mad2l2"
"Stat1","Dapk3"
"Stat1","Sco2"
"Stat1","Rtca"
"Stat1","Poc1b"
"Stat1","Mrpl28"
"Stat1","Rnft1"
"Stat1","Jagn1"
"Stat1","Ube3a"
"Stat1","Zfp800"
"Stat1","Lactb2"
"Stat1","Ngrn"
"Stat1","Npm1"
"Stat1","Rnf20"
"Stat1","Abr"
"Stat1","Prelid2"
"Stat1","Ppcdc"
"Stat1","Ralgapa1"
"Stat1","Dync1i2"
"Stat1","Ier5"
"Stat1","Coa7"
"Stat1","Pacc1"
"Stat1","Bnip1"
"Stat1","Hdhd2"
"Stat1","Poll"
"Stat1","Hoga1"
"Stat1","Dpcd"
"Stat1","Tra2a"
"Stat1","Rplp1"
"Stat1","Plk3"
"Stat1","Ticrr"
"Stat1","Rae1"
"Stat1","Mrps18b"
"Stat1","1110051M20Rik"
"Stat1","Pcnt"
"Stat1","Ankzf1"
"Stat1","Trub1"
"Stat1","Nek1"
"Stat1","Cog7"
"Stat1","Ndufb10"
"Stat1","Spry1"
"Stat1","Pcbd2"
"Stat1","Rabac1"
"Stat1","Dhps"
"Stat1","Neu1"
"Stat1","Hscb"
"Stat1","Chek2"
"Stat1","Pex7"
"Stat1","Caskin2"
"Stat1","Zfp790"
"Stat1","Trpv2"
"Stat1","Zcchc9"
"Stat1","Mcat"
"Stat1","D3Ertd751e"
"Stat1","Amd2"
"Stat1","Amd1"
"Stat1","Fbl"
"Stat1","Sik2"
"Stat1","Dffa"
"Stat1","Tmem131"
"Stat1","Taf1d"
"Stat1","4931406C07Rik"
"Stat1","Samm50"
"Stat1","Rnaseh2c"
"Stat1","Mrpl38"
"Stat1","Mxi1"
"Stat1","Hspbp1"
"Stat1","Gnl2"
"Stat1","Rhot2"
"Stat1","Kyat1"
"Stat1","Zbtb9"
"Stat1","Zfp110"
"Stat1","Arhgap45"
"Stat1","Ssh2"
"Stat1","Plekhb1"
"Stat1","Clint1"
"Stat1","Rpl18a"
"Stat1","Higd1a"
"Stat1","Zfyve19"
"Stat1","Dnajc17"
"Stat1","Fbrsl1"
"Stat1","Tmem220"
"Stat1","Ciao2a"
"Stat1","Necap1"
"Stat1","Ppid"
"Stat1","Igsf11"
"Stat1","Tnks"
"Stat1","Ubap1"
"Stat1","Phf13"
"Stat1","Parpbp"
"Stat1","Nup37"
"Stat1","Fcor"
"Stat1","Nek7"
"Stat1","Ly9"
"Stat1","Zfp451"
"Stat1","Scap"
"Stat1","Aldoa"
"Stat1","Gm13277"
"Stat1","Vps41"
"Stat1","Minpp1"
"Stat1","Fbxw9"
"Stat1","Nipbl"
"Stat1","Piezo1"
"Stat1","Szrd1"
"Stat1","Naa20"
"Stat1","Hsp90b1"
"Stat1","Mafa"
"Stat1","Cwc22"
"Stat1","Mydgf"
"Stat1","Nacc1"
"Stat1","Bub1b"
"Stat1","Slc7a6"
"Stat1","Spc24"
"Stat1","U2af1l4"
"Stat1","Psenen"
"Stat1","Ufm1"
"Stat1","Il2ra"
"Stat1","Ogdh"
"Stat1","Kcnn4"
"Stat1","Rab3gap1"
"Stat1","Slc25a17"
"Stat1","Nubpl"
"Stat1","Xrra1"
"Stat1","Ttc21b"
"Stat1","Spcs2"
"Stat1","Rab5c"
"Stat1","Dpp3"
"Stat1","Mpp4"
"Stat1","Mindy1"
"Stat1","Atic"
"Stat1","Purg"
"Stat1","Add1"
"Stat1","Heca"
"Stat1","Coro2a"
"Stat1","Snx29"
"Stat1","Lrp12"
"Stat1","Rtn3"
"Stat1","Lin54"
"Stat1","Galnt4"
"Stat1","Fxr2"
"Stat1","Zswim9"
"Stat1","Lig1"
"Stat1","Txn1"
"Stat1","Myg1"
"Stat1","Usp39"
"Stat1","Prkaca"
"Stat1","Sirt4"
"Stat1","Erp29"
"Stat1","Tmem70"
"Stat1","Lbr"
"Stat1","Laptm4a"
"Stat1","Trmt12"
"Stat1","Ino80d"
"Stat1","Thumpd2"
"Stat1","Ube2v2"
"Stat1","Tia1"
"Stat1","Zfp764"
"Stat1","Mapk8ip3"
"Stat1","Wdr5b"
"Stat1","1110004F10Rik"
"Stat1","Snw1"
"Stat1","Gnptab"
"Stat1","Tmem11"
"Stat1","Mcph1"
"Stat1","Uqcc2"
"Stat1","Sh3bp5l"
"Stat1","Mettl16"
"Stat1","Nprl2"
"Stat1","Cyb561d2"
"Stat1","Acbd3"
"Stat1","Slc36a1"
"Stat1","Nkap"
"Stat1","Hnrnpa1"
"Stat1","Tuba1a"
"Stat1","Zbtb2"
"Stat1","Ephb6"
"Stat1","Dipk1a"
"Stat1","Mybbp1a"
"Stat1","Trim46"
"Stat1","Krtcap2"
"Stat1","Irf2bp1"
"Stat1","Taf6"
"Stat1","Cnpy4"
"Stat1","Lrrk1"
"Stat1","Ppfia4"
"Stat1","Flnb"
"Stat1","Ets2"
"Stat1","Kat2b"
"Stat1","Mafb"
"Stat1","Fastkd1"
"Stat1","Eif2s2"
"Stat1","4931428F04Rik"
"Stat1","Mtrf1l"
"Stat1","Cln8"
"Stat1","Chchd1"
"Stat1","Focad"
"Stat1","Chpf2"
"Stat1","Pcgf1"
"Stat1","Msl2"
"Stat1","Zfp81"
"Stat1","Tpp1"
"Stat1","Zswim1"
"Stat1","Zswim6"
"Stat1","Zfp106"
"Stat1","Zfp786"
"Stat1","Mfap3"
"Stat1","Fam114a2"
"Stat1","Osbpl11"
"Stat1","Rad51"
"Stat1","Pink1"
"Stat1","Zfp949"
"Stat1","Zc3h14"
"Stat1","Cep164"
"Stat1","Trmt61a"
"Stat1","AW209491"
"Stat1","Wipf2"
"Stat1","Hgh1"
"Stat1","Entpd6"
"Stat1","Tmem201"
"Stat1","Ralgapa2"
"Stat1","Dop1b"
"Stat1","Elp6"
"Stat1","Abhd14a"
"Stat1","Rpl10"
"Stat1","Tle3"
"Stat1","Tubb6"
"Stat1","Rnf4"
"Stat1","Tmem198"
"Stat1","Etfdh"
"Stat1","Chpf"
"Stat1","4930579G24Rik"
"Stat1","Clk4"
"Stat1","Zfp276"
"Stat1","Vps9d1"
"Stat1","LOC114841036"
"Stat1","Inpp1"
"Stat1","Fkbp2"
"Stat1","Abraxas2"
"Stat1","Agpat5"
"Stat1","Pdxdc1"
"Stat1","Mpv17l"
"Stat1","Cnih4"
"Stat1","Cd5"
"Stat1","Gse1"
"Stat1","Sel1l"
"Stat1","Synj2"
"Stat1","Rnf150"
"Stat1","Zfp780b"
"Stat1","Usp14"
"Stat1","Golga4"
"Stat1","Rrp36"
"Stat1","Snrpf"
"Stat1","Rnase4"
"Stat1","Ang"
"Stat1","Afmid"
"Stat1","Hdac10"
"Stat1","Kif20a"
"Stat1","Brd8"
"Stat1","Calr3"
"Stat1","1700030K09Rik"
"Stat1","Nedd4l"
"Stat1","Abhd14b"
"Stat1","Pxn"
"Stat1","Fh1"
"Stat1","Naxe"
"Stat1","Cd55"
"Stat1","Cabcoco1"
"Stat1","Eef1akmt1"
"Stat1","Ccr1l1"
"Stat1","Tubb4b"
"Stat1","Sufu"
"Stat1","Pggt1b"
"Stat1","Rilp"
"Stat1","Ext1"
"Stat1","Ciart"
"Stat1","Tex261"
"Stat1","Slc25a36"
"Stat1","Rad54b"
"Stat1","Ptprv"
"Stat1","Ptpn7"
"Stat1","Bmyc"
"Stat1","Zcwpw1"
"Stat1","Arhgap19"
"Stat1","Ulbp1"
"Stat1","Hacl1"
"Stat1","Btd"
"Stat1","Spr"
"Stat1","Nup188"
"Stat1","Dolk"
"Stat1","Hdhd3"
"Stat1","Gm45871"
"Stat1","Tbc1d10b"
"Stat1","Mylpf"
"Stat1","Gstp3"
"Stat1","Apoa2"
"Stat1","Zfp597"
"Stat1","Tmem164"
"Stat1","Klhdc2"
"Stat1","Ube2h"
"Stat1","Ivns1abp"
"Stat1","Os9"
"Stat1","Tlcd1"
"Stat1","Esrra"
"Stat1","Zfp169"
"Stat1","Dnajc27"
"Stat1","Zfp746"
"Stat1","Rpl7"
"Stat1","Eri3"
"Stat1","Nmnat3"
"Stat1","Med16"
"Stat1","Exosc2"
"Stat1","Nfe2"
"Stat1","Lipe"
"Stat1","Crnkl1"
"Stat1","Cfap61"
"Stat1","Commd4"
"Stat1","Hoxc5"
"Stat1","Plekhg2"
"Stat1","Rab37"
"Stat1","Rpp21"
"Stat1","Btbd19"
"Stat1","Cfdp1"
"Stat1","Hs1bp3"
"Stat1","Cdc14b"
"Stat1","Akap13"
"Stat1","Rps27rt"
"Stat1","Zfp788"
"Stat1","Zfp60"
"Stat1","Rps9"
"Stat1","Slc52a2"
"Stat1","Rab27a"
"Stat1","Fbxl6"
"Stat1","Rasa2"
"Stat1","Hmgb1"
"Stat1","Arrdc1"
"Stat1","Ppfia3"
"Stat1","Xndc1"
"Stat1","Rnf121"
"Stat1","Marchf7"
"Stat1","Il15ra"
"Stat1","Fam151b"
"Stat1","Ccdc63"
"Stat1","Idi1"
"Stat1","Slc9b2"
"Stat1","Mitf"
"Stat1","Hax1"
"Stat1","Prickle4"
"Stat1","Nr4a3"
"Stat1","Frs3"
"Stat1","Ap5b1"
"Stat1","Adat1"
"Stat1","Rpl8"
"Stat1","Ubap2"
"Stat1","Timm17b"
"Stat1","Pqbp1"
"Stat1","Dhx57"
"Stat1","Txndc16"
"Stat1","Gpr137c"
"Stat1","Tdrd3"
"Stat1","Zfp292"
"Stat1","Cdk6"
"Stat1","Ccdc166"
"Stat1","Knop1"
"Stat1","Iqck"
"Stat1","Rad9a"
"Stat1","Dld"
"Stat1","Cnnm2"
"Stat1","Ip6k1"
"Stat1","Inhbe"
"Stat1","Zfp281"
"Stat1","Tmem161a"
"Stat1","Appbp2"
"Stat1","Nhlrc1"
"Stat1","Edem3"
"Stat1","Lman2"
"Stat1","Tmem116"
"Stat1","Senp3"
"Stat1","Myc"
"Stat1","Sec11a"
"Stat1","Wdfy1"
"Stat1","Srp14"
"Stat1","Vegfa"
"Stat1","Papola"
"Stat1","Rab21"
"Stat1","Gm14325"
"Stat1","Brat1"
"Stat1","Cdh24"
"Stat1","Morn2"
"Stat1","Scnn1g"
"Stat1","Mtx1"
"Stat1","Gpr135"
"Stat1","Ankrd42"
"Stat1","Tbc1d12"
"Stat1","Tex22"
"Stat1","Actr1a"
"Stat1","Gpn2"
"Stat1","Oat"
"Stat1","Mllt1"
"Stat1","Dvl2"
"Stat1","Zfp420"
"Stat1","Wdr59"
"Stat1","Lat"
"Stat1","1810030O07Rik"
"Stat1","Gdpgp1"
"Stat1","Cib1"
"Stat1","Mob3b"
"Stat1","Josd1"
"Stat1","Fdps"
"Stat1","Zfp691"
"Stat1","Ssr3"
"Stat1","Gprasp1"
"Stat1","Armcx5"
"Stat1","Kif13b"
"Stat1","Zmym1"
"Stat1","Lss"
"Stat1","4430402I18Rik"
"Stat1","Il16"
"Stat1","Zfp61"
"Stat1","Zfp146"
"Stat1","Ehd3"
"Stat1","Dctn3"
"Stat1","Trim39"
"Stat1","Fpgs"
"Stat1","Sell"
"Stat1","Dusp19"
"Stat1","Zfp263"
"Stat1","Rasgrp1"
"Stat1","Ubr2"
"Stat1","Sumf2"
"Stat1","Rmnd5b"
"Stat1","Mks1"
"Stat1","Atf6b"
"Stat1","Ppp1r16b"
"Stat1","Ndufa2"
"Stat1","Ik"
"Stat1","Pak1"
"Stat1","Tmcc2"
"Stat1","Inka1"
"Stat1","E2f1"
"Stat1","Ccdc88b"
"Stat1","Tmem214"
"Stat1","Daam1"
"Stat1","Dmtn"
"Stat1","Ahsa1"
"Stat1","Ssr4"
"Stat1","Idh3g"
"Stat1","Ttc27"
"Stat1","Hspa4l"
"Stat1","Cst7"
"Stat1","4921507P07Rik"
"Stat1","Pitrm1"
"Stat1","Zmat5"
"Stat1","Uqcr10"
"Stat1","Decr2"
"Stat1","Ankrd12"
"Stat1","Tnfsf8"
"Stat1","Lpin3"
"Stat1","Myo1d"
"Stat1","Klf2"
"Stat1","Ndufaf6"
"Stat1","Rusf1"
"Stat1","Mtx3"
"Stat1","Pycrl"
"Stat1","Kazald1"
"Stat1","Mns1"
"Stat1","Dnajc12"
"Stat1","Kdm5b"
"Stat1","Grap"
"Stat1","Bax"
"Stat1","Zfp54"
"Stat1","Pus3"
"Stat1","Ddx25"
"Stat1","Nup43"
"Stat1","Cplane2"
"Stat1","Cfap54"
"Stat1","1700125H20Rik"
"Stat1","Thoc6"
"Stat1","Hcfc1r1"
"Stat1","Slc48a1"
"Stat1","Iqcc"
"Stat1","Sorcs2"
"Stat1","Fahd2a"
"Stat1","Cnot2"
"Stat1","Tspyl4"
"Stat1","Gnas"
"Stat1","Rpp40"
"Stat1","Foxd2"
"Stat1","Primpol"
"Stat1","Casp3"
"Stat1","Cmpk1"
"Stat1","Sult2b1"
"Stat1","Khk"
"Stat1","Nrarp"
"Stat1","Med15"
"Stat1","Itpkc"
"Stat1","Zfp248"
"Stat1","Ext2"
"Stat1","Map1lc3a"
"Stat1","Dact3"
"Stat1","Usp40"
"Stat1","Sertad1"
"Stat1","Ift172"
"Stat1","Zfp873"
"Stat1","Fam185a"
"Stat1","Ccdc146"
"Stat1","Metrnl"
"Stat1","Rps6ka2"
"Stat1","Flvcr2"
"Stat1","E430018J23Rik"
"Stat1","Ssr2"
"Stat1","Alkbh8"
"Stat1","Top2b"
"Stat1","Xpo7"
"Stat1","Ppa2"
"Stat1","Rbm12b1"
"Stat1","Ppil2"
"Stat1","Myrf"
"Stat1","Cercam"
"Stat1","Trip10"
"Stat1","Selenoi"
"Stat1","Ikbkb"
"Stat1","Foxo3"
"Stat1","Fbxo9"
"Stat1","Pik3r4"
"Stat1","Tmem245"
"Stat1","Dph2"
"Stat1","Nudt17"
"Stat1","Tusc2"
"Stat1","Fam91a1"
"Stat1","Fasn"
"Stat1","Npr1"
"Stat1","Bcl9l"
"Stat1","Fam234a"
"Stat1","Rbm12b2"
"Stat1","Vps26b"
"Stat1","Ncapd3"
"Stat1","Tnfrsf9"
"Stat1","2310009B15Rik"
"Stat1","Cenpj"
"Stat1","Mypop"
"Stat1","Angptl4"
"Stat1","Smyd3"
"Stat1","Plpp6"
"Stat1","Slc27a4"
"Stat1","Fam3a"
"Stat1","Mical3"
"Stat1","Nicn1"
"Stat1","Lpar5"
"Stat1","Tmem191c"
"Stat1","Slc25a19"
"Stat1","Rerg"
"Stat1","Pip5kl1"
"Stat1","Fxyd5"
"Stat1","Lingo1"
"Stat1","Rasgrp2"
"Stat1","Ikzf3"
"Stat1","Cop1"
"Stat1","Gprin3"
"Stat1","Scml4"
"Stat1","Nphp3"
"Stat1","Klhl7"
"Stat1","Tsr2"
"Stat1","Rbm4"
"Stat1","Oxld1"
"Stat1","Ccdc137"
"Stat1","Kdelr1"
"Stat1","Chst12"
"Stat1","Ppox"
"Stat1","Rgs2"
"Stat1","Slc37a1"
"Stat1","Sar1a"
"Stat1","Tox2"
"Stat1","Mrgpre"
"Stat1","Atp6v0b"
"Stat1","Fyn"
"Stat1","4930430F08Rik"
"Stat1","Rabgap1l"
"Stat1","Bcl6b"
"Stat1","Mrm2"
"Stat1","L3mbtl3"
"Stat1","Alkbh2"
"Stat1","Gng8"
"Stat1","Zfp273"
"Stat1","Ier2"
"Stat1","6430548M08Rik"
"Stat1","Slc29a2"
"Stat1","Thap11"
"Stat1","Ptger4"
"Stat1","Rnf43"
"Stat1","Trit1"
"Stat1","Rgs9"
"Stat1","Vav2"
"Stat1","Ell2"
"Stat1","Prim1"
"Stat1","Nsg2"
"Stat1","Tusc3"
"Stat1","Slc30a1"
"Stat1","Gstp1"
"Stat1","Lgi4"
"Stat1","Smyd5"
"Stat1","Zfp935"
"Stat1","Ovca2"
"Stat1","Gmnn"
"Stat1","Tsc2"
"Stat1","Nthl1"
"Stat1","Nek8"
"Stat1","Ccnb1"
"Stat1","Dand5"
"Stat1","4930451I11Rik"
"Stat1","Pde2a"
"Stat1","Gon4l"
"Stat1","Lrrc24"
"Stat1","Gzmb"
"Stat1","Strbp"
"Stat1","Cblc"
"Stat1","Dync2h1"
"Stat1","1700037H04Rik"
"Stat1","Kifc2"
"Stat1","Nr4a1"
"Stat1","Fadd"
"Stat1","Cisd2"
"Stat1","Map3k10"
"Stat1","Trmt1"
"Stat1","Setbp1"
"Stat1","Imp4"
"Stat1","Ccdc115"
"Stat1","Hace1"
"Stat1","Relt"
"Stat1","Fbxo32"
"Stat1","Psmc5"
"Stat1","Ftsj3"
"Stat1","Serpinb1a"
"Stat1","Rnf215"
"Stat1","Stxbp2"
"Stat1","Myl6"
"Stat1","St8sia4"
"Stat1","Zfp36"
"Stat1","Rnf113a1"
"Stat1","Ndufa1"
"Stat1","Taf6l"
"Stat1","AB010352"
"Stat1","F8a"
"Stat1","Amigo3"
"Stat1","Map9"
"Stat1","Ankle1"
"Stat1","Dclk1"
"Stat1","9130019O22Rik"
"Stat1","Xpa"
"Stat1","Hectd2"
"Stat1","B4galt3"
"Stat1","Dnajc15"
"Stat1","B3gnt3"
"Stat1","Itga3"
"Stat1","Tent5d"
"Stat1","2610002M06Rik"
"Stat1","Pou2f2"
"Stat1","Pcmtd2"
"Stat1","Bub3"
"Stat1","Aldh9a1"
"Stat1","Gpx8"
"Stat1","Slc2a1"
"Stat1","Carmil1"
"Stat1","Map2k6"
"Stat1","Tent5c"
"Stat1","Mfsd3"
"Stat1","Tnfsf11"
"Stat1","Ankrd2"
"Stat1","Bcl7a"
"Stat1","Nfkb1"
"Stat1","Nt5m"
"Stat1","Use1"
"Stat1","Thop1"
"Stat1","Mettl15"
"Stat1","Zbed5"
"Stat1","Inpp4b"
"Stat1","St8sia1"
"Stat1","Fabp5"
"Stat1","Cmas"
"Stat1","Qtrt1"
"Stat1","Rida"
"Stat1","Pop1"
"Stat1","Stmn1"
"Stat1","Syt8"
"Stat1","Pdcd2l"
"Stat1","Rrad"
"Stat1","Fbxo31"
"Stat1","1700025G04Rik"
"Stat1","5430403G16Rik"
"Stat1","Scgb1c1"
"Stat1","Zfp14"
"Stat1","Zfp157"
"Stat1","Mia3"
"Stat1","Thbs3"
"Stat1","Slc52a3"
"Stat1","Ddt"
"Stat1","Il2rb"
"Stat1","Myo18a"
"Stat1","Rac3"
"Stat1","Nek2"
"Stat1","Il2"
"Stat1","Tm7sf2"
"Stat1","Aanat"
"Stat1","Pde6d"
"Stat1","Gpr176"
"Stat1","Cops7b"
"Stat1","Zfp52"
"Stat1","Gm3336"
"Stat1","Ifng"
"Stat1","Dpp7"
"Stat1","H2-T23"
"Stat1","Cd28"
"Stat1","Cystm1"
"Stat1","Tcam1"
"Stat1","Dennd2d"
"Stat1","Arpp19"
"Stat1","Sez6l2"
"Stat1","Asphd1"
"Stat1","Cdk9"
"Stat1","Pdlim7"
"Stat1","Ccdc83"
"Stat1","Zfp182"
"Stat1","Cnmd"
"Stat1","Pex5"
"Stat1","Fosl2"
"Stat1","Kdm4a"
"Stat1","Gm20939"
"Stat1","Fam131b"
"Stat1","E2f2"
"Stat1","Dtx2"
"Stat1","Dpm3"
"Stat1","Mc5r"
"Stat1","Tmem95"
"Stat1","Palm"
"Stat1","Cep97"
"Stat1","Nop10"
"Stat1","Carmil2"
"Stat1","Islr2"
"Stat1","Zfp418"
"Stat1","Ramp1"
"Stat1","Adra2b"
"Stat1","Irf4"
"Stat1","Slc9a9"
"Stat1","Zfp329"
"Stat1","Zfp971"
"Stat1","Sgms2"
"Stat1","Rnf144a"
"Stat1","Cdh23"
"Stat1","Upk2"
"Stat1","Cstdc2"
"Stat1","Gprc5a"
"Stat1","Gh"
"Stat1","C1ql4"
"Stat1","Fnip1"
"Stat1","Slc37a2"
"Stat1","Ctxn1"
"Stat1","Gpr132"
"Stat1","Dnajb2"
"Stat1","2610301B20Rik"
"Stat1","Efnb2"
"Stat1","Spryd4"
"Stat1","Tulp4"
"Stat1","Sos2"
"Stat1","Mrpl36"
"Stat1","Myo7a"
"Stat1","Mycl"
"Stat1","Ecm1"
"Stat1","Tcp11"
"Stat1","Adprhl1"
"Stat1","Ninj1"
"Stat1","1110002E22Rik"
"Stat1","Arhgef17"
"Stat1","Pga5"
"Stat1","Cfap46"
"Stat1","Zeb1"
"Stat1","Tshr"
"Stat1","Bfsp2"
"Stat1","Acot11"
"Stat1","Tns1"
"Stat1","Rufy4"
"Stat1","Creg2"
"Stat1","Slco4a1"
"Stat1","Hrob"
"Stat1","Klrc3"
"Stat1","Fkbpl"
"Stat1","Olfr9"
"Stat1","Tnfrsf8"
"Stat1","Chrdl2"
"Stat1","Stum"
"Stat1","Slc12a4"
"Stat1","Macrod1"
"Stat1","Cdc20b"
"Stat1","Bdh2"
"Stat1","Itgb8"
"Stat1","Tnfaip8l2"
"Stat1","Trmt10b"
"Stat1","Srp72"
"Stat1","1700016K19Rik"
"Stat1","Tbata"
"Stat1","Kcnh4"
"Stat1","Gimap8"
"Stat1","Best2"
"Stat1","Kcnk7"
"Stat1","Hoxb5"
"Stat1","Zap70"
"Stat1","Ect2l"
"Stat1","Mro"
"Stat1","Dnhd1"
"Stat1","Pigz"
"Stat1","Pop5"
