"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","time","cell"
-22.0137189920269,70.9884534468501,-35.9732797859076,7.93041268305616,5.57755676244814,-3.93315222534428,1.42421715403094,-0.761663943501028,1.35928988138531,-1.21296727818741,0.795629140558858,-0.243996307685765,0.296566887286794,-0.334567856708779,0.168315986297179,0.257415643874042,-0.0670492115329942,-0.306208688925963,0.279570198048753,0.0482379567583651,0.07329752504686,-0.0683450197167366,-0.101358827840782,-0.00986473094692756,-0.124388973856446,-0.0772088338042818,-0.0327417931453314,0.000648933004568985,0.0345013248898663,0.0960310962851557,0.0218246909703986,0.0172552734324912,0.0402983469133748,-0.0173791880680318,-0.0228334853475241,-0.00415304199395323,-3.38405878873868e-14,1.08560106116218e-13,1.32080015869708e-14,1.349624092006e-14,0,"Th0"
-56.8558065768333,28.7795361618453,21.3971126963651,-19.8463558875159,9.90613918864014,7.45970939765024,8.32395948602707,7.30658018619666,2.46922280718867,6.54377791603981,-2.07854703032183,9.10684148339181,-7.71129332854629,-1.89862520570117,1.35189475708941,-0.249850221913095,5.41097718480032,2.72395986263327,-5.89526604729192,-0.70751333058712,-3.70020451077071,0.982629212523196,3.430584631749,-4.83184613042284,-0.0253198693498165,-3.63895491477491,-1.04707297072018,0.889745015642391,2.88129362667636,4.41126831792561,1.44430977348165,1.44920740978529,1.5674663844219,-2.24608444509174,2.21745585793436,-1.44623439314208,7.31086198524356e-14,3.1500680969937e-14,1.1802082748591e-14,1.58959479897003e-14,3,"Th0"
-63.4050478123493,-6.18597077883691,13.0344710130806,3.97584012930147,-5.7752981655129,-6.97794825539038,-16.8064679021442,5.07135088261086,1.22891692323955,-6.02755343095717,-0.57529403581108,5.26253436869687,-5.92119980841677,-2.48965004846343,3.8971822059927,0.531434048470524,0.0710494104031685,1.80437014891513,2.52336541960625,-1.26193452139661,-2.28332448845679,3.00732644972627,-0.903625058984503,5.78255849826873,4.77765010266635,0.320029452095926,2.50347857911666,-2.56314261665765,-1.08928247780392,3.87514001728676,2.33637172066802,-2.11270123278206,0.505333167476764,-1.85590088519485,-5.94520672665093,1.25866757057357,-1.85239193775666e-14,-1.82626266539976e-14,-5.00012357906865e-15,-3.29507336130005e-15,6,"Th0"
-49.0770880695814,-22.7343258945977,0.465046399008077,18.4616806686014,-14.6276966018659,-3.68769014408129,0.805977459802204,9.73378387610725,0.0225545528514943,10.3702476912255,-15.5919495678044,-4.33420459875627,4.9321590331256,-2.19364942738039,1.93573786533204,-3.90702545817777,4.24999997659389,-9.85561491733886,3.3877671384742,1.10612008735257,0.831773594786718,3.02966958774383,4.36216882063976,-2.83607664849424,3.60706804382539,-2.7594286789329,-1.85250829272326,0.62808258458693,-1.57918066303337,-1.56336468874764,-0.765367926362964,-0.207713240392197,-0.817688803917532,1.05212749771869,-1.0001267884976,-0.501859159424192,1.26172564150068e-13,-5.64558843467802e-14,-1.04619546532903e-14,-4.25936234999219e-15,12,"Th0"
-9.38907541099636,-47.7228264009898,-20.5343979716764,3.50450579779578,3.30194834822906,16.2870853546685,-2.67546819240314,6.14884346636095,5.99212338009921,4.93116464346112,-1.64128019593783,4.33961291301473,-1.92314640683665,0.574120269543905,1.37888006915491,-2.53329185217908,-7.17322802291295,4.84593103098569,8.72293836982038,2.98965992745897,-4.9178126994986,0.593601347550348,-3.7416682371818,-1.42409635850381,-3.40642608064347,0.132597116241942,-5.56911876032305,0.269976369541549,-2.76384378872589,2.80175300184394,-1.80372408209476,1.40383038655379,-2.4677388095102,0.65039640612739,0.0492113007143625,-0.798995382273353,1.46302105629922e-14,4.16780461054769e-14,-3.74098538605261e-15,-1.15409361382054e-15,24,"Th0"
5.7160126899671,-41.1385119189098,-18.0033235787749,-14.9463054638689,3.96129867229272,1.33583603236254,-2.66783567917439,11.5603849616296,6.01468825872035,-1.72466533243221,5.8943242712157,-1.21582767412286,-4.33713792189861,-5.61768041860624,-6.38208218807334,3.5503110314794,-8.30902718515436,0.0875480231774608,-0.665320906313608,-0.0489328919407939,-1.96756281322077,2.37429365186777,1.11145697585,-2.14325509966366,1.05923494905155,-3.62245558091116,2.00339073479738,0.240969808975764,-1.61517063809593,-6.67491094659575,3.659433614512,-3.39484997920663,3.52670744069697,0.911753267058053,0.532140726542233,-1.40062990515008,-7.67953409197553e-14,-7.03647209943092e-14,-2.55622346206907e-15,6.50844658318917e-15,35,"Th0"
27.8335097305997,-23.5897565868283,-10.1133047367795,-24.5403617459631,-0.821058588675027,-16.5424176398783,1.8592142928351,15.8463124720468,1.01644455013318,-1.68549288486697,2.3127408960793,-3.63416428467996,3.81579912822497,3.45142138599453,2.25643287619011,-7.12580201453805,-6.42794011330551,0.674269147725668,-6.46943985789416,2.1261163574865,6.40986531923446,1.19424666891471,-1.61883380079286,0.404210359250579,-0.64522791546175,-4.50378097595373,1.02720005167448,-3.12942538998615,-0.402454438715625,2.26639499901319,-2.70643629150427,2.34246170692272,-2.22946641238638,-2.44680776993221,-0.632529467827201,0.686443357307866,3.31292610532274e-14,1.23304280197703e-14,-4.5609674891034e-16,-8.60102030355724e-16,48,"Th0"
47.7216085048929,7.39975300134463,-8.2198198235406,-12.7954723490356,-19.4684433897965,1.18136107346751,-5.12149038028341,1.92070748868723,-15.45253579719,8.48293925686353,9.218787545183,-1.94024572217533,-4.47398313987356,-1.25086489703673,-0.302972482832213,-4.45440355312769,-0.0387475068555268,-2.65074177490606,-4.01308766048094,3.39422619712263,-0.374448193215736,-1.20904449222912,-3.27526010032851,0.0795767674577703,4.59470514268229,2.86931588503938,-5.85232789339406,0.791567544212754,2.33656583244879,1.97814483908024,0.231877008139494,-2.1079576782438,3.07345285810271,4.03297249617352,-0.411035364744249,0.716050873269765,-7.67255182998472e-14,8.42045617260867e-15,2.06198990174156e-14,-2.72603069810399e-15,73,"Th0"
46.2601810032356,17.8201455167603,-3.50790357754691,-8.31328559462243,-22.5457237569117,9.04687415386626,-7.70718608666181,4.39375755034138,-14.1004966858196,1.15006442182639,6.23351642259026,0.680458454026394,4.02285278796319,-4.71970422091671,-2.92488012617727,-2.12765924212805,5.011906516234,-0.943527634955238,-0.73952785245178,-0.00350292390385462,-4.16886574072397,4.82359409317409,1.50036388084545,-0.811850792457242,-4.15087478978186,4.19334118455121,1.47893590377202,-2.20245264409678,-1.62765424450315,-2.52053661608461,1.30367228456743,0.922073063559602,-3.8933697906062,-5.25495087638305,0.290269327766247,-0.490367449510999,7.06948605558311e-14,-1.79085804345724e-14,-3.97034835564192e-15,3.14989360820656e-15,96,"Th0"
49.7828547770036,19.7778045826048,-0.305097125816268,-3.53855381599632,-23.2470665908582,19.8443726741657,1.46375488986909,10.0686417636971,-7.58302860937779,-14.8329031267675,-4.45329592597419,0.603112127153689,3.0626934665305,0.363229225748818,-3.10880582622825,-5.75893588402309,4.3147839793011,3.39919449672027,3.99642344844845,-4.6935229811748,-0.232789332921089,-4.24984725691605,-0.660699392475349,1.35495235591411,-0.279119193959255,-5.17310575145447,3.63017894675083,2.79100528554001,0.00277086810444574,1.03363532232383,-1.50881549726198,-0.0332600099005858,1.684328825864,2.70528457821262,0.117249506269311,-0.170839479651114,-6.69332211183926e-14,1.3631131813574e-15,-3.92242661961806e-15,7.86964081140457e-15,120,"Th0"
