"","c1","c2","c3","gene"
"Rhoh",2,2,2,"Rhoh"
"Psmb2.1",4,4,4,"Psmb2.1"
"Srr",1,1,1,"Srr"
"4933407P14Rik.1",3,3,3,"4933407P14Rik.1"
"Bik",3,3,3,"Bik"
"Muted.2",3,3,3,"Muted.2"
"Nedd4l",1,1,1,"Nedd4l"
"Ank",5,5,5,"Ank"
"Zfand6.3",1,1,1,"Zfand6.3"
"Hist1h1a",1,1,1,"Hist1h1a"
"Oip5.1",3,3,3,"Oip5.1"
"Lsm3",4,4,4,"Lsm3"
"Nme2.2",4,4,4,"Nme2.2"
"Cox5b",3,3,3,"Cox5b"
"Alg3.1",5,5,5,"Alg3.1"
"Crmp1",1,1,1,"Crmp1"
"Ccng1.2",1,1,1,"Ccng1.2"
"Xrcc2",3,3,3,"Xrcc2"
"4930432H15Rik",2,2,2,"4930432H15Rik"
"Fbxo44",1,1,1,"Fbxo44"
"Vps29.1",4,4,4,"Vps29.1"
"EG433923",4,4,4,"EG433923"
"Eif5",4,4,4,"Eif5"
"Fmnl3.2",2,2,2,"Fmnl3.2"
"Alg8.2",4,4,4,"Alg8.2"
"Gpx4.1",1,1,1,"Gpx4.1"
"Grik5",1,1,1,"Grik5"
"Shcbp1",3,3,3,"Shcbp1"
"Nol1.1",4,4,4,"Nol1.1"
"Tardbp.1",4,4,4,"Tardbp.1"
"Sla2",1,1,1,"Sla2"
"St8sia4.2",1,1,1,"St8sia4.2"
"Thap1.1",4,4,4,"Thap1.1"
"Eno3",3,3,3,"Eno3"
"Tmem184b",3,3,3,"Tmem184b"
"Tcf12.2",5,5,5,"Tcf12.2"
"Erp29",1,1,1,"Erp29"
"Slc1a4",3,3,3,"Slc1a4"
"Arfrp1.2",5,5,5,"Arfrp1.2"
"Nupl2",4,4,4,"Nupl2"
"Tsfm",4,4,4,"Tsfm"
"4732418C07Rik.4",1,1,1,"4732418C07Rik.4"
"Furin",3,3,3,"Furin"
"Tmtc2",3,3,3,"Tmtc2"
"Smyd5.1",4,4,4,"Smyd5.1"
"EG432637",1,1,1,"EG432637"
"Coro1b.1",1,1,1,"Coro1b.1"
"Prpf3.3",5,5,5,"Prpf3.3"
"Stx6",5,5,5,"Stx6"
"Tmem24",1,1,1,"Tmem24"
"Kctd12b.2",2,2,2,"Kctd12b.2"
"Zzz3.1",5,5,5,"Zzz3.1"
"Ifitm3",3,3,3,"Ifitm3"
"Cnot2.2",5,5,5,"Cnot2.2"
"Blcap",5,5,5,"Blcap"
"D530033C11Rik",5,5,5,"D530033C11Rik"
"Rad51c.1",3,3,3,"Rad51c.1"
"H28",1,1,1,"H28"
"Sars.1",3,3,3,"Sars.1"
"Asnsd1.2",3,3,3,"Asnsd1.2"
"Rps19",4,4,4,"Rps19"
"Parp16",1,1,1,"Parp16"
"Pigf",4,4,4,"Pigf"
"Ercc3",5,5,5,"Ercc3"
"Rhbdf1",3,3,3,"Rhbdf1"
"Recql4.1",3,3,3,"Recql4.1"
"Polr2d.2",4,4,4,"Polr2d.2"
"Ttf2",3,3,3,"Ttf2"
"Tmem129.1",3,3,3,"Tmem129.1"
"Tmem106c",1,1,1,"Tmem106c"
"Ripk4.1",1,1,1,"Ripk4.1"
"Epgn",5,5,5,"Epgn"
"Dnahc8",2,2,2,"Dnahc8"
"Gstm1",3,3,3,"Gstm1"
"Gosr1",2,2,2,"Gosr1"
"Gtpbp2",1,1,1,"Gtpbp2"
"2210418O10Rik.1",1,1,1,"2210418O10Rik.1"
"Nbl1.1",3,3,3,"Nbl1.1"
"Zpbp2.1",1,1,1,"Zpbp2.1"
"Ndufa5",4,4,4,"Ndufa5"
"Larp4",4,4,4,"Larp4"
"Rbmx2",4,4,4,"Rbmx2"
"C79407",1,1,1,"C79407"
"C1qtnf1",1,1,1,"C1qtnf1"
"Hsd11b1",2,2,2,"Hsd11b1"
"Prdx5",3,3,3,"Prdx5"
"Taf9.1",4,4,4,"Taf9.1"
"Psmg2.2",4,4,4,"Psmg2.2"
"Slc11a1.2",2,2,2,"Slc11a1.2"
"Zfp592",2,2,2,"Zfp592"
"Ascc1.1",1,1,1,"Ascc1.1"
"2610528E23Rik",4,4,4,"2610528E23Rik"
"Elf1",2,2,2,"Elf1"
"Insl3.1",1,1,1,"Insl3.1"
"5730410I19Rik.2",3,3,3,"5730410I19Rik.2"
"Spag6",1,1,1,"Spag6"
"Amica1",1,1,1,"Amica1"
"Gck",1,1,1,"Gck"
"Myt1l.1",1,1,1,"Myt1l.1"
"Brwd1",2,2,2,"Brwd1"
"1500001M20Rik.2",4,4,4,"1500001M20Rik.2"
"Ctsh",2,2,2,"Ctsh"
"Mapk12.1",2,2,2,"Mapk12.1"
"Fh1",4,4,4,"Fh1"
"Got2",3,3,3,"Got2"
"Brpf1",5,5,5,"Brpf1"
"Fbxo42",3,3,3,"Fbxo42"
"4930573I19Rik.1",4,4,4,"4930573I19Rik.1"
"Yeats4",5,5,5,"Yeats4"
"Fancl.1",1,1,1,"Fancl.1"
"Pex3.1",4,4,4,"Pex3.1"
"4930427A07Rik",3,3,3,"4930427A07Rik"
"Snx27.2",4,4,4,"Snx27.2"
"Gtpbp6",5,5,5,"Gtpbp6"
"2810452K22Rik.1",4,4,4,"2810452K22Rik.1"
"Gpr108.1",1,1,1,"Gpr108.1"
"Zmat1",1,1,1,"Zmat1"
"Car5b",1,1,1,"Car5b"
"BC023744.1",3,3,3,"BC023744.1"
"1810008A18Rik",5,5,5,"1810008A18Rik"
"Crebl2",1,1,1,"Crebl2"
"Thoc3.1",4,4,4,"Thoc3.1"
"Mgmt",3,3,3,"Mgmt"
"Gkap1",1,1,1,"Gkap1"
"Prkra",1,1,1,"Prkra"
"Tnrc18.2",2,2,2,"Tnrc18.2"
"2700094K13Rik.1",3,3,3,"2700094K13Rik.1"
"Luc7l",4,4,4,"Luc7l"
"Trpc4ap.1",1,1,1,"Trpc4ap.1"
"Lman1l.2",2,2,2,"Lman1l.2"
"Qars",3,3,3,"Qars"
"Rgs12",1,1,1,"Rgs12"
"Popdc2",1,1,1,"Popdc2"
"Scd1",3,3,3,"Scd1"
"Hrc",1,1,1,"Hrc"
"Oas1g.3",1,1,1,"Oas1g.3"
"Cherp",5,5,5,"Cherp"
"Nudt22",1,1,1,"Nudt22"
"Rpl24",1,1,1,"Rpl24"
"1700023B02Rik.1",1,1,1,"1700023B02Rik.1"
"Plod2",1,1,1,"Plod2"
"Slc37a3",1,1,1,"Slc37a3"
"Cbx5.1",3,3,3,"Cbx5.1"
"Ncaph2.2",1,1,1,"Ncaph2.2"
"Kif3b",3,3,3,"Kif3b"
"Lpin1",1,1,1,"Lpin1"
"Pet112l.1",4,4,4,"Pet112l.1"
"Slc22a17",1,1,1,"Slc22a17"
"Hap1.2",1,1,1,"Hap1.2"
"Zcchc18.1",1,1,1,"Zcchc18.1"
"Fert2",1,1,1,"Fert2"
"Ptpla",4,4,4,"Ptpla"
"Dbf4",3,3,3,"Dbf4"
"Ncapd2",1,1,1,"Ncapd2"
"2410129H14Rik",1,1,1,"2410129H14Rik"
"Gpr89",4,4,4,"Gpr89"
"Bcl2l13.1",4,4,4,"Bcl2l13.1"
"Gak",2,2,2,"Gak"
"Slc9a1",2,2,2,"Slc9a1"
"Tbc1d1.1",1,1,1,"Tbc1d1.1"
"Xrcc6.1",4,4,4,"Xrcc6.1"
"Il19",1,1,1,"Il19"
"Dnd1",5,5,5,"Dnd1"
"Dnajb13",1,1,1,"Dnajb13"
"Dbi.1",3,3,3,"Dbi.1"
"Wipi2.1",2,2,2,"Wipi2.1"
"Mxra8.1",1,1,1,"Mxra8.1"
"Ifi44.1",1,1,1,"Ifi44.1"
"BC043098",2,2,2,"BC043098"
"Ybx1",5,5,5,"Ybx1"
"Tnfaip1",4,4,4,"Tnfaip1"
"Rfc1",3,3,3,"Rfc1"
"Glipr2",1,1,1,"Glipr2"
"Dgka.1",2,2,2,"Dgka.1"
"Myo6.1",1,1,1,"Myo6.1"
"2810474O19Rik.1",2,2,2,"2810474O19Rik.1"
"Chpt1",3,3,3,"Chpt1"
"Inpp4b.1",5,5,5,"Inpp4b.1"
"4931440B09Rik",1,1,1,"4931440B09Rik"
"Acad8.2",3,3,3,"Acad8.2"
"Napa.2",5,5,5,"Napa.2"
"Rab34.2",3,3,3,"Rab34.2"
"Stard7.1",4,4,4,"Stard7.1"
"Senp3",5,5,5,"Senp3"
"Zfp277.2",2,2,2,"Zfp277.2"
"Mcm6.2",3,3,3,"Mcm6.2"
"Ccdc123",1,1,1,"Ccdc123"
"Pdk1",1,1,1,"Pdk1"
"Tipin.1",3,3,3,"Tipin.1"
"Duxbl",3,3,3,"Duxbl"
"Tasp1",1,1,1,"Tasp1"
"Eef1e1",5,5,5,"Eef1e1"
"Prlr.1",1,1,1,"Prlr.1"
"Nipsnap1",3,3,3,"Nipsnap1"
"Hist2h2bb",1,1,1,"Hist2h2bb"
"Stat1.1",2,2,2,"Stat1.1"
"Il10ra",1,1,1,"Il10ra"
"Tpi1",3,3,3,"Tpi1"
"Exosc2.1",4,4,4,"Exosc2.1"
"Nudt18",1,1,1,"Nudt18"
"Bsg",1,1,1,"Bsg"
"Fbxo42.1",4,4,4,"Fbxo42.1"
"Whsc1l1.2",1,1,1,"Whsc1l1.2"
"Mdm1.5",3,3,3,"Mdm1.5"
"Ifitm1.1",1,1,1,"Ifitm1.1"
"AW549877",2,2,2,"AW549877"
"Dym",3,3,3,"Dym"
"Nvl.1",4,4,4,"Nvl.1"
"Mpp7",3,3,3,"Mpp7"
"Artn.2",1,1,1,"Artn.2"
"Snapin",1,1,1,"Snapin"
"Cdc42ep4",1,1,1,"Cdc42ep4"
"H2-T23.1",2,2,2,"H2-T23.1"
"Slc25a15.1",4,4,4,"Slc25a15.1"
"Adrm1",5,5,5,"Adrm1"
"Nat14",2,2,2,"Nat14"
"Sepx1",1,1,1,"Sepx1"
"Chpt1.1",3,3,3,"Chpt1.1"
"Gimap8",2,2,2,"Gimap8"
"Actr5.1",5,5,5,"Actr5.1"
"Blvrb",1,1,1,"Blvrb"
"Ltk",1,1,1,"Ltk"
"Slc35e3",5,5,5,"Slc35e3"
"Nfyc",5,5,5,"Nfyc"
"Slc35b3.1",2,2,2,"Slc35b3.1"
"AI837181",2,2,2,"AI837181"
"Ptbp1.2",4,4,4,"Ptbp1.2"
"Evi5",4,4,4,"Evi5"
"Nkg7",1,1,1,"Nkg7"
"Tpr.2",5,5,5,"Tpr.2"
"Rab11fip2.1",1,1,1,"Rab11fip2.1"
"Mif",4,4,4,"Mif"
"H2-Q6",2,2,2,"H2-Q6"
"Gm347",3,3,3,"Gm347"
"Hist1h4c",1,1,1,"Hist1h4c"
"Stk39",3,3,3,"Stk39"
"Usp3",1,1,1,"Usp3"
"Agrn",1,1,1,"Agrn"
"Mtrf1.1",3,3,3,"Mtrf1.1"
"Vldlr.1",1,1,1,"Vldlr.1"
"Csda.1",4,4,4,"Csda.1"
"Cirh1a",5,5,5,"Cirh1a"
"Hspb6",1,1,1,"Hspb6"
"Tor1aip1.1",3,3,3,"Tor1aip1.1"
"Ndg2",3,3,3,"Ndg2"
"Prkg2",2,2,2,"Prkg2"
"Luzp1.1",3,3,3,"Luzp1.1"
"Hsp90ab1.1",4,4,4,"Hsp90ab1.1"
"Abca3.2",1,1,1,"Abca3.2"
"BC002199",5,5,5,"BC002199"
"Mphosph6",3,3,3,"Mphosph6"
"Gng7.2",3,3,3,"Gng7.2"
"Whdc1",1,1,1,"Whdc1"
"Hspa1b.1",1,1,1,"Hspa1b.1"
"Commd1.1",3,3,3,"Commd1.1"
"EG547109",1,1,1,"EG547109"
"Shmt2",4,4,4,"Shmt2"
"Als2cr4.1",3,3,3,"Als2cr4.1"
"Fcrla.2",2,2,2,"Fcrla.2"
"Glrx",1,1,1,"Glrx"
"Zer1",1,1,1,"Zer1"
"B3galnt2.2",5,5,5,"B3galnt2.2"
"Brd4.2",2,2,2,"Brd4.2"
"Mtap",5,5,5,"Mtap"
"Hsd11b1.1",2,2,2,"Hsd11b1.1"
"OTTMUSG00000005737",1,1,1,"OTTMUSG00000005737"
"Chst3.1",2,2,2,"Chst3.1"
"AA415398",2,2,2,"AA415398"
"Pigo.1",5,5,5,"Pigo.1"
"Eef1d.1",5,5,5,"Eef1d.1"
"Vti1a.1",4,4,4,"Vti1a.1"
"Pitpnm2",5,5,5,"Pitpnm2"
"Slc41a2",1,1,1,"Slc41a2"
"Ptpn18",1,1,1,"Ptpn18"
"Pax1",3,3,3,"Pax1"
"Lig1.2",3,3,3,"Lig1.2"
"Styx",5,5,5,"Styx"
"Sco1",3,3,3,"Sco1"
"Cdc73",4,4,4,"Cdc73"
"Plekhg2.1",2,2,2,"Plekhg2.1"
"2410131K14Rik",5,5,5,"2410131K14Rik"
"A730011L01Rik",3,3,3,"A730011L01Rik"
"Sumo1.1",3,3,3,"Sumo1.1"
"Tusc2.1",5,5,5,"Tusc2.1"
"Pole",3,3,3,"Pole"
"Cstf1",5,5,5,"Cstf1"
"Tpm1",4,4,4,"Tpm1"
"Clta.1",3,3,3,"Clta.1"
"Rpl36a",1,1,1,"Rpl36a"
"Gba2",2,2,2,"Gba2"
"Itm2b.3",1,1,1,"Itm2b.3"
"6330409N04Rik",4,4,4,"6330409N04Rik"
"Ddx28",4,4,4,"Ddx28"
"Senp7.2",3,3,3,"Senp7.2"
"Psmd11.1",4,4,4,"Psmd11.1"
"1110049F12Rik.1",4,4,4,"1110049F12Rik.1"
"Hprt1.2",3,3,3,"Hprt1.2"
"Cd47",1,1,1,"Cd47"
"Adora3.1",1,1,1,"Adora3.1"
"Bcl3",1,1,1,"Bcl3"
"Slc12a2.3",4,4,4,"Slc12a2.3"
"Hdlbp.1",3,3,3,"Hdlbp.1"
"Tmem185b",5,5,5,"Tmem185b"
"Gadd45g",1,1,1,"Gadd45g"
"Birc2.1",2,2,2,"Birc2.1"
"Prkcsh",4,4,4,"Prkcsh"
"Vldlr.2",1,1,1,"Vldlr.2"
"Nup62",3,3,3,"Nup62"
"Clcn3",1,1,1,"Clcn3"
"Folr4",1,1,1,"Folr4"
"Peo1.1",4,4,4,"Peo1.1"
"Rpl3",1,1,1,"Rpl3"
"Mpnd",1,1,1,"Mpnd"
"E430004N04Rik",1,1,1,"E430004N04Rik"
"Kel",1,1,1,"Kel"
"C030046I01Rik.1",3,3,3,"C030046I01Rik.1"
"Timm8a1",5,5,5,"Timm8a1"
"Polb",4,4,4,"Polb"
"Map4k3",2,2,2,"Map4k3"
"Pde4d.1",1,1,1,"Pde4d.1"
"Kctd2",1,1,1,"Kctd2"
"Cdkn2c",1,1,1,"Cdkn2c"
"Ifi35",1,1,1,"Ifi35"
"1110001J03Rik",4,4,4,"1110001J03Rik"
"Dph4.1",4,4,4,"Dph4.1"
"Ddx1.1",4,4,4,"Ddx1.1"
"Zc3h13.1",2,2,2,"Zc3h13.1"
"Pml.1",3,3,3,"Pml.1"
"Sp6.2",2,2,2,"Sp6.2"
"Tmem66.1",2,2,2,"Tmem66.1"
"Upp1.2",1,1,1,"Upp1.2"
"Dus4l",5,5,5,"Dus4l"
"Gp49a",1,1,1,"Gp49a"
"Coq7",4,4,4,"Coq7"
"Bat1a",5,5,5,"Bat1a"
"Zfp276",2,2,2,"Zfp276"
"Cenpm",3,3,3,"Cenpm"
"Paox.1",3,3,3,"Paox.1"
"Ttc30b.1",1,1,1,"Ttc30b.1"
"Xab1",5,5,5,"Xab1"
"Rasa3",2,2,2,"Rasa3"
"Rbm18",5,5,5,"Rbm18"
"Men1.2",3,3,3,"Men1.2"
"Upf3a",5,5,5,"Upf3a"
"Hspd1",4,4,4,"Hspd1"
"Nek4",3,3,3,"Nek4"
"Igf2r.1",2,2,2,"Igf2r.1"
"Zfp644",5,5,5,"Zfp644"
"Ccnh",1,1,1,"Ccnh"
"2610021K21Rik",1,1,1,"2610021K21Rik"
"Fbxo46",5,5,5,"Fbxo46"
"Bzw2",5,5,5,"Bzw2"
"Elovl5",1,1,1,"Elovl5"
"Cox10",5,5,5,"Cox10"
"Gats.1",1,1,1,"Gats.1"
"4930403C10Rik",5,5,5,"4930403C10Rik"
"Cacnb3.3",1,1,1,"Cacnb3.3"
"Ufsp2.1",3,3,3,"Ufsp2.1"
"AA408296.2",5,5,5,"AA408296.2"
"0610007P14Rik.1",3,3,3,"0610007P14Rik.1"
"Daxx",3,3,3,"Daxx"
"Col5a1",3,3,3,"Col5a1"
"Cggbp1",1,1,1,"Cggbp1"
"Hk1",3,3,3,"Hk1"
"Fyb",1,1,1,"Fyb"
"Fbxl12.1",2,2,2,"Fbxl12.1"
"1700065O13Rik.1",3,3,3,"1700065O13Rik.1"
"Map2k2",4,4,4,"Map2k2"
"1700030J22Rik",3,3,3,"1700030J22Rik"
"Smchd1.4",1,1,1,"Smchd1.4"
"Dctn2",1,1,1,"Dctn2"
"St3gal6",2,2,2,"St3gal6"
"0610007C21Rik.2",1,1,1,"0610007C21Rik.2"
"Pcgf5",3,3,3,"Pcgf5"
"Fahd2a.1",1,1,1,"Fahd2a.1"
"1700019N12Rik",1,1,1,"1700019N12Rik"
"Zc3h14.1",1,1,1,"Zc3h14.1"
"Slc25a33",5,5,5,"Slc25a33"
"Tmem143.3",3,3,3,"Tmem143.3"
"Galt",2,2,2,"Galt"
"4930550C14Rik",3,3,3,"4930550C14Rik"
"Tcfap2c.2",3,3,3,"Tcfap2c.2"
"Cpne6",1,1,1,"Cpne6"
"Mrps5",4,4,4,"Mrps5"
"Nsun5.2",5,5,5,"Nsun5.2"
"Mrpl53",3,3,3,"Mrpl53"
"Wdr60.1",3,3,3,"Wdr60.1"
"3300001G02Rik",3,3,3,"3300001G02Rik"
"Ndufs2",3,3,3,"Ndufs2"
"Taf5.1",3,3,3,"Taf5.1"
"Etfa",3,3,3,"Etfa"
"Nt5e.1",1,1,1,"Nt5e.1"
"Kcnmb4.1",2,2,2,"Kcnmb4.1"
"Ppm1m.2",1,1,1,"Ppm1m.2"
"Sfxn1.1",3,3,3,"Sfxn1.1"
"Thoc5",5,5,5,"Thoc5"
"Pias3.1",1,1,1,"Pias3.1"
"Gigyf1.1",2,2,2,"Gigyf1.1"
"Tsr2.1",5,5,5,"Tsr2.1"
"Spag5.1",1,1,1,"Spag5.1"
"Gins4",3,3,3,"Gins4"
"Phf5a",4,4,4,"Phf5a"
"Ptk2b",2,2,2,"Ptk2b"
"Ykt6",5,5,5,"Ykt6"
"Trib3.1",3,3,3,"Trib3.1"
"Zfp3",1,1,1,"Zfp3"
"Helb",1,1,1,"Helb"
"Tgfbr2",2,2,2,"Tgfbr2"
"Mtrf1.2",3,3,3,"Mtrf1.2"
"Zfp828",5,5,5,"Zfp828"
"Gosr2.1",4,4,4,"Gosr2.1"
"Mtmr14.2",1,1,1,"Mtmr14.2"
"Ercc1",5,5,5,"Ercc1"
"Xpo4",4,4,4,"Xpo4"
"Nt5c3",3,3,3,"Nt5c3"
"Gphn",4,4,4,"Gphn"
"Psmc5",4,4,4,"Psmc5"
"Vars.1",3,3,3,"Vars.1"
"LOC622665",1,1,1,"LOC622665"
"Pgm2",1,1,1,"Pgm2"
"Msh5.1",1,1,1,"Msh5.1"
"Atp1b1",2,2,2,"Atp1b1"
"Banf1.3",4,4,4,"Banf1.3"
"Zcchc6.1",2,2,2,"Zcchc6.1"
"Ctss",1,1,1,"Ctss"
"Myst4.1",1,1,1,"Myst4.1"
"Dph3",4,4,4,"Dph3"
"Golga7.1",1,1,1,"Golga7.1"
"Bfar.2",2,2,2,"Bfar.2"
"Zfp518b",3,3,3,"Zfp518b"
"Stx6.1",5,5,5,"Stx6.1"
"Zfp608",1,1,1,"Zfp608"
"Socs2",1,1,1,"Socs2"
"Aqp1.2",1,1,1,"Aqp1.2"
"Ehd4",3,3,3,"Ehd4"
"Slc4a8.1",1,1,1,"Slc4a8.1"
"1700071K01Rik",4,4,4,"1700071K01Rik"
"Kif22",1,1,1,"Kif22"
"Stard4",1,1,1,"Stard4"
"Hal",2,2,2,"Hal"
"Leng9",2,2,2,"Leng9"
"Vav2.2",3,3,3,"Vav2.2"
"Pabpc4",4,4,4,"Pabpc4"
"Nrp",5,5,5,"Nrp"
"Alg8.3",4,4,4,"Alg8.3"
"Cd248",1,1,1,"Cd248"
"Rnf41",4,4,4,"Rnf41"
"C2",1,1,1,"C2"
"Adnp.1",2,2,2,"Adnp.1"
"Ndufa6",1,1,1,"Ndufa6"
"Mgst3.1",1,1,1,"Mgst3.1"
"Irak2.1",3,3,3,"Irak2.1"
"Melk.2",3,3,3,"Melk.2"
"LOC436177",5,5,5,"LOC436177"
"Casp4",1,1,1,"Casp4"
"Tmem81",1,1,1,"Tmem81"
"Kcnk5",1,1,1,"Kcnk5"
"Galt.1",2,2,2,"Galt.1"
"Tpm1.1",4,4,4,"Tpm1.1"
"Gapvd1.1",2,2,2,"Gapvd1.1"
"Dnahc11",3,3,3,"Dnahc11"
"Plekha5.1",5,5,5,"Plekha5.1"
"Apob48r",1,1,1,"Apob48r"
"Pgpep1.1",3,3,3,"Pgpep1.1"
"BC065397",5,5,5,"BC065397"
"Acadl",1,1,1,"Acadl"
"Gpihbp1",1,1,1,"Gpihbp1"
"Mcm10.1",3,3,3,"Mcm10.1"
"Stx5a",1,1,1,"Stx5a"
"Eif3g",5,5,5,"Eif3g"
"Mtbp.2",3,3,3,"Mtbp.2"
"Sox12.1",3,3,3,"Sox12.1"
"L3mbtl2",5,5,5,"L3mbtl2"
"Ndufa8",3,3,3,"Ndufa8"
"Ilf2",4,4,4,"Ilf2"
"Actr1b",5,5,5,"Actr1b"
"2310004I24Rik",1,1,1,"2310004I24Rik"
"Fars2",1,1,1,"Fars2"
"Senp6",5,5,5,"Senp6"
"Mcph1.2",3,3,3,"Mcph1.2"
"Gnai2.1",1,1,1,"Gnai2.1"
"Cyb561d1",2,2,2,"Cyb561d1"
"Sf3a3",4,4,4,"Sf3a3"
"Iars.2",5,5,5,"Iars.2"
"Hcn2",1,1,1,"Hcn2"
"Mtfmt.2",5,5,5,"Mtfmt.2"
"Pphln1.3",4,4,4,"Pphln1.3"
"Psmd13",4,4,4,"Psmd13"
"Trabd.1",3,3,3,"Trabd.1"
"Fbln2",1,1,1,"Fbln2"
"Cebpb",3,3,3,"Cebpb"
"Ints7",4,4,4,"Ints7"
"Mrpl55",4,4,4,"Mrpl55"
"Ltb4r1",1,1,1,"Ltb4r1"
"Lrrc29",1,1,1,"Lrrc29"
"Sfrp2",1,1,1,"Sfrp2"
"Znhit3.1",4,4,4,"Znhit3.1"
"Glipr2.1",1,1,1,"Glipr2.1"
"Zkscan5.1",1,1,1,"Zkscan5.1"
"Dpy30",3,3,3,"Dpy30"
"Pih1d1",3,3,3,"Pih1d1"
"Pik3ca",1,1,1,"Pik3ca"
"Pkp2.2",1,1,1,"Pkp2.2"
"Tmem159.1",1,1,1,"Tmem159.1"
"Galk1",3,3,3,"Galk1"
"Nup155.1",4,4,4,"Nup155.1"
"Ggta1",1,1,1,"Ggta1"
"Hmgn3.1",3,3,3,"Hmgn3.1"
"Pold3",3,3,3,"Pold3"
"Tmod4.2",2,2,2,"Tmod4.2"
"Sf3b5",4,4,4,"Sf3b5"
"Rtn3.1",3,3,3,"Rtn3.1"
"Prkacb",1,1,1,"Prkacb"
"Irf3",2,2,2,"Irf3"
"Rpain",1,1,1,"Rpain"
"1110059E24Rik.1",1,1,1,"1110059E24Rik.1"
"Rnf44",2,2,2,"Rnf44"
"Ppp2r5c.1",1,1,1,"Ppp2r5c.1"
"Ddb1",4,4,4,"Ddb1"
"Cct8",4,4,4,"Cct8"
"Skap2",1,1,1,"Skap2"
"Uchl5.1",4,4,4,"Uchl5.1"
"Top2a",3,3,3,"Top2a"
"Rtkn.2",1,1,1,"Rtkn.2"
"Pkp4.1",3,3,3,"Pkp4.1"
"Tmem45a.2",1,1,1,"Tmem45a.2"
"Arhgap30",2,2,2,"Arhgap30"
"Sfi1",1,1,1,"Sfi1"
"Ikzf3",1,1,1,"Ikzf3"
"Zgpat.1",5,5,5,"Zgpat.1"
"Gart",4,4,4,"Gart"
"Ltbp3.1",1,1,1,"Ltbp3.1"
"Hist1h2af",3,3,3,"Hist1h2af"
"Cyp11a1",1,1,1,"Cyp11a1"
"Mtap9.2",3,3,3,"Mtap9.2"
"Rpl7a",3,3,3,"Rpl7a"
"Pycr2",4,4,4,"Pycr2"
"EG433016",1,1,1,"EG433016"
"Tulp4",2,2,2,"Tulp4"
"Etfb",3,3,3,"Etfb"
"4922501C03Rik.1",3,3,3,"4922501C03Rik.1"
"Rorc.1",5,5,5,"Rorc.1"
"Acin1.1",5,5,5,"Acin1.1"
"Gng2.1",1,1,1,"Gng2.1"
"2010100O12Rik",4,4,4,"2010100O12Rik"
"Stxbp5",2,2,2,"Stxbp5"
"Dlk1.1",1,1,1,"Dlk1.1"
"Seh1l.2",1,1,1,"Seh1l.2"
"Sgsm3",4,4,4,"Sgsm3"
"Spata7",3,3,3,"Spata7"
"5730453I16Rik",2,2,2,"5730453I16Rik"
"Ercc5.1",1,1,1,"Ercc5.1"
"Gpr133.1",3,3,3,"Gpr133.1"
"Pdcl3",3,3,3,"Pdcl3"
"1200013B08Rik",1,1,1,"1200013B08Rik"
"Ptger2.1",1,1,1,"Ptger2.1"
"Coq6.1",4,4,4,"Coq6.1"
"Ifi203",1,1,1,"Ifi203"
"Nme7.5",2,2,2,"Nme7.5"
"Fbxl12.2",2,2,2,"Fbxl12.2"
"Dap",1,1,1,"Dap"
"Use1.1",1,1,1,"Use1.1"
"Rnf31",2,2,2,"Rnf31"
"Uba1",3,3,3,"Uba1"
"Mtx1.1",4,4,4,"Mtx1.1"
"Spata7.1",3,3,3,"Spata7.1"
"Ccbl2",4,4,4,"Ccbl2"
"Shcbp1.1",3,3,3,"Shcbp1.1"
"Trib3.2",3,3,3,"Trib3.2"
"Arl6ip1",1,1,1,"Arl6ip1"
"Pvrl2.2",1,1,1,"Pvrl2.2"
"Dhcr7",3,3,3,"Dhcr7"
"Slc24a3",2,2,2,"Slc24a3"
"V1rg11",4,4,4,"V1rg11"
"Wdr75",5,5,5,"Wdr75"
"Nxf1",2,2,2,"Nxf1"
"Irf3.1",2,2,2,"Irf3.1"
"Pkmyt1.1",3,3,3,"Pkmyt1.1"
"1810033M07Rik",2,2,2,"1810033M07Rik"
"Mtl5.1",2,2,2,"Mtl5.1"
"Wdhd1",3,3,3,"Wdhd1"
"BC066028",3,3,3,"BC066028"
"Ephx1",2,2,2,"Ephx1"
"Cops2",3,3,3,"Cops2"
"Tlcd1",5,5,5,"Tlcd1"
"Trappc1",1,1,1,"Trappc1"
"Matn1",1,1,1,"Matn1"
"Slc30a5.1",5,5,5,"Slc30a5.1"
"Nol11",5,5,5,"Nol11"
"Thap1.2",4,4,4,"Thap1.2"
"Abhd7.1",3,3,3,"Abhd7.1"
"5730469M10Rik.1",1,1,1,"5730469M10Rik.1"
"Eps8",1,1,1,"Eps8"
"Dscr3.1",1,1,1,"Dscr3.1"
"Klrk1.1",1,1,1,"Klrk1.1"
"G6pc2",3,3,3,"G6pc2"
"E430018J23Rik.1",5,5,5,"E430018J23Rik.1"
"BC021614",1,1,1,"BC021614"
"Trim34.1",3,3,3,"Trim34.1"
"Limd2",2,2,2,"Limd2"
"2310016C08Rik.1",1,1,1,"2310016C08Rik.1"
"Ddx52",3,3,3,"Ddx52"
"Casp4.1",1,1,1,"Casp4.1"
"Hif3a.1",1,1,1,"Hif3a.1"
"Nol14",4,4,4,"Nol14"
"Hbb-b1.1",2,2,2,"Hbb-b1.1"
"9130404D14Rik",3,3,3,"9130404D14Rik"
"Leng8.1",2,2,2,"Leng8.1"
"Riok3.1",1,1,1,"Riok3.1"
