"","c1","c2","c3","gene"
"Selp",3,3,3,"Selp"
"Gtf3c3",3,3,3,"Gtf3c3"
"Trim46",1,1,1,"Trim46"
"Mad2l1.1",3,3,3,"Mad2l1.1"
"BC003993",6,6,6,"BC003993"
"Bbs12",4,4,4,"Bbs12"
"Nav1",5,5,5,"Nav1"
"Ndufv2",3,3,3,"Ndufv2"
"Gtf2e2.1",3,3,3,"Gtf2e2.1"
"Ak3.1",1,1,1,"Ak3.1"
"Capn2",5,5,5,"Capn2"
"Rbpj.1",3,3,3,"Rbpj.1"
"Ralgps2.1",2,2,2,"Ralgps2.1"
"Tmem66.2",2,2,2,"Tmem66.2"
"Slc12a8",3,3,3,"Slc12a8"
"Recql4.2",3,3,3,"Recql4.2"
"Ncoa5",6,6,6,"Ncoa5"
"Cdc20.1",3,3,3,"Cdc20.1"
"Fcho1",1,1,1,"Fcho1"
"Map3k7ip3.1",6,6,6,"Map3k7ip3.1"
"Axin1.1",2,2,2,"Axin1.1"
"2210411K11Rik",4,4,4,"2210411K11Rik"
"Atp2b4.2",5,5,5,"Atp2b4.2"
"H2-D1",2,2,2,"H2-D1"
"Hisppd2a",3,3,3,"Hisppd2a"
"Mmab.3",3,3,3,"Mmab.3"
"Dnajc4",2,2,2,"Dnajc4"
"Il28ra.1",3,3,3,"Il28ra.1"
"Polr2d.3",4,4,4,"Polr2d.3"
"6330505N24Rik",2,2,2,"6330505N24Rik"
"Ormdl3",1,1,1,"Ormdl3"
"AI451617",3,3,3,"AI451617"
"Rabif.1",6,6,6,"Rabif.1"
"Ptprs.2",3,3,3,"Ptprs.2"
"E030049G20Rik.1",1,1,1,"E030049G20Rik.1"
"Psmc2",6,6,6,"Psmc2"
"Akap10.1",6,6,6,"Akap10.1"
"Tada1l",6,6,6,"Tada1l"
"Nek9",5,5,5,"Nek9"
"Ncapd2.1",1,1,1,"Ncapd2.1"
"Gprasp1.2",6,6,6,"Gprasp1.2"
"Gm50",6,6,6,"Gm50"
"Prep.1",4,4,4,"Prep.1"
"Capn2.1",5,5,5,"Capn2.1"
"Ltv1",6,6,6,"Ltv1"
"Bxdc5.2",4,4,4,"Bxdc5.2"
"Acad9",4,4,4,"Acad9"
"Trp53i11.1",1,1,1,"Trp53i11.1"
"Sri.2",1,1,1,"Sri.2"
"Bzw2.1",6,6,6,"Bzw2.1"
"Trib2",2,2,2,"Trib2"
"Atp1b3",2,2,2,"Atp1b3"
"Zfp212",5,5,5,"Zfp212"
"Vldlr.3",1,1,1,"Vldlr.3"
"Casp6.1",3,3,3,"Casp6.1"
"Pabpc4.1",4,4,4,"Pabpc4.1"
"Ccdc18",1,1,1,"Ccdc18"
"Sh3bp5",1,1,1,"Sh3bp5"
"5830472M02Rik.1",6,6,6,"5830472M02Rik.1"
"2410018L13Rik.1",3,3,3,"2410018L13Rik.1"
"Dnmt1",3,3,3,"Dnmt1"
"Wdr92",2,2,2,"Wdr92"
"Hexim2.1",3,3,3,"Hexim2.1"
"0610007P14Rik.2",3,3,3,"0610007P14Rik.2"
"Dpm1",6,6,6,"Dpm1"
"Atp5d",3,3,3,"Atp5d"
"Wdr74",6,6,6,"Wdr74"
"B3gnt5",2,2,2,"B3gnt5"
"Znfx1",5,5,5,"Znfx1"
"Exoc4",1,1,1,"Exoc4"
"Ctrl",6,6,6,"Ctrl"
"Mrps25.1",4,4,4,"Mrps25.1"
"Aifm2.3",1,1,1,"Aifm2.3"
"Dbi.2",3,3,3,"Dbi.2"
"Id2.1",1,1,1,"Id2.1"
"Mylc2pl",5,5,5,"Mylc2pl"
"Top1mt.1",4,4,4,"Top1mt.1"
"Pus1.1",4,4,4,"Pus1.1"
"Enox2",5,5,5,"Enox2"
"Txnl4a.2",6,6,6,"Txnl4a.2"
"Nme7.6",3,3,3,"Nme7.6"
"6030408C04Rik.1",1,1,1,"6030408C04Rik.1"
"Zfp646",2,2,2,"Zfp646"
"Sfxn3",2,2,2,"Sfxn3"
"Dusp7",5,5,5,"Dusp7"
"Tmem33.2",4,4,4,"Tmem33.2"
"D5Wsu178e",6,6,6,"D5Wsu178e"
"Serpina3f",4,4,4,"Serpina3f"
"BC030499",2,2,2,"BC030499"
"Dhx15",6,6,6,"Dhx15"
"Lgals4",5,5,5,"Lgals4"
"Mobkl1a",6,6,6,"Mobkl1a"
"Scarb1",3,3,3,"Scarb1"
"Vkorc1l1.1",6,6,6,"Vkorc1l1.1"
"Ubtd1",1,1,1,"Ubtd1"
"Atp6v0d1.1",1,1,1,"Atp6v0d1.1"
"Cul4a.1",3,3,3,"Cul4a.1"
"Fscn1",3,3,3,"Fscn1"
"Ubox5.1",4,4,4,"Ubox5.1"
"Gnptg",3,3,3,"Gnptg"
"Pkp4.2",3,3,3,"Pkp4.2"
"EG630579",3,3,3,"EG630579"
"Klf13",2,2,2,"Klf13"
"Syngr3",5,5,5,"Syngr3"
"Hbb-b1.2",2,2,2,"Hbb-b1.2"
"Rab39",3,3,3,"Rab39"
"Atp13a1",6,6,6,"Atp13a1"
"Hps3.1",2,2,2,"Hps3.1"
"Umps.1",4,4,4,"Umps.1"
"R3hdm1.1",1,1,1,"R3hdm1.1"
"Nudcd2",4,4,4,"Nudcd2"
"Snx26",5,5,5,"Snx26"
"Pfkm.1",1,1,1,"Pfkm.1"
"Rai12",4,4,4,"Rai12"
"Flvcr1",6,6,6,"Flvcr1"
"Cpne2",1,1,1,"Cpne2"
"Tmem126b",3,3,3,"Tmem126b"
"Tmem38b.1",3,3,3,"Tmem38b.1"
"Cuta.1",1,1,1,"Cuta.1"
"Zadh1",3,3,3,"Zadh1"
"BC055324",3,3,3,"BC055324"
"Ccs",5,5,5,"Ccs"
"D330045A20Rik.2",1,1,1,"D330045A20Rik.2"
"Cnih",4,4,4,"Cnih"
"1810027O10Rik",3,3,3,"1810027O10Rik"
"Trappc6a",1,1,1,"Trappc6a"
"Rell1",1,1,1,"Rell1"
"Cdk4",4,4,4,"Cdk4"
"Oat",3,3,3,"Oat"
"Ubap2l.1",6,6,6,"Ubap2l.1"
"Cnot2.3",6,6,6,"Cnot2.3"
"Uhrf1.1",3,3,3,"Uhrf1.1"
"Eef2.2",1,1,1,"Eef2.2"
"Mrps7.1",6,6,6,"Mrps7.1"
"Snx2",5,5,5,"Snx2"
"Ikzf2",6,6,6,"Ikzf2"
"Pabpn1",6,6,6,"Pabpn1"
"Itgb2",5,5,5,"Itgb2"
"Pcbp4",1,1,1,"Pcbp4"
"Ppap2c",1,1,1,"Ppap2c"
"Gart.1",4,4,4,"Gart.1"
"Zc3h8",4,4,4,"Zc3h8"
"8030462N17Rik",4,4,4,"8030462N17Rik"
"Etaa1",3,3,3,"Etaa1"
"Trappc1.1",1,1,1,"Trappc1.1"
"5730455P16Rik",4,4,4,"5730455P16Rik"
"Nos3.1",1,1,1,"Nos3.1"
"Cdc20.2",3,3,3,"Cdc20.2"
"9130019O22Rik",6,6,6,"9130019O22Rik"
"Asah2",5,5,5,"Asah2"
"Armcx3",1,1,1,"Armcx3"
"Pcmtd2",1,1,1,"Pcmtd2"
"Igf2bp2",2,2,2,"Igf2bp2"
"Nrgn",3,3,3,"Nrgn"
"Ercc8",4,4,4,"Ercc8"
"Arhgdig",4,4,4,"Arhgdig"
"Scamp4",6,6,6,"Scamp4"
"Myo9b.1",2,2,2,"Myo9b.1"
"Acss2.1",1,1,1,"Acss2.1"
"2210417D09Rik",2,2,2,"2210417D09Rik"
"BC056923.1",3,3,3,"BC056923.1"
"Mapk12.2",2,2,2,"Mapk12.2"
"Cenpm.1",3,3,3,"Cenpm.1"
"Kcnk5.1",1,1,1,"Kcnk5.1"
"2310035C23Rik.1",2,2,2,"2310035C23Rik.1"
"Kcnq3",3,3,3,"Kcnq3"
"Blm.1",3,3,3,"Blm.1"
"Tmem48",4,4,4,"Tmem48"
"Stau2",3,3,3,"Stau2"
"Yipf3.2",5,5,5,"Yipf3.2"
"Cit",3,3,3,"Cit"
"Rassf4.1",1,1,1,"Rassf4.1"
"Arhgap15.1",5,5,5,"Arhgap15.1"
"Hdgf.3",4,4,4,"Hdgf.3"
"Hpcal1.1",1,1,1,"Hpcal1.1"
"Brf1",2,2,2,"Brf1"
"Trafd1.2",5,5,5,"Trafd1.2"
"Dolk",6,6,6,"Dolk"
"Shc1.1",2,2,2,"Shc1.1"
"Bscl2",1,1,1,"Bscl2"
"4932417I16Rik",3,3,3,"4932417I16Rik"
"Trmt6",4,4,4,"Trmt6"
"Cdkn2a.1",3,3,3,"Cdkn2a.1"
"Rab40c",2,2,2,"Rab40c"
"Cyb5r3.1",3,3,3,"Cyb5r3.1"
"Ppp3cc",1,1,1,"Ppp3cc"
"4933424B01Rik",4,4,4,"4933424B01Rik"
"Ccr6.1",2,2,2,"Ccr6.1"
"Ninj2",3,3,3,"Ninj2"
"1500005A01Rik",5,5,5,"1500005A01Rik"
"Slc31a1",3,3,3,"Slc31a1"
"Nola2.1",6,6,6,"Nola2.1"
"Lig3",6,6,6,"Lig3"
"Gemin4",4,4,4,"Gemin4"
"1110059G10Rik",2,2,2,"1110059G10Rik"
"Hist1h2an",3,3,3,"Hist1h2an"
"Usp18.1",3,3,3,"Usp18.1"
"Gjd4.1",2,2,2,"Gjd4.1"
"Chd6.1",2,2,2,"Chd6.1"
"Gas2l3",1,1,1,"Gas2l3"
"Timm8b.1",4,4,4,"Timm8b.1"
"Garnl3",1,1,1,"Garnl3"
"Pet112l.2",4,4,4,"Pet112l.2"
"Ankrd11.1",2,2,2,"Ankrd11.1"
"A730008H23Rik",1,1,1,"A730008H23Rik"
"Myo1c",3,3,3,"Myo1c"
"Nudt5.1",4,4,4,"Nudt5.1"
"Irf8",4,4,4,"Irf8"
"Prrg2",4,4,4,"Prrg2"
"4933428G20Rik",3,3,3,"4933428G20Rik"
"Atxn7l3.1",6,6,6,"Atxn7l3.1"
"Ssh3.1",5,5,5,"Ssh3.1"
"Arhgap18",1,1,1,"Arhgap18"
"Ckmt1",1,1,1,"Ckmt1"
"Man2b1",2,2,2,"Man2b1"
"Cdc20.3",3,3,3,"Cdc20.3"
"2410019A14Rik.1",6,6,6,"2410019A14Rik.1"
"Plekhm1",2,2,2,"Plekhm1"
"Slc38a2.2",5,5,5,"Slc38a2.2"
"Gm114",1,1,1,"Gm114"
"Denr.1",6,6,6,"Denr.1"
"Psmc2.1",4,4,4,"Psmc2.1"
"AI894139",2,2,2,"AI894139"
"Rpl22",1,1,1,"Rpl22"
"D10627.1",4,4,4,"D10627.1"
"Spsb3.1",2,2,2,"Spsb3.1"
"Tpst2",2,2,2,"Tpst2"
"EG630499.1",5,5,5,"EG630499.1"
"Ncor1.1",2,2,2,"Ncor1.1"
"Dusp22",1,1,1,"Dusp22"
"Gga1.2",6,6,6,"Gga1.2"
"2010005J08Rik.1",2,2,2,"2010005J08Rik.1"
"Timm50",4,4,4,"Timm50"
"Pa2g4",4,4,4,"Pa2g4"
"Ldb1",2,2,2,"Ldb1"
"Mrpl12",4,4,4,"Mrpl12"
"Iscu",6,6,6,"Iscu"
"Skiv2l2",6,6,6,"Skiv2l2"
"Tacc1.1",2,2,2,"Tacc1.1"
"C79407.1",1,1,1,"C79407.1"
"Klk1b27.1",2,2,2,"Klk1b27.1"
"2810439F02Rik",3,3,3,"2810439F02Rik"
"Cgrrf1",3,3,3,"Cgrrf1"
"Hexb.1",5,5,5,"Hexb.1"
"Nadk",6,6,6,"Nadk"
"Rasa4.1",3,3,3,"Rasa4.1"
"Dscr6",1,1,1,"Dscr6"
"Zfx.1",2,2,2,"Zfx.1"
"Ntrk3.2",1,1,1,"Ntrk3.2"
"Brpf1.1",6,6,6,"Brpf1.1"
"2010321M09Rik.1",4,4,4,"2010321M09Rik.1"
"Fpgs.3",6,6,6,"Fpgs.3"
"Dera",3,3,3,"Dera"
"Eif4enif1.1",3,3,3,"Eif4enif1.1"
"Msh5.2",5,5,5,"Msh5.2"
"C76566.3",6,6,6,"C76566.3"
"Pros1",3,3,3,"Pros1"
"Yeats4.1",6,6,6,"Yeats4.1"
"Exosc8",3,3,3,"Exosc8"
"Bcl2l1.1",4,4,4,"Bcl2l1.1"
"Kif3c.2",5,5,5,"Kif3c.2"
"Nagpa",6,6,6,"Nagpa"
"Dcp1b",2,2,2,"Dcp1b"
"Tspo.1",5,5,5,"Tspo.1"
"Sertad2.1",2,2,2,"Sertad2.1"
"Indo",1,1,1,"Indo"
"Isyna1",4,4,4,"Isyna1"
"1810021J13Rik.1",1,1,1,"1810021J13Rik.1"
"2410025L10Rik.1",2,2,2,"2410025L10Rik.1"
"Cd97.2",2,2,2,"Cd97.2"
"Eif1ad",4,4,4,"Eif1ad"
"Cpsf1",6,6,6,"Cpsf1"
"Rap1gap",1,1,1,"Rap1gap"
"Nmb",2,2,2,"Nmb"
"Tom1",5,5,5,"Tom1"
"Phf19",3,3,3,"Phf19"
"Galnt11",2,2,2,"Galnt11"
"Ankrd54.2",1,1,1,"Ankrd54.2"
"Nup43",4,4,4,"Nup43"
"Casc3",2,2,2,"Casc3"
"Cds2",5,5,5,"Cds2"
"Gipr",1,1,1,"Gipr"
"Mphosph9.4",4,4,4,"Mphosph9.4"
"A230046K03Rik",5,5,5,"A230046K03Rik"
"Cox5a",4,4,4,"Cox5a"
"9030617O03Rik",1,1,1,"9030617O03Rik"
"Hipk2",1,1,1,"Hipk2"
"Otx1",3,3,3,"Otx1"
"Tanc1",5,5,5,"Tanc1"
"Pdia2",5,5,5,"Pdia2"
"Car5b.1",5,5,5,"Car5b.1"
"Rsph1",3,3,3,"Rsph1"
"Otud6b",4,4,4,"Otud6b"
"4432405B04Rik",3,3,3,"4432405B04Rik"
"Cryz.2",3,3,3,"Cryz.2"
"Rbbp7.2",4,4,4,"Rbbp7.2"
"Prdm1.1",5,5,5,"Prdm1.1"
"Lig1.3",3,3,3,"Lig1.3"
"Uprt",4,4,4,"Uprt"
"Vac14",6,6,6,"Vac14"
"Neto2.1",6,6,6,"Neto2.1"
"Tmem167",6,6,6,"Tmem167"
"Rab28.2",3,3,3,"Rab28.2"
"Coq4",6,6,6,"Coq4"
"Rps19bp1",6,6,6,"Rps19bp1"
"Ccdc111.1",1,1,1,"Ccdc111.1"
"Ecd.1",4,4,4,"Ecd.1"
"Psg23",2,2,2,"Psg23"
"Prl2c2.1",2,2,2,"Prl2c2.1"
"Rnasek",5,5,5,"Rnasek"
"Nubp2.2",4,4,4,"Nubp2.2"
"Evi5l",1,1,1,"Evi5l"
"Cstad",2,2,2,"Cstad"
"9130011E15Rik",3,3,3,"9130011E15Rik"
"Mrpl44",4,4,4,"Mrpl44"
"Etv1.1",5,5,5,"Etv1.1"
"Pde11a",1,1,1,"Pde11a"
"Reep1",3,3,3,"Reep1"
"Mcph1.3",3,3,3,"Mcph1.3"
"Adam15.1",3,3,3,"Adam15.1"
"Piwil4",5,5,5,"Piwil4"
"Csrp1",3,3,3,"Csrp1"
"Dclk1",3,3,3,"Dclk1"
"Zfp318.1",2,2,2,"Zfp318.1"
"Rgs4",2,2,2,"Rgs4"
"Pp11r",1,1,1,"Pp11r"
"Cct3.1",4,4,4,"Cct3.1"
"Dazap1",3,3,3,"Dazap1"
"Aspm",1,1,1,"Aspm"
"Fxyd5.1",5,5,5,"Fxyd5.1"
"Slc12a6.1",2,2,2,"Slc12a6.1"
"Pex7",3,3,3,"Pex7"
"Oasl1.2",3,3,3,"Oasl1.2"
"Nme7.7",5,5,5,"Nme7.7"
"Rnf40",6,6,6,"Rnf40"
"Ptrh2.1",6,6,6,"Ptrh2.1"
"Ccdc117.1",1,1,1,"Ccdc117.1"
"Tirap.1",1,1,1,"Tirap.1"
"Prdx2.1",3,3,3,"Prdx2.1"
"Fchsd1.1",2,2,2,"Fchsd1.1"
"Acadvl.1",3,3,3,"Acadvl.1"
"Bcl2l2.1",3,3,3,"Bcl2l2.1"
"Tdg.1",4,4,4,"Tdg.1"
"Slc30a1",6,6,6,"Slc30a1"
"Cdc2l6",5,5,5,"Cdc2l6"
"Eif4e3.1",1,1,1,"Eif4e3.1"
"Spc24",3,3,3,"Spc24"
"Mrpl4",3,3,3,"Mrpl4"
"Apip.2",3,3,3,"Apip.2"
"Cd27.2",2,2,2,"Cd27.2"
"Nosip.2",1,1,1,"Nosip.2"
"Gnl3",6,6,6,"Gnl3"
"ORF9.2",3,3,3,"ORF9.2"
"Brcc3.1",4,4,4,"Brcc3.1"
"Rnf215",5,5,5,"Rnf215"
"Myd88",3,3,3,"Myd88"
"Zfp282",4,4,4,"Zfp282"
"Nrarp",1,1,1,"Nrarp"
"Hnrpa1.1",3,3,3,"Hnrpa1.1"
"Sae1.2",3,3,3,"Sae1.2"
"3200002M19Rik.1",4,4,4,"3200002M19Rik.1"
"Clock.2",2,2,2,"Clock.2"
"Vps26b",5,5,5,"Vps26b"
"Flot2.2",1,1,1,"Flot2.2"
"Pdxdc1.3",6,6,6,"Pdxdc1.3"
"Dph2.1",6,6,6,"Dph2.1"
"Aqr.1",6,6,6,"Aqr.1"
"2610027L16Rik",6,6,6,"2610027L16Rik"
"Mcf2l.1",1,1,1,"Mcf2l.1"
"Gsto2",4,4,4,"Gsto2"
"2610209A20Rik.1",6,6,6,"2610209A20Rik.1"
"Vps13a.1",2,2,2,"Vps13a.1"
"Oasl2",5,5,5,"Oasl2"
"Kbtbd2.1",2,2,2,"Kbtbd2.1"
"BC038286",1,1,1,"BC038286"
"Rgs1.1",3,3,3,"Rgs1.1"
"4930402H24Rik",5,5,5,"4930402H24Rik"
"Mysm1.2",2,2,2,"Mysm1.2"
"Nxn",3,3,3,"Nxn"
"Grwd1.1",6,6,6,"Grwd1.1"
"Pmm2.2",6,6,6,"Pmm2.2"
"Slc4a8.2",1,1,1,"Slc4a8.2"
"Trp53bp2",2,2,2,"Trp53bp2"
"Gm71",4,4,4,"Gm71"
"Diap3",3,3,3,"Diap3"
"Nsun5.3",6,6,6,"Nsun5.3"
"Gab3.2",2,2,2,"Gab3.2"
"Gm1673",1,1,1,"Gm1673"
"Ifi27",5,5,5,"Ifi27"
"Napsa.1",2,2,2,"Napsa.1"
"Elac2.2",6,6,6,"Elac2.2"
"Hopx",5,5,5,"Hopx"
"F630043A04Rik",3,3,3,"F630043A04Rik"
"Nsdhl.2",3,3,3,"Nsdhl.2"
"Nsbp1",3,3,3,"Nsbp1"
"Amd2",4,4,4,"Amd2"
"Hist1h3g",5,5,5,"Hist1h3g"
"Dicer1.1",6,6,6,"Dicer1.1"
"Acot11",1,1,1,"Acot11"
"Kif23",3,3,3,"Kif23"
"Enpp5",5,5,5,"Enpp5"
"Jak3.1",1,1,1,"Jak3.1"
"Sept8",1,1,1,"Sept8"
"Pps",2,2,2,"Pps"
"Phf15.2",3,3,3,"Phf15.2"
"Syngr1.2",3,3,3,"Syngr1.2"
"Zfyve1",5,5,5,"Zfyve1"
"E330036I19Rik",6,6,6,"E330036I19Rik"
"4931428F04Rik",1,1,1,"4931428F04Rik"
"Prr15",1,1,1,"Prr15"
"Ttc1",4,4,4,"Ttc1"
"Pelo",4,4,4,"Pelo"
"Bms1",4,4,4,"Bms1"
"Wdsof1",4,4,4,"Wdsof1"
"BC065397.1",6,6,6,"BC065397.1"
"Blm.2",3,3,3,"Blm.2"
"Usp39.2",4,4,4,"Usp39.2"
"Gmds",3,3,3,"Gmds"
"Nav1.1",5,5,5,"Nav1.1"
"Tmem59",5,5,5,"Tmem59"
"Cope",1,1,1,"Cope"
"Ankrd12.2",2,2,2,"Ankrd12.2"
"Crbn",2,2,2,"Crbn"
"Creld2.1",4,4,4,"Creld2.1"
"Zfp667",1,1,1,"Zfp667"
"2810408M09Rik.2",6,6,6,"2810408M09Rik.2"
"Psmd1.1",4,4,4,"Psmd1.1"
"Tubg1",3,3,3,"Tubg1"
"Stard8.1",1,1,1,"Stard8.1"
"Kti12",4,4,4,"Kti12"
"Hspa1a.1",1,1,1,"Hspa1a.1"
"C230021P08Rik.1",2,2,2,"C230021P08Rik.1"
"Plekha1.1",4,4,4,"Plekha1.1"
"Cenpk.1",3,3,3,"Cenpk.1"
"Ube2e1",4,4,4,"Ube2e1"
"Mcf2l.2",1,1,1,"Mcf2l.2"
"Gucy1a3.2",5,5,5,"Gucy1a3.2"
"Cbfb.1",6,6,6,"Cbfb.1"
"Myo1f",1,1,1,"Myo1f"
"4930583H14Rik",1,1,1,"4930583H14Rik"
"Sirt1",6,6,6,"Sirt1"
"Tspan17.2",1,1,1,"Tspan17.2"
"Rabggtb",4,4,4,"Rabggtb"
"Bud31",4,4,4,"Bud31"
"Cdkn1b.1",5,5,5,"Cdkn1b.1"
"Inoc1",6,6,6,"Inoc1"
"Mapk3",1,1,1,"Mapk3"
"Klhl26.1",1,1,1,"Klhl26.1"
"Cd44.5",3,3,3,"Cd44.5"
"Extl2",4,4,4,"Extl2"
"Trim39",2,2,2,"Trim39"
"Slc25a32.2",6,6,6,"Slc25a32.2"
"2410091C18Rik.1",4,4,4,"2410091C18Rik.1"
"Ifih1",3,3,3,"Ifih1"
"Muc13",1,1,1,"Muc13"
"D1Bwg0212e.1",6,6,6,"D1Bwg0212e.1"
"Ptpn11.2",4,4,4,"Ptpn11.2"
"Ypel3",5,5,5,"Ypel3"
"Isg20l1.1",6,6,6,"Isg20l1.1"
"Sox5.1",3,3,3,"Sox5.1"
"Csnk1g3",2,2,2,"Csnk1g3"
"Med15.1",6,6,6,"Med15.1"
"Otub2",1,1,1,"Otub2"
"D5Ertd40e",2,2,2,"D5Ertd40e"
"Dclre1b.1",4,4,4,"Dclre1b.1"
"Rab4b",1,1,1,"Rab4b"
"Epsti1.2",5,5,5,"Epsti1.2"
"Wdr4.3",4,4,4,"Wdr4.3"
"Padi2.1",1,1,1,"Padi2.1"
"Gpr114",5,5,5,"Gpr114"
"Rbms2.2",6,6,6,"Rbms2.2"
"Gnl2",6,6,6,"Gnl2"
"Lrrc49.2",3,3,3,"Lrrc49.2"
"Prr12",1,1,1,"Prr12"
"5730453I16Rik.1",2,2,2,"5730453I16Rik.1"
"Mfsd10.1",3,3,3,"Mfsd10.1"
"Ap1s1",3,3,3,"Ap1s1"
"5730455P16Rik.1",1,1,1,"5730455P16Rik.1"
"Cask",6,6,6,"Cask"
"Rbl1",1,1,1,"Rbl1"
"Ccnf",3,3,3,"Ccnf"
"Mtx1.2",4,4,4,"Mtx1.2"
"Snf8",4,4,4,"Snf8"
"Gnptg.1",3,3,3,"Gnptg.1"
"3110057O12Rik",1,1,1,"3110057O12Rik"
"Prkaca",1,1,1,"Prkaca"
"Mir16",3,3,3,"Mir16"
"Gpx4.2",3,3,3,"Gpx4.2"
"Grsf1",3,3,3,"Grsf1"
"Taf5l",6,6,6,"Taf5l"
"Oas3",3,3,3,"Oas3"
"Hpcal1.2",5,5,5,"Hpcal1.2"
"Ubac2.1",2,2,2,"Ubac2.1"
"Gm1574.2",1,1,1,"Gm1574.2"
"Ier5l",1,1,1,"Ier5l"
"2310033P09Rik.1",6,6,6,"2310033P09Rik.1"
"Pitrm1.1",6,6,6,"Pitrm1.1"
"Sfrs2ip",3,3,3,"Sfrs2ip"
"Tirap.2",1,1,1,"Tirap.2"
"Lamc1",1,1,1,"Lamc1"
"Dlg7",1,1,1,"Dlg7"
"B930041F14Rik",2,2,2,"B930041F14Rik"
"Myg1.1",4,4,4,"Myg1.1"
"Prss35",5,5,5,"Prss35"
"Rpl31.1",6,6,6,"Rpl31.1"
"Npb",5,5,5,"Npb"
"Pgam5",4,4,4,"Pgam5"
"Timm9.2",6,6,6,"Timm9.2"
"Nt5dc3.1",1,1,1,"Nt5dc3.1"
"Zfyve21",3,3,3,"Zfyve21"
"Sgk1",2,2,2,"Sgk1"
"Ndufb5",3,3,3,"Ndufb5"
"Dcp1a.1",6,6,6,"Dcp1a.1"
"Clcf1",2,2,2,"Clcf1"
"Rcan3.1",1,1,1,"Rcan3.1"
"2610208M17Rik.2",1,1,1,"2610208M17Rik.2"
"Yif1b",1,1,1,"Yif1b"
"Atp10d",2,2,2,"Atp10d"
"H2-DMb1",2,2,2,"H2-DMb1"
"Ddost",4,4,4,"Ddost"
"Nol6.1",6,6,6,"Nol6.1"
"Copz2.3",1,1,1,"Copz2.3"
"Atp11b.1",1,1,1,"Atp11b.1"
"Prdx5.1",3,3,3,"Prdx5.1"
"Abcb1b",4,4,4,"Abcb1b"
"Cdca3.1",1,1,1,"Cdca3.1"
"Mertk",2,2,2,"Mertk"
"2010311D03Rik",4,4,4,"2010311D03Rik"
"Stx2",1,1,1,"Stx2"
"Insig1.2",3,3,3,"Insig1.2"
"Wdr55",6,6,6,"Wdr55"
"Dok4",5,5,5,"Dok4"
"Eif6",6,6,6,"Eif6"
"4932441K18Rik.1",6,6,6,"4932441K18Rik.1"
"Crkrs.2",2,2,2,"Crkrs.2"
"Cdca4.1",3,3,3,"Cdca4.1"
"Ckb",1,1,1,"Ckb"
"Tpi1.1",3,3,3,"Tpi1.1"
"Rwdd1",4,4,4,"Rwdd1"
"Med11.1",4,4,4,"Med11.1"
"D4Ertd22e.1",4,4,4,"D4Ertd22e.1"
"Pik3ap1.1",5,5,5,"Pik3ap1.1"
"C230071H18Rik",1,1,1,"C230071H18Rik"
"Uck2",4,4,4,"Uck2"
"2810474O19Rik.2",2,2,2,"2810474O19Rik.2"
"Col4a3bp.2",4,4,4,"Col4a3bp.2"
"Nol8.1",6,6,6,"Nol8.1"
"Selenbp2",1,1,1,"Selenbp2"
"A030007L17Rik.2",4,4,4,"A030007L17Rik.2"
"Ttc4",6,6,6,"Ttc4"
"Gemin7",6,6,6,"Gemin7"
"Pdik1l",1,1,1,"Pdik1l"
"Lysmd2",4,4,4,"Lysmd2"
"P2ry14.1",5,5,5,"P2ry14.1"
"Klhdc9",3,3,3,"Klhdc9"
"Dph3.1",6,6,6,"Dph3.1"
"Wdr3",6,6,6,"Wdr3"
"Tnfrsf26",2,2,2,"Tnfrsf26"
"Pitpna",6,6,6,"Pitpna"
"Snip1.1",6,6,6,"Snip1.1"
"Edc4",6,6,6,"Edc4"
"1700102P08Rik",2,2,2,"1700102P08Rik"
"Nagk.1",1,1,1,"Nagk.1"
"Lif.1",3,3,3,"Lif.1"
"Atp5f1.1",3,3,3,"Atp5f1.1"
"Zscan22.1",6,6,6,"Zscan22.1"
"Lamc1.1",1,1,1,"Lamc1.1"
"Cd37",5,5,5,"Cd37"
"Amy2-2.1",2,2,2,"Amy2-2.1"
"Elmo2.2",1,1,1,"Elmo2.2"
"Nrn1",5,5,5,"Nrn1"
"Psmc4",4,4,4,"Psmc4"
"Tfb2m",6,6,6,"Tfb2m"
"Rapgef6.4",2,2,2,"Rapgef6.4"
"Ctps.1",6,6,6,"Ctps.1"
"1700023B02Rik.2",1,1,1,"1700023B02Rik.2"
"Igf2",1,1,1,"Igf2"
"Foxk2",4,4,4,"Foxk2"
"Pik3r1.2",2,2,2,"Pik3r1.2"
"Bud13",4,4,4,"Bud13"
"Anp32e",3,3,3,"Anp32e"
"5730449L18Rik.1",4,4,4,"5730449L18Rik.1"
"Sh3gl1",2,2,2,"Sh3gl1"
"Isca1.1",6,6,6,"Isca1.1"
"6330503K22Rik.2",3,3,3,"6330503K22Rik.2"
"Srm.1",6,6,6,"Srm.1"
"S100a6",5,5,5,"S100a6"
"Ndufc1.1",3,3,3,"Ndufc1.1"
"Dnase2a",1,1,1,"Dnase2a"
"Bcl2l2.2",3,3,3,"Bcl2l2.2"
"Ift81",1,1,1,"Ift81"
"6330569M22Rik",2,2,2,"6330569M22Rik"
"Ddx27.1",4,4,4,"Ddx27.1"
"Pgam1",3,3,3,"Pgam1"
"AU022870",4,4,4,"AU022870"
"Mtap.1",6,6,6,"Mtap.1"
"Ppp1r3b",1,1,1,"Ppp1r3b"
