"gene","deg"
"Car5b.1","th2_th0"
"Adam15.1","th2_th0"
"Oasl1.2","th2_th0"
"Cd27.2","th2_th0"
"Aqr.1","th2_th0"
"Oasl2","th2_th0"
"Trp53bp2","th2_th0"
"Gm1673","th2_th0"
"Syngr1.2","th2_th0"
"Prr15","th2_th0"
"Myo1f","th2_th0"
"Ifih1","th2_th0"
"Muc13","th2_th0"
"D1Bwg0212e.1","th2_th0"
"Epsti1.2","th2_th0"
"Gpr114","th2_th0"
"C030048B08Rik","th2_th0"
"Klrd1","th2_th0"
"Oas3","th2_th0"
"Ier5l","th2_th0"
"B930041F14Rik","th2_th0"
"Zfyve21","th2_th0"
"Sgk1","th2_th0"
"Atp10d","th2_th0"
"H2-DMb1","th2_th0"
"Selenbp2","th2_th0"
"Hmox1","th2_th0"
"Elmo2.2","th2_th0"
"Nrn1","th2_th0"
"Rapgef6.4","th2_th0"
"Gm1673.1","th2_th0"
"Ube1l","th2_th0"
"Ccrl2","th2_th0"
"Armcx6.1","th2_th0"
"Edem2.3","th2_th0"
"Fchsd2","th2_th0"
"C730027P07Rik","th2_th0"
"Ifit2.1","th2_th0"
"Tiam1","th2_th0"
"1110007L15Rik.1","th2_th0"
"Casp4.2","th2_th0"
"Mgll.1","th2_th0"
"Insig1.3","th2_th0"
"Niban","th2_th0"
"Ddef2.4","th2_th0"
"1700025K23Rik","th2_th0"
"Tmem65.2","th2_th0"
"Xdh","th2_th0"
"St3gal1","th2_th0"
"Igfbp7.1","th2_th0"
"Rbms2.3","th2_th0"
"Sod1","th2_th0"
"Gbp6","th2_th0"
"2410022L05Rik","th2_th0"
"St3gal1.1","th2_th0"
"Enpp4","th2_th0"
"Oas1b","th2_th0"
"Kdelr3","th2_th0"
"Ly6c1","th2_th0"
"Gldc","th2_th0"
"Rsad2","th2_th0"
"Wdr78","th2_th0"
"Slc46a3","th2_th0"
"Prlr.2","th2_th0"
"Zdhhc6.2","th2_th0"
"LOC625360","th2_th0"
"Trim21","th2_th0"
"Mtap6.2","th2_th0"
"Gpr65","th2_th0"
"A630077B13Rik","th2_th0"
"Gbp1","th2_th0"
"Tbc1d2.4","th2_th0"
"Tox","th2_th0"
"Entpd4.1","th2_th0"
"Spsb1","th2_th0"
"Spcs3.1","th2_th0"
"Eea1.2","th2_th0"
"Inpp5f.2","th2_th0"
"Pfn2.1","th2_th0"
"Pld4","th2_th0"
"Dhx58","th2_th0"
"Ogfrl1.1","th2_th0"
"Retsat","th2_th0"
"Oit3.1","th2_th0"
"Aqp9","th2_th0"
"Cxcr3","th2_th0"
"Mef2c.2","th2_th0"
"Irgm","th2_th0"
"Plac8","th2_th0"
"Arhgdig.1","th2_th0"
"Mett11d1","th2_th0"
"Jdp2","th2_th0"
"Tap1","th2_th0"
"Odf2.2","th2_th0"
"Polk","th2_th0"
"Lime1","th2_th0"
"Gata3","th2_th0"
"Glipr2.2","th2_th0"
"Ube2q2.2","th2_th0"
"Renbp","th2_th0"
"Gbp5","th2_th0"
"Gnaz","th2_th0"
"Lrp8.3","th2_th0"
"Serpinb6a","th2_th0"
"Gm885","th2_th0"
"Pim2.1","th2_th0"
"Ric8b.1","th2_th0"
"Tmem53.2","th2_th0"
"Msr2","th2_th0"
"Rbm43","th2_th0"
"Dapk2.1","th2_th0"
"Il24","th2_th0"
"Adamtsl5","th2_th0"
"Klk8","th2_th0"
"Id1","th2_th0"
"Acss1","th2_th0"
"Nat5.2","th2_th0"
"Stat2","th2_th0"
"Cyp2s1","th2_th0"
"Sp100.1","th2_th0"
"H2-K1.1","th2_th0"
"Hsh2d","th2_th0"
"Ifng.1","th2_th0"
"Endod1","th2_th0"
"Plekha8.1","th2_th0"
"Cox17","th2_th0"
"1110067D22Rik","th2_th0"
"Enoph1","th2_th0"
"Tarbp2.1","th2_th0"
"Dhx58.1","th2_th0"
"Gbp6.1","th2_th0"
"Ube2l6","th2_th0"
"Thrap2","th2_th0"
"Pparg.2","th2_th0"
"Dusp14","th2_th0"
"Pon2","th2_th0"
"Mrpl49.3","th2_th0"
"Igsf9","th2_th0"
"Tha1","th2_th0"
"Bcl2.1","th2_th0"
"Ppp3ca.2","th2_th0"
"Tapbpl.2","th2_th0"
"Ripk3","th2_th0"
"Antxr2","th2_th0"
"Cysltr1","th2_th0"
"Smpdl3a","th2_th0"
"Csprs","th2_th0"
"Ing4.2","th2_th0"
"Akap8","th2_th0"
"Inpp5a.1","th2_th0"
"P2ry14.2","th2_th0"
"Klrk1.3","th2_th0"
"H2-T10.1","th2_th0"
"P2ry5","th2_th0"
"Irf7","th2_th0"
"Aebp2.3","th2_th0"
"Pscdbp","th2_th0"
"Optn.1","th2_th0"
"Il12rb2","th2_th0"
"Phf11.2","th2_th0"
"Mgll.2","th2_th0"
"H2-D1.2","th2_th0"
"Sdc3","th2_th0"
"LOC435565","th2_th0"
"Clpx","th2_th0"
"Tnfsf13b","th2_th0"
"Prdm2.2","th2_th0"
"Adh4","th2_th0"
"Rgs1.2","th2_th0"
"Slc17a6","th2_th0"
"Lrp12.1","th2_th0"
"Mapre2.1","th2_th0"
"Ezh2.2","th2_th0"
"Rasa1","th2_th0"
"Gspt2","th2_th0"
"Nrp1.1","th2_th0"
"H2-Q7","th2_th0"
"Stambpl1","th2_th0"
"Tspan6.1","th2_th0"
"Pkp4.3","th2_th0"
"Dbndd2.2","th2_th0"
"Scotin.2","th2_th0"
"Cetn4.1","th2_th0"
"Gramd3.1","th2_th0"
"Trim26","th2_th0"
"Fhit","th2_th0"
"Btla","th2_th0"
"Adora2b","th2_th0"
"Gbp5.1","th2_th0"
"Gpr83","th2_th0"
"Cdkn1a.2","th2_th0"
"H2-DMb2.1","th2_th0"
"Oasl2.1","th2_th0"
"Lpxn","th2_th0"
"Aff4","th2_th0"
"Klf7","th2_th0"
"Retsat.1","th2_th0"
"Tnfrsf8.1","th2_th0"
"Cox6b2.1","th2_th0"
"Ccl4.1","th2_th0"
"H2-T23.2","th2_th0"
"Ppp1r1b.2","th2_th0"
"Car5b.2","th2_th0"
"Ift80","th2_th0"
"Tal2","th2_th0"
"Kcnf1","th2_th0"
"Slc2a6","th2_th0"
"R74862","th2_th0"
"Nhedc2.1","th2_th0"
"Ifit3.1","th2_th0"
"Ets2","th2_th0"
"Slamf9","th2_th0"
"Psrc1","th2_th0"
"9930111J21Rik","th2_th0"
"Gsdmdc1.2","th2_th0"
"Chkb","th2_th0"
"Mtap6.3","th2_th0"
"2510009E07Rik.2","th2_th0"
"Bzrap1","th2_th0"
"Sectm1a","th2_th0"
"Chkb.1","th2_th0"
"Gm885.1","th2_th0"
"Il18r1","th2_th0"
"Eomes","th2_th0"
"Trim25","th2_thmix"
"Ticam2","th2_thmix"
"Adar","th2_thmix"
"Zfp768","th2_thmix"
"Lgals3bp","th2_thmix"
"Stat1","th2_thmix"
"Unc119.1","th2_thmix"
"Dtx3l","th2_thmix"
"Nrp1","th2_thmix"
"Il18rap","th2_thmix"
"BC006779","th2_thmix"
"Gvin1","th2_thmix"
"AI451557","th2_thmix"
"Lrp12","th2_thmix"
"Rbms1","th2_thmix"
"Acsl6","th2_thmix"
"Pik3ap1","th2_thmix"
"Trat1","th2_thmix"
"Fgf2","th2_thmix"
"Lsm12.1","th2_thmix"
"Fcrls","th2_thmix"
"4930539E08Rik","th2_thmix"
"Serpina3g","th2_thmix"
"Fkbp11","th2_thmix"
"Mov10","th2_thmix"
"Apobec1","th2_thmix"
"BC029214","th2_thmix"
"Syngr1.1","th2_thmix"
"Ccr5","th2_thmix"
"Pkn3","th2_thmix"
"Stra6","th2_thmix"
"St6gal1","th2_thmix"
"Ccdc88c.1","th2_thmix"
"Ntrk3.1","th2_thmix"
"H1fx","th2_thmix"
"Suv420h1","th2_thmix"
"LOC626578","th2_thmix"
"Ch25h","th2_thmix"
"Ctsw","th2_thmix"
"Usp18","th2_thmix"
"Zbp1.1","th2_thmix"
"Ly6a","th2_thmix"
"Gbp3.1","th2_thmix"
"Itpr1","th2_thmix"
"Nuak2","th2_thmix"
"Ccr5.1","th2_thmix"
"Casp1","th2_thmix"
"Gsdmdc1.1","th2_thmix"
"Cd79b","th2_thmix"
"Bst2","th2_thmix"
"Ccr5.2","th2_thmix"
"Iigp2","th2_thmix"
"Shh","th2_thmix"
"Gnas.2","th2_thmix"
"Fgl2","th2_thmix"
"Actr3b","th2_thmix"
"Tspan6","th2_thmix"
"Psmb9","th2_thmix"
"Rai14.1","th2_thmix"
"Ube2b.1","th2_thmix"
"EG240327","th2_thmix"
"Gnaq.2","th2_thmix"
"Prm1","th2_thmix"
"Npal1","th2_thmix"
"Nampt.1","th2_thmix"
"5830405N20Rik","th2_thmix"
"Pdlim4","th2_thmix"
"Parp14","th2_thmix"
"1700113I22Rik","th2_thmix"
"Slc16a6","th2_thmix"
"Ttc27","th2_thmix"
"Ms4a6d.1","th2_thmix"
"Samhd1","th2_thmix"
"Prickle1","th2_thmix"
"Tmem110","th2_thmix"
"Scly","th2_thmix"
"Capg.1","th2_thmix"
"Tlk1","th2_thmix"
"Il8ra","th2_thmix"
"Prm1.1","th2_thmix"
"Ccdc28b.1","th2_thmix"
"Tspan31","th2_thmix"
"Zbtb32.1","th2_thmix"
"Ms4a6b","th2_thmix"
"Nt5e","th2_thmix"
"Furin","th2_thmix"
"Ifitm3","th2_thmix"
"Amica1","th2_thmix"
"Car5b","th2_thmix"
"Pet112l.1","th2_thmix"
"Zcchc18.1","th2_thmix"
"H2-T23.1","th2_thmix"
"H2-Q6","th2_thmix"
"Stk39","th2_thmix"
"Gadd45g","th2_thmix"
"Ifi35","th2_thmix"
"Gp49a","th2_thmix"
"St3gal6","th2_thmix"
"Fars2","th2_thmix"
"Uba1","th2_thmix"
"9130404D14Rik","th2_thmix"
"Selp","th2_thmix"
"Nav1","th2_thmix"
"Axin1.1","th2_thmix"
"Id2.1","th2_thmix"
"Serpina3f","th2_thmix"
"EG630499.1","th2_thmix"
"Ntrk3.2","th2_thmix"
"Car5b.1","th2_thmix"
"Oasl1.2","th2_thmix"
"Vps13a.1","th2_thmix"
"Nav1.1","th2_thmix"
"Oas3","th2_thmix"
"Tnfrsf26","th2_thmix"
"Lif.1","th2_thmix"
"Nrn1","th2_thmix"
"Armcx6.1","th2_thmix"
"C730027P07Rik","th2_thmix"
"Slc39a7","th2_thmix"
"1200015F23Rik.1","th2_thmix"
"Xdh","th2_thmix"
"Igfbp7.1","th2_thmix"
"Gbp6","th2_thmix"
"Fes","th2_thmix"
"Ly6c1","th2_thmix"
"Wdr78","th2_thmix"
"A630077B13Rik","th2_thmix"
"Gbp1","th2_thmix"
"Aqp9","th2_thmix"
"Cxcr3","th2_thmix"
"Irgm","th2_thmix"
"Plac8","th2_thmix"
"Tap1","th2_thmix"
"Gbp5","th2_thmix"
"Gnaz","th2_thmix"
"1700113I22Rik.1","th2_thmix"
"Gm885","th2_thmix"
"Msr2","th2_thmix"
"Id1","th2_thmix"
"Ifng.1","th2_thmix"
"Ltbp1.4","th2_thmix"
"Gadd45g.1","th2_thmix"
"Gbp6.1","th2_thmix"
"Ube2l6","th2_thmix"
"LOC433632","th2_thmix"
"Tnfrsf25.1","th2_thmix"
"Tha1","th2_thmix"
"Tapbpl.2","th2_thmix"
"Csprs","th2_thmix"
"Ffar2","th2_thmix"
"Lrrk1.1","th2_thmix"
"Akap8","th2_thmix"
"H2-T10.1","th2_thmix"
"Irf7","th2_thmix"
"Ccdc109b","th2_thmix"
"Il12rb2","th2_thmix"
"H2-D1.2","th2_thmix"
"Gnb5.2","th2_thmix"
"Sdc3","th2_thmix"
"LOC435565","th2_thmix"
"Tnfsf13b","th2_thmix"
"Snupn","th2_thmix"
"Rgs1.2","th2_thmix"
"Samhd1.1","th2_thmix"
"Nrp1.1","th2_thmix"
"H2-Q7","th2_thmix"
"Furin.2","th2_thmix"
"Kndc1.3","th2_thmix"
"Adora2b","th2_thmix"
"Gbp5.1","th2_thmix"
"Gpr83","th2_thmix"
"D0H4S114","th2_thmix"
"H2-DMb2.1","th2_thmix"
"Eif3k","th2_thmix"
"Loh11cr2a","th2_thmix"
"Il2rb","th2_thmix"
"Aff4","th2_thmix"
"D430039N05Rik","th2_thmix"
"H2-T23.2","th2_thmix"
