"gene","Th1","Th2","category","model"
"Id1",0.756222816282008,0.436168724360294,"Th2like","Th1/2"
"Id2",0.128315088578008,1.02790434527364,"Th2like","Th1/2"
"Id2.1",0.557914000786006,0.837559987398007,"Ind","Th1/2"
"Ier5l",0.816706012718033,0.338217029213228,"Th2like","Th1/2"
"Ifi202b",0.0828636832753622,-0.379192301766081,"Ind","Th1/2"
"Ifi202b.1",0.0101945634938669,0.200696954874459,"Ind","Th1/2"
"Ifi203",0.16993634620049,0.767686676119848,"Th2like","Th1/2"
"Ifi27",0.3516402794595,0.484158858066411,"Th2like","Th1/2"
"Ifi35",0.0817555732038612,0.410134972714278,"Ind","Th1/2"
"Ifih1",0.0340905226189687,0.147332847692863,"Ind","Th1/2"
"Ifit2",-0.215508736667711,0.816457147127307,"Th2like","Th1/2"
"Ifit2.1",-0.00152985924595892,0.898934586351444,"Th2like","Th1/2"
"Ifit3",0.103685635847727,0.897649355303029,"Th2like","Th1/2"
"Ifit3.1",-0.14247523625279,0.928002435015132,"Th2like","Th1/2"
"Ifitm1.4",0.194864569712055,0.567720806314458,"Th2like","Th1/2"
"Ifitm2",0.0451948407267172,0.795510032726765,"Th2like","Th1/2"
"Ifitm3",0.335927521124603,0.353370637615483,"Superpos","Th1/2"
"Ifng",0.386854258585192,1.18949186833629,"Superpos","Th1/2"
"Ifng.1",0.384527790986592,1.51021036829792,"Superpos","Th1/2"
"Igf2bp3",0.213777215009133,0.790548348846809,"Ind","Th1/2"
"Igf2bp3.2",0.58147489648675,0.349046838395894,"Ind","Th1/2"
"Igfbp7.1",0.0591029574565989,0.30848881077727,"Ind","Th1/2"
"Igtp",0.347810887567007,0.17581072833439,"Ind","Th1/2"
"Iigp2",0.87837346393634,0.355435827009567,"Ind","Th1/2"
"Ikzf1",0.0572569790362295,0.888157955302581,"Th2like","Th1/2"
"Il10rb",0.447327419647215,0.536693625360159,"Ind","Th1/2"
"Il11ra1",0.190933194575207,0.717935314089992,"Th2like","Th1/2"
"Il12rb2",0.471179630809277,0.655281146992466,"Th1like","Th1/2"
"Il17ra",0.0757313642475741,0.932194339500713,"Ind","Th1/2"
"Il18r1",0.189399737489196,0.885779680693048,"Th2like","Th1/2"
"Il18rap",0.0679281351224442,0.87124951899307,"Ind","Th1/2"
"Il24",0.836557012535228,0.49728080297648,"Ind","Th1/2"
"Il2rb",0.78755835567038,0.288175747564555,"Ind","Th1/2"
"Il4",0.0332499667868277,1.04340326104173,"Th2like","Th1/2"
"Il4ra",0.451140130725213,0.822864830054961,"Th2like","Th1/2"
"Il8ra",0.619434438643554,0.413836607012026,"Th1like","Th1/2"
"Ing4",0.460970082324843,0.748514336293982,"Th2like","Th1/2"
"Ing4.2",0.196643758414952,0.883001743333788,"Th2like","Th1/2"
"Inpp4b",0.205904282064529,1.03528705101156,"Th2like","Th1/2"
"Inpp5a.1",0.330908984080321,0.715880023071514,"Th2like","Th1/2"
"Insig1.2",0.415248652195135,0.503853383271136,"Th2like","Th1/2"
"Insig1.3",0.39365576556694,0.591322543596203,"Th2like","Th1/2"
"Irf7",0.213487032613053,0.77071862096802,"Th2like","Th1/2"
"Irf9",-0.119036857504143,0.803036099819996,"Th2like","Th1/2"
"Irf9.1",0.239469812619896,0.564480412259177,"Ind","Th1/2"
"Irgm",1.34148491630434,0.522396005202308,"Th2like","Th1/2"
"Isg20",0.140945488649205,0.85252211377177,"Th2like","Th1/2"
"Itga7",-0.0957067144362167,0.953286200963983,"Th2like","Th1/2"
"Itgb5",0.653974082019342,0.516939196340953,"Superpos","Th1/2"
"Itih5.1",0.563745171632069,0.429344419569171,"Ind","Th1/2"
"Itpr1",0.873504087060657,0.178406104342187,"Th1like","Th1/2"
"Jdp2",0.29533218810143,0.904170882546181,"Th2like","Th1/2"
"Kbtbd7.2",0.1335332105906,0.610798360457067,"Th2like","Th1/2"
"Kcnk10",0.337471409708912,0.142729212801702,"Ind","Th1/2"
"Kcnk5.1",0.127179777399363,0.865005643199804,"Th2like","Th1/2"
"Kcnk5.2",0.493180360243171,0.582393516453332,"Th2like","Th1/2"
"Kdelr3",-0.40271148530081,1.27682498906992,"Th2like","Th1/2"
"Kif1b.2",0.1518957217501,0.85267762457899,"Th2like","Th1/2"
"Kif3a",0.153971334977715,1.28528726837665,"Th2like","Th1/2"
"Kif3a.2",-0.0746750477340848,1.12072088744567,"Th2like","Th1/2"
"Kifc1",-0.0994699872397973,0.934672498680786,"Th2like","Th1/2"
"Klf2",0.568219416018478,0.517753371034992,"Ind","Th1/2"
"Klhl21",0.128021074226262,0.777018498904063,"Ind","Th1/2"
"Klk8",0.194058119308574,0.826627471664829,"Th2like","Th1/2"
"Klrd1",0.224073706725013,0.782627282861276,"Superpos","Th1/2"
"Klrk1.3",0.0837898120661562,0.799592537031982,"Ind","Th1/2"
"l7Rn6",0.0600507799010513,0.725179914806763,"Th2like","Th1/2"
"Lama5",-0.572086135888123,1.38560709303614,"Th2like","Th1/2"
"Ldhd",0.0922439220658766,1.03178306852413,"Th2like","Th1/2"
"Leng9",0.477340611184161,0.581224735312979,"Th2like","Th1/2"
"Lgals3",0.140712259621646,1.12919368153323,"Th2like","Th1/2"
"Lgals3bp",0.137291362141749,0.603881728241444,"Th2like","Th1/2"
"Lgals4.1",0.710264976628219,0.399205191248024,"Ind","Th1/2"
"Lif.1",0.679952239007843,0.800081791609686,"Th2like","Th1/2"
"Lilrb4.1",1.14238518216271,0.97041846016059,"Superpos","Th1/2"
"Lmo2",0.388384293648223,0.780855897576427,"Th2like","Th1/2"
"LOC329575",0.8094184025226,0.378019938621444,"Ind","Th1/2"
"LOC433632",0.349960753456732,0.284287267638474,"Ind","Th1/2"
"LOC435565",0.474402512269458,1.11960320657102,"Th1like","Th1/2"
"LOC56628",0.836462332274861,0.065282616589572,"Ind","Th1/2"
"LOC625360",0.2560515554795,0.584852060907491,"Th2like","Th1/2"
"Lpin1",0.396920281772876,0.67160853891884,"Ind","Th1/2"
"Lpxn",0.162130013062424,0.958221192965559,"Th2like","Th1/2"
"Lrch1.1",0.372829236036465,0.847082272448081,"Ind","Th1/2"
"Lrp11",0.961874358766203,0.0738235722563329,"Ind","Th1/2"
"Lrp12",0.158534784357204,0.421545609422174,"Ind","Th1/2"
"Lrp12.1",-0.0997828018390773,0.661584128889402,"Th2like","Th1/2"
"Lrp8.3",0.143189117782216,0.772677455812436,"Th2like","Th1/2"
"Lrrc49.2",-0.374676752548691,1.42151873500299,"Th2like","Th1/2"
"Lrrfip1.2",0.433217272671694,0.555302390624728,"Th2like","Th1/2"
"Lrrk1.1",0.332687171503091,0.614533322182972,"Superpos","Th1/2"
"Lss",0.590842720052366,0.343513695749058,"Ind","Th1/2"
"Ltb4r1",0.955258086470305,0.0774146979592592,"Th1like","Th1/2"
"Ltbp1.4",-0.512922094587473,0.145107005661601,"Ind","Th1/2"
"Ltbp3.1",0.107342290103892,1.12419329778763,"Th2like","Th1/2"
"Luzp1",0.264554605011297,0.654372094795916,"Th2like","Th1/2"
"Luzp1.1",0.0794729924043197,0.986855008550513,"Th2like","Th1/2"
"Ly6a",0.839951640047457,0.25689196418422,"Th1like","Th1/2"
"Ly6c1",0.571900955552744,0.158276162832593,"Th1like","Th1/2"
"Ly9",0.375465316385882,0.811985456169522,"Th2like","Th1/2"
"Lyrm5",0.332852948943206,0.654572719809311,"Th2like","Th1/2"
"Maged2",0.14927102828998,0.727011217465846,"Th2like","Th1/2"
"Map2k6.1",0.773926990354836,0.368477025240297,"Superpos","Th1/2"
"Mapre2",0.515304962343054,0.656664013934215,"Ind","Th1/2"
"Marcks",0.565434000280564,0.675866358202394,"Th2like","Th1/2"
"Matk.1",0.218723932963404,0.899389153588868,"Superpos","Th1/2"
"Matk.2",0.204161041289345,0.930663519582055,"Th2like","Th1/2"
"Mbnl1.1",0.289812538061777,0.769974284366366,"Th2like","Th1/2"
"Mboat2.3",0.226038704353837,0.937263085162462,"Th2like","Th1/2"
"Mcf2l.1",0.365794911525139,0.792625127775799,"Th2like","Th1/2"
"Mcf2l.2",1.17083856582153,0.470624273164109,"Ind","Th1/2"
"Mcl1",-0.00666024063373857,0.967301183351677,"Th2like","Th1/2"
"Mef2c.2",0.280878763555477,0.983081742787641,"Th2like","Th1/2"
"Mettl4",0.284243830976831,0.750631893718009,"Th2like","Th1/2"
"Mgll",0.358301882469056,0.730997395322688,"Th2like","Th1/2"
"Mgll.1",0.0265143993093089,0.895571677384707,"Th2like","Th1/2"
"Mgll.2",0.354768720283781,0.755578179289179,"Th2like","Th1/2"
"Mitd1",0.0644875479829759,0.810734908644608,"Th2like","Th1/2"
"Mlf1",0.435868202972336,0.388209406498291,"Superpos","Th1/2"
"Mlkl",0.486830873948278,0.477958663766134,"Superpos","Th1/2"
"Mllt11.1",-0.272577872631234,1.15457043257608,"Th2like","Th1/2"
"Mllt3.1",0.367732821508065,0.376812218302374,"Ind","Th1/2"
"Mllt4",-0.679688457716216,1.33819501344006,"Th2like","Th1/2"
"Mllt4.2",-0.0742429065132774,1.04721475528189,"Th2like","Th1/2"
"Mocos",0.0220229225245929,0.812993808586618,"Th2like","Th1/2"
"Morc3",-0.0165267179497868,0.903199162616924,"Th2like","Th1/2"
"Mov10",0.191136624105994,0.268406347549127,"Ind","Th1/2"
"Mov10.1",-0.0817256593066003,1.0796275916898,"Th2like","Th1/2"
"Mpp1",-0.264623053458412,1.18506709267527,"Th2like","Th1/2"
"Mrpl16",0.548187152944775,0.433739120427176,"Ind","Th1/2"
"Ms4a6b",0.334631008773717,0.611063140092176,"Ind","Th1/2"
"Ms4a6d.1",0.299292729478636,0.858212994754343,"Superpos","Th1/2"
"Msh5",0.633186512463322,-0.0412444772434529,"Th1like","Th1/2"
"Msh5.1",0.538937341357414,0.212522676042887,"Ind","Th1/2"
"Msr2",0.18394525016447,1.55411792811854,"Th2like","Th1/2"
"Mtap",-0.0292682319427974,1.01897989809235,"Th2like","Th1/2"
"Mtap.1",0.219279253506761,0.840150197159136,"Th2like","Th1/2"
"Mtap6.2",0.0280994305160056,0.177069223913625,"Ind","Th1/2"
"Mtap6.3",0.150587901089855,-0.656942620653933,"Ind","Th1/2"
"Mtap7",0.0488793368532269,0.532876195349482,"Th2like","Th1/2"
"Muc13",-0.0376561796012004,0.244882918998444,"Th2like","Th1/2"
"Mx1",0.0650701267688397,0.402073575905471,"Ind","Th1/2"
"Mxra8",0.0373044008863731,1.05212024032511,"Th2like","Th1/2"
"Myl4",0.187996335686053,0.894870859798868,"Th2like","Th1/2"
"Myo1f",0.725149588457359,0.532167663139752,"Superpos","Th1/2"
"Myo6.1",0.502729072225459,0.703622696296418,"Superpos","Th1/2"
"Myst4.1",0.21565594945088,0.864411422279532,"Th2like","Th1/2"
"Nagk.3",0.540750523493061,0.362743249950251,"Ind","Th1/2"
"Nampt.1",0.409542741414672,0.434349142566116,"Ind","Th1/2"
"Nat5",0.227563949534816,0.661383281038864,"Th2like","Th1/2"
"Nat5.1",0.130387593367097,0.913221052439393,"Th2like","Th1/2"
"Nat5.2",0.172836931235111,0.902345456158306,"Th2like","Th1/2"
"Nav1",0.538529077126999,-0.133583011176892,"Ind","Th1/2"
"Nav1.1",0.666493042053813,-0.269584773040451,"Ind","Th1/2"
"Ncf1",0.27825725399627,0.759110667628573,"Th2like","Th1/2"
"Nedd1",0.206705103536181,0.837280172177946,"Th2like","Th1/2"
"Nelf.1",0.547893766313639,0.415791661989878,"Ind","Th1/2"
"Nhedc2",-0.255415832319757,1.232898740804,"Th2like","Th1/2"
"Nhedc2.1",0.360729093687453,0.291216969903833,"Ind","Th1/2"
"Niban",0.0185248222265725,0.609106450641388,"Th2like","Th1/2"
"Nin",0.199956818509614,0.899122798594412,"Th2like","Th1/2"
"Nkg7",0.0721114773001513,0.894281889342079,"Th2like","Th1/2"
"Nod1",0.272797636217668,0.79553279580504,"Superpos","Th1/2"
"Nol3.1",-0.108802776034289,1.13286000140773,"Th2like","Th1/2"
"Nos3.3",0.412570972382502,0.489260783750264,"Ind","Th1/2"
"Npc1",0.470129903617597,0.655119556397177,"Th2like","Th1/2"
"Nqo2",-0.0395133669796317,0.839403820476001,"Th2like","Th1/2"
"Nrbp2",0.0380297241609062,0.986446429425071,"Th2like","Th1/2"
"Nrn1",0.0393704014646555,0.402746678159074,"Ind","Th1/2"
"Nrp1",0.372664916849194,-0.198467368887639,"Ind","Th1/2"
"Nrp1.1",0.328254828865584,-0.206558710482695,"Ind","Th1/2"
"Ntrk3.1",0.459627162880485,0.435342286088374,"Th2like","Th1/2"
"Ntrk3.2",0.604862667770663,0.319453485163777,"Th2like","Th1/2"
"Nts",0.125646585032354,0.617329856307124,"Th2like","Th1/2"
"Nuak2",0.778169430402372,-0.0733373170861015,"Ind","Th1/2"
"Nucb1",-0.142142223009115,1.05049652109024,"Th2like","Th1/2"
"Nucb1.1",0.0513059968096332,0.986046443656433,"Th2like","Th1/2"
"Nup107",-0.271447625434217,1.32530197948767,"Th2like","Th1/2"
"Nusap1",0.903397435547779,0.0795546440343233,"Th1like","Th1/2"
"Oas1b",0.0933620145990238,0.820997349778778,"Th2like","Th1/2"
"Oas1g",-0.0519506419646517,0.674514305525989,"Ind","Th1/2"
"Oas1g.3",0.0202364095167661,0.546690444925946,"Ind","Th1/2"
"Oas2",-0.0204403323117053,0.932073772637322,"Th2like","Th1/2"
"Oas3",0.351083758658177,0.0114476559746996,"Th1like","Th1/2"
"Oasl1",0.289692898903279,0.95645824783212,"Th2like","Th1/2"
"Oasl1.2",0.349044882667151,0.872649996660933,"Ind","Th1/2"
"Oasl2",-0.00648109457872941,-0.492937894961893,"Ind","Th1/2"
"Oasl2.1",-0.0740620474302625,0.505130110182869,"Ind","Th1/2"
"Ociad2",0.350573542506256,0.630310171827609,"Th2like","Th1/2"
"Odf2.1",0.242862329294502,0.786464412979415,"Th2like","Th1/2"
"Ogfrl1.1",0.213697245880361,0.6817817851469,"Ind","Th1/2"
"Oit3.1",1.69494823385033,0.819081727727146,"Superpos","Th1/2"
"Optn.1",0.137356530568202,0.719500109839785,"Ind","Th1/2"
"Orc1l",0.741919387993489,0.284030218151777,"Ind","Th1/2"
"Osm",0.309704462767161,0.562703029116643,"Th2like","Th1/2"
"OTTMUSG00000005491",0.30812785572791,0.642348301255908,"Ind","Th1/2"
"Otx1",0.144583032834326,0.391053599589747,"Ind","Th1/2"
"P2ry1",0.325030594423912,0.748601697981487,"Th2like","Th1/2"
"P2ry14",0.0901625782635147,0.747846022530115,"Th2like","Th1/2"
"P2ry14.2",0.121939435494318,0.864409461106456,"Superpos","Th1/2"
"P2ry5",0.4741676658459,0.688244782967128,"Th2like","Th1/2"
"P4ha2",-0.196093621201306,0.906217799674732,"Th2like","Th1/2"
"Pacsin1.3",0.455028116045267,0.7235521344638,"Th2like","Th1/2"
"Pak4",0.55005519657335,0.374880568250909,"Ind","Th1/2"
"Pank4",0.542835922617439,0.426181951607425,"Ind","Th1/2"
"Parp12",0.0242237553079563,1.03511536083526,"Th2like","Th1/2"
"Parp14",0.195892626359322,0.712872556614491,"Th2like","Th1/2"
"Pbx2.1",0.391993101921349,0.565454084238255,"Ind","Th1/2"
"Pcx",0.384476768152754,0.475614054589431,"Th2like","Th1/2"
"Pde6d.1",-0.182495896075466,0.847103489638757,"Th2like","Th1/2"
"Pde6d.2",-0.0269103561993396,0.693275097353142,"Th2like","Th1/2"
"Pdlim4",0.863536913082941,0.0865407300188191,"Ind","Th1/2"
"Pfn2",0.276769914443663,0.588517522175266,"Th2like","Th1/2"
"Pfn2.1",0.173920530615605,0.695993590885774,"Th2like","Th1/2"
"Phf11",0.217097317509888,0.640310763354591,"Superpos","Th1/2"
"Phf11.2",0.231522422197884,0.677129806692006,"Superpos","Th1/2"
"Phkg2",0.37082048177655,0.655265792503866,"Th2like","Th1/2"
"Phldb1",0.185565099723262,0.596635888479938,"Th2like","Th1/2"
"Phldb1.3",0.451536082864258,0.553890271989934,"Th2like","Th1/2"
"Pigh.1",-0.130612405767715,0.796683815637299,"Th2like","Th1/2"
"Pigz",0.607844130014143,-0.00510401668723797,"Ind","Th1/2"
"Pik3ap1",0.474148100050832,1.20619419039069,"Superpos","Th1/2"
"Pik3cg",0.727928541171774,0.109459153961263,"Ind","Th1/2"
"Pim2.1",0.074705646999452,1.04682290768418,"Th2like","Th1/2"
"Pip5k1b",0.332760722683932,0.651235361339366,"Th2like","Th1/2"
"Pitpnm2",0.690522766120045,0.448173114882894,"Ind","Th1/2"
"Pkn3",1.0260539573251,0.134224013399307,"Ind","Th1/2"
"Pkp2",0.272066111460651,0.798520769247507,"Th2like","Th1/2"
"Pkp2.1",0.0273324073003558,0.918855620265059,"Th2like","Th1/2"
"Pkp2.2",0.308464327607976,0.818802610298168,"Superpos","Th1/2"
"Pkp4.3",0.0941831099297916,0.810953547107651,"Th2like","Th1/2"
"Pla1a",0.196505059229301,0.0829694953223144,"Ind","Th1/2"
"Pla2g4f",-0.262908619962127,1.08585759013926,"Th2like","Th1/2"
"Plac8",0.69163720274425,0.227297073860035,"Th1like","Th1/2"
"Plcl2",-1.00506093842425,1.77488803061972,"Th2like","Th1/2"
"Plcxd1",0.232739711178724,0.85353257674455,"Th2like","Th1/2"
"Plcxd1.2",0.343195443998304,0.818448828451189,"Th2like","Th1/2"
"Pld4",0.310630081134124,0.67324328138841,"Th2like","Th1/2"
"Plek",-0.0120001644749853,0.94501614785661,"Th2like","Th1/2"
"Plekha8.1",0.369007795220042,0.629302490233406,"Th2like","Th1/2"
"Plekhf1",0.270473067151207,0.72448823808738,"Th2like","Th1/2"
"Pml",0.348170577858297,0.373082672291932,"Ind","Th1/2"
"Polk",0.447443764521344,0.63317972267054,"Ind","Th1/2"
"Polr2d.1",0.175059413727888,0.844108297534976,"Th2like","Th1/2"
"Pon2",1.03063229664403,0.654111918742126,"Superpos","Th1/2"
"Ppap2c.1",0.0264893650804083,0.89105769326136,"Th2like","Th1/2"
"Pparg",0.794996772043009,0.662872301438172,"Th2like","Th1/2"
"Pparg.2",0.407043939017595,0.586839241582882,"Th2like","Th1/2"
"Ppm1b",0.0899367855890553,0.911451705014892,"Th2like","Th1/2"
"Ppm1b.1",0.56641622095022,0.581885393124558,"Ind","Th1/2"
"Ppme1",0.210731862651953,0.696192153716784,"Th2like","Th1/2"
"Ppp1r1b.2",1.08681407990153,0.881033871477565,"Th2like","Th1/2"
"Ppp3ca",0.343311221990562,0.677402365808687,"Superpos","Th1/2"
"Ppp3ca.2",0.616168477088486,0.325283864633325,"Th1like","Th1/2"
"Ppp3cc",0.157211773018271,0.930559444311176,"Th2like","Th1/2"
"Ppt1",0.678319007683751,0.442376212004964,"Ind","Th1/2"
"Prdm16.1",0.17694579097226,0.921433611286337,"Th2like","Th1/2"
"Prdx4",0.121508841042137,0.775071779013865,"Th2like","Th1/2"
"Prdx5.1",0.277428460557959,0.8087810133631,"Th2like","Th1/2"
"Prkar1b",0.0479471958176771,0.689564963695774,"Th2like","Th1/2"
"Prkrip1.1",0.224930694175186,0.935432527961447,"Ind","Th1/2"
"Prlr.2",0.411896243841264,0.553420649454399,"Th2like","Th1/2"
"Prm1",0.523858391308147,1.02801619130916,"Ind","Th1/2"
"Prm1.1",0.456812128530565,1.4130172030175,"Ind","Th1/2"
"Pros1",-0.274065423755327,0.969393129742921,"Th2like","Th1/2"
"Prr11",-0.0902228996448309,0.901877240477924,"Th2like","Th1/2"
"Prr15",0.288063920725523,0.563836185932437,"Th2like","Th1/2"
"Pscdbp",0.223101972656398,0.821471139872416,"Th2like","Th1/2"
"Psmb9",1.0059684289912,-0.497912930115804,"Ind","Th1/2"
"Psrc1",-0.558703246848401,1.23191325623931,"Th2like","Th1/2"
"Pter",0.34047473039979,0.457127061932779,"Superpos","Th1/2"
"Ptger2.1",0.0230187967322052,0.867761869159318,"Th2like","Th1/2"
"Ptk2b",0.0605963876317918,0.818884013259835,"Th2like","Th1/2"
"Ptpla",0.3047757540517,0.708016943838219,"Th2like","Th1/2"
"Ptpn12",0.0239862500442041,0.829609732912393,"Th2like","Th1/2"
"Ptprk",0.568873728879321,0.240025826051898,"Th1like","Th1/2"
"Pxmp4",0.759915643046492,0.410119972467922,"Ind","Th1/2"
"Pygl.1",0.303721085135946,0.550875044105234,"Th2like","Th1/2"
"R3hdm1.1",0.323375471667851,0.879627688908117,"Th2like","Th1/2"
"R74862",-0.131710500688749,0.910158448234104,"Th2like","Th1/2"
"Rab31",0.718577105720843,0.933198668278726,"Superpos","Th1/2"
"Rab33a",0.315618061509973,1.00941382483388,"Superpos","Th1/2"
"Rab6ip1",0.0076836735055867,0.646146196629074,"Th2like","Th1/2"
"Rabgap1l",0.575871277736815,0.458620685561848,"Th2like","Th1/2"
"Rabgap1l.1",0.0436390119198765,0.832597622724744,"Th2like","Th1/2"
"Rad50",1.10703321937107,0.32159216378782,"Th1like","Th1/2"
"Rai14.1",2.02329393322942,0.0510198898537628,"Th1like","Th1/2"
"Ralb",0.547948884456279,0.432040472665459,"Ind","Th1/2"
"Rap1b",0.505716844533356,0.396965949296316,"Ind","Th1/2"
"Rap1gap",0.668143524043714,0.711503112114694,"Th2like","Th1/2"
"Rapgef5",-0.390802151458308,0.904918137094355,"Th2like","Th1/2"
"Rapsn",0.227835872142835,0.998157917386905,"Th2like","Th1/2"
"Rasa1",0.105694106129548,0.981105911308094,"Th2like","Th1/2"
"Rasa3",0.506693725355524,0.591147615982933,"Superpos","Th1/2"
"Rasgrp4.1",0.0812838711619183,0.821586301592934,"Th2like","Th1/2"
"Rbm43",0.127536501718652,0.896613421140248,"Th2like","Th1/2"
"Rbms2.2",0.522319850767192,0.688381893828325,"Th2like","Th1/2"
"Rbms2.3",0.359818067170006,0.665506033797891,"Th2like","Th1/2"
"Rbpj.1",0.408781134794604,0.807827455165705,"Th2like","Th1/2"
"Renbp",0.168274509784764,0.940133280330414,"Th2like","Th1/2"
"Repin1",-0.0531369698002142,0.882684321082861,"Th2like","Th1/2"
"Repin1.1",0.0162405468884444,0.886543773909068,"Th2like","Th1/2"
"Retsat",0.072569641093921,1.00681275032305,"Th2like","Th1/2"
"Retsat.1",0.142303032807446,0.913129817624339,"Th2like","Th1/2"
"Rexo2",-0.0824796647680748,1.07715631008807,"Th2like","Th1/2"
"Rhbdf1",0.471512818263697,0.372863863305293,"Superpos","Th1/2"
"Rhobtb1",0.387737748951478,0.753572108570026,"Superpos","Th1/2"
"Rhoh",1.30817784194396,-0.0901164920495037,"Ind","Th1/2"
"Ripk3",0.122921756238825,0.68874221600614,"Th2like","Th1/2"
"Rnasen",0.501358742235624,0.509681136253454,"Ind","Th1/2"
"Rnf213",0.139298632021818,0.777702139889315,"Th2like","Th1/2"
"Rnf26",0.305896281429315,0.604607774986432,"Th2like","Th1/2"
"Rpl7a",0.696153497189321,0.529088022760965,"Ind","Th1/2"
"Rps24.1",0.888299823969582,0.174841280727408,"Ind","Th1/2"
"Rps6ka5.1",0.382566404510952,0.708349443522626,"Th2like","Th1/2"
"Rras",0.64724830613903,0.499370466112158,"Th2like","Th1/2"
"Rrm2b.1",0.324103190905264,0.671664714033557,"Th2like","Th1/2"
"Rsad2",0.0608144754778645,0.604152096240762,"Th2like","Th1/2"
"Rtp4",0.0724006532071977,1.56662875799646,"Th2like","Th1/2"
"Rxra",0.222951683429491,0.647144380566306,"Th2like","Th1/2"
"S100a1",0.415285745652077,0.729483307203142,"Superpos","Th1/2"
"S100a13",0.910565757862176,0.271092551136495,"Ind","Th1/2"
"Samhd1",0.360755247844125,0.34616542064015,"Th2like","Th1/2"
"Sccpdh",0.320309110136872,0.726416631158803,"Th2like","Th1/2"
"Scin",-0.0569043583106606,1.07647284614002,"Th2like","Th1/2"
"Scly",0.523170712074304,0.580143938142782,"Ind","Th1/2"
"Sco1",0.235786897113971,0.639818184003598,"Superpos","Th1/2"
"Sco1.1",0.00358420886068935,1.02969057218921,"Ind","Th1/2"
"Scotin.1",0.642338054122428,0.416858965056297,"Ind","Th1/2"
"Scotin.2",0.625212281178202,0.408493777633736,"Ind","Th1/2"
"Sdc3",0.419733596215142,0.568721885440601,"Th1like","Th1/2"
"Sdcbp2",0.107382026284966,1.04457044874258,"Th2like","Th1/2"
"Sdcbp2.1",0.212555780088159,0.842428075934914,"Th2like","Th1/2"
"Sdcbp2.2",0.213769772855727,0.824209835810614,"Th2like","Th1/2"
"Selenbp2",0.487510843079851,0.901163337577682,"Th2like","Th1/2"
"Sell",0.245948976522179,0.710263585875445,"Th2like","Th1/2"
"Sema3b",0.214477689058946,0.205684456834242,"Ind","Th1/2"
"Sema4b",0.114968741710709,0.868335445038301,"Ind","Th1/2"
"Sept8",0.264622228598989,0.851766719737363,"Th2like","Th1/2"
"Serpina3f",0.676389038952763,1.25184462034927,"Ind","Th1/2"
"Serpinb6a",-0.184735947812225,1.18812592699258,"Th2like","Th1/2"
"Serpinf1",-0.11806962033599,1.11718526502454,"Th2like","Th1/2"
"Sgk1",0.371694055968752,0.605512494357319,"Superpos","Th1/2"
"Sgk3.1",0.0984429471350112,0.852666544956621,"Th2like","Th1/2"
"Shh",-0.238649541134451,0.598619903076245,"Th2like","Th1/2"
"Sla2",0.139090612984199,1.07650166393206,"Th2like","Th1/2"
"Slamf9",0.0367746969811324,0.733884387289877,"Th2like","Th1/2"
"Slc12a8",0.265837431561043,0.574171614180884,"Ind","Th1/2"
"Slc17a6",0.20065676914901,0.665325782021218,"Ind","Th1/2"
"Slc19a2",0.0514129044682652,0.93395147524316,"Th2like","Th1/2"
"Slc2a6",-0.152202690267666,0.960805009524035,"Th2like","Th1/2"
"Slc35e3",-0.0675244201219561,0.992790270542391,"Th2like","Th1/2"
"Slc39a4",-0.29999267567716,1.14500311683378,"Th2like","Th1/2"
"Slc46a3",0.194455928051249,0.83148063573587,"Th2like","Th1/2"
"Slco4a1.1",-0.0361474993559351,1.03280349245995,"Th2like","Th1/2"
"Slfn1",0.23447390069017,0.863870343775983,"Th2like","Th1/2"
"Slfn2",-0.811179977057538,0.909087885988909,"Th2like","Th1/2"
"Sln",-1.51666240239259,0.466267869363396,"Th2like","Th1/2"
"Smpdl3a",0.376378691004072,0.678566795575344,"Superpos","Th1/2"
"Smpdl3b",-0.416308018303869,0.908197314447444,"Th2like","Th1/2"
"Smtn",0.0210969282330038,0.833048640513212,"Th2like","Th1/2"
"Smtnl2",0.170639585665915,0.877372830904749,"Th2like","Th1/2"
"Snai3",0.115014724440329,0.897933302482372,"Th2like","Th1/2"
"Snx10",0.105933129252911,0.831121820321323,"Th2like","Th1/2"
"Snx21.1",0.162634461771405,0.723291766978924,"Th2like","Th1/2"
"Snx25.1",0.000563618695669348,0.769952479451995,"Th2like","Th1/2"
"Soat1",0.153879089130973,0.731083103444637,"Th2like","Th1/2"
"Sod1",0.269792366448474,0.618655914770469,"Th2like","Th1/2"
"Sp100",0.171442322269173,0.722063953285216,"Th2like","Th1/2"
"Sp100.1",0.413799628859111,0.622001087838084,"Th2like","Th1/2"
"Spcs3.1",-0.245305821352955,1.20048930197017,"Th2like","Th1/2"
"Specc1.2",0.435291934019915,0.234598751068922,"Ind","Th1/2"
"Specc1l.1",0.657055816107351,0.421205192147592,"Ind","Th1/2"
"Spint2",-0.186665797315504,0.963331043254519,"Th2like","Th1/2"
"Spp1",0.17110223126977,0.163388727834185,"Ind","Th1/2"
"Spsb1",0.0620758251200023,0.774148343729458,"Th2like","Th1/2"
"St3gal1",0.37814663919993,0.769091007193515,"Th2like","Th1/2"
"St3gal1.1",-0.309138253800947,0.852684489625655,"Th2like","Th1/2"
"St3gal6",0.711984503256011,0.429485978097859,"Superpos","Th1/2"
"Stambpl1",-0.112740312007967,0.899856729726565,"Th2like","Th1/2"
