"","gene","beta_th1","beta_th2","p_th1","p_th2","padj_th1","padj_th2","th1_sig","th2_sig","category","model"
"1","1110067D22Rik",0.0900305689508019,0.894241429079452,0.650770915972222,0.0215090815545201,0.770547790629726,0.0307425086238302,"ns","sig","Th2like","Th1/2"
"2","1500005A01Rik",0.340463125425149,0.678140175339495,0.0367656886101609,0.00389314890872363,0.117895560660523,0.00709637269438231,"ns","sig","Th2like","Th1/2"
"3","1500019G21Rik",0.300845897424059,0.597806077114079,0.245810413734424,0.00829805931713669,0.3999627070933,0.0134260735018841,"ns","sig","Th2like","Th1/2"
"4","1700019D03Rik",0.790173068742483,-0.476189629741192,0.000187445083281827,0.107205100312622,0.00469427686827532,0.128112319045789,"sig","ns","Th1like","Th1/2"
"5","1700025K23Rik",-0.0113760750355036,0.888485673999808,0.944309013795077,6.65795169655168e-06,0.962781197984363,8.15006293088186e-05,"ns","sig","Th2like","Th1/2"
"6","2010001M09Rik",0.212852114395698,0.974652541827623,0.644551424450822,0.0195243371261525,0.765487877285925,0.028470932113073,"ns","sig","Th2like","Th1/2"
"7","2210012G02Rik.2",0.390040147435516,0.510067413643616,0.488104615617541,0.164136787442521,0.638973314990235,0.189844958969663,"ns","ns","Ind","Th1/2"
"8","2310004I24Rik",0.15952296045725,0.576186660903632,0.135071995468989,0.0469991576215535,0.268152078721692,0.0608776296841975,"ns","ns","Ind","Th1/2"
"9","2310016C08Rik",0.100968560692808,0.749246418185401,0.716272145597993,0.00464383065708337,0.818596737826278,0.00823029679532314,"ns","sig","Th2like","Th1/2"
"10","2310016E02Rik",0.13777631620117,0.766882512054028,0.443028939203792,0.000531122539144801,0.600434515250316,0.00147790619588119,"ns","sig","Th2like","Th1/2"
"11","2310022B05Rik",0.0737040511964462,0.776381894605437,0.498639581858194,4.37375649255595e-05,0.646343450627488,0.000254473105021437,"ns","sig","Th2like","Th1/2"
"12","2410022L05Rik",1.0294039332657,0.361478178327037,0.0025830544015023,0.0771097949955546,0.0221118213645047,0.0942998766824617,"sig","ns","Th1like","Th1/2"
"13","2410091C18Rik.1",0.370424272637846,0.448416362078413,0.136988059076897,0.0509213668015398,0.268152078721692,0.0650348276667116,"ns","ns","Ind","Th1/2"
"14","2510009E07Rik",0.184608841050001,0.744152126206087,0.27135538263282,0.00387056268868902,0.42705109397952,0.00707760034503135,"ns","sig","Th2like","Th1/2"
"15","2510009E07Rik.2",0.376095559508768,0.630772598829856,0.000440540998556533,0.000151920368114316,0.00768944288389585,0.000622208192257379,"sig","sig","Superpos","Th1/2"
"16","2810474O19Rik",0.272113269545946,0.804527569198933,0.354454892256725,0.0541172534268305,0.51687599478449,0.0683586359075754,"ns","ns","Ind","Th1/2"
"17","4631427C17Rik",0.530463004451432,0.706481304163696,0.0230621719610291,0.000277908610912234,0.0885587403303517,0.000947907886840863,"ns","sig","Th2like","Th1/2"
"18","4930539E08Rik",0.320701696466893,0.651818749918682,2.157209146574e-05,0.00107917654385698,0.00155319058553328,0.00251662222373126,"sig","sig","Superpos","Th1/2"
"19","4930570C03Rik",0.15928471531683,0.655432493270472,0.619503824808956,0.0137207854541825,0.749651687163779,0.02073484841797,"ns","sig","Th2like","Th1/2"
"20","4931428F04Rik",0.166902581854787,0.968680452344896,0.1373348319842,5.83052296970569e-06,0.268152078721692,7.81018890825692e-05,"ns","sig","Th2like","Th1/2"
"21","4933426M11Rik",0.122446506673022,0.931307904424697,0.421467329466741,7.63352829706943e-05,0.580777946824983,0.000389107283107256,"ns","sig","Th2like","Th1/2"
"22","4933439C20Rik",0.0827745471719459,0.859294092237602,0.667746720819423,0.000801558069486017,0.7817522585203,0.00200738020879976,"ns","sig","Th2like","Th1/2"
"23","5730469M10Rik",0.311571551608862,0.732073055146383,0.165056720825126,1.86458886699933e-05,0.305953242926242,0.000149816039609362,"ns","sig","Th2like","Th1/2"
"24","5730469M10Rik.1",0.0341220563167277,0.851720609826141,0.750314698678102,4.76767260103766e-08,0.834326769186461,6.86544854549423e-06,"ns","sig","Th2like","Th1/2"
"25","9930111J21Rik",0.0020407407511973,0.798126823156084,0.989967667414668,0.00795328773579177,0.99168935031452,0.0130228530866084,"ns","sig","Th2like","Th1/2"
"26","A630077B13Rik",0.964367970427167,0.522595974959651,0.0517239855634885,0.0351978806550347,0.14323565232966,0.047765169492861,"ns","sig","Th2like","Th1/2"
"27","Abtb1",0.182885662497488,0.87386951190987,0.278987790099426,0.000413073420356329,0.433145463874041,0.00123279943070075,"ns","sig","Th2like","Th1/2"
