"","gene","beta_th1","beta_th2","p_th1","p_th2","padj_th1","padj_th2","th1_sig","th2_sig","category","model"
"1","1110067D22Rik",0.0900305689508019,0.894241429079452,0.650770915972222,0.0215090815545201,0.756479897246898,0.0315742286922122,"ns","sig","Th2like","Th1/2"
"2","2010001M09Rik",0.212852114395698,0.974652541827623,0.644551424450822,0.0195243371261525,0.753072837751215,0.0290329428694086,"ns","sig","Th2like","Th1/2"
"3","2310004I24Rik",0.15952296045725,0.576186660903632,0.135071995468989,0.0469991576215535,0.262824948780951,0.0625744598566032,"ns","ns","Ind","Th1/2"
"4","2510009E07Rik",0.184608841050001,0.744152126206087,0.27135538263282,0.00387056268868902,0.417049547804804,0.00697920358826603,"ns","sig","Th2like","Th1/2"
"5","2510009E07Rik.2",0.376095559508768,0.630772598829856,0.000440540998556533,0.000151920368114316,0.00480399469854505,0.00052711764088149,"sig","sig","Superpos","Th1/2"
"6","4930539E08Rik",0.320701696466893,0.651818749918682,2.157209146574e-05,0.00107917654385698,0.000705715563664923,0.00240932463611371,"sig","sig","Superpos","Th1/2"
"7","5730469M10Rik",0.311571551608862,0.732073055146383,0.165056720825126,1.86458886699933e-05,0.299784156184714,0.000124370771291129,"ns","sig","Th2like","Th1/2"
"8","9930111J21Rik",0.0020407407511973,0.798126823156084,0.989967667414668,0.00795328773579177,0.989967667414668,0.0131978470398284,"ns","sig","Th2like","Th1/2"
"9","Actr3b",0.744488845251594,0.212759847177125,0.0431303964700543,0.139605080176263,0.116198362254617,0.170050868938108,"ns","ns","Ind","Th1/2"
"10","Adar",0.128540116723564,0.408959670087976,0.438638629103869,0.418088805638711,0.584001430609221,0.449494537517675,"ns","ns","Ind","Th1/2"
"11","Adora3.1",-0.10611756763442,0.427573712970605,0.663899979509458,4.83619067249066e-05,0.76398540355611,0.000246108369777858,"ns","sig","Th2like","Th1/2"
"12","Aff4",0.748261114051523,0.220138002352528,0.00301623720480075,0.202488851955403,0.0174659783330045,0.235380442120748,"sig","ns","Th1like","Th1/2"
"13","AI451557",0.365072661487496,0.458865790801737,0.0939242392615061,0.000929259180526733,0.197327071476008,0.00215140656060805,"ns","sig","Th2like","Th1/2"
"14","AI451617",-0.0862734932951493,-0.485381276613396,0.0743005101919959,0.358676559313168,0.166811929744775,0.394889096551517,"ns","ns","Ind","Th1/2"
"15","Akr1c18",0.00174182233233748,0.945106431513199,0.965068585930543,8.20956225068215e-10,0.98222536079153,1.87998975540621e-07,"ns","sig","Th2like","Th1/2"
"16","Amica1",0.234021645674269,0.92235690761287,0.0446085965963598,0.109449999970454,0.118783356053098,0.134032352904994,"ns","ns","Ind","Th1/2"
"17","Antxr2",0.433094871357713,0.769211725161275,0.0400253913828126,0.00120931405121893,0.11177822715444,0.0026374563593251,"ns","sig","Th2like","Th1/2"
"18","Aqp9",0.501335122308851,0.756518885317405,5.03450810670785e-06,1.35101200959844e-05,0.000288225589109024,0.000103127250066014,"sig","sig","Superpos","Th1/2"
"19","Armcx6.1",0.549370402458158,0.502943341800697,0.0247271644864249,0.00736703484351817,0.0775687762656343,0.0123142407238369,"ns","sig","Th2like","Th1/2"
"20","Atp10a",-0.234601872469413,0.969853060501135,0.140912506062944,0.00522657833053993,0.268908032403452,0.00906732149767912,"ns","sig","Th2like","Th1/2"
"21","BC006779",0.2180946394783,0.603005021563586,0.0926527727507514,0.00107036741643649,0.196458194073352,0.00240932463611371,"ns","sig","Th2like","Th1/2"
"22","BC094916",0.0728725266716408,0.930493524493036,0.0728519635154294,3.32205722013895e-07,0.166652673917147,1.46587813556431e-05,"ns","sig","Th2like","Th1/2"
"23","BC094916.1",0.270792809971311,0.812303947758354,0.00398095951343099,2.55074955104707e-06,0.021200923920365,3.43600968935164e-05,"sig","sig","Superpos","Th1/2"
"24","Bst2",0.310651641992574,0.247547415092311,0.146992048364806,0.607434628139787,0.275911303897874,0.624488348811995,"ns","ns","Ind","Th1/2"
"25","C030048B08Rik.1",0.304034949029094,0.676971850535396,0.230379350430735,0.0703574042969669,0.361348433209851,0.0890157214585935,"ns","ns","Ind","Th1/2"
"26","C730027P07Rik",-1.95553062574544,0.833293334007359,0.0307499028218794,3.29134207966847e-05,0.0891357942558276,0.000175283101452112,"ns","sig","Th2like","Th1/2"
"27","Casp1",0.480719857618829,0.733087703188607,0.00320995566801004,0.0101971185231948,0.0175019011422452,0.0161044147711145,"sig","sig","Superpos","Th1/2"
"28","Ccr5",0.291251068977439,0.328682534157935,0.000138271826563391,0.199909409296079,0.00211094988553444,0.233567626167358,"sig","ns","Th1like","Th1/2"
"29","Ccr5.1",0.351332501610638,0.951380510183443,2.6103726156829e-05,0.00817351251172577,0.00074721916123923,0.0133510091331422,"sig","sig","Superpos","Th1/2"
"30","Ccr5.2",0.405294862263943,0.783239189253095,0.000152447305318325,0.00822049033962033,0.00218190205736853,0.0133510091331422,"sig","sig","Superpos","Th1/2"
"31","Cd80",0.102694291278312,0.799330639509645,0.185774090179918,0.000763291179165763,0.318612936474265,0.00185950723435064,"ns","sig","Th2like","Th1/2"
"32","Cd86",-0.0751251852583382,1.0196566844204,0.50330828705737,7.85729614582116e-07,0.640994158277759,1.63574619763004e-05,"ns","sig","Th2like","Th1/2"
"33","Cd86.1",0.0202643860791591,1.02335428385316,0.843239358738143,2.52728506363206e-06,0.889870106686796,3.43600968935164e-05,"ns","sig","Th2like","Th1/2"
"34","Cd86.2",0.0352261433126792,0.956782072031218,0.63144245879536,4.76131210982215e-08,0.741540118277628,5.45170236574636e-06,"ns","sig","Th2like","Th1/2"
"35","Cdc42se1.1",0.283760632453952,0.819553587191841,0.110053791432855,0.000232922960540299,0.225020698554677,0.000761990828053264,"ns","sig","Th2like","Th1/2"
"36","Ch25h",1.06089218313274,0.113886690260868,0.0015053184793915,0.927905052832328,0.0111063338179273,0.931974811835979,"sig","ns","Th1like","Th1/2"
"37","Clec2e",0.252201673549199,0.586511700744191,0.133155064049326,0.000744863394738021,0.262824948780951,0.0018341259934947,"ns","sig","Th2like","Th1/2"
"38","Clpx",-0.778083026988493,1.3473135138159,0.00916137339355862,8.49072134362697e-06,0.0368062194232443,8.18656440547209e-05,"sig","sig","Superpos","Th1/2"
"39","Cox7a1",0.148500944767818,0.752830829852041,0.302314127002729,5.4731313301854e-05,0.440955000532643,0.000266669590343076,"ns","sig","Th2like","Th1/2"
"40","Csprs",0.208342401688718,0.623261622561315,0.00547458870842495,0.000392918739706486,0.026118350296444,0.00113896697965551,"sig","sig","Superpos","Th1/2"
"41","Ctsw",0.471748993087784,0.471375703577406,1.19120276083917e-05,9.6520743725381e-06,0.000454642387053617,8.50125012042779e-05,"sig","sig","Superpos","Th1/2"
"42","Cxcr3",0.710221004611559,-0.069250007597278,0.00013325124087228,0.608126208668449,0.00211094988553444,0.624488348811995,"sig","ns","Th1like","Th1/2"
"43","D14Ertd668e.1",-0.00159195105694997,0.888100981888163,0.981680383745668,8.49333005834878e-05,0.989967667414668,0.000366975959124881,"ns","sig","Th2like","Th1/2"
"44","D330045A20Rik",-0.313155327452279,0.533441266878305,0.537059269848363,4.95066002377303e-07,0.657682207461364,1.46587813556431e-05,"ns","sig","Th2like","Th1/2"
"45","D330045A20Rik.1",0.233877763717953,0.550199374218148,0.275167843929634,1.35691435961152e-07,0.417307524899909,7.76833470877595e-06,"ns","sig","Th2like","Th1/2"
"46","D330045A20Rik.2",0.801263278868702,0.477270802226206,0.300875420245981,0.000418040319783374,0.440955000532643,0.00119664041537991,"ns","sig","Th2like","Th1/2"
"47","Dbndd2.2",0.0187950187474084,0.805191809414367,0.894829462234599,2.9946458605154e-05,0.918905591263333,0.000166867503069105,"ns","sig","Th2like","Th1/2"
"48","Ddx58",0.29306463851303,0.79749114035309,9.41650044287345e-05,6.74501487310636e-07,0.00208312011178247,1.63574619763004e-05,"sig","sig","Superpos","Th1/2"
"49","Ddx60",0.0616744687021488,0.851056990954822,0.427904434660792,0.000315206714602555,0.583300275248879,0.000962431168586468,"ns","sig","Th2like","Th1/2"
"50","Dusp14",-0.0966187871852137,0.584572050066336,0.535576593811974,0.0283783063645342,0.657682207461364,0.0398689089415849,"ns","sig","Th2like","Th1/2"
"51","Efna5",-0.291332063405798,1.03777029530817,0.625709273418723,0.000489639437150322,0.73859496707674,0.001367407696432,"ns","sig","Th2like","Th1/2"
"52","EG240327",0.575721391085089,0.555290026970638,0.00160047605236507,0.442892046010002,0.0111063338179273,0.469547585816159,"sig","ns","Th1like","Th1/2"
"53","Emr1",0.264587919882192,0.75882783201953,0.503838203013086,2.98269637571826e-05,0.640994158277759,0.000166867503069105,"ns","sig","Th2like","Th1/2"
"54","Endod1",0.278339481440074,0.952867223594939,0.183426553274038,0.00294571524333186,0.318612936474265,0.00552925238297538,"ns","sig","Th2like","Th1/2"
"55","Enpp4",0.306191903444096,0.762329899136261,0.184220653604378,0.000338404842209252,0.318612936474265,0.00101548980852438,"ns","sig","Th2like","Th1/2"
"56","Eomes",0.126044096793634,1.05336491416844,0.0455247399144019,9.15680890940853e-06,0.119829487820667,8.38763696101821e-05,"ns","sig","Th2like","Th1/2"
"57","Etv6",0.253337158253634,0.963560865783614,0.0198015754490127,0.000349197725307724,0.0657182721423755,0.00102520870635216,"ns","sig","Th2like","Th1/2"
"58","Fcrls",-0.573330279450733,1.51236930453576,0.837912512805058,0.00274475599949212,0.888342432557214,0.00519462085854294,"ns","sig","Th2like","Th1/2"
"59","Fes",0.68204268952695,0.464220289539127,0.000100374304331887,0.0484123416019824,0.00208312011178247,0.0637150932577814,"sig","ns","Th1like","Th1/2"
"60","Ffar2",1.18671939857406,0.165859527561383,4.51132127581039e-05,0.829234005883901,0.00114788063573398,0.83654003236746,"sig","ns","Th1like","Th1/2"
"61","Fgl2",0.242907216793994,-0.768159126870669,0.0363160194508799,0.308075413057071,0.103954605678144,0.345829752892496,"ns","ns","Ind","Th1/2"
"62","Foxq1",-0.0662959672857251,0.847028742417527,0.878892833452469,0.000100889577826854,0.906605670543313,0.000412566309327671,"ns","sig","Th2like","Th1/2"
"63","Fscn1",-0.0540003062740801,1.04098199925544,0.740226478566157,0.0252546200830029,0.818897891747101,0.0361456749937979,"ns","sig","Th2like","Th1/2"
"64","Furin",0.423808727440333,0.732055040118155,0.000934567718757662,0.000155368477118473,0.0079265187998335,0.000531035541195975,"sig","sig","Superpos","Th1/2"
"65","Furin.2",0.588471983381769,0.541009321200897,0.000118255726869747,0.000633299784943595,0.00208312011178247,0.00163024903298773,"sig","sig","Superpos","Th1/2"
"66","Gata3",0.260255683923821,0.898437983454132,0.0666231648310219,5.59488063616992e-05,0.15835588502283,0.000266922430350607,"ns","sig","Th2like","Th1/2"
"67","Gbp1",0.543598098731487,0.827744798679414,0.0289278573635618,0.00813262447685526,0.0849292222596878,0.0133510091331422,"ns","sig","Th2like","Th1/2"
"68","Gbp3.1",0.609581198968929,0.591146532877359,0.00740187194164073,0.000480589382639233,0.0312191220850718,0.00135870331635042,"sig","sig","Superpos","Th1/2"
"69","Gbp5",0.397895436125573,0.946605003481528,0.00749804242217881,0.00584016314319942,0.0312191220850718,0.00998057731188558,"sig","sig","Superpos","Th1/2"
"70","Gbp5.1",0.176843630955676,1.03999519309364,0.593965989964203,0.2639934615849,0.708428185946888,0.298107289763498,"ns","ns","Ind","Th1/2"
"71","Gbp6",0.238024260464442,0.788647446141543,0.297146101002764,0.00204771020442255,0.43974336504701,0.00407761423315447,"ns","sig","Th2like","Th1/2"
"72","Gbp6.1",0.118268388340563,0.696468791766425,0.58117140875271,0.00302070638056286,0.696797134054296,0.00562391675730809,"ns","sig","Th2like","Th1/2"
"73","Gnaq.2",0.597978481964959,0.700192765118407,0.00154131914693957,0.0136710865894944,0.0111063338179273,0.021011267308686,"sig","sig","Superpos","Th1/2"
"74","Gnpda1",0.38839846691384,0.599246873106664,0.157404187796049,0.00124070787518332,0.293053325246303,0.00268039720204698,"ns","sig","Th2like","Th1/2"
"75","Gnpda1.1",0.652138986429038,0.751308296295317,0.187646958263151,0.0191905378246567,0.318612936474265,0.0287230925610875,"ns","sig","Th2like","Th1/2"
"76","Gpr114",0.22717457842809,0.753413063498817,0.00286270055161128,0.00210007522770077,0.0172515375347101,0.00414583816502997,"sig","sig","Superpos","Th1/2"
"77","Gvin1",0.152369325376367,0.454162741114788,0.197107611849694,0.000547655049241537,0.322411736525571,0.0014672771359052,"ns","sig","Th2like","Th1/2"
"78","H2-T10.1",0.646320344183758,0.647953746086258,0.00582470590568973,0.0639392557961135,0.0261540716157441,0.0817993831134636,"sig","ns","Th1like","Th1/2"
"79","H2-T23.1",0.447420105902644,0.382456153084773,0.0856690008957324,0.0525089583834251,0.185077369859648,0.0682100171643574,"ns","ns","Ind","Th1/2"
