"","gene","beta_th1","beta_th2","p_th1","p_th2","padj_th1","padj_th2","th1_sig","th2_sig","category","model"
"1","1110067D22Rik",0.0900305689508019,0.894241429079452,0.650770915972222,0.0215090815545201,0.744858277317604,0.0326938039628706,"ns","sig","Th2like","Th1/2"
"2","2010001M09Rik",0.212852114395698,0.974652541827623,0.644551424450822,0.0195243371261525,0.742210731185795,0.0301595451542193,"ns","sig","Th2like","Th1/2"
"3","2310004I24Rik",0.15952296045725,0.576186660903632,0.135071995468989,0.0469991576215535,0.259496597901192,0.064243452863994,"ns","ns","Ind","Th1/2"
"4","2510009E07Rik",0.184608841050001,0.744152126206087,0.27135538263282,0.00387056268868902,0.41493563767167,0.00728125654307835,"ns","sig","Th2like","Th1/2"
"5","2510009E07Rik.2",0.376095559508768,0.630772598829856,0.000440540998556533,0.000151920368114316,0.0039858471297972,0.000565977841994511,"sig","sig","Superpos","Th1/2"
"6","4930539E08Rik",0.320701696466893,0.651818749918682,2.157209146574e-05,0.00107917654385698,0.000585528196927229,0.00248069043661521,"sig","sig","Superpos","Th1/2"
"7","5730469M10Rik",0.311571551608862,0.732073055146383,0.165056720825126,1.86458886699933e-05,0.292487129578569,0.00012453932074778,"ns","sig","Th2like","Th1/2"
"8","9930111J21Rik",0.0020407407511973,0.798126823156084,0.989967667414668,0.00795328773579177,0.989967667414668,0.0137374969981858,"ns","sig","Th2like","Th1/2"
"9","Adar",0.128540116723564,0.408959670087976,0.438638629103869,0.418088805638711,0.570831092669419,0.45653375328365,"ns","ns","Ind","Th1/2"
"10","Adora3.1",-0.10611756763442,0.427573712970605,0.663899979509458,4.83619067249066e-05,0.750839262540458,0.000255243396603674,"ns","sig","Th2like","Th1/2"
"11","AI451557",0.365072661487496,0.458865790801737,0.0939242392615061,0.000929259180526733,0.196105554502046,0.00223691102786123,"ns","sig","Th2like","Th1/2"
"12","AI451617",-0.0862734932951493,-0.485381276613396,0.0743005101919959,0.358676559313168,0.166083493370344,0.403245835914213,"ns","ns","Ind","Th1/2"
"13","Akr1c18",0.00174182233233748,0.945106431513199,0.965068585930543,8.20956225068215e-10,0.985822749068834,1.55981682762961e-07,"ns","sig","Th2like","Th1/2"
"14","Amica1",0.234021645674269,0.92235690761287,0.0446085965963598,0.109449999970454,0.117717129907061,0.137718543009181,"ns","ns","Ind","Th1/2"
"15","Aqp9",0.501335122308851,0.756518885317405,5.03450810670785e-06,1.35101200959844e-05,0.000239139135068623,0.000102676912729481,"sig","sig","Superpos","Th1/2"
"16","Atp10a",-0.234601872469413,0.969853060501135,0.140912506062944,0.00522657833053993,0.265082932197617,0.00945761793145321,"ns","sig","Th2like","Th1/2"
"17","BC006779",0.2180946394783,0.603005021563586,0.0926527727507514,0.00107036741643649,0.195600298029364,0.00248069043661521,"ns","sig","Th2like","Th1/2"
"18","BC094916",0.0728725266716408,0.930493524493036,0.0728519635154294,3.32205722013895e-07,0.166083493370344,1.577977179566e-05,"ns","sig","Th2like","Th1/2"
"19","BC094916.1",0.270792809971311,0.812303947758354,0.00398095951343099,2.55074955104707e-06,0.0199047975671549,3.72801857460726e-05,"sig","sig","Superpos","Th1/2"
