"","gene","beta_th1","beta_th2","p_th1","p_th2","padj_th1","padj_th2","th1_sig","th2_sig","category","model"
"1","1110067D22Rik",0.0900305689508019,0.894241429079452,0.650770915972222,0.0215090815545201,0.761097903502179,0.0310057813052,"ns","sig","Th2like","Th1/2"
"2","1500019G21Rik",0.300845897424059,0.597806077114079,0.245810413734424,0.00829805931713669,0.392182957835181,0.0134570501425934,"ns","sig","Th2like","Th1/2"
"3","1700019D03Rik",0.790173068742483,-0.476189629741192,0.000187445083281827,0.107205100312622,0.00440049647894956,0.128281831199327,"sig","ns","Th1like","Th1/2"
"4","1700025K23Rik",-0.0113760750355036,0.888485673999808,0.944309013795077,6.65795169655168e-06,0.962264771913029,7.44070560171252e-05,"ns","sig","Th2like","Th1/2"
"5","2010001M09Rik",0.212852114395698,0.974652541827623,0.644551424450822,0.0195243371261525,0.75658060060537,0.0287328304572931,"ns","sig","Th2like","Th1/2"
"6","2210012G02Rik.2",0.390040147435516,0.510067413643616,0.488104615617541,0.164136787442521,0.6282913198419,0.190398673433324,"ns","ns","Ind","Th1/2"
"7","2310004I24Rik",0.15952296045725,0.576186660903632,0.135071995468989,0.0469991576215535,0.262426636310894,0.06147877838267,"ns","ns","Ind","Th1/2"
"8","2310016E02Rik",0.13777631620117,0.766882512054028,0.443028939203792,0.000531122539144801,0.590306127101269,0.00143083831583818,"ns","sig","Th2like","Th1/2"
"9","2310022B05Rik",0.0737040511964462,0.776381894605437,0.498639581858194,4.37375649255595e-05,0.636116754216514,0.000239584661203343,"ns","sig","Th2like","Th1/2"
"10","2410091C18Rik.1",0.370424272637846,0.448416362078413,0.136988059076897,0.0509213668015398,0.262426636310894,0.0657178896155998,"ns","ns","Ind","Th1/2"
"11","2510009E07Rik",0.184608841050001,0.744152126206087,0.27135538263282,0.00387056268868902,0.418056886368688,0.00698969745613072,"ns","sig","Th2like","Th1/2"
"12","2510009E07Rik.2",0.376095559508768,0.630772598829856,0.000440540998556533,0.000151920368114316,0.00775666829601324,0.000594418583177443,"sig","sig","Superpos","Th1/2"
"13","2810474O19Rik",0.272113269545946,0.804527569198933,0.354454892256725,0.0541172534268305,0.502144430697027,0.0689400670269443,"ns","ns","Ind","Th1/2"
"14","4631427C17Rik",0.530463004451432,0.706481304163696,0.0230621719610291,0.000277908610912234,0.0848481401252787,0.000921781781152411,"ns","sig","Th2like","Th1/2"
"15","4930539E08Rik",0.320701696466893,0.651818749918682,2.157209146574e-05,0.00107917654385698,0.00132938013657623,0.00247337651013299,"sig","sig","Superpos","Th1/2"
"16","4931428F04Rik",0.166902581854787,0.968680452344896,0.1373348319842,5.83052296970569e-06,0.262426636310894,7.18611956016226e-05,"ns","sig","Th2like","Th1/2"
"17","5730469M10Rik",0.311571551608862,0.732073055146383,0.165056720825126,1.86458886699933e-05,0.299139161107977,0.000139604912820857,"ns","sig","Th2like","Th1/2"
"18","5730469M10Rik.1",0.0341220563167277,0.851720609826141,0.750314698678102,4.76767260103766e-08,0.829383736431175,5.87615648077892e-06,"ns","sig","Th2like","Th1/2"
"19","9930111J21Rik",0.0020407407511973,0.798126823156084,0.989967667414668,0.00795328773579177,0.991979796819982,0.0130783207941995,"ns","sig","Th2like","Th1/2"
"20","A630077B13Rik",0.964367970427167,0.522595974959651,0.0517239855634885,0.0351978806550347,0.138586548276086,0.0482638750867655,"ns","sig","Th2like","Th1/2"
"21","Abtb1",0.182885662497488,0.87386951190987,0.278987790099426,0.000413073420356329,0.423203016981591,0.00119791291903335,"ns","sig","Th2like","Th1/2"
"22","Acss1",0.240406535519003,0.878724724021688,0.0372517222920401,0.000121692766015107,0.113364809197381,0.000514099069663878,"ns","sig","Th2like","Th1/2"
"23","Actr3b",0.744488845251594,0.212759847177125,0.0431303964700543,0.139605080176263,0.123623752672888,0.164653838581095,"ns","ns","Ind","Th1/2"
"24","Actr3b.1",-0.241633276924891,0.761315946655083,0.70371246618141,0.0859088288912117,0.806814525180082,0.104317863653614,"ns","ns","Ind","Th1/2"
"25","Adamtsl4",0.0163879893938684,1.05808781560555,0.898985679613257,1.74459727873729e-07,0.927196527299866,1.07510807302185e-05,"ns","sig","Th2like","Th1/2"
"26","Adar",0.128540116723564,0.408959670087976,0.438638629103869,0.418088805638711,0.586040228043923,0.452012678026063,"ns","ns","Ind","Th1/2"
"27","Adh4",0.01734786952409,0.976126095486871,0.738551582169643,0.000219055891300636,0.825637029500304,0.000782569234863866,"ns","sig","Th2like","Th1/2"
