Unnamed: 0,gene,beta_th1,beta_th2,p_th1,p_th2,padj_th1,padj_th2,th1_sig,th2_sig,category,model,angle,clust_new
60,Endod1,0.146649324120442,0.3797773334685959,0.183426553274038,0.0029457152433318,0.318686163993565,0.0055859489058737,ns,sig,Th2like,Th1/2,1.2022902049966644,Th2like
61,Enpp4,0.161323989895037,0.303836262963354,0.184220653604378,0.0003384048422092,0.318686163993565,0.0010406183772942,ns,sig,Th2like,Th1/2,1.0826909142368766,Superpos
62,Eomes,0.0664091256781968,0.4198319643769426,0.0455247399144019,9.15680890940853e-06,0.121399306438405,8.37193957431637e-05,ns,sig,Th2like,Th1/2,1.4139158924461972,Th2like
63,Etv6,0.1334762960693652,0.3840394203731704,0.0198015754490127,0.0003491977253077,0.0658338092850292,0.0010517013844562,ns,sig,Th2like,Th1/2,1.2362979119414632,Th2like
64,Fcrls,-0.3020717633884653,0.6027739935574761,0.837912512805058,0.0027447559994921,0.893773346992062,0.0052437129542536,ns,sig,Th2like,Th1/2,2.035352343132687,Superpos
65,Fes,0.3593493058294358,0.1850208920378753,0.0001003743043318,0.0484123416019824,0.0023287281598965,0.0632324461740178,sig,ns,Th1like,Th1/2,0.47547869077618554,Superpos
66,Ffar2,0.6252494142084981,0.0661054211414452,4.51132127581039e-05,0.829234005883901,0.0012832202740082,0.835763407505034,sig,ns,Th1like,Th1/2,0.10533516349949137,Th1like
67,Fgl2,0.1279810502718289,-0.3061595757086518,0.0363160194508799,0.308075413057071,0.105646602038923,0.342901329315696,ns,ns,Ind,Th1/2,-1.1748520012754522,Superpos
68,Fos,0.1627471426747458,0.2292913036240884,0.0406524523963554,0.0063699890998019,0.113119867537685,0.010871448063662,ns,sig,Th2like,Th1/2,0.9535345095192899,Superpos
69,Foxq1,-0.0349294995595359,0.3375940626365094,0.878892833452469,0.0001008895778268,0.914620184405821,0.0004304621987279,ns,sig,Th2like,Th1/2,1.6738954491156015,Th2like
70,Fscn1,-0.02845125806953,0.4148965963741632,0.740226478566157,0.0252546200830029,0.82750208957614,0.0361183393365852,ns,sig,Th2like,Th1/2,1.6392634748812438,Th2like
71,Furin,0.2232930201418462,0.2917698334080841,0.0009345677187576,0.0001553684771184,0.007974977866732,0.0005524212519767,sig,sig,Superpos,Th1/2,0.91757152614921,Superpos
72,Furin.2,0.3100495056621439,0.2156261358347168,0.0001182557268697,0.0006332997849435,0.0023287281598965,0.001672155673146,sig,sig,Superpos,Th1/2,0.6076705391840969,Superpos
73,Gata3,0.1371214746412067,0.3580838685539241,0.0666231648310219,5.59488063616992e-05,0.159161589818227,0.0002754402774729,ns,sig,Th2like,Th1/2,1.2050904972140697,Th2like
74,Gbp1,0.2864067050771348,0.3299082019517554,0.0289278573635618,0.0081326244768552,0.0861108312217654,0.0134900354291205,ns,sig,Th2like,Th1/2,0.8558645275601634,Superpos
75,Gbp3.1,0.3211713636987883,0.2356089582957521,0.0074018719416407,0.0004805893826392,0.0314671944275045,0.0013980782040414,sig,sig,Superpos,Th1/2,0.6329174580793476,Superpos
76,Gbp5,0.2096400283442602,0.3772814461116018,0.0074980424221788,0.0058401631431994,0.0314671944275045,0.0101019038152639,sig,sig,Superpos,Th1/2,1.0636183791670775,Superpos
77,Gbp5.1,0.0931739860277001,0.4145032922458452,0.593965989964203,0.2639934615849,0.713874617046178,0.295418463309805,ns,ns,Ind,Th1/2,1.3496868474784385,Th2like
78,Gbp6,0.1254083565176638,0.314325455557672,0.297146101002764,0.0020477102044225,0.437911376927806,0.0041604270820013,ns,sig,Th2like,Th1/2,1.1911729003339466,Th2like
79,Gbp6.1,0.0623123213610343,0.277586482178746,0.58117140875271,0.0030207063805628,0.701791889814593,0.005686035539883,ns,sig,Th2like,Th1/2,1.3499778850201303,Th2like
80,Gnaq.2,0.3150582151156639,0.2790707190529959,0.0015413191469395,0.0136710865894944,0.0112027111628485,0.0212108979812762,sig,sig,Superpos,Th1/2,0.7249002167141494,Superpos
81,Gnpda1,0.2046363396512742,0.2388374517692369,0.157404187796049,0.0012407078751833,0.294127533399916,0.002738113931439,ns,sig,Th2like,Th1/2,0.8623667429258453,Superpos
82,Gnpda1.1,0.3435938771517715,0.299443463175686,0.187646958263151,0.0191905378246567,0.318686163993565,0.0288986922536007,ns,sig,Th2like,Th1/2,0.7168465715229115,Superpos
83,Gpr114,0.1196919610953518,0.3002823448753856,0.0028627005516112,0.0021000752277007,0.0174488414574402,0.0042332225062314,sig,sig,Superpos,Th1/2,1.1914990997929145,Th2like
84,Gpr83,0.3241165306870586,0.1238213705635694,0.0002163654829441,0.0197804458666386,0.0030771979796501,0.0294406636154621,sig,sig,Superpos,Th1/2,0.36491733244884816,Th1like
85,Gramd3.1,0.3334375102446662,0.206746933137423,0.108165861118268,0.0206210038634009,0.223310164889327,0.0303389482128197,ns,sig,Th2like,Th1/2,0.5550296876632027,Superpos
86,Gvin1,0.080279155754419,0.1810123283815285,0.197107611849694,0.0005476550492415,0.323458645086677,0.0015006770149627,ns,sig,Th2like,Th1/2,1.1533600649443563,Superpos
87,Gypc,-0.1102019065862927,0.530918049345122,0.476002533856521,0.0005365272487966,0.62171759524117,0.0015006770149627,ns,sig,Th2like,Th1/2,1.775458664333779,Th2like
88,H2-T10.1,0.3405281965370266,0.2582501945771973,0.0058247059056897,0.0639392557961135,0.0261600826641504,0.0814350720587316,sig,ns,Th1like,Th1/2,0.6488435561606614,Superpos
89,H2-T23.1,0.2357331981400774,0.1524327570416429,0.0856690008957324,0.0525089583834251,0.187446702814594,0.0678223496906226,ns,ns,Ind,Th1/2,0.5740042949437951,Superpos
90,H2-T23.2,0.1820669070386771,0.1506388013393647,0.16338978268441,0.0471378868735279,0.299728842052938,0.0622025723691915,ns,ns,Ind,Th1/2,0.6912154563583103,Superpos
91,H28,-0.024087255657303,0.0877430180940653,0.338497737041388,0.317900527273783,0.478759230290582,0.352305346242807,ns,ns,Ind,Th1/2,1.8387166794049739,Th2like
92,Hopx,0.0637832379743488,0.0913093845467573,0.1444368326215,0.603629106097374,0.273895030748919,0.622721237676492,ns,ns,Ind,Th1/2,0.961051043996839,Superpos
93,Hsh2d,0.1113094906652955,0.2270766602095979,0.107539126297683,0.0298381826265531,0.223310164889327,0.0415139932195521,ns,sig,Th2like,Th1/2,1.1150317941937342,Superpos
94,Id1,0.3984327495274514,0.1738405844782919,0.0175525340243016,0.0070816164805932,0.0615540919208385,0.0120059193313368,ns,sig,Th2like,Th1/2,0.41141201112639453,Superpos
95,Ifi202b,0.0436585678883594,-0.1511319076473544,0.0481397465235019,0.438102757514658,0.125752807245066,0.465370563998973,ns,ns,Ind,Th1/2,-1.2895748793679167,Th2like
96,Ifi202b.1,0.0053712317000216,0.079990320235729,0.792971822831647,0.763816603353936,0.86538588780009,0.772873717227698,ns,ns,Ind,Th1/2,1.5037484561397456,Th2like
97,Ifi203,0.0895347299810385,0.3059712744617424,0.383159305964165,0.0204221904266015,0.536004275009979,0.03022011993763,ns,sig,Th2like,Th1/2,1.2861195890932762,Th2like
98,Ifi35,0.0430747355401927,0.1634645021286375,0.780786175777208,0.0842840636092058,0.857859489265945,0.103734232134407,ns,ns,Ind,Th1/2,1.31314216956231,Th2like
99,Ifih1,0.0179613473270796,0.0587213775892411,0.753683314131149,0.717009069121215,0.831650553524026,0.728390165456472,ns,ns,Ind,Th1/2,1.2739592188558582,Th2like
100,Ifit2,-0.113545553835396,0.3254093650714094,0.0672267635464506,0.0008608183335452,0.159161589818227,0.0021189374364191,ns,sig,Th2like,Th1/2,1.9065188702941327,Th2like
101,Ifit2.1,-0.0008060402471777,0.3582817959455521,0.987499888357225,7.89582998315412e-05,0.989967667414668,0.0003609522278013,ns,sig,Th2like,Th1/2,1.5730460612118466,Th2like
102,Ifit3,0.0546290750395794,0.3577695507886491,0.0654732504157955,0.0005510298414316,0.159161589818227,0.0015006770149627,ns,sig,Th2like,Th1/2,1.4192732228483302,Th2like
103,Ifit3.1,-0.075066235635243,0.3698671561949219,0.0573583921362228,0.0001119212371647,0.143958317518363,0.0004621263986157,ns,sig,Th2like,Th1/2,1.771031214005109,Th2like
104,Ifitm3,0.1769908590455749,0.1408403554625304,0.0002520103917196,0.0248939673493115,0.0032257330140117,0.0358025597832795,sig,sig,Superpos,Th1/2,0.6721436836514874,Superpos
105,Ifng,0.2038227392718894,0.4740870907858707,0.001115763570896,3.58999007372286e-05,0.0089261085671684,0.0001914661372652,sig,sig,Superpos,Th1/2,1.1647600592171647,Superpos
106,Ifng.1,0.2025969882603635,0.6019135221011883,0.002000900644374,0.0001230500815828,0.0131133265754223,0.0004846280136185,sig,sig,Superpos,Th1/2,1.2461192594286294,Th2like
107,Igtp,0.1832518740048533,0.0700715985907283,0.297642889005618,0.481814655931441,0.437911376927806,0.505510458682168,ns,ns,Ind,Th1/2,0.36522385266500657,Th1like
108,Iigp2,0.4627905252432862,0.1416634629236453,0.166155268446544,0.160873873735392,0.299728842052938,0.188916108606699,ns,ns,Ind,Th1/2,0.2970501731597124,Th1like
109,Il11ra1,0.1005973848616203,0.2861422372776893,0.0638147355051185,0.0003321503737289,0.157082425858753,0.0010406183772942,ns,sig,Th2like,Th1/2,1.2327286345791149,Th2like
110,Il12rb2,0.2482514303755955,0.2611706232670585,0.0001137640723411,0.165236688509932,0.0023287281598965,0.192275419357012,sig,ns,Th1like,Th1/2,0.8107532185792983,Superpos
111,Il18r1,0.0997894490126788,0.3530387412268389,0.0116663075476393,7.1769357970762e-07,0.0446614678335687,1.67026869459228e-05,sig,sig,Superpos,Th1/2,1.2953239770729879,Th2like
112,Il18rap,0.0357894433550319,0.34724756074687,0.192521051651136,0.156609942242759,0.320034994952538,0.184756429558278,ns,ns,Ind,Th1/2,1.4680928864631602,Th2like
113,Il4,0.01751848185923,0.4158616210093452,0.734514197216034,1.14808614949113e-07,0.824717695119757,6.94740152121098e-06,ns,sig,Th2like,Th1/2,1.5286954707575282,Th2like
114,Il4ra,0.2376931756578858,0.3279632284804116,0.33217911637847,0.013167644229039,0.472432521071602,0.0205543714794755,ns,sig,Th2like,Th1/2,0.9436483713110116,Superpos
115,Inpp5a.1,0.1743467315872293,0.2853230749398824,0.136577156790101,0.0005120708993271,0.264155691972046,0.0014565572247528,ns,sig,Th2like,Th1/2,1.0222912498611776,Superpos
116,Irf7,0.1124803742509073,0.3071796945869707,0.0246321622853505,0.0002995632395305,0.0781500507225281,0.0009959505106469,ns,sig,Th2like,Th1/2,1.219788302580808,Th2like
117,Irf9,-0.0627172063700288,0.3200602362184967,0.520324166662566,0.0003414529050496,0.652955816988318,0.0010406183772942,ns,sig,Th2like,Th1/2,1.7642988619432936,Th2like
118,Irf9.1,0.1261699777058667,0.2249808372610945,0.493394935184282,0.0948903765649932,0.641046503870074,0.115675887622087,ns,ns,Ind,Th1/2,1.0596967504909593,Superpos
119,Irgm,0.7067910570069609,0.2082075623525865,0.0195848552340555,0.0148659418205586,0.0658338092850292,0.0227885096171437,ns,sig,Th2like,Th1/2,0.28647830042296074,Th1like
120,Isg20,0.0742602542093241,0.3397835155560842,0.213408188301936,0.0105512368858432,0.343065445824982,0.016777122004819,ns,sig,Th2like,Th1/2,1.3556279094793158,Th2like
121,Itpr1,0.4602249861253282,0.0711060186601592,0.0006416689973525,0.421187526808175,0.00657069053289,0.449266695262053,sig,ns,Th1like,Th1/2,0.1532906642355207,Th1like
122,Kbtbd7.2,0.0703549312495224,0.2434414437577337,0.451013051342738,0.0243687132680726,0.601350735123651,0.0352451446137095,ns,sig,Th2like,Th1/2,1.2894602334281473,Th2like
123,Klrd1,0.1180581981196945,0.3119260430256724,0.0062352918724915,5.40754728622848e-06,0.0275212882647904,6.2924186603386e-05,sig,sig,Superpos,Th1/2,1.208976989700789,Th2like
124,Klrk1.3,0.0441465193658708,0.3186877605357571,0.223703854411131,0.0657726828610903,0.353507325489195,0.0833554792695006,ns,ns,Ind,Th1/2,1.433146407656021,Th2like
125,Ldhd,0.0486007545720458,0.4112302457038999,0.516207893310527,1.87270049511702e-05,0.652955816988318,0.00012477461771,ns,sig,Th2like,Th1/2,1.453158198096534,Th2like
126,Lgals3,0.0741373723275305,0.4500544826427743,0.0406304599323366,0.0009300840589528,0.113119867537685,0.0022046436952955,ns,sig,Th2like,Th1/2,1.407532785383614,Th2like
127,Lgals3bp,0.0723349966792155,0.2406847321463068,0.323623787574951,0.0032043053903347,0.465436458534761,0.0059876071527423,ns,sig,Th2like,Th1/2,1.278845689640665,Th2like
128,Lif.1,0.3582479056466512,0.3188827591612809,0.137237136844852,0.0289204969630149,0.264155691972046,0.0404570886477148,ns,sig,Th2like,Th1/2,0.7273282948840901,Superpos
129,LOC435565,0.2499494768956599,0.4462320770466366,0.0057951142065714,0.233760487759566,0.0261600826641504,0.265967488295328,sig,ns,Th1like,Th1/2,1.0602064808843283,Superpos
130,LOC625360,0.134906436401984,0.2331002165517654,0.017454267481968,0.0015229559830308,0.0615540919208385,0.0032221217492222,ns,sig,Th2like,Th1/2,1.0461493982097771,Superpos
131,Lrrk1.1,0.1752836090375987,0.2449300601879641,0.0005903333366469,0.0283064527786342,0.0064962548628226,0.0399167386226415,sig,sig,Superpos,Th1/2,0.9496456342672298,Superpos
132,Ltbp1.4,-0.2702443724782501,0.0578342399792751,0.421190143830428,0.0576953049868465,0.582836090922106,0.0738499903831635,ns,ns,Ind,Th1/2,2.9307656276596297,Th1like
133,Ly6a,0.4425471358555236,0.1023875548781246,8.632419258518e-07,0.215876762485248,7.36633110060203e-05,0.247822651104141,sig,ns,Th1like,Th1/2,0.22735935153795064,Th1like
134,Ly6c1,0.3013186924173447,0.063082974819329,5.08666215133618e-07,0.325364452223251,6.51092755371031e-05,0.358703605510079,sig,ns,Th1like,Th1/2,0.2063756288837119,Th1like
135,Mapre2,0.2714998391623741,0.2617217824492349,0.0585258530447285,0.140560618558931,0.145462314363597,0.168147282014422,ns,ns,Ind,Th1/2,0.7670625211206622,Superpos
136,Marcks,0.2979114337170137,0.2693751206289256,0.0116887435345668,0.0007367109761421,0.0446614678335687,0.0018859800989239,sig,sig,Superpos,Th1/2,0.7351373563473734,Superpos
137,Matk.1,0.1152395512562378,0.3584629694910748,0.0007052750077302,8.11415857092949e-08,0.0069442462299596,6.9240819805265e-06,sig,sig,Superpos,Th1/2,1.259749219754555,Th2like
138,Matk.2,0.1075667690472943,0.3709277652450974,0.0256420295311674,2.36327376677118e-06,0.0800531653655958,3.6277326948225e-05,ns,sig,Th2like,Th1/2,1.2885445818792107,Th2like
139,Mef2c.2,0.1479872011763607,0.3918197138201296,0.191226363995182,0.0021763201793085,0.319960452174945,0.0043171091250037,ns,sig,Th2like,Th1/2,1.2096675716381022,Th2like
140,Mgll,0.1887792871615373,0.2913482956426607,0.188786591859302,1.90086331667664e-05,0.318686163993565,0.00012477461771,ns,sig,Th2like,Th1/2,0.9958631968296342,Superpos
141,Mgll.2,0.1869177623652786,0.3011452792708119,0.0713005854693011,9.10033832160755e-07,0.165935908001283,1.79206662333195e-05,ns,sig,Th2like,Th1/2,1.0153025847744952,Superpos
142,Mitd1,0.0339766937732262,0.3231286942511539,0.520127869493794,0.0006335902355279,0.652955816988318,0.001672155673146,ns,sig,Th2like,Th1/2,1.4660321900378575,Th2like
143,Morc3,-0.0087074676029646,0.3599814969766854,0.944698072222933,0.0021922819775409,0.967370825956283,0.0043171091250037,ns,sig,Th2like,Th1/2,1.5949802641690343,Th2like
144,Mov10.1,-0.0430589747404943,0.4302992880415958,0.212023735879054,1.21808678474488e-05,0.343065445824982,0.0001030301266389,ns,sig,Th2like,Th1/2,1.6705318122122628,Th2like
145,Ms4a6b,0.1763077627813025,0.243546975044033,0.136250203110047,0.0438915090199329,0.264155691972046,0.0594853792560089,ns,ns,Ind,Th1/2,0.9441984611692346,Superpos
146,Ms4a6d.1,0.1576890071976869,0.3420516884464212,0.0049864458615545,0.0001072468288379,0.0245486565491917,0.0004500850521724,sig,sig,Superpos,Th1/2,1.1388248800969958,Superpos
147,Msr2,0.0969156314879207,0.6194134376979037,0.825840551445125,0.0019864678957989,0.886416533465713,0.0041010950106817,ns,sig,Th2like,Th1/2,1.4155911214092463,Th2like
148,Mtap6.2,0.0148048076831268,0.0705731879868466,0.662395274410795,0.634394517308289,0.772538157974642,0.647031858290526,ns,ns,Ind,Th1/2,1.3640153341188193,Th2like
149,Mtap6.3,0.0793405728906546,-0.2618328246957105,0.0183267172203473,0.0439169401538503,0.0625551947787854,0.0594853792560089,ns,ns,Ind,Th1/2,-1.2765712319632545,Th2like
150,Muc13,-0.0198399927272371,0.0976011974033117,0.70915429026685,5.15537065650792e-05,0.816052590515854,0.0002639549776132,ns,sig,Th2like,Th1/2,1.7713400083490427,Th2like
151,Mx1,0.034283638317176,0.1602515300499774,0.0980681172253824,0.229522954776345,0.205782278768016,0.262311948315823,ns,ns,Ind,Th1/2,1.3600369787919822,Th2like
152,Mxra8,0.0196546503155085,0.4193358838092065,0.80204364059318,0.0005743088358578,0.87001344064345,0.0015476111787328,ns,sig,Th2like,Th1/2,1.5239597047976936,Th2like
153,Myo6.1,0.2648739527576985,0.2804377616844462,0.0009100577022375,1.247630439768e-05,0.007974977866732,0.0001030301266389,sig,sig,Superpos,Th1/2,0.8139315407452149,Superpos
154,Nat5.2,0.0910629674868363,0.3596412414254495,0.130454389721941,9.76685627026563e-05,0.260908779443882,0.0004237822381674,ns,sig,Th2like,Th1/2,1.3228034571027287,Th2like
155,Nelf.1,0.2886699727397366,0.1657190474799225,0.254653074396773,0.145325357483102,0.395098103306508,0.173038565189182,ns,ns,Ind,Th1/2,0.5211410099564755,Superpos
156,Nkg7,0.0379935298890415,0.3564274044627729,0.527726276250127,0.0012979252847837,0.659014276683085,0.0028399048966207,ns,sig,Th2like,Th1/2,1.4646019067862401,Th2like
157,Nod1,0.1437294801513395,0.3170696991106577,0.0010478991079663,5.01066391064881e-06,0.0086536184399803,6.10823791012426e-05,sig,sig,Superpos,Th1/2,1.145196838108802,Superpos
158,Nqo2,-0.0208184930549766,0.3345550531594766,0.674458551153977,0.0052995175488278,0.781273253825421,0.0092290917857137,ns,sig,Th2like,Th1/2,1.6329435986658705,Th2like
159,Nrp1,0.1963467701261106,-0.0791016904247267,0.436815489421241,0.362244455189802,0.587913555238694,0.394615236291869,ns,ns,Ind,Th1/2,-0.3829757289961177,Th1like
160,Nrp1.1,0.1729483310932063,-0.082326597378248,0.49580940533701,0.413971138195662,0.641046503870074,0.44559799221777,ns,ns,Ind,Th1/2,-0.44427897631798907,Superpos
161,Ntrk3.1,0.2421647566313061,0.1735111970091731,0.115917795746208,0.0006626919953166,0.235515521516105,0.0017311137836843,ns,sig,Th2like,Th1/2,0.6217145734386818,Superpos
162,Ntrk3.2,0.3186853009688917,0.1273222436018244,0.195748362258935,0.0100080312345619,0.323300520892176,0.0161558455569741,ns,sig,Th2like,Th1/2,0.3800954708813869,Th1like
163,Nts,0.0661996877974476,0.2460446543793956,0.462028725432223,2.48846021093702e-06,0.612846392283156,3.6277326948225e-05,ns,sig,Th2like,Th1/2,1.3079649488494653,Th2like
164,Oas1b,0.0491898464013537,0.3272189204991608,0.330084227892818,0.0001390644216718,0.472075767265706,0.000523536646294,ns,sig,Th2like,Th1/2,1.4215865670062138,Th2like
165,Oas1g,-0.027371347005184,0.2688362428635461,0.427923346034112,0.153641048849926,0.585820195640282,0.182093094933246,ns,ns,Ind,Th1/2,1.6722608924158826,Th2like
166,Oas1g.3,0.0106620008160687,0.2178904198461495,0.730269705765845,0.0871236798516256,0.824480102035635,0.106716086325436,ns,ns,Ind,Th1/2,1.5219024688504117,Th2like
167,Oas2,-0.0107694420597466,0.3714898395106227,0.866621029106983,0.0008800502560533,0.909241735456507,0.0021254043919779,ns,sig,Th2like,Th1/2,1.5997780794844094,Th2like
168,Oasl1,0.1526311237157492,0.3812085817846755,0.0087580931158971,0.022467516356954,0.0361624489946719,0.0326800237919331,sig,sig,Superpos,Th1/2,1.1899560043743402,Th2like
169,Oasl1.2,0.1839020316701179,0.3478057389075971,0.0201439670595831,0.0456967200982341,0.0661135329135035,0.0615703176060417,ns,ns,Ind,Th1/2,1.0844146962976697,Superpos
170,Oasl2,-0.0034147083073299,-0.1964666583954529,0.851953624851749,0.414266883389958,0.89753139079032,0.44559799221777,ns,ns,Ind,Th1/2,-1.5881751764847027,Th2like
171,Oasl2.1,-0.0390212309889731,0.2013260206140718,0.615049661308362,0.388018409718523,0.735760342499723,0.420901325796364,ns,ns,Ind,Th1/2,1.762243639738674,Th2like
172,Ociad2,0.1847074399832144,0.2512181239813329,0.0123291274596362,0.0002420335137239,0.0464155386715716,0.00081527078307,sig,sig,Superpos,Th1/2,0.9368040149888932,Superpos
173,P2ry14,0.0475041524647937,0.2980635299953569,0.0133383183903422,8.10327824294897e-06,0.0494870943177914,8.13492668724252e-05,sig,sig,Superpos,Th1/2,1.412749615805905,Th2like
174,P2ry14.2,0.0642464939086265,0.344521368806771,0.0064663393367623,8.5798054904511e-06,0.0280573367832401,8.13492668724252e-05,sig,sig,Superpos,Th1/2,1.38643349895387,Th2like
175,Parp12,0.0127628223103361,0.4125583731249316,0.847833185790257,0.0033300905488991,0.896881386621098,0.0061775592791172,ns,sig,Th2like,Th1/2,1.5398703923401311,Th2like
176,Parp14,0.1032103714038062,0.2841244109883244,0.472603234125389,0.0022672642710985,0.620443220185126,0.0044306843771085,ns,sig,Th2like,Th1/2,1.2223598309041777,Th2like
177,Phf11,0.1143825328568795,0.2552039867428801,0.0008000609511307,0.0001461031273233,0.0073148429817665,0.0005343200084966,sig,sig,Superpos,Th1/2,1.1494399441430758,Superpos
178,Phf11.2,0.1219827189386973,0.269878684070377,9.56920739728837e-06,1.92233532620464e-06,0.0004899434187411,3.51512745363134e-05,sig,sig,Superpos,Th1/2,1.146287971018677,Superpos
179,Phldb1,0.0977690851257036,0.2377968106865009,0.129968734041687,6.19379613599547e-05,0.260908779443882,0.0002936318168175,ns,sig,Th2like,Th1/2,1.1807188504409554,Th2like
180,Pik3ap1,0.2498154341802088,0.4807440133617387,0.0007616674239222,0.0145972229975135,0.0072217355749668,0.0225113800443582,sig,sig,Superpos,Th1/2,1.091557806625678,Superpos
181,Pim2.1,0.0393603256849088,0.4172245646085329,0.794397201691489,0.0001800883841377,0.86538588780009,0.0006230084640442,ns,sig,Th2like,Th1/2,1.4767362379348241,Th2like
182,Pip5k1b,0.1753223611072037,0.2595581240131509,0.166255842076239,0.0003125323630978,0.299728842052938,0.0010086614867281,ns,sig,Th2like,Th1/2,0.9767274561542025,Superpos
183,Plac8,0.3644043877434424,0.0905921354814844,1.77211320089171e-07,0.104466314744595,4.53660979428278e-05,0.126745860543205,sig,ns,Th1like,Th1/2,0.2436636961285977,Th1like
184,Pld4,0.1636623421661615,0.268329660051386,0.0106741623254624,0.0042382760881165,0.0426966493018496,0.0076950260890627,sig,sig,Superpos,Th1/2,1.0231072427761359,Superpos
185,Pon2,0.5430114654865679,0.2607046124985749,0.0020489572774097,1.76445809499865e-05,0.0131133265754223,0.00012477461771,sig,sig,Superpos,Th1/2,0.4476084419583717,Superpos
186,Pparg.2,0.2144601198342912,0.2338922326473271,0.189219909871179,2.37524360570998e-05,0.318686163993565,0.0001520155907654,ns,sig,Th2like,Th1/2,0.82871221972237,Superpos
187,Ppp3ca.2,0.3246420171577529,0.1296460153857894,0.0047401498875442,0.0664816620038812,0.0243582585097786,0.0838389432167172,sig,ns,Th1like,Th1/2,0.37994650667866686,Th1like
188,Prdx5.1,0.1461693325794269,0.322349944472052,0.180768434648276,6.91227919168868e-05,0.318686163993565,0.0003217351769222,ns,sig,Th2like,Th1/2,1.1450777275592083,Superpos
189,Prr15,0.1517728604627644,0.2247240726768364,0.293042870445429,9.16707721151556e-05,0.436156830430406,0.0004046158217496,ns,sig,Th2like,Th1/2,0.9767895729112969,Superpos
190,Ptpn12,0.0126376873987378,0.3306514951751522,0.927040317494704,0.0016751945090157,0.953101691882105,0.0035151622484263,ns,sig,Th2like,Th1/2,1.5325943552005363,Th2like
191,Ptprk,0.2997237309576193,0.095665341323921,0.0016191418477554,0.07372281742561,0.0112027111628485,0.0916167051502726,sig,ns,Th1like,Th1/2,0.3089574851929664,Th1like
192,Rab33a,0.1662903701665721,0.4023146995396174,0.0030746021215442,4.69798696025529e-07,0.0177897048600888,1.45663193674706e-05,sig,sig,Superpos,Th1/2,1.1788481764286436,Th2like
193,Rapgef5,-0.2059027741219473,0.3606666160858057,0.173432750709336,3.30420528417982e-06,0.308324890149931,4.45198185657913e-05,ns,sig,Th2like,Th1/2,2.089540131061589,Superpos
194,Rexo2,-0.0434562392275023,0.4293143273737136,0.721666591933367,0.0001291620303239,0.821096211266409,0.0004935146233273,ns,sig,Th2like,Th1/2,1.6716751584422456,Th2like
195,Rhobtb1,0.2042882257505321,0.3003457343084036,0.001802522591241,2.89863956735838e-05,0.0121433100883609,0.0001703208081449,sig,sig,Superpos,Th1/2,0.9734987239050877,Superpos
196,Ripk3,0.06476405136223,0.2745069572812336,0.564723394052453,0.0303804844993273,0.688424708940133,0.0420400217936637,ns,sig,Th2like,Th1/2,1.3391045147834462,Th2like
197,Rnf213,0.0733925712989441,0.3099630647444108,0.274138390603093,0.0010265114798697,0.414370400270508,0.0024108893472169,ns,sig,Th2like,Th1/2,1.3382996684151875,Th2like
198,Rsad2,0.0320414541243878,0.2407924907461344,0.259863974379007,0.0014647269658393,0.400754080970035,0.0031510092710493,ns,sig,Th2like,Th1/2,1.4385068122877616,Th2like
199,Rtp4,0.0381458886241404,0.6243997878344841,0.731081965476911,0.0062623470826787,0.824480102035635,0.010759468813193,ns,sig,Th2like,Th1/2,1.5097800696258965,Th2like
200,Samhd1,0.190071897078797,0.137968624730067,0.0288991245248227,0.0100342947014019,0.0861108312217654,0.0161558455569741,ns,sig,Th2like,Th1/2,0.6278821316673552,Superpos
201,Sco1,0.1242295520539174,0.2550076629867369,0.0031270965574374,0.0036428356515907,0.0177897048600888,0.0067091073871023,sig,sig,Superpos,Th1/2,1.1174733201955047,Superpos
202,Sco1.1,0.0018884198684538,0.4103962547147141,0.988377047508991,0.050582067246717,0.989967667414668,0.0657310112444647,ns,ns,Ind,Th1/2,1.5661949043431884,Th2like
203,Sema3b,0.1130023235535147,0.0819781524835522,0.0165600268352664,0.545220241853863,0.0597093925327915,0.567383666319467,ns,ns,Ind,Th1/2,0.6276066668473886,Superpos
204,Sema4b,0.060573829410123,0.346086119563179,0.517915799069564,0.0476296625238107,0.652955816988318,0.0625291979799771,ns,ns,Ind,Th1/2,1.397526105206327,Th2like
205,Serpina3f,0.3563705547330119,0.4989385719865553,0.0735018343477375,0.326476328452533,0.168004192794829,0.358703605510079,ns,ns,Ind,Th1/2,0.9505656062402282,Superpos
206,Sgk3.1,0.0518668483072602,0.3398410804390965,0.466621534895162,0.000115624613356,0.615748004810111,0.0004698396987165,ns,sig,Th2like,Th1/2,1.4193441518850924,Th2like
207,Shh,-0.1257377994955984,0.2385875649010341,0.827552935540256,0.0021279994269979,0.886416533465713,0.0042559988539959,ns,sig,Th2like,Th1/2,2.0558169582672154,Superpos
208,Slc17a6,0.1057204656114489,0.2651740401255927,0.0265737405088256,0.264261047257599,0.0819623803645705,0.295418463309805,ns,ns,Ind,Th1/2,1.1914255372726783,Th2like
209,Slfn1,0.1235377707905236,0.3443064967478693,0.0792668281471761,5.9807022434184e-05,0.177047051828619,0.0002888792027009,ns,sig,Th2like,Th1/2,1.2263019319322153,Th2like
210,Sln,-0.7990871976875669,0.1858369809812972,0.0108637515918374,5.1209716526264e-07,0.0427864678078519,1.45663193674706e-05,sig,sig,Superpos,Th1/2,2.913092750681301,Th1like
