"","gene","beta_th1","beta_th2","p_th1","p_th2","padj_th1","padj_th2","th1_sig","th2_sig","category","model"
"1","1110067D22Rik",0.0900305689508019,0.894241429079452,0.650770915972222,0.0215090815545201,0.739190877381491,0.0323409931287389,"ns","sig","Th2like","Th1/2"
"2","2010001M09Rik",0.212852114395698,0.974652541827623,0.644551424450822,0.0195243371261525,0.736127036667879,0.0297853026231086,"ns","sig","Th2like","Th1/2"
"3","2310004I24Rik",0.15952296045725,0.576186660903632,0.135071995468989,0.0469991576215535,0.254862730081528,0.0637845710578226,"ns","ns","Ind","Th1/2"
"4","2510009E07Rik",0.184608841050001,0.744152126206087,0.27135538263282,0.00387056268868902,0.407872903413429,0.00715882833571686,"ns","sig","Th2like","Th1/2"
"5","2510009E07Rik.2",0.376095559508768,0.630772598829856,0.000440540998556533,0.000151920368114316,0.00438443184277692,0.000538158592133763,"sig","sig","Superpos","Th1/2"
"6","4930539E08Rik",0.320701696466893,0.651818749918682,2.157209146574e-05,0.00107917654385698,0.000644081016619951,0.00246181561807574,"sig","sig","Superpos","Th1/2"
"7","5730469M10Rik",0.311571551608862,0.732073055146383,0.165056720825126,1.86458886699933e-05,0.289562258282783,0.000120388010056187,"ns","sig","Th2like","Th1/2"
"8","9930111J21Rik",0.0020407407511973,0.798126823156084,0.989967667414668,0.00795328773579177,0.989967667414668,0.0135141230632559,"ns","sig","Th2like","Th1/2"
"9","Actr3b",0.744488845251594,0.212759847177125,0.0431303964700543,0.139605080176263,0.11128707237335,0.173675367600232,"ns","ns","Ind","Th1/2"
"10","Adar",0.128540116723564,0.408959670087976,0.438638629103869,0.418088805638711,0.565897984461164,0.452749017505133,"ns","ns","Ind","Th1/2"
"11","Adora3.1",-0.10611756763442,0.427573712970605,0.663899979509458,4.83619067249066e-05,0.745995138266004,0.000252690962637637,"ns","sig","Th2like","Th1/2"
"12","Aff4",0.748261114051523,0.220138002352528,0.00301623720480075,0.202488851955403,0.0163390795126109,0.239097005981239,"sig","ns","Th1like","Th1/2"
"13","AI451557",0.365072661487496,0.458865790801737,0.0939242392615061,0.000929259180526733,0.192452607898576,0.00220894964001296,"ns","sig","Th2like","Th1/2"
"14","AI451617",-0.0862734932951493,-0.485381276613396,0.0743005101919959,0.358676559313168,0.161758402397158,0.398741494130064,"ns","ns","Ind","Th1/2"
"15","Akr1c18",0.00174182233233748,0.945106431513199,0.965068585930543,8.20956225068215e-10,0.983899192485285,1.71579851039257e-07,"ns","sig","Th2like","Th1/2"
"16","Amica1",0.234021645674269,0.92235690761287,0.0446085965963598,0.109449999970454,0.113697520593161,0.136976347268412,"ns","ns","Ind","Th1/2"
"17","Antxr2",0.433094871357713,0.769211725161275,0.0400253913828126,0.00120931405121893,0.107247523064203,0.00268879400749741,"ns","sig","Th2like","Th1/2"
"18","Aqp9",0.501335122308851,0.756518885317405,5.03450810670785e-06,1.35101200959844e-05,0.000263053048575485,0.000100843396430741,"sig","sig","Superpos","Th1/2"
"19","Armcx6.1",0.549370402458158,0.502943341800697,0.0247271644864249,0.00736703484351817,0.0727884137698987,0.0126205760843877,"ns","sig","Th2like","Th1/2"
"20","Atp10a",-0.234601872469413,0.969853060501135,0.140912506062944,0.00522657833053993,0.260625785550047,0.0093363664195115,"ns","sig","Th2like","Th1/2"
"21","BC006779",0.2180946394783,0.603005021563586,0.0926527727507514,0.00107036741643649,0.19172702480106,0.00246181561807574,"ns","sig","Th2like","Th1/2"
"22","BC094916",0.0728725266716408,0.930493524493036,0.0728519635154294,3.32205722013895e-07,0.161704035565022,1.52897582199845e-05,"ns","sig","Th2like","Th1/2"
"23","BC094916.1",0.270792809971311,0.812303947758354,0.00398095951343099,2.55074955104707e-06,0.0198100128168352,3.55404437445892e-05,"sig","sig","Superpos","Th1/2"
"24","Bst2",0.310651641992574,0.247547415092311,0.146992048364806,0.607434628139787,0.267142070506474,0.626100382323674,"ns","ns","Ind","Th1/2"
"25","C030048B08Rik.1",0.304034949029094,0.676971850535396,0.230379350430735,0.0703574042969669,0.354038854706056,0.0907697376423832,"ns","ns","Ind","Th1/2"
"26","C730027P07Rik",-1.95553062574544,0.833293334007359,0.0307499028218794,3.29134207966847e-05,0.0856897291969706,0.000181023814381766,"ns","sig","Th2like","Th1/2"
"27","Casp1",0.480719857618829,0.733087703188607,0.00320995566801004,0.0101971185231948,0.0163629447466853,0.016649982588654,"sig","sig","Superpos","Th1/2"
"28","Ccr5",0.291251068977439,0.328682534157935,0.000138271826563391,0.199909409296079,0.00192658745011658,0.237392423539094,"sig","ns","Th1like","Th1/2"
"29","Ccr5.1",0.351332501610638,0.951380510183443,2.6103726156829e-05,0.00817351251172577,0.000681959845847158,0.0136355752458782,"sig","sig","Superpos","Th1/2"
"30","Ccr5.2",0.405294862263943,0.783239189253095,0.000152447305318325,0.00822049033962033,0.00199134292572062,0.0136355752458782,"sig","sig","Superpos","Th1/2"
"31","Cd80",0.102694291278312,0.799330639509645,0.185774090179918,0.000763291179165763,0.311393394984854,0.00189914114816243,"ns","sig","Th2like","Th1/2"
"32","Cd86",-0.0751251852583382,1.0196566844204,0.50330828705737,7.85729614582116e-07,0.623089848696657,1.64217489447662e-05,"ns","sig","Th2like","Th1/2"
