,gene,Th1,Th2,category,model,angle,clust_new
364,Hemk1,-0.214145054870495,1.05659580948758,Th2like,Th1/2,1.7707622186012655,Th2like
365,Hipk2,0.313140963517748,0.785819177331206,Th2like,Th1/2,1.1915924835141354,Th2like
366,Hmgn3,0.174129295307055,0.616846455045776,Th2like,Th1/2,1.2956658086006114,Th2like
367,Hmgn3.1,0.106120226278517,0.701266645782999,Th2like,Th1/2,1.4206093229100683,Th2like
368,Hnrpab,0.024402079460244,0.918080419802984,Th2like,Th1/2,1.544223125860915,Th2like
369,Hopx,0.121060178687004,0.229096662896091,Ind,Th1/2,1.0846689218151901,Superpos
370,Hsd11b1.1,0.399290332195974,0.663620627571307,Superpos,Th1/2,1.0291390480860743,Superpos
371,Hsd17b11.1,0.378206775185142,0.649702292341929,Ind,Th1/2,1.0436252539513102,Superpos
372,Hsh2d,0.21126470303874,0.569738864562919,Th2like,Th1/2,1.2157043869469302,Th2like
373,Icos,0.0245846348201269,0.902128696402014,Th2like,Th1/2,1.5435512656263566,Th2like
374,Id1,0.756222816282008,0.436168724360294,Th2like,Th1/2,0.5231655388050735,Superpos
375,Id2,0.128315088578008,1.02790434527364,Th2like,Th1/2,1.4466070064836531,Th2like
376,Id2.1,0.557914000786006,0.837559987398007,Ind,Th1/2,0.9831734860549384,Superpos
377,Ier5l,0.816706012718033,0.338217029213228,Th2like,Th1/2,0.3926220773938444,Th1like
378,Ifi202b,0.0828636832753622,-0.379192301766081,Ind,Th1/2,-1.355651636773695,Th2like
379,Ifi202b.1,0.0101945634938669,0.200696954874459,Ind,Th1/2,1.5200441417505623,Th2like
380,Ifi203,0.16993634620049,0.767686676119848,Th2like,Th1/2,1.3529476584501936,Th2like
381,Ifi27,0.3516402794595,0.484158858066411,Th2like,Th1/2,0.9426423641869411,Superpos
382,Ifi35,0.0817555732038612,0.410134972714278,Ind,Th1/2,1.3740371799732434,Th2like
383,Ifih1,0.0340905226189687,0.147332847692863,Ind,Th1/2,1.3434134919950111,Th2like
384,Ifit2,-0.215508736667711,0.816457147127307,Th2like,Th1/2,1.8288662797109008,Th2like
385,Ifit2.1,-0.0015298592459589,0.898934586351444,Th2like,Th1/2,1.5724981834062688,Th2like
386,Ifit3,0.103685635847727,0.897649355303029,Th2like,Th1/2,1.455798010029051,Th2like
387,Ifit3.1,-0.14247523625279,0.928002435015132,Th2like,Th1/2,1.7231357674130217,Th2like
388,Ifitm1.4,0.194864569712055,0.567720806314458,Th2like,Th1/2,1.2401563000816513,Th2like
389,Ifitm2,0.0451948407267172,0.795510032726765,Th2like,Th1/2,1.5140449239884686,Th2like
390,Ifitm3,0.335927521124603,0.353370637615483,Superpos,Th1/2,0.8106983826493627,Superpos
391,Ifng,0.386854258585192,1.18949186833629,Superpos,Th1/2,1.256359593938216,Th2like
392,Ifng.1,0.384527790986592,1.51021036829792,Superpos,Th1/2,1.321475404236305,Th2like
393,Igf2bp3,0.213777215009133,0.790548348846809,Ind,Th1/2,1.3066964537321304,Th2like
394,Igf2bp3.2,0.58147489648675,0.349046838395894,Ind,Th1/2,0.5406242036307687,Superpos
395,Igfbp7.1,0.0591029574565989,0.30848881077727,Ind,Th1/2,1.3815015217816629,Th2like
396,Igtp,0.347810887567007,0.17581072833439,Ind,Th1/2,0.4680203456149443,Superpos
397,Iigp2,0.87837346393634,0.355435827009567,Ind,Th1/2,0.3845105203935919,Th1like
398,Ikzf1,0.0572569790362295,0.888157955302581,Th2like,Th1/2,1.5064183006380374,Th2like
399,Il10rb,0.447327419647215,0.536693625360159,Ind,Th1/2,0.8759670831473609,Superpos
400,Il11ra1,0.190933194575207,0.717935314089992,Th2like,Th1/2,1.3108653558433303,Th2like
401,Il12rb2,0.471179630809277,0.655281146992466,Th1like,Th1/2,0.9473994938844695,Superpos
402,Il17ra,0.0757313642475741,0.932194339500713,Ind,Th1/2,1.4897344593947663,Th2like
403,Il18r1,0.189399737489196,0.885779680693048,Th2like,Th1/2,1.3601457930206273,Th2like
404,Il18rap,0.0679281351224442,0.87124951899307,Ind,Th1/2,1.4929873936509839,Th2like
405,Il24,0.836557012535228,0.49728080297648,Ind,Th1/2,0.5363193381971497,Superpos
406,Il2rb,0.78755835567038,0.288175747564555,Ind,Th1/2,0.3507779397442766,Th1like
407,Il4,0.0332499667868277,1.04340326104173,Th2like,Th1/2,1.5389402651786022,Th2like
408,Il4ra,0.451140130725213,0.822864830054961,Th2like,Th1/2,1.069293485427919,Superpos
409,Il8ra,0.619434438643554,0.413836607012026,Th1like,Th1/2,0.5889858373429766,Superpos
410,Ing4,0.460970082324843,0.748514336293982,Th2like,Th1/2,1.0188062548411265,Superpos
411,Ing4.2,0.196643758414952,0.883001743333788,Th2like,Th1/2,1.3516729203681368,Th2like
412,Inpp4b,0.205904282064529,1.03528705101156,Th2like,Th1/2,1.3744719811342716,Th2like
413,Inpp5a.1,0.330908984080321,0.715880023071514,Th2like,Th1/2,1.1378096710323724,Superpos
414,Insig1.2,0.415248652195135,0.503853383271136,Th2like,Th1/2,0.881504755503814,Superpos
415,Insig1.3,0.39365576556694,0.591322543596203,Th2like,Th1/2,0.9834487827490606,Superpos
416,Irf7,0.213487032613053,0.77071862096802,Th2like,Th1/2,1.3005741248864249,Th2like
417,Irf9,-0.119036857504143,0.803036099819996,Th2like,Th1/2,1.7179582070107695,Th2like
418,Irf9.1,0.239469812619896,0.564480412259177,Ind,Th1/2,1.1695776256435473,Superpos
419,Irgm,1.34148491630434,0.522396005202308,Th2like,Th1/2,0.371349277137088,Th1like
420,Isg20,0.140945488649205,0.85252211377177,Th2like,Th1/2,1.406950746057406,Th2like
421,Itga7,-0.0957067144362167,0.953286200963983,Th2like,Th1/2,1.6708576589575859,Th2like
422,Itgb5,0.653974082019342,0.516939196340953,Superpos,Th1/2,0.66889564994593,Superpos
423,Itih5.1,0.563745171632069,0.429344419569171,Ind,Th1/2,0.6508794847708945,Superpos
424,Itpr1,0.873504087060657,0.178406104342187,Th1like,Th1/2,0.2014709297271329,Th1like
425,Jdp2,0.29533218810143,0.904170882546181,Th2like,Th1/2,1.2550880046479405,Th2like
426,Kbtbd7.2,0.1335332105906,0.610798360457067,Th2like,Th1/2,1.3555619547218973,Th2like
427,Kcnk10,0.337471409708912,0.142729212801702,Ind,Th1/2,0.40012213992250056,Superpos
428,Kcnk5.1,0.127179777399363,0.865005643199804,Th2like,Th1/2,1.4248145484038042,Th2like
429,Kcnk5.2,0.493180360243171,0.582393516453332,Th2like,Th1/2,0.8681534331856956,Superpos
430,Kdelr3,-0.40271148530081,1.27682498906992,Th2like,Th1/2,1.8763216319523568,Th2like
431,Kif1b.2,0.1518957217501,0.85267762457899,Th2like,Th1/2,1.3945059055757745,Th2like
432,Kif3a,0.153971334977715,1.28528726837665,Th2like,Th1/2,1.451569229680032,Th2like
433,Kif3a.2,-0.0746750477340848,1.12072088744567,Th2like,Th1/2,1.6373292430598707,Th2like
434,Kifc1,-0.0994699872397973,0.934672498680786,Th2like,Th1/2,1.6768195554830034,Th2like
435,Klf2,0.568219416018478,0.517753371034992,Ind,Th1/2,0.7389607527932773,Superpos
436,Klhl21,0.128021074226262,0.777018498904063,Ind,Th1/2,1.4075039746771654,Th2like
437,Klk8,0.194058119308574,0.826627471664829,Th2like,Th1/2,1.340212902754212,Th2like
438,Klrd1,0.224073706725013,0.782627282861276,Superpos,Th1/2,1.2919463666178717,Th2like
439,Klrk1.3,0.0837898120661562,0.799592537031982,Ind,Th1/2,1.4663867526530672,Th2like
440,l7Rn6,0.0600507799010513,0.725179914806763,Th2like,Th1/2,1.4881767162446868,Th2like
441,Lama5,-0.572086135888123,1.38560709303614,Th2like,Th1/2,1.9623545578537498,Th2like
442,Ldhd,0.0922439220658766,1.03178306852413,Th2like,Th1/2,1.4816309445559162,Th2like
443,Leng9,0.477340611184161,0.581224735312979,Th2like,Th1/2,0.8832216394569996,Superpos
444,Lgals3,0.140712259621646,1.12919368153323,Th2like,Th1/2,1.446822355212236,Th2like
445,Lgals3bp,0.137291362141749,0.603881728241444,Th2like,Th1/2,1.3472480582971673,Th2like
446,Lgals4.1,0.710264976628219,0.399205191248024,Ind,Th1/2,0.512048369180468,Superpos
447,Lif.1,0.679952239007843,0.800081791609686,Th2like,Th1/2,0.866387371663025,Superpos
448,Lilrb4.1,1.14238518216271,0.97041846016059,Superpos,Th1/2,0.704184521742095,Superpos
449,Lmo2,0.388384293648223,0.780855897576427,Th2like,Th1/2,1.109244667997907,Superpos
450,LOC329575,0.8094184025226,0.378019938621444,Ind,Th1/2,0.4369226990512295,Superpos
451,LOC433632,0.349960753456732,0.284287267638474,Ind,Th1/2,0.6822204276581473,Superpos
452,LOC435565,0.474402512269458,1.11960320657102,Th1like,Th1/2,1.1700071384178221,Superpos
453,LOC56628,0.836462332274861,0.065282616589572,Ind,Th1/2,0.07788820458072832,Th1like
454,LOC625360,0.2560515554795,0.584852060907491,Th2like,Th1/2,1.1581293414458278,Superpos
455,Lpin1,0.396920281772876,0.67160853891884,Ind,Th1/2,1.0370211590075062,Superpos
456,Lpxn,0.162130013062424,0.958221192965559,Th2like,Th1/2,1.4031848292070659,Th2like
457,Lrch1.1,0.372829236036465,0.847082272448081,Ind,Th1/2,1.1561776599786693,Superpos
458,Lrp11,0.961874358766203,0.0738235722563329,Ind,Th1/2,0.07659953583774093,Th1like
459,Lrp12,0.158534784357204,0.421545609422174,Ind,Th1/2,1.2110793273600555,Th2like
460,Lrp12.1,-0.0997828018390773,0.661584128889402,Th2like,Th1/2,1.7204920997525643,Th2like
461,Lrp8.3,0.143189117782216,0.772677455812436,Th2like,Th1/2,1.3875595075306555,Th2like
462,Lrrc49.2,-0.374676752548691,1.42151873500299,Th2like,Th1/2,1.828510060786157,Th2like
463,Lrrfip1.2,0.433217272671694,0.555302390624728,Th2like,Th1/2,0.9082788922284829,Superpos
464,Lrrk1.1,0.332687171503091,0.614533322182972,Superpos,Th1/2,1.0746064104666928,Superpos
465,Lss,0.590842720052366,0.343513695749058,Ind,Th1/2,0.5266278867144331,Superpos
466,Ltb4r1,0.955258086470305,0.0774146979592592,Th1like,Th1/2,0.08086389218925247,Th1like
467,Ltbp1.4,-0.512922094587473,0.145107005661601,Ind,Th1/2,2.8658943830620838,Th1like
468,Ltbp3.1,0.107342290103892,1.12419329778763,Th2like,Th1/2,1.4756010928160177,Th2like
469,Luzp1,0.264554605011297,0.654372094795916,Th2like,Th1/2,1.186599109468266,Th2like
470,Luzp1.1,0.0794729924043197,0.986855008550513,Th2like,Th1/2,1.4904381645970417,Th2like
471,Ly6a,0.839951640047457,0.25689196418422,Th1like,Th1/2,0.2968072006571167,Th1like
472,Ly6c1,0.571900955552744,0.158276162832593,Th1like,Th1/2,0.26999662252092405,Th1like
473,Ly9,0.375465316385882,0.811985456169522,Th2like,Th1/2,1.1376752513764259,Superpos
474,Lyrm5,0.332852948943206,0.654572719809311,Th2like,Th1/2,1.1003685604232,Superpos
475,Maged2,0.14927102828998,0.727011217465846,Th2like,Th1/2,1.3682892226939958,Th2like
476,Map2k6.1,0.773926990354836,0.368477025240297,Superpos,Th1/2,0.4443563941008281,Superpos
477,Mapre2,0.515304962343054,0.656664013934215,Ind,Th1/2,0.9054350083807702,Superpos
478,Marcks,0.565434000280564,0.675866358202394,Th2like,Th1/2,0.8741296163836232,Superpos
479,Matk.1,0.218723932963404,0.899389153588868,Superpos,Th1/2,1.332235715256388,Th2like
480,Matk.2,0.204161041289345,0.930663519582055,Th2like,Th1/2,1.3548455970242939,Th2like
481,Mbnl1.1,0.289812538061777,0.769974284366366,Th2like,Th1/2,1.2108054026938784,Th2like
482,Mboat2.3,0.226038704353837,0.937263085162462,Th2like,Th1/2,1.33414640427251,Th2like
483,Mcf2l.1,0.365794911525139,0.792625127775799,Th2like,Th1/2,1.1384219075162656,Superpos
484,Mcf2l.2,1.17083856582153,0.470624273164109,Ind,Th1/2,0.3821904801346441,Th1like
485,Mcl1,-0.0066602406337385,0.967301183351677,Th2like,Th1/2,1.5776816025504135,Th2like
486,Mef2c.2,0.280878763555477,0.983081742787641,Th2like,Th1/2,1.2924982988725653,Th2like
487,Mettl4,0.284243830976831,0.750631893718009,Th2like,Th1/2,1.20880962024726,Th2like
488,Mgll,0.358301882469056,0.730997395322688,Th2like,Th1/2,1.1150558521746265,Superpos
489,Mgll.1,0.0265143993093089,0.895571677384707,Th2like,Th1/2,1.541198856004962,Th2like
490,Mgll.2,0.354768720283781,0.755578179289179,Th2like,Th1/2,1.131818196215961,Superpos
491,Mitd1,0.0644875479829759,0.810734908644608,Th2like,Th1/2,1.491421356958243,Th2like
492,Mlf1,0.435868202972336,0.388209406498291,Superpos,Th1/2,0.7276296129636752,Superpos
493,Mlkl,0.486830873948278,0.477958663766134,Superpos,Th1/2,0.7762024168115869,Superpos
494,Mllt11.1,-0.272577872631234,1.15457043257608,Th2like,Th1/2,1.8026371675054376,Th2like
495,Mllt3.1,0.367732821508065,0.376812218302374,Ind,Th1/2,0.7975921158002454,Superpos
496,Mllt4,-0.679688457716216,1.33819501344006,Th2like,Th1/2,2.0407553557566467,Superpos
497,Mllt4.2,-0.0742429065132774,1.04721475528189,Th2like,Th1/2,1.6415734942564877,Th2like
498,Mocos,0.0220229225245929,0.812993808586618,Th2like,Th1/2,1.5437142778494561,Th2like
499,Morc3,-0.0165267179497868,0.903199162616924,Th2like,Th1/2,1.5890922625468702,Th2like
500,Mov10,0.191136624105994,0.268406347549127,Ind,Th1/2,0.9519845993516574,Superpos
501,Mov10.1,-0.0817256593066003,1.0796275916898,Th2like,Th1/2,1.6463502430658066,Th2like
502,Mpp1,-0.264623053458412,1.18506709267527,Th2like,Th1/2,1.7904901449823218,Th2like
503,Mrpl16,0.548187152944775,0.433739120427176,Ind,Th1/2,0.669367091205251,Superpos
504,Ms4a6b,0.334631008773717,0.611063140092176,Ind,Th1/2,1.0697814368550727,Superpos
505,Ms4a6d.1,0.299292729478636,0.858212994754343,Superpos,Th1/2,1.2352449311303695,Th2like
506,Msh5,0.633186512463322,-0.0412444772434529,Th1like,Th1/2,-0.06504606728553645,Th1like
507,Msh5.1,0.538937341357414,0.212522676042887,Ind,Th1/2,0.3756145529177977,Th1like
508,Msr2,0.18394525016447,1.55411792811854,Th2like,Th1/2,1.4529845261177938,Th2like
509,Mtap,-0.0292682319427974,1.01897989809235,Th2like,Th1/2,1.5995115026990252,Th2like
510,Mtap.1,0.219279253506761,0.840150197159136,Th2like,Th1/2,1.3154917581713554,Th2like
511,Mtap6.2,0.0280994305160056,0.177069223913625,Ind,Th1/2,1.4134168887765048,Th2like
512,Mtap6.3,0.150587901089855,-0.656942620653933,Ind,Th1/2,-1.3454637946089973,Th2like
513,Mtap7,0.0488793368532269,0.532876195349482,Th2like,Th1/2,1.479324918607253,Th2like
514,Muc13,-0.0376561796012004,0.244882918998444,Th2like,Th1/2,1.7233733881343694,Th2like
515,Mx1,0.0650701267688397,0.402073575905471,Ind,Th1/2,1.4103510499408358,Th2like
516,Mxra8,0.0373044008863731,1.05212024032511,Th2like,Th1/2,1.5353547691225495,Th2like
517,Myl4,0.187996335686053,0.894870859798868,Th2like,Th1/2,1.363725516295265,Th2like
518,Myo1f,0.725149588457359,0.532167663139752,Superpos,Th1/2,0.6330996474407979,Superpos
519,Myo6.1,0.502729072225459,0.703622696296418,Superpos,Th1/2,0.9504137552459192,Superpos
520,Myst4.1,0.21565594945088,0.864411422279532,Th2like,Th1/2,1.3263043169600246,Th2like
521,Nagk.3,0.540750523493061,0.362743249950251,Ind,Th1/2,0.5908686321416667,Superpos
522,Nampt.1,0.409542741414672,0.434349142566116,Ind,Th1/2,0.8147849372483787,Superpos
523,Nat5,0.227563949534816,0.661383281038864,Th2like,Th1/2,1.2394116559170851,Th2like
524,Nat5.1,0.130387593367097,0.913221052439393,Th2like,Th1/2,1.4289771357401575,Th2like
525,Nat5.2,0.172836931235111,0.902345456158306,Th2like,Th1/2,1.3815466593250578,Th2like
526,Nav1,0.538529077126999,-0.133583011176892,Ind,Th1/2,-0.24314405677167023,Th1like
527,Nav1.1,0.666493042053813,-0.269584773040451,Ind,Th1/2,-0.38436461992532617,Th1like
528,Ncf1,0.27825725399627,0.759110667628573,Th2like,Th1/2,1.2194482932435196,Th2like
529,Nedd1,0.206705103536181,0.837280172177946,Th2like,Th1/2,1.3287592385581908,Th2like
530,Nelf.1,0.547893766313639,0.415791661989878,Ind,Th1/2,0.6491671231902721,Superpos
531,Nhedc2,-0.255415832319757,1.232898740804,Th2like,Th1/2,1.775073560462564,Th2like
532,Nhedc2.1,0.360729093687453,0.291216969903833,Ind,Th1/2,0.679176963506803,Superpos
533,Niban,0.0185248222265725,0.609106450641388,Th2like,Th1/2,1.5403925873204238,Th2like
534,Nin,0.199956818509614,0.899122798594412,Th2like,Th1/2,1.351966551156658,Th2like
535,Nkg7,0.0721114773001513,0.894281889342079,Th2like,Th1/2,1.4903342366811576,Th2like
536,Nod1,0.272797636217668,0.79553279580504,Superpos,Th1/2,1.2404500049312561,Th2like
537,Nol3.1,-0.108802776034289,1.13286000140773,Th2like,Th1/2,1.6665452072646205,Th2like
538,Nos3.3,0.412570972382502,0.489260783750264,Ind,Th1/2,0.8702318918170691,Superpos
539,Npc1,0.470129903617597,0.655119556397177,Th2like,Th1/2,0.9483394525816214,Superpos
540,Nqo2,-0.0395133669796317,0.839403820476001,Th2like,Th1/2,1.6178347356449978,Th2like
541,Nrbp2,0.0380297241609062,0.986446429425071,Th2like,Th1/2,1.5322631648029936,Th2like
542,Nrn1,0.0393704014646555,0.402746678159074,Ind,Th1/2,1.4733511831886996,Th2like
543,Nrp1,0.372664916849194,-0.198467368887639,Ind,Th1/2,-0.4893570234638041,Superpos
544,Nrp1.1,0.328254828865584,-0.206558710482695,Ind,Th1/2,-0.5616591727057942,Superpos
545,Ntrk3.1,0.459627162880485,0.435342286088374,Th2like,Th1/2,0.75826995346187,Superpos
546,Ntrk3.2,0.604862667770663,0.319453485163777,Th2like,Th1/2,0.48590705905196246,Superpos
547,Nts,0.125646585032354,0.617329856307124,Th2like,Th1/2,1.3700066129073136,Th2like
548,Nuak2,0.778169430402372,-0.0733373170861015,Ind,Th1/2,-0.09396583981278664,Th1like
549,Nucb1,-0.142142223009115,1.05049652109024,Th2like,Th1/2,1.7052890624062684,Th2like
550,Nucb1.1,0.0513059968096332,0.986046443656433,Th2like,Th1/2,1.5188111780058633,Th2like
551,Nup107,-0.271447625434217,1.32530197948767,Th2like,Th1/2,1.772821651237615,Th2like
552,Nusap1,0.903397435547779,0.0795546440343233,Th1like,Th1/2,0.08783504106778818,Th1like
553,Oas1b,0.0933620145990238,0.820997349778778,Th2like,Th1/2,1.4575649451578874,Th2like
554,Oas1g,-0.0519506419646517,0.674514305525989,Ind,Th1/2,1.6476639073044497,Th2like
555,Oas1g.3,0.0202364095167661,0.546690444925946,Ind,Th1/2,1.5337970072474385,Th2like
556,Oas2,-0.0204403323117053,0.932073772637322,Th2like,Th1/2,1.592722763431709,Th2like
557,Oas3,0.351083758658177,0.0114476559746996,Th1like,Th1/2,0.032595075278117565,Th1like
558,Oasl1,0.289692898903279,0.95645824783212,Th2like,Th1/2,1.2766986394399436,Th2like
559,Oasl1.2,0.349044882667151,0.872649996660933,Ind,Th1/2,1.1903048824848843,Th2like
560,Oasl2,-0.0064810945787294,-0.492937894961893,Ind,Th1/2,-1.5839434620176553,Th2like
561,Oasl2.1,-0.0740620474302625,0.505130110182869,Ind,Th1/2,1.7163787724709367,Th2like
562,Ociad2,0.350573542506256,0.630310171827609,Th2like,Th1/2,1.0632115324978284,Superpos
563,Odf2.1,0.242862329294502,0.786464412979415,Th2like,Th1/2,1.2712833593442499,Th2like
564,Ogfrl1.1,0.213697245880361,0.6817817851469,Ind,Th1/2,1.2670559010760967,Th2like
565,Oit3.1,1.69494823385033,0.819081727727146,Superpos,Th1/2,0.45015708211228644,Superpos
566,Optn.1,0.137356530568202,0.719500109839785,Ind,Th1/2,1.3821605720584673,Th2like
567,Orc1l,0.741919387993489,0.284030218151777,Ind,Th1/2,0.36561902769289384,Th1like
568,Osm,0.309704462767161,0.562703029116643,Th2like,Th1/2,1.067656001653756,Superpos
569,OTTMUSG00000005491,0.30812785572791,0.642348301255908,Ind,Th1/2,1.1235285869473508,Superpos
570,Otx1,0.144583032834326,0.391053599589747,Ind,Th1/2,1.216656648757438,Th2like
571,P2ry1,0.325030594423912,0.748601697981487,Th2like,Th1/2,1.1611728573757372,Superpos
572,P2ry14,0.0901625782635147,0.747846022530115,Th2like,Th1/2,1.4508124058559333,Th2like
573,P2ry14.2,0.121939435494318,0.864409461106456,Superpos,Th1/2,1.430654292859549,Th2like
574,P2ry5,0.4741676658459,0.688244782967128,Th2like,Th1/2,0.967523629947222,Superpos
575,P4ha2,-0.196093621201306,0.906217799674732,Th2like,Th1/2,1.783897690088945,Th2like
576,Pacsin1.3,0.455028116045267,0.7235521344638,Th2like,Th1/2,1.0094111198033595,Superpos
577,Pak4,0.55005519657335,0.374880568250909,Ind,Th1/2,0.5982239394839257,Superpos
578,Pank4,0.542835922617439,0.426181951607425,Ind,Th1/2,0.6655909872258796,Superpos
579,Parp12,0.0242237553079563,1.03511536083526,Th2like,Th1/2,1.5473986113262421,Th2like
580,Parp14,0.195892626359322,0.712872556614491,Th2like,Th1/2,1.302622262021793,Th2like
581,Pbx2.1,0.391993101921349,0.565454084238255,Ind,Th1/2,0.9646244303872203,Superpos
582,Pcx,0.384476768152754,0.475614054589431,Th2like,Th1/2,0.8909666292911583,Superpos
583,Pde6d.1,-0.182495896075466,0.847103489638757,Th2like,Th1/2,1.7829884059173324,Th2like
584,Pde6d.2,-0.0269103561993396,0.693275097353142,Th2like,Th1/2,1.6095931236234822,Th2like
585,Pdlim4,0.863536913082941,0.0865407300188191,Ind,Th1/2,0.09988309945363001,Th1like
586,Pfn2,0.276769914443663,0.588517522175266,Th2like,Th1/2,1.1312034896610814,Superpos
587,Pfn2.1,0.173920530615605,0.695993590885774,Th2like,Th1/2,1.3259229643745647,Th2like
588,Phf11,0.217097317509888,0.640310763354591,Superpos,Th1/2,1.2439096916923473,Th2like
589,Phf11.2,0.231522422197884,0.677129806692006,Superpos,Th1/2,1.2413401629927499,Th2like
590,Phkg2,0.37082048177655,0.655265792503866,Th2like,Th1/2,1.055821391534882,Superpos
591,Phldb1,0.185565099723262,0.596635888479938,Th2like,Th1/2,1.2692612616113426,Th2like
592,Phldb1.3,0.451536082864258,0.553890271989934,Th2like,Th1/2,0.8868504330001534,Superpos
593,Pigh.1,-0.130612405767715,0.796683815637299,Th2like,Th1/2,1.7332958279076083,Th2like
594,Pigz,0.607844130014143,-0.0051040166872379,Ind,Th1/2,-0.008396719622555044,Th1like
595,Pik3ap1,0.474148100050832,1.20619419039069,Superpos,Th1/2,1.1962572504430118,Th2like
596,Pik3cg,0.727928541171774,0.109459153961263,Ind,Th1/2,0.14925251053172886,Th1like
597,Pim2.1,0.074705646999452,1.04682290768418,Th2like,Th1/2,1.499552937718142,Th2like
598,Pip5k1b,0.332760722683932,0.651235361339366,Th2like,Th1/2,1.0984125106822942,Superpos
599,Pitpnm2,0.690522766120045,0.448173114882894,Ind,Th1/2,0.5756962034495866,Superpos
600,Pkn3,1.0260539573251,0.134224013399307,Ind,Th1/2,0.13007710878969475,Th1like
601,Pkp2,0.272066111460651,0.798520769247507,Th2like,Th1/2,1.24241917243589,Th2like
602,Pkp2.1,0.0273324073003558,0.918855620265059,Th2like,Th1/2,1.541058956267885,Th2like
603,Pkp2.2,0.308464327607976,0.818802610298168,Superpos,Th1/2,1.21051320830775,Th2like
604,Pkp4.3,0.0941831099297916,0.810953547107651,Th2like,Th1/2,1.4551755851046033,Th2like
605,Pla1a,0.196505059229301,0.0829694953223144,Ind,Th1/2,0.39951848504501475,Superpos
606,Pla2g4f,-0.262908619962127,1.08585759013926,Th2like,Th1/2,1.8083455582693397,Th2like
607,Plac8,0.69163720274425,0.227297073860035,Th1like,Th1/2,0.3175172618105274,Th1like
608,Plcl2,-1.00506093842425,1.77488803061972,Th2like,Th1/2,2.0860429375855642,Superpos
609,Plcxd1,0.232739711178724,0.85353257674455,Th2like,Th1/2,1.3045899704889388,Th2like
610,Plcxd1.2,0.343195443998304,0.818448828451189,Th2like,Th1/2,1.1737428928358593,Superpos
611,Pld4,0.310630081134124,0.67324328138841,Th2like,Th1/2,1.1385080538972254,Superpos
612,Plek,-0.0120001644749853,0.94501614785661,Th2like,Th1/2,1.5834940140898481,Th2like
613,Plekha8.1,0.369007795220042,0.629302490233406,Th2like,Th1/2,1.040454805154895,Superpos
614,Plekhf1,0.270473067151207,0.72448823808738,Th2like,Th1/2,1.213490722942437,Th2like
615,Pml,0.348170577858297,0.373082672291932,Ind,Th1/2,0.819924447614808,Superpos
616,Polk,0.447443764521344,0.63317972267054,Ind,Th1/2,0.9556135009329991,Superpos
617,Polr2d.1,0.175059413727888,0.844108297534976,Th2like,Th1/2,1.3663054349492623,Th2like
618,Pon2,1.03063229664403,0.654111918742126,Superpos,Th1/2,0.565523181070721,Superpos
619,Ppap2c.1,0.0264893650804083,0.89105769326136,Th2like,Th1/2,1.5410770773523381,Th2like
620,Pparg,0.794996772043009,0.662872301438172,Th2like,Th1/2,0.695016585589983,Superpos
621,Pparg.2,0.407043939017595,0.586839241582882,Th2like,Th1/2,0.9643645077482678,Superpos
622,Ppm1b,0.0899367855890553,0.911451705014892,Th2like,Th1/2,1.472440499855122,Th2like
623,Ppm1b.1,0.56641622095022,0.581885393124558,Ind,Th1/2,0.7988686978972696,Superpos
624,Ppme1,0.210731862651953,0.696192153716784,Th2like,Th1/2,1.2768715525627023,Th2like
625,Ppp1r1b.2,1.08681407990153,0.881033871477565,Th2like,Th1/2,0.6812056553305096,Superpos
626,Ppp3ca,0.343311221990562,0.677402365808687,Superpos,Th1/2,1.101719178338704,Superpos
627,Ppp3ca.2,0.616168477088486,0.325283864633325,Th1like,Th1/2,0.4857285037518406,Superpos
628,Ppp3cc,0.157211773018271,0.930559444311176,Th2like,Th1/2,1.403433378588194,Th2like
629,Ppt1,0.678319007683751,0.442376212004964,Ind,Th1/2,0.5778959901502249,Superpos
630,Prdm16.1,0.17694579097226,0.921433611286337,Th2like,Th1/2,1.3810728118511857,Th2like
631,Prdx4,0.121508841042137,0.775071779013865,Th2like,Th1/2,1.4152909623614085,Th2like
632,Prdx5.1,0.277428460557959,0.8087810133631,Th2like,Th1/2,1.2403528128614147,Th2like
633,Prkar1b,0.0479471958176771,0.689564963695774,Th2like,Th1/2,1.5013755318625697,Th2like
634,Prkrip1.1,0.224930694175186,0.935432527961447,Ind,Th1/2,1.3348198920815357,Th2like
635,Prlr.2,0.411896243841264,0.553420649454399,Th2like,Th1/2,0.9309703560813601,Superpos
636,Prm1,0.523858391308147,1.02801619130916,Ind,Th1/2,1.0995126548279837,Superpos
637,Prm1.1,0.456812128530565,1.4130172030175,Ind,Th1/2,1.258113252378946,Th2like
638,Pros1,-0.274065423755327,0.969393129742921,Th2like,Th1/2,1.8463241605861627,Th2like
639,Prr11,-0.0902228996448309,0.901877240477924,Th2like,Th1/2,1.6705035956162306,Th2like
640,Prr15,0.288063920725523,0.563836185932437,Th2like,Th1/2,1.098466771340751,Superpos
641,Pscdbp,0.223101972656398,0.821471139872416,Th2like,Th1/2,1.3056046793522844,Th2like
642,Psmb9,1.0059684289912,-0.497912930115804,Ind,Th1/2,-0.4596065251092395,Superpos
643,Psrc1,-0.558703246848401,1.23191325623931,Th2like,Th1/2,1.9965776325159341,Superpos
644,Pter,0.34047473039979,0.457127061932779,Superpos,Th1/2,0.9306223948426255,Superpos
