,gene,Th1,Th2,category,model,angle,clust_new
83,Arhgap18,0.125323200203665,0.997301260115864,Th2like,Th1/2,1.4457892450457144,Th2like
84,Arhgdig,0.069177351656654,1.07740446172793,Th2like,Th1/2,1.5066769313035677,Th2like
85,Arhgdig.1,0.26784767597537,0.8721876394248,Th2like,Th1/2,1.272839769225967,Th2like
86,Arl6,-0.209668306771198,1.18836711318497,Th2like,Th1/2,1.7454329962697728,Th2like
87,Armc3.1,0.0183906830773368,0.934529932268915,Th2like,Th1/2,1.5511197932077334,Th2like
88,Armcx1,0.553964412585568,0.41612166642668,Th2like,Th1/2,0.6442497406590231,Superpos
89,Armcx3,0.373913431877655,0.677331782863589,Th2like,Th1/2,1.066389157844842,Superpos
90,Armcx6,0.262096009474275,0.830351690422544,Th2like,Th1/2,1.2650492167880114,Th2like
91,Armcx6.1,0.549370402458158,0.502943341800697,Th2like,Th1/2,0.741307726688377,Superpos
92,Asah2,0.178370923581067,0.85452838216313,Th2like,Th1/2,1.3650149540577605,Th2like
93,Asb13.1,0.279622243271397,0.639352467115852,Th2like,Th1/2,1.1585099007927355,Superpos
94,Asb2,-0.215709609589058,1.07920273321758,Th2like,Th1/2,1.7680752227899936,Th2like
95,Atg2a.1,-0.0454389917271998,1.15308392675938,Th2like,Th1/2,1.6101824393383513,Th2like
96,Atp10a,-0.234601872469413,0.969853060501135,Th2like,Th1/2,1.8081316135541914,Th2like
97,Atp10d,0.220785976720501,0.746398429692417,Th2like,Th1/2,1.2831955558129657,Th2like
98,Atp8b4,0.371279969112686,0.865658334207891,Th2like,Th1/2,1.1656278561250937,Superpos
99,Atxn7l1,0.180272141678267,0.855243526861781,Th2like,Th1/2,1.3630528164820432,Th2like
100,Aven,-0.259811858539149,1.08642540135828,Th2like,Th1/2,1.805531546392504,Th2like
101,Axl,0.0375808882965423,0.759846044373152,Th2like,Th1/2,1.5213780391620342,Th2like
102,B230342M21Rik,0.488717905206336,0.707199065261743,Superpos,Th1/2,0.966094716136732,Superpos
103,B3gnt5,0.452792769715906,0.647778845058882,Th2like,Th1/2,0.9607466336597544,Superpos
104,B930041F14Rik,0.340223129038074,0.641563882266851,Superpos,Th1/2,1.0832013734552908,Superpos
105,Batf,-0.153918587496279,0.996253782620367,Th2like,Th1/2,1.7240817502457775,Th2like
106,Batf3,0.675112187678034,0.267116854930609,Ind,Th1/2,0.37676192667505104,Th1like
107,Bbs12,0.523162667681964,0.370543917945821,Ind,Th1/2,0.616259211900936,Superpos
108,BC006779,0.2180946394783,0.603005021563586,Th2like,Th1/2,1.223754608873845,Th2like
109,BC016495,0.190934157781118,0.80558177431921,Th2like,Th1/2,1.338076627706706,Th2like
110,BC038156,0.370022434786476,0.607396862741073,Th2like,Th1/2,1.0236440519215713,Superpos
111,BC057079,-0.0738083140453535,1.00935131894982,Th2like,Th1/2,1.6437909099119639,Th2like
112,BC094916,0.0728725266716408,0.930493524493036,Th2like,Th1/2,1.4926398589588075,Th2like
113,BC094916.1,0.270792809971311,0.812303947758354,Superpos,Th1/2,1.2490182649094037,Th2like
114,Bcl2.1,0.318557644305895,0.59682048653907,Th2like,Th1/2,1.0805085206994793,Superpos
115,Bmpr1a,0.100796061303,0.850862616794807,Th2like,Th1/2,1.4528824820360973,Th2like
116,Bmpr1a.1,0.916139772559107,0.424631919284066,Ind,Th1/2,0.43402466088540986,Superpos
117,Brp16.1,0.553310403795014,0.425803929106652,Th2like,Th1/2,0.6559005887011892,Superpos
118,Bst2,0.310651641992574,0.247547415092311,Ind,Th1/2,0.6728264203589597,Superpos
119,Btk,0.173087784694394,0.935462850711447,Th2like,Th1/2,1.3878364905245502,Th2like
120,Btla,0.0493067843960762,0.967654395752562,Th2like,Th1/2,1.519885405012854,Th2like
121,Bzrap1,0.663190577316182,0.42597551114241,Superpos,Th1/2,0.5709519129034847,Superpos
122,Bzw2,0.339971279860804,0.659802398803272,Th2like,Th1/2,1.0950135872873585,Superpos
123,C030048B08Rik,0.222728976617999,0.659190433436009,Th2like,Th1/2,1.2449570367022584,Th2like
124,C030048B08Rik.1,0.304034949029094,0.676971850535396,Ind,Th1/2,1.1486826228260625,Superpos
125,C1qdc2,0.207583935704224,0.723493164834769,Th2like,Th1/2,1.2913832296844796,Th2like
126,C730027P07Rik,-1.95553062574544,0.833293334007359,Th2like,Th1/2,2.738772603145971,Superpos
127,Capsl,0.226556004231464,0.891741640668641,Th2like,Th1/2,1.3220000230333704,Th2like
128,Car11,0.92422346599609,-0.0069375264144478,Th1like,Th1/2,-0.00750618911529902,Th1like
129,Car13,0.0102245524649133,1.05210674299706,Th2like,Th1/2,1.5610784624502023,Th2like
130,Car5b,0.179743092746867,0.306996920934116,Ind,Th1/2,1.0411155661396057,Superpos
131,Car5b.1,0.0526828150920393,0.332992005641988,Th2like,Th1/2,1.4138864310583106,Th2like
132,Car5b.2,0.19342985586177,0.32902979345162,Superpos,Th1/2,1.0393366639417874,Superpos
133,Casp1,0.480719857618829,0.733087703188607,Superpos,Th1/2,0.9903918343938273,Superpos
134,Casp3,-0.0661265375115262,0.67936274797261,Ind,Th1/2,1.6678267898078816,Th2like
135,Casp4.1,-0.284537785149557,1.92946217506622,Th2like,Th1/2,1.7172110322287824,Th2like
136,Casp6,0.0499507954743937,1.28921495010493,Th2like,Th1/2,1.5320705713768241,Th2like
137,Casp6.1,-0.100753607538413,1.43633322121955,Th2like,Th1/2,1.6408280150687204,Th2like
138,Ccdc18.1,-0.0680682246829382,0.919964766509994,Th2like,Th1/2,1.6446517828271687,Th2like
139,Ccdc28b,-0.379098252724037,0.700976415073239,Th2like,Th1/2,2.066560036488833,Superpos
140,Ccdc28b.1,0.112806802663187,0.436455977158118,Ind,Th1/2,1.3178704569264086,Th2like
141,Ccdc50,0.141747847520821,0.728460894421144,Ind,Th1/2,1.3786125020347624,Th2like
142,Ccdc50.1,-0.0805783566236955,0.922565036546919,Th2like,Th1/2,1.6579168951501417,Th2like
143,Ccl3,0.0635604367042182,1.01542427821371,Th2like,Th1/2,1.508282932123911,Th2like
144,Ccl4.1,0.093097478209733,0.945146825531661,Th2like,Th1/2,1.4726125017348513,Th2like
145,Ccl5,0.29396916604806,0.722604486162149,Th2like,Th1/2,1.1844254399037097,Th2like
146,Ccr5,0.291251068977439,0.328682534157935,Th1like,Th1/2,0.8457047446553622,Superpos
147,Ccr5.1,0.351332501610638,0.951380510183443,Superpos,Th1/2,1.2170436535266966,Th2like
148,Ccr5.2,0.405294862263943,0.783239189253095,Superpos,Th1/2,1.093278572495602,Superpos
149,Ccrl2,0.126189405621616,0.691372373503699,Th2like,Th1/2,1.3902633830253963,Th2like
150,Cd164,0.200462055458991,0.779518976513064,Th2like,Th1/2,1.3190891257972703,Th2like
151,Cd1d1,0.442879252710359,0.679274075641118,Superpos,Th1/2,0.9930241059187552,Superpos
152,Cd27,0.525368239232684,0.432074646277836,Superpos,Th1/2,0.6882644309560968,Superpos
153,Cd27.1,0.699450469462537,0.224148939165554,Ind,Th1/2,0.31012410394221884,Th1like
154,Cd27.2,0.585940238931066,0.339508520635338,Superpos,Th1/2,0.525153550599765,Superpos
155,Cd44.5,0.936983792402015,0.211588088737095,Ind,Th1/2,0.2220931770753553,Th1like
156,Cd6.1,0.0246787061924182,0.6609818408994,Th2like,Th1/2,1.5334772254246498,Th2like
157,Cd70,0.264018146007835,0.396190019656527,Ind,Th1/2,0.9829834005635392,Superpos
158,Cd74,0.498334754960234,0.462033637895419,Ind,Th1/2,0.7476169916987069,Superpos
159,Cd74.2,0.458769696839535,0.490606356964486,Ind,Th1/2,0.8189199002052765,Superpos
160,Cd79b,0.662517340255919,0.221160018796268,Ind,Th1/2,0.3221864265495861,Th1like
161,Cd79b.1,0.590451542665652,0.297095241137132,Ind,Th1/2,0.46617733556804825,Superpos
162,Cd80,0.102694291278312,0.799330639509645,Th2like,Th1/2,1.4430209161890917,Th2like
163,Cd86,-0.0751251852583382,1.0196566844204,Th2like,Th1/2,1.64434038689202,Th2like
164,Cd86.1,0.0202643860791591,1.02335428385316,Th2like,Th1/2,1.5509969881332268,Th2like
165,Cd86.2,0.0352261433126792,0.956782072031218,Th2like,Th1/2,1.5339956375266004,Th2like
166,Cdc42se1.1,0.283760632453952,0.819553587191841,Th2like,Th1/2,1.2374768374715948,Th2like
167,Cdk6,-0.128442628211648,1.07971938945792,Th2like,Th1/2,1.6891991686417114,Th2like
168,Cenpf,-0.31458575923035,1.09457849744712,Th2like,Th1/2,1.8506570718213602,Th2like
169,Cep72,0.0771461116251916,0.767738019846519,Th2like,Th1/2,1.4706475552132265,Th2like
170,Cercam,0.174779322309183,0.789554645713306,Th2like,Th1/2,1.3529449448717095,Th2like
171,Cetn4.1,0.226995690152846,0.780638832526386,Th2like,Th1/2,1.287817756565236,Th2like
172,Ch25h,1.06089218313274,0.113886690260868,Th1like,Th1/2,0.10694038031611024,Th1like
173,Chkb,0.426842455104756,0.575504905991704,Ind,Th1/2,0.9326391019400874,Superpos
174,Chkb.1,0.569202524357879,0.407566818167784,Th2like,Th1/2,0.6214043866028034,Superpos
175,Ckmt1,0.534360510960019,0.619423709162332,Ind,Th1/2,0.8589904165526854,Superpos
176,Clcnkb,0.368040510733753,0.722055940704581,Superpos,Th1/2,1.0994094124226217,Superpos
177,Clec2e,0.252201673549199,0.586511700744191,Th2like,Th1/2,1.164695905416199,Superpos
178,Clpx,-0.778083026988493,1.3473135138159,Th2like,Th1/2,2.0945126656580944,Superpos
179,Cox17,0.323352002735577,0.43685159730841,Ind,Th1/2,0.9336049845848245,Superpos
180,Cox4nb,0.610274712319812,0.489479645463857,Th2like,Th1/2,0.6759984801229248,Superpos
181,Cox5b,0.66894779337863,0.157723744507868,Ind,Th1/2,0.23154992565653987,Th1like
182,Cox6b2.1,1.03875870293705,0.433947723229383,Superpos,Th1/2,0.3957189848037973,Superpos
183,Cox7a1,0.148500944767818,0.752830829852041,Th2like,Th1/2,1.3760399165226376,Th2like
184,Cpne6,1.04428989877381,0.569800760255831,Th2like,Th1/2,0.49948552290563747,Superpos
185,Crabp2,-0.233040592686907,1.18498732075723,Th2like,Th1/2,1.7649790963696754,Th2like
186,Cryz,0.76978258789927,0.359575949924488,Superpos,Th1/2,0.4369941405853405,Superpos
187,Cryz.1,0.275464175505111,0.664749368687134,Th2like,Th1/2,1.1779483443314895,Superpos
188,Csnk1g2.2,0.245472859894054,0.691814930895714,Th2like,Th1/2,1.2298300286974146,Th2like
189,Csprs,0.208342401688718,0.623261622561315,Superpos,Th1/2,1.2481961699191153,Th2like
190,Cst7,-0.226440961396559,1.25291424017696,Th2like,Th1/2,1.7495976338156072,Th2like
191,Ctso,0.292484593268218,0.760063617995829,Th2like,Th1/2,1.2034477967928252,Th2like
192,Ctsw,0.471748993087784,0.471375703577406,Superpos,Th1/2,0.7850023626171221,Superpos
193,Cuedc1,0.646087753190124,0.488592787871534,Th2like,Th1/2,0.6474782180385645,Superpos
194,Cul7,0.49794856303884,0.503831718959978,Ind,Th1/2,0.7912707967425886,Superpos
195,Cuzd1,1.68246286044819,0.24898052014323,Ind,Th1/2,0.14691943653038791,Th1like
196,Cxcr3,0.710221004611559,-0.069250007597278,Th1like,Th1/2,-0.09719762254215493,Th1like
197,Cyb5,0.536628929770593,0.491618928458518,Ind,Th1/2,0.7416525958395017,Superpos
198,Cyb5.1,0.172319995284805,0.769579999792054,Th2like,Th1/2,1.3505154742349617,Th2like
199,Cyp11a1,0.967632863065266,0.809375343913885,Th2like,Th1/2,0.6965740953889682,Superpos
200,Cyp2s1,0.341846164460116,0.622345682952419,Th2like,Th1/2,1.068500971796777,Superpos
201,D030074E01Rik,0.10314845896556,0.939123619744545,Th2like,Th1/2,1.4614000237030103,Th2like
202,D0H4S114,0.0252264644373791,0.451244972791232,Ind,Th1/2,1.5149503113049305,Th2like
203,D10Bwg1379e,-0.413016812592367,0.945033423988576,Th2like,Th1/2,1.9828200761603612,Superpos
204,D10Ertd610e,0.273560913767712,0.897432126781726,Th2like,Th1/2,1.2749176377480287,Th2like
205,D12Ertd553e,0.272165176542188,0.745776003202736,Th2like,Th1/2,1.2208724285075259,Th2like
206,D14Ertd668e.1,-0.0015919510569499,0.888100981888163,Th2like,Th1/2,1.5725888587077594,Th2like
207,D330045A20Rik,-0.313155327452279,0.533441266878305,Th2like,Th1/2,2.101637439061988,Superpos
208,D330045A20Rik.1,0.233877763717953,0.550199374218148,Th2like,Th1/2,1.16885943882823,Superpos
209,D330045A20Rik.2,0.801263278868702,0.477270802226206,Th2like,Th1/2,0.5372132934359138,Superpos
210,Dapk2.1,0.432892738397496,0.827544291698934,Superpos,Th1/2,1.0888358575515706,Superpos
211,Dbndd2.2,0.0187950187474084,0.805191809414367,Th2like,Th1/2,1.547458277305384,Th2like
212,Dcxr,0.846528362062232,0.290392402272103,Ind,Th1/2,0.3304602425744694,Th1like
213,Dcxr.1,0.650604194812706,0.551255582375271,Ind,Th1/2,0.7029232756149416,Superpos
214,Ddc,-0.0528307143453092,0.354690474153093,Th2like,Th1/2,1.7186580307778252,Th2like
215,Ddx26b,0.461537245986634,0.338639316086038,Th1like,Th1/2,0.6330005266283193,Superpos
216,Ddx58,0.29306463851303,0.79749114035309,Superpos,Th1/2,1.2186319111715442,Th2like
217,Ddx60,0.0616744687021488,0.851056990954822,Th2like,Th1/2,1.4984547038613536,Th2like
218,Dgcr6.1,0.352521698940434,0.781140612036913,Th2like,Th1/2,1.146869353674418,Superpos
219,Dhdh.1,-0.133927193376578,1.03745869778398,Th2like,Th1/2,1.6991779148108181,Th2like
220,Dhx58,0.297335972413755,0.776457462924261,Superpos,Th1/2,1.2050835245234757,Th2like
221,Dhx58.1,0.366818340844004,0.556826195538221,Superpos,Th1/2,0.9882831588644233,Superpos
222,Dlk1.1,0.877282018167143,0.570645011629864,Superpos,Th1/2,0.5767050550612307,Superpos
223,Dmwd,0.308092256002074,0.766503693694255,Superpos,Th1/2,1.1886144308449489,Th2like
224,Dmwd.1,0.357359277901674,0.739181615501463,Superpos,Th1/2,1.1204740497213834,Superpos
225,Dnalc1,0.283285965546983,0.520734636470299,Th2like,Th1/2,1.0725619395829868,Superpos
226,Dnalc1.1,0.123521347599704,0.661885929610209,Th2like,Th1/2,1.386298340023654,Th2like
227,Dph3.2,0.562913405130831,0.56426317449924,Th2like,Th1/2,0.7865956410133188,Superpos
228,Dtx3l,0.322815363908576,0.587723062250483,Th2like,Th1/2,1.068518039918427,Superpos
229,Dus4l,0.450178691958703,0.661249443941297,Th2like,Th1/2,0.9730727533504366,Superpos
230,Dusp14,-0.0966187871852137,0.584572050066336,Th2like,Th1/2,1.7345967092235823,Th2like
231,Dusp7,0.214391065303101,0.664171447794237,Th2like,Th1/2,1.258560279984414,Th2like
232,Dyrk1b.2,0.589889515121802,0.538926894632269,Superpos,Th1/2,0.7402818472945633,Superpos
233,Ecm1,-0.176466301255296,1.11123856990822,Th2like,Th1/2,1.728282742404589,Th2like
234,Ecm1.1,0.102264085785586,0.955042746101675,Th2like,Th1/2,1.464124756371503,Th2like
235,Edem2.2,0.569690604010334,0.508435970310266,Ind,Th1/2,0.7286433705959295,Superpos
236,Edem2.3,0.31814003821147,0.682122761206968,Th2like,Th1/2,1.1343905968485817,Superpos
237,Edn1,-0.117993307238508,1.27170219142852,Th2like,Th1/2,1.663315197713731,Th2like
238,Efna5,-0.291332063405798,1.03777029530817,Th2like,Th1/2,1.8444807659337974,Th2like
239,EG240327,0.575721391085089,0.555290026970638,Th1like,Th1/2,0.7673354438275902,Superpos
240,EG330305,0.730963137907332,0.68550202419099,Th2like,Th1/2,0.7533144135542923,Superpos
241,EG433923,0.368578870834176,0.57170343147618,Ind,Th1/2,0.9981539070725992,Superpos
242,EG630499,0.640994408944514,0.269797867845843,Ind,Th1/2,0.39839719297640885,Superpos
243,EG630499.1,0.939199613877281,0.148964152735974,Ind,Th1/2,0.15729727810096691,Th1like
244,Ehd3,0.28012883354848,0.785631228915326,Th2like,Th1/2,1.2282847041196912,Th2like
245,Eif2ak2,0.405900318897513,0.557431896434136,Ind,Th1/2,0.9414191295307384,Superpos
246,Eif4enif1,0.701163223394874,0.559588994218004,Ind,Th1/2,0.6735731639378968,Superpos
247,Eif4enif1.1,0.521129064101129,0.797464824631602,Ind,Th1/2,0.9919770596460521,Superpos
248,Elmo2.2,0.175653879731527,0.852648298417944,Ind,Th1/2,1.367628876964948,Th2like
249,Emr1,0.264587919882192,0.75882783201953,Th2like,Th1/2,1.2352981356944355,Th2like
250,Endod1,0.278339481440074,0.952867223594939,Th2like,Th1/2,1.28659616883768,Th2like
251,Enox2,0.539644632796967,0.511644408046994,Superpos,Th1/2,0.7587702755867669,Superpos
252,Enpp4,0.306191903444096,0.762329899136261,Th2like,Th1/2,1.1888659742603065,Th2like
253,Entpd4.1,0.0654076326618478,0.984656429161113,Th2like,Th1/2,1.5044669145193414,Th2like
254,Eomes,0.126044096793634,1.05336491416844,Th2like,Th1/2,1.4517040373606322,Th2like
255,Epm2aip1.3,0.605844005689381,0.27989183012752,Ind,Th1/2,0.4327771777708301,Superpos
256,Eps8,0.771699674770592,0.014111173184424,Th1like,Th1/2,0.018283797659252598,Th1like
257,Epsti1,0.149702655630175,0.74979782230856,Th2like,Th1/2,1.3737302477524032,Th2like
258,Epsti1.2,0.185494968478863,0.808185582068622,Th2like,Th1/2,1.3451836191585178,Th2like
259,Ercc2.1,0.774068127074344,0.267037368449262,Ind,Th1/2,0.3321949228713499,Th1like
260,Ets1.1,0.407030203561812,0.663561586149842,Ind,Th1/2,1.020580432866504,Superpos
261,Etv6,0.253337158253634,0.963560865783614,Th2like,Th1/2,1.3136973101544498,Th2like
262,Evi2a.1,-0.0872555492062485,0.926409774073253,Ind,Th1/2,1.6647060602314618,Th2like
263,Exosc8,-0.209721387342141,1.10570616045599,Th2like,Th1/2,1.7582415851575142,Th2like
264,F2rl2,-0.0780524121212785,0.871797518146229,Th2like,Th1/2,1.6600886906470331,Th2like
265,Fah,0.173200521593897,0.737524644769177,Ind,Th1/2,1.3401356975092023,Th2like
266,Fancl.1,0.12722676226003,0.901011807745596,Ind,Th1/2,1.4305194091984146,Th2like
267,Fars2,1.26320942026059,-0.15584332277154,Th1like,Th1/2,-0.12275066827990963,Th1like
268,Fastkd1,1.13103732035043,0.0082130144446035,Th1like,Th1/2,0.007261360828799833,Th1like
269,Fbxl12.1,0.230194724752063,0.706218168046069,Th2like,Th1/2,1.2557016968092392,Th2like
270,Fbxl12.2,0.145749115764301,0.726157853688841,Th2like,Th1/2,1.37271555618733,Th2like
271,Fbxo2,0.0992380804825031,0.696646008266128,Ind,Th1/2,1.4292970897561195,Th2like
272,Fbxo44,-0.0447509703665147,1.04528517835735,Th2like,Th1/2,1.6135824106183556,Th2like
273,Fcer2a,0.849812549462246,0.540913710264158,Ind,Th1/2,0.5668329888044461,Superpos
274,Fcrls,-0.573330279450733,1.51236930453576,Th2like,Th1/2,1.9331515043388923,Th2like
275,Fes,0.68204268952695,0.464220289539127,Th1like,Th1/2,0.5976089075030185,Superpos
276,Ffar2,1.18671939857406,0.165859527561383,Th1like,Th1/2,0.13886354293660177,Th1like
277,Fgf2,0.867593800164198,0.1604855736347,Ind,Th1/2,0.1829102798341204,Th1like
278,Fgl2,0.242907216793994,-0.768159126870669,Ind,Th1/2,-1.264526091392591,Th2like
279,Fhit,0.0182897107722341,0.722402196474536,Th2like,Th1/2,1.5454838284602657,Th2like
280,Fhl2,0.0484954135747441,0.411190648522102,Th2like,Th1/2,1.4533996371300515,Th2like
281,Flot2.1,0.140240916346476,0.574401779347176,Th2like,Th1/2,1.3313298931715956,Th2like
282,Flot2.2,0.345282895914253,0.463702042955519,Th2like,Th1/2,0.9307458197528007,Superpos
283,Fmnl3.1,0.297905039302494,0.82631634057002,Th2like,Th1/2,1.2247789058692367,Th2like
284,Fmnl3.2,0.188538807870861,0.915108875593599,Th2like,Th1/2,1.3676105961167875,Th2like
285,Folr4,0.493496859527938,0.527845229087665,Th2like,Th1/2,0.8190161148882746,Superpos
286,Folr4.1,-0.0025012089501937,0.790871451717742,Ind,Th1/2,1.5739589148561492,Th2like
287,Folr4.2,0.425210414444854,0.623584710893709,Superpos,Th1/2,0.9723347178099426,Superpos
288,Fos,0.308893038339125,0.575295439259847,Th2like,Th1/2,1.0780434716909941,Superpos
289,Foxp1,-0.079712717628415,1.01178770201044,Th2like,Th1/2,1.6494179638871471,Th2like
290,Foxp3,0.0744679211904087,0.888129331572838,Th2like,Th1/2,1.4871439402230517,Th2like
291,Foxq1,-0.0662959672857251,0.847028742417527,Th2like,Th1/2,1.6489059383585218,Th2like
292,Fscn1,-0.0540003062740801,1.04098199925544,Th2like,Th1/2,1.6226242613330695,Th2like
293,Furin,0.423808727440333,0.732055040118155,Superpos,Th1/2,1.046013458094807,Superpos
294,Furin.2,0.588471983381769,0.541009321200897,Superpos,Th1/2,0.7434012266334447,Superpos
295,Fut4,0.41074827293688,0.568523027174352,Th2like,Th1/2,0.9451398658131662,Superpos
296,Fut7,0.303907427182461,0.142309407927733,Ind,Th1/2,0.4379393860486432,Superpos
297,Fzd7,-0.360261219791444,1.15217488244295,Th2like,Th1/2,1.873844522279837,Th2like
298,Galnt11,0.263656564789736,0.794779762368863,Th2like,Th1/2,1.2504846210911693,Th2like
299,Gart.1,0.415973016005861,0.549055588402505,Ind,Th1/2,0.9224390970141535,Superpos
300,Gas2l3,0.232240246972196,0.666458226626843,Th2like,Th1/2,1.235485789857429,Th2like
301,Gata3,0.260255683923821,0.898437983454132,Th2like,Th1/2,1.2888380398787544,Th2like
302,Gbp1,0.543598098731487,0.827744798679414,Th2like,Th1/2,0.9897102300171974,Superpos
303,Gbp3.1,0.609581198968929,0.591146532877359,Superpos,Th1/2,0.7700464584403383,Superpos
304,Gbp5,0.397895436125573,0.946605003481528,Superpos,Th1/2,1.1728798118190362,Superpos
305,Gbp5.1,0.176843630955676,1.03999519309364,Ind,Th1/2,1.402364631614495,Th2like
306,Gbp6,0.238024260464442,0.788647446141543,Th2like,Th1/2,1.2776768179992304,Th2like
307,Gbp6.1,0.118268388340563,0.696468791766425,Th2like,Th1/2,1.4025894112688937,Th2like
308,Gemin6,0.194490543428978,0.643017390772667,Ind,Th1/2,1.2770791906891301,Th2like
309,Gemin6.2,0.0692940391119955,0.759986306851182,Ind,Th1/2,1.479869731197234,Th2like
310,Ggt7,-0.0510450400464118,0.661085028193686,Th2like,Th1/2,1.6478574544830533,Th2like
311,Gldc,-0.131980736677711,1.55811013370449,Th2like,Th1/2,1.6553002586963739,Th2like
312,Glipr2.1,0.291231839774808,0.882923770562823,Th2like,Th1/2,1.252184619690678,Th2like
313,Glipr2.2,0.424335928255763,0.786056099136892,Superpos,Th1/2,1.075795417156483,Superpos
314,Gm50,-0.005687033334173,0.88569598070447,Ind,Th1/2,1.5772172153426713,Th2like
315,Gm885,0.315450527204916,0.418230279893437,Ind,Th1/2,0.9245802461456621,Superpos
316,Gm885.1,-0.18845593322017,0.733864896985713,Th2like,Th1/2,1.8221639476877116,Th2like
317,Gnaq,0.332191590954861,1.17910035509319,Th2like,Th1/2,1.2961812505606787,Th2like
318,Gnaq.2,0.597978481964959,0.700192765118407,Superpos,Th1/2,0.863973188514603,Superpos
319,Gnaz,0.720586188043003,0.417961972762128,Ind,Th1/2,0.5256066217996377,Superpos
320,Gnb5,-0.248354813523036,1.12544082134466,Ind,Th1/2,1.787988819963378,Th2like
321,Gng2,0.489846653814619,0.55974368814686,Th2like,Th1/2,0.8518945651420878,Superpos
322,Gnpda1,0.38839846691384,0.599246873106664,Th2like,Th1/2,0.9957267212102451,Superpos
323,Gnpda1.1,0.652138986429038,0.751308296295317,Th2like,Th1/2,0.8559421394300851,Superpos
324,Gpld1,0.485214061957502,0.599360274532028,Th2like,Th1/2,0.890257313290651,Superpos
325,Gpld1.1,0.36180846609161,0.632643572445344,Th2like,Th1/2,1.0512953681929678,Superpos
326,Gpr114,0.22717457842809,0.753413063498817,Superpos,Th1/2,1.2779389638726781,Th2like
327,Gpr65,0.0824267518463649,0.96021362664033,Th2like,Th1/2,1.4851641547977932,Th2like
328,Gpr83,0.615171107120134,0.310669740379292,Superpos,Th1/2,0.46765039475213804,Superpos
329,Gpsm2.1,0.18822674482032,0.670257775157474,Ind,Th1/2,1.297020545725871,Th2like
330,Gramd3.1,0.632862266845134,0.518731263833351,Th2like,Th1/2,0.6866137275226591,Superpos
331,Gsdmdc1.1,0.0693860950651565,0.73588428024687,Th2like,Th1/2,1.4767848614842058,Th2like
332,Gsdmdc1.2,0.089692957790662,0.871865331337603,Th2like,Th1/2,1.4682821709425022,Th2like
333,Gspt2,0.231970710908025,0.641918475287917,Ind,Th1/2,1.2240275872834516,Th2like
334,Gstk1,0.150213538404041,0.910574065144714,Th2like,Th1/2,1.4073030452645672,Th2like
335,Gstk1.1,0.143352196591696,0.929736282465639,Th2like,Th1/2,1.4178151549502165,Th2like
336,Gstt3,0.295607433055334,0.564352181022999,Ind,Th1/2,1.088290837935797,Superpos
337,Guca1a,0.366700615287834,0.682948171658878,Ind,Th1/2,1.0780370394876666,Superpos
338,Gvin1,0.152369325376367,0.454162741114788,Th2like,Th1/2,1.247101542522796,Th2like
339,Gypc,-0.209162515524069,1.33208162534471,Th2like,Th1/2,1.7265439398736375,Th2like
340,H1f0,-0.34492255316993,1.19727440580333,Th2like,Th1/2,1.851290842191333,Th2like
341,H1fx,0.116402882287606,0.538849210332756,Ind,Th1/2,1.3580442393418437,Th2like
342,H2-D1,0.615679003038007,0.21873018302634,Ind,Th1/2,0.3413589371733406,Th1like
343,H2-D1.1,0.472578346132308,0.368171809975862,Ind,Th1/2,0.6618480791638511,Superpos
344,H2-D1.2,0.613957098548443,0.37413925620121,Ind,Th1/2,0.5472952477761153,Superpos
345,H2-DMa,0.471218665361992,0.583004790571836,Th2like,Th1/2,0.8910398697466081,Superpos
346,H2-DMa.1,0.267053283371897,0.857076284811879,Th2like,Th1/2,1.2687440263209995,Th2like
347,H2-DMb1,0.610808341449416,0.411189929400893,Ind,Th1/2,0.5925050152350094,Superpos
348,H2-DMb2,0.806117566536179,0.0821677828439573,Ind,Th1/2,0.10157944540624005,Th1like
349,H2-DMb2.1,0.806830685261249,0.130724536244488,Ind,Th1/2,0.16062642639011274,Th1like
350,H2-Ea,0.472459421739304,0.525613341337397,Ind,Th1/2,0.8386044566785559,Superpos
351,H2-K1,1.2660951752318,-0.210536913706042,Ind,Th1/2,-0.16478059068153542,Th1like
352,H2-K1.1,0.592223185291997,0.367422106635081,Ind,Th1/2,0.5552929521538575,Superpos
353,H2-M3,0.735895262899818,0.330250272270834,Th1like,Th1/2,0.4218334765296481,Superpos
354,H2-Oa,0.687221515270277,0.510341383112733,Th2like,Th1/2,0.6387582847252282,Superpos
355,H2-Q5.2,0.782781623996163,0.212652136853502,Ind,Th1/2,0.26526039539386936,Th1like
356,H2-Q6,0.641625667968148,0.30606296606235,Th1like,Th1/2,0.44508844248515905,Superpos
357,H2-Q7,0.585544747399321,0.245998350172282,Th1like,Th1/2,0.39772896393298346,Superpos
358,H2-T10.1,0.646320344183758,0.647953746086258,Th1like,Th1/2,0.7866601843616381,Superpos
359,H2-T23.1,0.447420105902644,0.382456153084773,Ind,Th1/2,0.7072759875100072,Superpos
360,H2-T23.2,0.345561827826246,0.377955090386613,Ind,Th1/2,0.8301402327893745,Superpos
361,H28,-0.0457174575415153,0.220148594118364,Ind,Th1/2,1.7755524034028238,Th2like
362,Hcn2,0.565833588047418,0.720735714302195,Superpos,Th1/2,0.9052207659825178,Superpos
363,Hcst,0.377612789664248,0.577295849909175,Th2like,Th1/2,0.9915399181382085,Superpos
