"","gene","beta_th1","beta_th2","p_th1","p_th2","padj_th1","padj_th2","th1_sig","th2_sig","category","model"
"1","1110067D22Rik",0.0900305689508019,0.894241429079452,0.650770915972222,0.0215090815545201,0.759772835716099,0.0306862896844487,"ns","sig","Th2like","Th1/2"
"2","1500019G21Rik",0.300845897424059,0.597806077114079,0.245810413734424,0.00829805931713669,0.396984188635772,0.0134021486329604,"ns","sig","Th2like","Th1/2"
"3","2010001M09Rik",0.212852114395698,0.974652541827623,0.644551424450822,0.0195243371261525,0.755802766205347,0.0284231846598411,"ns","sig","Th2like","Th1/2"
"4","2210012G02Rik.2",0.390040147435516,0.510067413643616,0.488104615617541,0.164136787442521,0.633056895406993,0.191941379850817,"ns","ns","Ind","Th1/2"
"5","2310004I24Rik",0.15952296045725,0.576186660903632,0.135071995468989,0.0469991576215535,0.268887507259197,0.0613222358111548,"ns","ns","Ind","Th1/2"
"6","2310022B05Rik",0.0737040511964462,0.776381894605437,0.498639581858194,4.37375649255595e-05,0.63987947857676,0.00023695794668531,"ns","sig","Th2like","Th1/2"
"7","2510009E07Rik",0.184608841050001,0.744152126206087,0.27135538263282,0.00387056268868902,0.420797477416112,0.00701949504558856,"ns","sig","Th2like","Th1/2"
"8","2510009E07Rik.2",0.376095559508768,0.630772598829856,0.000440540998556533,0.000151920368114316,0.00725198259162293,0.000580552835293993,"sig","sig","Superpos","Th1/2"
"9","2810474O19Rik",0.272113269545946,0.804527569198933,0.354454892256725,0.0541172534268305,0.507380247109961,0.0689350728175103,"ns","ns","Ind","Th1/2"
"10","4631427C17Rik",0.530463004451432,0.706481304163696,0.0230621719610291,0.000277908610912234,0.0815752859447972,0.000896519204923844,"ns","sig","Th2like","Th1/2"
"11","4930539E08Rik",0.320701696466893,0.651818749918682,2.157209146574e-05,0.00107917654385698,0.00131897930676239,0.0024283286599702,"sig","sig","Superpos","Th1/2"
"12","5730469M10Rik",0.311571551608862,0.732073055146383,0.165056720825126,1.86458886699933e-05,0.305396997461933,0.000139686505405791,"ns","sig","Th2like","Th1/2"
"13","5730469M10Rik.1",0.0341220563167277,0.851720609826141,0.750314698678102,4.76767260103766e-08,0.825539051501871,6.80187957748039e-06,"ns","sig","Th2like","Th1/2"
"14","9930111J21Rik",0.0020407407511973,0.798126823156084,0.989967667414668,0.00795328773579177,0.989967667414668,0.013050573080407,"ns","sig","Th2like","Th1/2"
"15","A630077B13Rik",0.964367970427167,0.522595974959651,0.0517239855634885,0.0351978806550347,0.139231860510522,0.0479767290457161,"ns","sig","Th2like","Th1/2"
"16","Actr3b",0.744488845251594,0.212759847177125,0.0431303964700543,0.139605080176263,0.123891340195861,0.166437254360559,"ns","ns","Ind","Th1/2"
"17","Actr3b.1",-0.241633276924891,0.761315946655083,0.70371246618141,0.0859088288912117,0.807477038942744,0.10475492525766,"ns","ns","Ind","Th1/2"
"18","Adar",0.128540116723564,0.408959670087976,0.438638629103869,0.418088805638711,0.592231335193867,0.45416753505931,"ns","ns","Ind","Th1/2"
"19","Adh4",0.01734786952409,0.976126095486871,0.738551582169643,0.000219055891300636,0.822901124224195,0.000762243264037985,"ns","sig","Th2like","Th1/2"
"20","Adora3.1",-0.10611756763442,0.427573712970605,0.663899979509458,4.83619067249066e-05,0.770052008753518,0.00025873620097825,"ns","sig","Th2like","Th1/2"
"21","Aff4",0.748261114051523,0.220138002352528,0.00301623720480075,0.202488851955403,0.0232857801001406,0.234230347667331,"sig","ns","Th1like","Th1/2"
"22","AI451557",0.365072661487496,0.458865790801737,0.0939242392615061,0.000929259180526733,0.203028153555175,0.00215176203909086,"ns","sig","Th2like","Th1/2"
"23","AI451617",-0.0862734932951493,-0.485381276613396,0.0743005101919959,0.358676559313168,0.173773870831553,0.39770354245087,"ns","ns","Ind","Th1/2"
"24","Akr1b3",-0.205754063472036,1.0016990049918,0.820593777955737,0.0070564743417151,0.881076259729427,0.011793509158342,"ns","sig","Th2like","Th1/2"
"25","Akr1c18",0.00174182233233748,0.945106431513199,0.965068585930543,8.20956225068215e-10,0.976476016024285,3.51369264329196e-07,"ns","sig","Th2like","Th1/2"
"26","Amica1",0.234021645674269,0.92235690761287,0.0446085965963598,0.109449999970454,0.126440260551271,0.131585955020658,"ns","ns","Ind","Th1/2"
"27","Anp32e",0.373280902774899,0.463595078545685,0.0547288365113718,0.0101917250895837,0.142841313042893,0.0159283457223627,"ns","sig","Th2like","Th1/2"
"28","Antxr2",0.433094871357713,0.769211725161275,0.0400253913828126,0.00120931405121893,0.118964357721137,0.00265679258355434,"ns","sig","Th2like","Th1/2"
