"","gene","beta_th1","beta_th2","p_th1","p_th2","padj_th1","padj_th2","th1_sig","th2_sig","category","model"
"1","1110067D22Rik",0.0900305689508019,0.894241429079452,0.650770915972222,0.0215090815545201,0.760356711318053,0.0308273481563155,"ns","sig","Th2like","Th1/2"
"2","1500019G21Rik",0.300845897424059,0.597806077114079,0.245810413734424,0.00829805931713669,0.397634492805686,0.0134728638359415,"ns","sig","Th2like","Th1/2"
"3","2010001M09Rik",0.212852114395698,0.974652541827623,0.644551424450822,0.0195243371261525,0.756273671355631,0.0285405592541764,"ns","sig","Th2like","Th1/2"
"4","2210012G02Rik.2",0.390040147435516,0.510067413643616,0.488104615617541,0.164136787442521,0.633528114665835,0.191565481365277,"ns","ns","Ind","Th1/2"
"5","2310004I24Rik",0.15952296045725,0.576186660903632,0.135071995468989,0.0469991576215535,0.268374845385488,0.061362929657847,"ns","ns","Ind","Th1/2"
"6","2310022B05Rik",0.0737040511964462,0.776381894605437,0.498639581858194,4.37375649255595e-05,0.640559440966463,0.000240556607090577,"ns","sig","Th2like","Th1/2"
"7","2410091C18Rik.1",0.370424272637846,0.448416362078413,0.136988059076897,0.0509213668015398,0.268374845385488,0.0655128695692325,"ns","ns","Ind","Th1/2"
"8","2510009E07Rik",0.184608841050001,0.744152126206087,0.27135538263282,0.00387056268868902,0.421895294552794,0.00703738670670731,"ns","sig","Th2like","Th1/2"
"9","2510009E07Rik.2",0.376095559508768,0.630772598829856,0.000440540998556533,0.000151920368114316,0.00745530920634133,0.000586359315528939,"sig","sig","Superpos","Th1/2"
"10","2810474O19Rik",0.272113269545946,0.804527569198933,0.354454892256725,0.0541172534268305,0.506364131795321,0.0688196286352758,"ns","ns","Ind","Th1/2"
"11","4631427C17Rik",0.530463004451432,0.706481304163696,0.0230621719610291,0.000277908610912234,0.0831750464168263,0.000908001105436887,"ns","sig","Th2like","Th1/2"
"12","4930539E08Rik",0.320701696466893,0.651818749918682,2.157209146574e-05,0.00107917654385698,0.00135596003498937,0.00245780832189874,"sig","sig","Superpos","Th1/2"
"13","5730469M10Rik",0.311571551608862,0.732073055146383,0.165056720825126,1.86458886699933e-05,0.304802377139771,0.000141209566991212,"ns","sig","Th2like","Th1/2"
"14","5730469M10Rik.1",0.0341220563167277,0.851720609826141,0.750314698678102,4.76767260103766e-08,0.827414705309185,6.9925864815219e-06,"ns","sig","Th2like","Th1/2"
"15","9930111J21Rik",0.0020407407511973,0.798126823156084,0.989967667414668,0.00795328773579177,0.99222271904887,0.0131149831334133,"ns","sig","Th2like","Th1/2"
"16","A630077B13Rik",0.964367970427167,0.522595974959651,0.0517239855634885,0.0351978806550347,0.139623028514938,0.0479475773628956,"ns","sig","Th2like","Th1/2"
"17","Actr3b",0.744488845251594,0.212759847177125,0.0431303964700543,0.139605080176263,0.124851147676473,0.166016852101502,"ns","ns","Ind","Th1/2"
